毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
25.66%,34.15亿,8.14,15.11亿,401.5亿,3.480元,20.04,http://quote.eastmoney.com/sh600637.html,49.22%,0.44,20.00%,34.33亿,sh600637,东方明珠,5.42%,403.7亿,1.44,17.77%,92.81亿,1993-03-16,,,,,,,,,,,,,,,,,,,6.51亿,10.0亿,4.30亿,7.94亿,-2.11亿,12.2亿,4.37亿,8.03亿,2.71亿,,,,,,,,,,,,,,,,,,,,-38.72,163.11,24.72,-15.01,-132.44,21.87,1.72,1.14,--,,,,,,,,,,,,,,,,,,,,50.3亿,65.1亿,37.1亿,50.9亿,34.0亿,40.6亿,28.0亿,32.3亿,32.5亿,,,,,,,,,,,,,,,,,,,,17.82,44.39,4.49,16.88,-32.39,-37.61,-24.49,-36.58,-4.33,
30.97%,6.73亿,6.127999999999999,1.23亿,65.52亿,3.269元,39.97,http://quote.eastmoney.com/sh600638.html,-81.24%,0.183,64.12%,6.73亿,sh600638,新黄浦,2.94%,65.52亿,1.59,16.82%,8.75亿,1993-03-26,,,,,,,,,,,,,,,,,,,5375万,-3227万,3032万,5.88亿,3670万,-1033万,2838万,8212万,1246万,,,,,,,,,,,,,,,,,,,,-53.26,-209.91,0.64,1061.94,-31.72,--,-6.41,-86.04,-66.06,,,,,,,,,,,,,,,,,,,,2.37亿,2.06亿,9.69亿,3.01亿,2.01亿,3.39亿,4.24亿,3.50亿,1.24亿,,,,,,,,,,,,,,,,,,,,8.40,-42.13,91.99,38.64,-14.98,64.78,-56.20,16.41,-38.20,
26.67%,5.89亿,5.529,1.85亿,83.87亿,1.232元,45.97,http://quote.eastmoney.com/sh600640.html,-21.37%,0.23199999999999998,20.75%,7.96亿,sh600640,号百控股,4.21%,113.2亿,2.57,7.68%,25.47亿,1993-04-07,,,,,,,,,,,,,,,,,,,7953万,7240万,6241万,1.01亿,7122万,1631万,4590万,8801万,5084万,,,,,,,,,,,,,,,,,,,,54.01,--,90.55,170.37,0.57,-40.53,-26.45,-13.15,-28.62,,,,,,,,,,,,,,,,,,,,13.2亿,19.2亿,12.5亿,12.3亿,13.4亿,17.4亿,8.33亿,7.40亿,9.75亿,,,,,,,,,,,,,,,,,,,,-63.20,42.25,8.54,-7.26,-1.49,-4.25,-33.59,-40.09,-27.05,
56.31%,8.06亿,7.912000000000001,9.20亿,94.40亿,5.184元,7.69,http://quote.eastmoney.com/sh600641.html,-42.35%,1.141,19.46%,8.06亿,sh600641,万业企业,14.93%,94.40亿,1.48,36.70%,25.17亿,1993-04-07,,,,,,,,,,,,,,,,,,,1.55亿,5.01亿,1.17亿,14.6亿,1857万,1.03亿,5.72亿,3.16亿,3183万,,,,,,,,,,,,,,,,,,,,305.42,2065.06,72.14,--,-88.00,-79.47,387.77,-78.36,71.42,,,,,,,,,,,,,,,,,,,,7.74亿,15.2亿,3.95亿,14.5亿,7135万,1.78亿,13.8亿,9.79亿,1.53亿,,,,,,,,,,,,,,,,,,,,101.01,41.75,-10.87,222.50,-90.79,-88.33,250.95,-32.61,114.78,
6.60%,45.52亿,5.62,12.51亿,249.9亿,1.009元,14.98,http://quote.eastmoney.com/sh600642.html,-14.84%,0.275,40.98%,45.52亿,sh600642,申能股份,4.82%,249.9亿,0.98,5.85%,270.3亿,1993-04-16,,,,,,,,,,,,,,,,,,,6.65亿,6.38亿,5.06亿,4.62亿,5.01亿,2.69亿,3.37亿,5.76亿,3.38亿,,,,,,,,,,,,,,,,,,,,53.75,330.39,-13.12,-19.74,-24.58,-57.93,-33.45,24.80,-32.59,,,,,,,,,,,,,,,,,,,,64.7亿,76.1亿,86.3亿,68.3亿,82.1亿,87.3亿,98.5亿,81.4亿,90.3亿,,,,,,,,,,,,,,,,,,,,3.94,9.27,15.69,9.90,26.87,14.71,14.10,19.25,10.01,
52.04%,14.34亿,5.767,8.17亿,170.8亿,1.937元,17.74,http://quote.eastmoney.com/sh600643.html,40.09%,0.504,63.37%,16.22亿,sh600643,爱建集团,9.18%,193.2亿,2.07,189.55%,4.31亿,1993-04-26,,,,,,,,,,,,,,,,,,,1.50亿,1.58亿,1.28亿,2.31亿,2.23亿,2.47亿,1.77亿,3.62亿,2.77亿,,,,,,,,,,,,,,,,,,,,16.99,26.09,11.45,17.32,48.91,55.98,38.13,56.81,23.93,,,,,,,,,,,,,,,,,,,,3.46亿,5.85亿,3.97亿,4.55亿,6.33亿,8.50亿,4.61亿,7.74亿,5.82亿,,,,,,,,,,,,,,,,,,,,10.75,52.75,34.35,20.11,82.98,45.24,16.15,70.12,-8.08,
24.56%,5.38亿,2.623,1.36亿,32.30亿,-1.138元,17.76,http://quote.eastmoney.com/sh600644.html,31.91%,0.253,52.07%,5.38亿,sh600644,乐山电力,10.15%,32.30亿,2.29,8.76%,16.06亿,1993-04-26,,,,,,,,,,,,,,,,,,,8113万,-3487万,2953万,3111万,4277万,-6056万,1653万,4146万,7843万,,,,,,,,,,,,,,,,,,,,311.80,-159.38,-7.80,-76.64,-47.28,--,-44.03,33.26,83.36,,,,,,,,,,,,,,,,,,,,4.83亿,5.05亿,4.86亿,5.13亿,4.84亿,5.76亿,5.16亿,5.60亿,5.29亿,,,,,,,,,,,,,,,,,,,,14.84,9.35,5.31,12.49,0.16,14.07,6.20,9.31,9.41,
69.62%,3.84亿,6.8389999999999995,3.35亿,88.34亿,-0.861元,22.71,http://quote.eastmoney.com/sh600645.html,1116.90%,0.76,30.74%,4.40亿,sh600645,中源协和,11.56%,101.3亿,3.37,35.75%,9.71亿,1993-05-04,,,,,,,,,,,,,,,,,,,-1047万,3233万,2768万,-1929万,2757万,-4595万,1.14亿,1.57亿,2332万,,,,,,,,,,,,,,,,,,,,--,-74.01,--,-186.98,--,-166.65,310.17,--,-15.40,,,,,,,,,,,,,,,,,,,,1.97亿,2.78亿,2.09亿,1.99亿,3.22亿,-8867万,2.15亿,2.09亿,3.28亿,,,,,,,,,,,,,,,,,,,,16.56,33.73,21.97,4.22,9.78,-11.49,2.88,5.02,1.60,
61.09%,1.39亿,2.1,-3304万,20.29亿,0.874元,-,http://quote.eastmoney.com/sh600647.html,-394.96%,-0.23800000000000002,35.06%,1.39亿,sh600647,同达创业,-10.55%,20.29亿,6.94,-177.00%,1745万,1993-05-04,,,,,,,,,,,,,,,,,,,-71.5万,595万,1241万,110万,-232万,-6.34万,416万,-2237万,-1482万,,,,,,,,,,,,,,,,,,,,--,111.34,2014.27,-98.52,--,-101.07,-66.52,-2125.33,--,,,,,,,,,,,,,,,,,,,,739万,3888万,1396万,327万,357万,289万,1481万,141万,123万,,,,,,,,,,,,,,,,,,,,-53.73,105.23,-15.48,-74.51,-51.61,-92.57,6.07,-56.70,-65.59,
26.85%,24.21亿,7.4910000000000005,8.76亿,200.0亿,4.816元,17.89,http://quote.eastmoney.com/sh600649.html,-14.02%,0.34600000000000003,42.73%,25.30亿,sh600649,城投控股,4.56%,208.9亿,1.10,18.46%,53.23亿,1993-05-18,,,,,,,,,,,,,,,,,,,4.38亿,1.62亿,6.07亿,2.96亿,1.16亿,7.40亿,3.98亿,3.10亿,1.69亿,,,,,,,,,,,,,,,,,,,,144.01,-63.76,-15.79,-61.77,-73.53,357.36,-34.52,4.77,45.36,,,,,,,,,,,,,,,,,,,,26.5亿,18.4亿,6.69亿,7.45亿,3.16亿,14.8亿,23.1亿,18.3亿,11.8亿,,,,,,,,,,,,,,,,,,,,231.37,-57.17,-64.86,-75.77,-88.09,-19.40,245.70,145.80,272.77,
17.79%,3.91亿,5.915,2.11亿,46.36亿,2.505元,23.28,http://quote.eastmoney.com/sh600650.html,12.95%,0.38299999999999995,21.14%,5.52亿,sh600650,锦江投资,6.33%,65.48亿,2.01,14.00%,17.73亿,1993-06-07,,,,,,,,,,,,,,,,,,,5023万,5921万,7394万,5549万,5735万,6067万,7679万,8525万,4895万,,,,,,,,,,,,,,,,,,,,22.42,-10.08,49.76,-29.02,14.17,2.47,3.85,53.61,-14.66,,,,,,,,,,,,,,,,,,,,5.84亿,6.09亿,5.50亿,6.39亿,6.00亿,5.80亿,5.55亿,5.84亿,6.35亿,,,,,,,,,,,,,,,,,,,,6.79,1.61,-7.67,12.55,2.81,-4.85,0.87,-8.67,5.75,
29.14%,9.85亿,2.452,-8.28亿,53.89亿,-0.167元,-,http://quote.eastmoney.com/sh600651.html,-587.81%,-0.8370000000000001,81.78%,9.89亿,sh600651,飞乐音响,-28.56%,54.09亿,2.23,-35.34%,23.67亿,1990-12-19,,,,,,,,,,,,,,,,,,,5437万,2.41亿,-5811万,1.71亿,5647万,-1.14亿,-1.98亿,-2.13亿,-4.17亿,,,,,,,,,,,,,,,,,,,,-56.52,33.73,-382.16,389.11,3.87,-147.47,--,-224.53,-837.71,,,,,,,,,,,,,,,,,,,,19.6亿,21.9亿,11.4亿,14.8亿,16.5亿,11.7亿,7.91亿,7.64亿,8.12亿,,,,,,,,,,,,,,,,,,,,25.44,7.64,-27.92,2.57,-15.66,-46.50,-30.88,-48.25,-50.80,
46.86%,8.33亿,2.074,475.7万,40.97亿,-0.053元,645.99,http://quote.eastmoney.com/sh600652.html,-88.83%,0.006,9.13%,8.33亿,sh600652,游久游戏,0.28%,40.97亿,2.37,5.59%,8513万,1990-12-19,,,,,,,,,,,,,,,,,,,509万,8900万,1444万,2772万,42.1万,-4.65亿,2448万,-758万,-1214万,,,,,,,,,,,,,,,,,,,,--,30.83,76.24,84.33,-91.73,-622.35,69.52,-127.36,-2987.08,,,,,,,,,,,,,,,,,,,,7678万,8009万,5758万,4339万,3806万,3753万,3094万,2931万,2488万,,,,,,,,,,,,,,,,,,,,-76.23,-53.63,-30.18,-36.90,-50.43,-53.14,-46.27,-32.45,-34.62,
4.52%,17.46亿,0.873,-1.07亿,46.80亿,-0.308元,-,http://quote.eastmoney.com/sh600653.html,63.03%,-0.055,76.15%,19.46亿,sh600653,申华控股,-6.11%,52.16亿,3.07,-1.64%,51.08亿,1990-12-19,,,,,,,,,,,,,,,,,,,-8731万,2.35亿,-8246万,-9203万,-1.15亿,-2.81亿,-1.28亿,-9333万,1.14亿,,,,,,,,,,,,,,,,,,,,--,368.42,--,-1604.66,--,-219.35,--,--,--,,,,,,,,,,,,,,,,,,,,18.1亿,22.5亿,10.9亿,11.5亿,14.2亿,21.5亿,15.5亿,16.2亿,19.4亿,,,,,,,,,,,,,,,,,,,,24.34,-16.91,-50.89,-53.61,-21.56,-4.44,42.54,41.03,36.80,
14.68%,7.55亿,1.66,-1.08亿,17.52亿,-0.318元,-,http://quote.eastmoney.com/sh600654.html,23.41%,-0.084,71.13%,12.83亿,sh600654,ST中安,-5.10%,29.77亿,1.40,-3.70%,29.13亿,1990-12-19,,,,,,,,,,,,,,,,,,,7221万,-2817万,-3412万,-3644万,-7032万,-5.94亿,-5767万,-3849万,-1174万,,,,,,,,,,,,,,,,,,,,22.18,-129.32,-138.52,-121.73,-179.54,--,--,--,--,,,,,,,,,,,,,,,,,,,,9.67亿,11.3亿,6.25亿,7.12亿,7.69亿,8.64亿,15.3亿,6.49亿,7.38亿,,,,,,,,,,,,,,,,,,,,137.76,91.75,-2.85,19.36,-17.61,-35.47,144.26,-8.89,-3.93,
20.12%,14.37亿,7.1370000000000005,11.40亿,125.6亿,2.503元,22.32,http://quote.eastmoney.com/sh600655.html,54.30%,0.294,60.90%,38.81亿,sh600655,豫园股份,4.95%,339.2亿,1.22,6.31%,198.4亿,1992-09-02,,,,,,,,,,,,,,,,,,,2.80亿,5563万,1.96亿,1.32亿,1.27亿,-3859万,2.18亿,1.54亿,2.94亿,,,,,,,,,,,,,,,,,,,,134.68,-82.40,473.53,21.44,-47.09,301.92,11.09,16.99,131.23,,,,,,,,,,,,,,,,,,,,36.3亿,32.2亿,54.8亿,37.1亿,47.6亿,8.32亿,56.4亿,42.5亿,53.2亿,,,,,,,,,,,,,,,,,,,,-20.06,-7.81,3.54,6.03,20.31,10.32,3.00,14.57,11.61,
33.72%,15.24亿,6.534,8.87亿,77.28亿,2.621元,12.22,http://quote.eastmoney.com/sh600657.html,191.02%,0.311,80.75%,28.52亿,sh600657,信达地产,7.54%,144.6亿,0.78,12.35%,79.52亿,1993-05-24,,,,,,,,,,,,,,,,,,,4186万,7.09亿,-1.33亿,3.79亿,5952万,7.06亿,-1.01亿,3.52亿,6.37亿,,,,,,,,,,,,,,,,,,,,--,2.38,--,35.69,42.17,-0.33,--,-7.06,969.49,,,,,,,,,,,,,,,,,,,,13.6亿,71.4亿,7.03亿,53.5亿,34.3亿,57.4亿,5.06亿,23.9亿,50.6亿,,,,,,,,,,,,,,,,,,,,80.31,36.86,-45.47,200.44,151.34,-19.62,-27.95,-55.32,47.45,
42.68%,20.03亿,7.807,32.62亿,483.9亿,3.562元,13.93,http://quote.eastmoney.com/sh600660.html,52.18%,1.3,43.37%,25.09亿,sh600660,福耀玻璃,16.48%,606.1亿,3.09,21.54%,151.2亿,1993-06-10,,,,,,,,,,,,,,,,,,,7.19亿,9.69亿,6.93亿,6.93亿,7.57亿,10.1亿,5.63亿,13.1亿,13.9亿,,,,,,,,,,,,,,,,,,,,13.48,28.05,18.83,-20.65,5.40,3.75,-18.80,88.37,83.99,,,,,,,,,,,,,,,,,,,,40.1亿,50.3亿,42.0亿,45.2亿,46.9亿,53.2亿,47.5亿,53.4亿,50.4亿,,,,,,,,,,,,,,,,,,,,29.06,29.72,17.68,12.42,16.96,5.67,13.11,18.18,7.51,
45.32%,2.59亿,5.71,9655万,57.88亿,1.525元,49.73,http://quote.eastmoney.com/sh600661.html,-19.75%,0.337,50.55%,2.87亿,sh600661,昂立教育,6.07%,64.02亿,3.91,5.71%,15.78亿,1993-06-14,,,,,,,,,,,,,,,,,,,9182万,5269万,1605万,2623万,7802万,281万,1799万,2952万,4903万,,,,,,,,,,,,,,,,,,,,429.83,338.47,15.96,6.99,-15.03,-94.66,12.08,12.54,-37.15,,,,,,,,,,,,,,,,,,,,3.64亿,3.72亿,3.50亿,4.43亿,5.10亿,4.21亿,4.48亿,5.15亿,6.15亿,,,,,,,,,,,,,,,,,,,,14.25,15.11,20.98,21.59,40.13,13.00,28.00,16.23,20.70,
12.18%,10.53亿,3.0669999999999997,4046万,53.72亿,0.913元,99.59,http://quote.eastmoney.com/sh600662.html,-12.65%,0.038,41.39%,10.53亿,sh600662,强生控股,1.25%,53.72亿,1.66,1.33%,29.88亿,1993-06-14,,,,,,,,,,,,,,,,,,,3769万,5292万,1928万,1072万,1631万,5463万,1067万,2325万,653万,,,,,,,,,,,,,,,,,,,,-18.19,19.71,-46.92,-81.32,-56.72,3.23,-44.66,116.94,-59.95,,,,,,,,,,,,,,,,,,,,9.61亿,17.5亿,8.98亿,10.4亿,9.54亿,11.8亿,9.49亿,9.92亿,10.5亿,,,,,,,,,,,,,,,,,,,,-15.10,13.22,-22.74,-7.57,-0.75,-32.51,5.61,-4.70,9.79,
49.76%,24.45亿,4.788,21.49亿,419.7亿,2.741元,12.92,http://quote.eastmoney.com/sh600663.html,46.86%,0.997,72.97%,33.62亿,sh600663,陆家嘴,14.61%,577.2亿,3.59,32.58%,85.74亿,1993-06-28,,,,,,,,,,,,,,,,,,,6.63亿,10.1亿,4.50亿,7.04亿,3.10亿,16.7亿,6.86亿,11.5亿,3.11亿,,,,,,,,,,,,,,,,,,,,3.89,24.77,27.60,13.17,-53.27,64.78,52.39,63.83,0.25,,,,,,,,,,,,,,,,,,,,33.2亿,49.9亿,25.5亿,30.8亿,16.9亿,20.1亿,13.0亿,53.1亿,19.6亿,,,,,,,,,,,,,,,,,,,,68.37,83.34,85.27,-1.51,-48.98,-59.76,-49.09,72.71,15.85,
26.03%,25.07亿,2.39,2.43亿,121.8亿,0.649元,37.86,http://quote.eastmoney.com/sh600664.html,-7.91%,0.096,46.22%,25.23亿,sh600664,哈药股份,3.71%,122.6亿,2.03,3.54%,81.04亿,1993-06-29,,,,,,,,,,,,,,,,,,,2.32亿,1.77亿,4655万,3.01亿,-8377万,1.43亿,1.40亿,2.23亿,-1.20亿,,,,,,,,,,,,,,,,,,,,751.41,-0.38,-52.20,7.01,-136.04,-19.09,201.22,-26.00,--,,,,,,,,,,,,,,,,,,,,32.3亿,37.8亿,30.9亿,30.8亿,30.4亿,28.1亿,28.6亿,27.8亿,24.7亿,,,,,,,,,,,,,,,,,,,,-4.93,14.00,-10.61,-15.86,-5.77,-25.80,-7.38,-9.94,-18.86,
20.75%,8.64亿,3.844,3.53亿,36.03亿,2.242元,7.66,http://quote.eastmoney.com/sh600665.html,111.02%,0.408,84.69%,8.64亿,sh600665,天地源,11.03%,36.03亿,1.08,8.71%,40.12亿,1993-07-09,,,,,,,,,,,,,,,,,,,-1.12亿,4.01亿,863万,9626万,6222万,8697万,8619万,1.38亿,1.28亿,,,,,,,,,,,,,,,,,,,,--,74.67,--,--,--,-78.29,898.41,43.46,106.30,,,,,,,,,,,,,,,,,,,,5.51亿,22.6亿,9.59亿,8.55亿,8.40亿,13.0亿,13.0亿,18.5亿,8.61亿,,,,,,,,,,,,,,,,,,,,179.10,-8.14,82.29,120.89,52.28,-42.44,36.02,115.95,2.49,
19.59%,8.04亿,2.1430000000000002,-453.7万,34.32亿,0.807元,-,http://quote.eastmoney.com/sh600666.html,-105.88%,-0.004,54.95%,12.27亿,sh600666,奥瑞德,-0.17%,52.41亿,1.99,-0.70%,8.32亿,1993-07-12,,,,,,,,,,,,,,,,,,,4061万,3.58亿,4738万,2797万,187万,-2216万,5283万,-1110万,-4627万,,,,,,,,,,,,,,,,,,,,-57.15,278.41,54.24,-21.82,-95.41,-106.19,11.49,-139.67,-2579.91,,,,,,,,,,,,,,,,,,,,2.77亿,8.87亿,2.27亿,2.28亿,2.44亿,4.91亿,3.26亿,2.87亿,2.19亿,,,,,,,,,,,,,,,,,,,,-12.07,227.79,49.68,40.06,-11.92,-44.65,43.47,25.88,-10.18,
12.72%,11.91亿,2.958,3.68亿,95.54亿,0.424元,34.43,http://quote.eastmoney.com/sh600667.html,23.92%,0.175,62.41%,21.06亿,sh600667,太极实业,5.78%,168.9亿,2.71,4.02%,112.3亿,1993-07-28,,,,,,,,,,,,,,,,,,,5440万,9950万,4213万,1.25亿,1.30亿,1.21亿,7965万,1.25亿,1.63亿,,,,,,,,,,,,,,,,,,,,24.06,70.27,-13.12,314.20,139.01,21.47,89.05,0.49,25.29,,,,,,,,,,,,,,,,,,,,23.6亿,31.6亿,22.0亿,31.1亿,30.0亿,37.3亿,35.4亿,41.4亿,35.4亿,,,,,,,,,,,,,,,,,,,,-10.24,73.76,17.57,39.54,27.05,18.05,61.11,33.30,18.13,
41.93%,3.44亿,8.985,4.88亿,47.55亿,5.728元,7.31,http://quote.eastmoney.com/sh600668.html,67.53%,1.419,29.68%,3.44亿,sh600668,尖峰集团,17.05%,47.55亿,1.54,23.39%,23.08亿,1993-07-28,,,,,,,,,,,,,,,,,,,6533万,1.16亿,1.12亿,1.28亿,5087万,5709万,1.04亿,1.98亿,1.86亿,,,,,,,,,,,,,,,,,,,,48.44,78.60,339.84,64.28,-22.13,-50.90,-7.00,53.97,266.08,,,,,,,,,,,,,,,,,,,,5.55亿,7.21亿,5.67亿,7.39亿,6.60亿,8.60亿,6.70亿,8.34亿,8.05亿,,,,,,,,,,,,,,,,,,,,-0.79,12.67,14.97,21.21,18.94,19.30,18.11,12.78,21.97,
38.37%,1.22亿,0.795,2973万,22.51亿,-0.826元,56.80,http://quote.eastmoney.com/sh600671.html,248.20%,0.244,67.21%,1.22亿,sh600671,天目药业,36.27%,22.52亿,23.25,16.12%,2.90亿,1993-08-23,,,,,,,,,,,,,,,,,,,778万,169万,-309万,-413万,1577万,-39.7万,2028万,1176万,-231万,,,,,,,,,,,,,,,,,,,,--,--,--,--,102.74,-123.48,--,--,-114.63,,,,,,,,,,,,,,,,,,,,2648万,4603万,2372万,2200万,3877万,9189万,9037万,1.32亿,6769万,,,,,,,,,,,,,,,,,,,,6.97,73.86,-5.27,-15.92,46.40,99.61,280.98,500.68,74.59,
34.39%,24.57亿,2.1830000000000003,8.38亿,216.0亿,0.893元,23.71,http://quote.eastmoney.com/sh600673.html,54.16%,0.278,53.52%,30.14亿,sh600673,东阳光科,12.71%,264.9亿,4.03,13.24%,85.79亿,1993-09-17,,,,,,,,,,,,,,,,,,,3502万,3883万,4099万,1.67亿,1.84亿,-2060万,1.30亿,2.56亿,1.47亿,,,,,,,,,,,,,,,,,,,,-21.77,630.20,213.32,642.38,231.59,411.32,216.40,52.74,-20.05,,,,,,,,,,,,,,,,,,,,14.1亿,13.0亿,16.0亿,18.6亿,23.6亿,9.40亿,20.3亿,25.6亿,25.2亿,,,,,,,,,,,,,,,,,,,,11.09,36.69,40.98,46.80,40.38,52.83,27.09,37.45,6.95,
52.88%,44.02亿,5.64,27.71亿,405.4亿,2.551元,8.56,http://quote.eastmoney.com/sh600674.html,-3.02%,0.807,21.70%,44.02亿,sh600674,川投能源,12.57%,405.4亿,1.63,466.79%,6.00亿,1993-09-24,,,,,,,,,,,,,,,,,,,14.0亿,7.15亿,8.07亿,4.22亿,16.3亿,4.07亿,8.31亿,3.32亿,16.1亿,,,,,,,,,,,,,,,,,,,,-15.81,7.13,-12.30,-11.35,15.94,-43.09,2.90,-21.35,-1.21,,,,,,,,,,,,,,,,,,,,1.93亿,3.01亿,2.13亿,1.39亿,2.01亿,2.47亿,2.18亿,1.20亿,2.62亿,,,,,,,,,,,,,,,,,,,,-31.83,-6.38,-2.37,-51.91,3.75,-18.00,2.13,-13.33,30.78,
8.45%,9.62亿,5.5360000000000005,2.10亿,50.80亿,1.859元,19.39,http://quote.eastmoney.com/sh600676.html,-4.12%,0.204,32.24%,10.28亿,sh600676,交运股份,3.71%,54.30亿,0.95,3.43%,71.68亿,1993-09-28,,,,,,,,,,,,,,,,,,,5740万,9930万,8437万,8245万,5231万,2.27亿,8258万,1.17亿,1053万,,,,,,,,,,,,,,,,,,,,-32.33,14.40,9.07,12.01,-8.88,128.46,-2.12,41.88,-79.87,,,,,,,,,,,,,,,,,,,,21.5亿,23.5亿,19.4亿,22.6亿,22.7亿,28.5亿,21.8亿,24.1亿,25.8亿,,,,,,,,,,,,,,,,,,,,18.30,13.16,0.22,11.03,5.67,21.29,12.52,6.66,13.66,
13.20%,4.16亿,6.414,1.24亿,60.17亿,1.316元,45.60,http://quote.eastmoney.com/sh600677.html,320.13%,0.23800000000000002,68.40%,5.22亿,sh600677,航天通信,3.75%,75.40亿,2.25,2.68%,89.52亿,1993-09-28,,,,,,,,,,,,,,,,,,,502万,5469万,613万,-5645万,-601万,1.57亿,-1298万,9678万,4019万,,,,,,,,,,,,,,,,,,,,--,-5.02,-60.41,--,-219.75,186.32,-311.85,--,--,,,,,,,,,,,,,,,,,,,,35.9亿,23.3亿,26.1亿,13.1亿,21.7亿,41.1亿,27.7亿,27.4亿,34.4亿,,,,,,,,,,,,,,,,,,,,216.08,1.87,6.44,-39.72,-39.59,76.26,6.44,109.22,58.49,
17.72%,3.49亿,0.18899999999999997,3104万,24.60亿,-1.792元,59.45,http://quote.eastmoney.com/sh600678.html,5474.97%,0.08900000000000001,87.43%,3.49亿,sh600678,四川金顶,71.18%,24.60亿,37.36,9.05%,3.41亿,1993-10-08,,,,,,,,,,,,,,,,,,,-637万,-497万,-848万,297万,493万,2952万,570万,1077万,1457万,,,,,,,,,,,,,,,,,,,,--,-176.33,--,--,--,--,--,263.14,195.37,,,,,,,,,,,,,,,,,,,,2141万,3094万,2381万,3899万,4782万,7434万,5025万,1.15亿,1.76亿,,,,,,,,,,,,,,,,,,,,114.87,82.29,65.05,76.45,123.31,140.30,111.02,195.24,267.77,
17.41%,2.31亿,3.359,2669万,27.14亿,0.264元,133.04,http://quote.eastmoney.com/sh600679.html,-58.32%,0.066,22.06%,4.02亿,sh600679,上海凤凰,1.97%,47.34亿,3.50,5.70%,6.15亿,1993-10-08,,,,,,,,,,,,,,,,,,,1734万,1853万,1046万,3244万,2113万,1280万,508万,1403万,757万,,,,,,,,,,,,,,,,,,,,--,26.57,84.32,185.98,21.82,-30.90,-51.39,-56.75,-64.15,,,,,,,,,,,,,,,,,,,,1.73亿,1.72亿,2.87亿,5.11亿,2.89亿,3.42亿,1.64亿,1.89亿,2.61亿,,,,,,,,,,,,,,,,,,,,31.17,126.27,184.19,177.52,67.15,98.14,-42.75,-62.99,-9.47,
