毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
31.95%,4.65亿,9.788,3.75亿,74.16亿,3.723元,14.82,http://quote.eastmoney.com/sh603599.html,31.27%,0.8079999999999999,21.30%,4.65亿,sh603599,广信股份,8.77%,74.16亿,1.63,16.65%,22.54亿,2015-05-13,,,,,,,,,,,,,,,,,,,4501万,3578万,7182万,8704万,1.27亿,5129万,1.12亿,1.20亿,1.43亿,,,,,,,,,,,,,,,,,,,,-2.76,--,30.57,92.00,182.32,43.35,56.56,37.97,12.39,,,,,,,,,,,,,,,,,,,,3.38亿,3.78亿,4.95亿,8.30亿,4.95亿,5.26亿,7.58亿,7.83亿,7.12亿,,,,,,,,,,,,,,,,,,,,35.76,29.56,34.15,98.93,46.28,39.34,53.11,-5.65,44.01,
15.17%,2.51亿,3.741,7391万,24.43亿,0.895元,29.89,http://quote.eastmoney.com/sh603600.html,-17.53%,0.244,30.56%,3.03亿,sh603600,永艺股份,7.56%,29.45亿,2.60,4.45%,16.96亿,2015-01-23,,,,,,,,,,,,,,,,,,,2853万,3499万,2460万,4097万,2404万,1058万,2602万,2155万,2633万,,,,,,,,,,,,,,,,,,,,4.49,103.35,-13.28,44.56,-15.74,-69.76,5.78,-47.40,9.54,,,,,,,,,,,,,,,,,,,,3.85亿,4.07亿,3.56亿,4.50亿,4.98亿,5.37亿,4.89亿,6.15亿,5.93亿,,,,,,,,,,,,,,,,,,,,36.51,42.67,25.12,38.11,29.56,31.78,37.42,36.54,18.98,
31.97%,5.41亿,2.326,1.21亿,48.11亿,0.432元,29.79,http://quote.eastmoney.com/sh603601.html,51.00%,0.22399999999999998,42.95%,5.41亿,sh603601,再升科技,9.78%,48.11亿,3.83,14.44%,8.35亿,2015-01-22,,,,,,,,,,,,,,,,,,,1827万,3229万,1732万,2734万,3557万,3334万,3180万,4374万,4560万,,,,,,,,,,,,,,,,,,,,4.65,71.08,-4.22,122.91,94.69,3.25,83.66,59.99,28.18,,,,,,,,,,,,,,,,,,,,8410万,9296万,9023万,1.27亿,1.96亿,2.27亿,2.22亿,3.31亿,2.83亿,,,,,,,,,,,,,,,,,,,,27.68,45.18,23.60,80.87,133.04,144.13,145.53,161.41,44.39,
17.81%,6637万,5.852,2455万,21.05亿,2.582元,108.51,http://quote.eastmoney.com/sh603602.html,-13.63%,0.21899999999999997,34.99%,1.12亿,sh603602,纵横通信,3.79%,35.52亿,5.42,6.69%,3.65亿,2017-08-10,,,,,,,,,,,,,,,,,,,-266万,3647万,86.3万,2422万,333万,3153万,-344万,2634万,164万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-13.55,-498.62,8.74,-50.68,,,,,,,,,,,,,,,,,,,,6636万,2.39亿,6599万,1.86亿,8891万,2.48亿,7740万,1.92亿,9494万,,,,,,,,,,,,,,,,,,,,--,--,--,--,33.97,3.51,17.29,3.77,6.79,
19.31%,2.35亿,3.62,1.59亿,48.14亿,1.693元,38.78,http://quote.eastmoney.com/sh603603.html,15.97%,0.397,79.32%,4.02亿,sh603603,博天环境,11.57%,82.32亿,5.66,5.02%,29.20亿,2017-02-17,,,,,,,,,,,,,,,,,,,4263万,5191万,2535万,9646万,1548万,6480万,3879万,5587万,6455万,,,,,,,,,,,,,,,,,,,,--,--,1485.45,102.64,-63.69,24.83,53.00,-42.08,317.05,,,,,,,,,,,,,,,,,,,,5.07亿,7.34亿,4.19亿,5.46亿,5.52亿,15.3亿,6.34亿,9.97亿,12.9亿,,,,,,,,,,,,,,,,,,,,--,--,80.90,-47.76,9.00,108.08,51.19,82.44,133.43,
63.14%,6209万,7.909,1.82亿,32.51亿,2.746元,43.50,http://quote.eastmoney.com/sh603605.html,44.57%,0.903,38.83%,2.01亿,sh603605,珀莱雅,11.94%,105.4亿,6.62,11.63%,15.60亿,2017-11-15,,,,,,,,,,,,,,,,,,,1764万,7829万,5396万,3503万,3675万,7505万,6992万,5900万,5285万,,,,,,,,,,,,,,,,,,,,--,--,--,--,108.32,-4.15,29.58,68.44,43.81,,,,,,,,,,,,,,,,,,,,2.78亿,6.04亿,4.54亿,3.80亿,3.79亿,5.70亿,5.03亿,5.38亿,5.18亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,36.25,-5.65,10.93,41.60,36.64,
15.79%,4.91亿,3.327,1.15亿,51.80亿,0.964元,34.51,http://quote.eastmoney.com/sh603606.html,212.90%,0.22899999999999998,45.80%,5.03亿,sh603606,东方电缆,7.08%,53.03亿,3.17,5.27%,21.89亿,2014-10-15,,,,,,,,,,,,,,,,,,,545万,2497万,778万,2031万,874万,1335万,2028万,3599万,5900万,,,,,,,,,,,,,,,,,,,,-33.84,29.15,16.24,37.89,60.34,-46.53,160.49,77.16,574.99,,,,,,,,,,,,,,,,,,,,4.07亿,6.01亿,3.61亿,6.49亿,5.90亿,4.63亿,5.81亿,8.06亿,8.02亿,,,,,,,,,,,,,,,,,,,,-21.55,38.83,11.97,57.80,44.80,-23.00,61.12,24.20,36.07,
31.68%,4871万,5.769,6513万,10.20亿,1.372元,30.75,http://quote.eastmoney.com/sh603607.html,1.77%,0.511,16.72%,1.28亿,sh603607,京华激光,9.00%,26.70亿,3.63,16.16%,4.03亿,2017-10-25,,,,,,,,,,,,,,,,,,,1424万,2671万,2416万,1857万,2127万,1864万,2452万,1768万,2293万,,,,,,,,,,,,,,,,,,,,--,--,--,--,49.34,-30.21,1.50,-4.77,7.78,,,,,,,,,,,,,,,,,,,,8868万,1.57亿,1.36亿,1.24亿,1.43亿,1.34亿,1.55亿,1.06亿,1.43亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,61.18,-15.09,14.07,-15.00,-0.05,
56.47%,1.29亿,4.849,1.87亿,13.49亿,1.173元,18.20,http://quote.eastmoney.com/sh603608.html,33.70%,0.43200000000000005,20.59%,4.31亿,sh603608,天创时尚,9.08%,45.25亿,2.16,12.90%,14.69亿,2016-02-18,,,,,,,,,,,,,,,,,,,2610万,3384万,3326万,6740万,3884万,4844万,7501万,6326万,4824万,,,,,,,,,,,,,,,,,,,,48.39,11.84,188.47,47.15,48.80,43.14,125.55,-6.15,24.19,,,,,,,,,,,,,,,,,,,,3.43亿,4.60亿,3.68亿,4.46亿,3.91亿,5.29亿,4.70亿,5.34亿,4.65亿,,,,,,,,,,,,,,,,,,,,-5.65,0.67,3.91,13.94,14.08,15.05,27.64,19.68,18.98,
8.44%,8.31亿,4.466,4.05亿,95.42亿,3.009元,17.97,http://quote.eastmoney.com/sh603609.html,53.42%,0.479,39.75%,8.46亿,sh603609,禾丰牧业,11.43%,97.09亿,2.57,4.07%,114.8亿,2014-08-08,,,,,,,,,,,,,,,,,,,1.11亿,1.31亿,7037万,3773万,1.56亿,2.07亿,9176万,7260万,2.41亿,,,,,,,,,,,,,,,,,,,,27.44,20.72,3.01,-67.69,40.53,58.10,30.40,92.41,54.38,,,,,,,,,,,,,,,,,,,,34.3亿,33.9亿,26.9亿,33.1亿,39.9亿,37.0亿,31.3亿,37.2亿,46.3亿,,,,,,,,,,,,,,,,,,,,11.08,45.38,29.16,11.48,16.52,9.17,16.31,12.41,15.89,
24.02%,2.26亿,6.171,1.55亿,37.32亿,2.352元,21.37,http://quote.eastmoney.com/sh603611.html,29.70%,0.579,51.73%,2.68亿,sh603611,诺力股份,9.52%,44.14亿,2.67,8.82%,18.18亿,2015-01-28,,,,,,,,,,,,,,,,,,,5922万,2448万,3404万,2856万,5683万,4008万,3907万,5643万,5939万,,,,,,,,,,,,,,,,,,,,66.64,-17.15,13.74,-8.51,-4.05,63.74,14.79,97.59,4.51,,,,,,,,,,,,,,,,,,,,3.62亿,3.26亿,4.41亿,5.55亿,5.27亿,5.97亿,5.37亿,6.60亿,6.21亿,,,,,,,,,,,,,,,,,,,,28.41,3.43,56.02,63.65,45.47,83.19,21.70,19.04,17.80,
18.60%,1.79亿,7.042999999999999,1.71亿,28.10亿,3.088元,23.49,http://quote.eastmoney.com/sh603612.html,-51.13%,0.502,49.15%,3.40亿,sh603612,索通发展,7.08%,53.45亿,2.23,6.95%,25.35亿,2017-07-18,,,,,,,,,,,,,,,,,,,4210万,3860万,1.10亿,1.06亿,1.33亿,1.98亿,9600万,4955万,2514万,,,,,,,,,,,,,,,,,,,,--,-0.77,2125.17,--,216.28,414.11,-12.60,-53.38,-81.12,,,,,,,,,,,,,,,,,,,,5.81亿,6.42亿,6.23亿,7.96亿,8.51亿,10.1亿,9.19亿,8.54亿,7.62亿,,,,,,,,,,,,,,,,,,,,--,40.85,73.61,--,46.32,57.43,47.43,7.31,-10.43,
27.10%,7486万,5.567,5759万,7.60亿,1.617元,31.72,http://quote.eastmoney.com/sh603615.html,-16.36%,0.24,5.88%,2.40亿,sh603615,茶花股份,4.32%,24.36亿,1.82,10.32%,5.58亿,2017-02-13,,,,,,,,,,,,,,,,,,,2340万,1687万,2624万,1853万,2409万,2477万,2224万,1653万,1882万,,,,,,,,,,,,,,,,,,,,--,--,3.39,-28.14,2.94,46.76,-15.25,-10.78,-21.86,,,,,,,,,,,,,,,,,,,,1.62亿,1.81亿,1.77亿,1.54亿,1.96亿,1.93亿,1.90亿,1.78亿,1.91亿,,,,,,,,,,,,,,,,,,,,--,--,6.14,-3.84,20.88,6.33,7.06,15.50,-2.76,
20.84%,2.93亿,2.667,727.4万,35.41亿,0.686元,365.10,http://quote.eastmoney.com/sh603616.html,127.96%,0.025,65.91%,2.93亿,sh603616,韩建河山,0.93%,35.41亿,4.53,2.42%,5.82亿,2015-06-11,,,,,,,,,,,,,,,,,,,2482万,1977万,92.2万,-2966万,272万,-3329万,238万,148万,341万,,,,,,,,,,,,,,,,,,,,--,25.38,--,--,-89.04,-268.40,158.75,--,25.47,,,,,,,,,,,,,,,,,,,,2.35亿,3.14亿,9147万,1.42亿,2.15亿,2.99亿,9840万,2.47亿,2.36亿,,,,,,,,,,,,,,,,,,,,131.02,45.72,137.53,31.76,-8.61,-5.00,7.58,73.78,9.80,
24.71%,2944万,4.998,5567万,5.50亿,1.874元,25.65,http://quote.eastmoney.com/sh603617.html,33.39%,0.547,28.49%,1.02亿,sh603617,君禾股份,11.43%,19.04亿,3.74,11.86%,4.69亿,2017-07-03,,,,,,,,,,,,,,,,,,,526万,1594万,2391万,1426万,357万,1454万,2027万,2317万,1223万,,,,,,,,,,,,,,,,,,,,--,90.78,16.42,6.17,-32.25,-8.75,-15.23,62.55,242.87,,,,,,,,,,,,,,,,,,,,8322万,1.27亿,1.84亿,1.44亿,1.02亿,1.48亿,1.90亿,1.62亿,1.18亿,,,,,,,,,,,,,,,,,,,,--,6.09,13.47,19.11,22.78,16.69,3.22,12.25,15.57,
16.94%,6.87亿,3.154,7406万,47.67亿,0.798元,48.28,http://quote.eastmoney.com/sh603618.html,-21.52%,0.10800000000000001,58.48%,6.87亿,sh603618,杭电股份,3.70%,47.67亿,2.20,2.74%,30.50亿,2015-02-17,,,,,,,,,,,,,,,,,,,5315万,1750万,3480万,2585万,3389万,598万,4473万,636万,2297万,,,,,,,,,,,,,,,,,,,,31.50,-64.93,-4.25,-47.62,-36.25,-65.84,28.54,-75.41,-32.21,,,,,,,,,,,,,,,,,,,,9.33亿,10.3亿,8.46亿,10.2亿,11.0亿,12.0亿,9.53亿,10.4亿,10.6亿,,,,,,,,,,,,,,,,,,,,0.56,17.29,3.20,5.45,17.52,16.08,12.63,1.99,-3.52,
28.92%,1.43亿,6.07,7754万,25.74亿,2.347元,69.49,http://quote.eastmoney.com/sh603619.html,-77.00%,0.19399999999999998,42.96%,4.00亿,sh603619,中曼石油,3.04%,71.84亿,2.96,7.55%,10.27亿,2017-11-17,,,,,,,,,,,,,,,,,,,1.22亿,9222万,1.07亿,1.04亿,1.27亿,5736万,8117万,2280万,-2643万,,,,,,,,,,,,,,,,,,,,--,--,55.66,--,4.15,-37.80,-23.83,-78.08,-120.88,,,,,,,,,,,,,,,,,,,,3.79亿,4.04亿,3.75亿,4.52亿,5.06亿,4.40亿,4.53亿,3.03亿,2.71亿,,,,,,,,,,,,,,,,,,,,--,--,45.36,--,33.36,8.88,20.88,-32.85,-46.53,
23.05%,1.58亿,4.2139999999999995,6739万,17.96亿,1.372元,52.54,http://quote.eastmoney.com/sh603626.html,-43.08%,0.162,52.30%,4.16亿,sh603626,科森科技,3.85%,47.21亿,2.70,4.41%,15.27亿,2017-02-09,,,,,,,,,,,,,,,,,,,5263万,6379万,2024万,3712万,6102万,1.04亿,5184万,2295万,-741万,,,,,,,,,,,,,,,,,,,,-27.70,-29.88,-10.33,-25.60,15.93,63.06,156.14,-38.19,-112.14,,,,,,,,,,,,,,,,,,,,2.97亿,4.00亿,3.08亿,4.69亿,6.87亿,7.02亿,4.48亿,4.33亿,6.46亿,,,,,,,,,,,,,,,,,,,,-17.64,-8.70,17.64,36.29,131.41,75.22,45.58,-7.66,-5.91,
26.96%,8880万,3.408,1319万,8.05亿,0.912元,141.06,http://quote.eastmoney.com/sh603628.html,-72.54%,0.048,63.13%,2.74亿,sh603628,清源股份,1.41%,24.81亿,2.66,2.82%,6.18亿,2017-01-12,,,,,,,,,,,,,,,,,,,3944万,901万,1087万,1321万,2395万,109万,273万,591万,455万,,,,,,,,,,,,,,,,,,,,--,--,--,-12.06,-39.26,-87.93,-74.86,-55.27,-81.02,,,,,,,,,,,,,,,,,,,,2.41亿,1.84亿,1.08亿,2.61亿,2.56亿,1.57亿,1.37亿,2.04亿,2.77亿,,,,,,,,,,,,,,,,,,,,--,--,101.52,16.11,6.27,-14.24,26.44,-21.83,8.36,
21.60%,2500万,9.222000000000001,6783万,11.73亿,1.677元,51.89,http://quote.eastmoney.com/sh603629.html,26.53%,0.6779999999999999,65.29%,10000万,sh603629,利通电子,0.00%,46.93亿,5.09,6.43%,10.56亿,2018-12-24,,,,,,,,,,,,--,,,,--,,,,--,,,1451万,3442万,,--,2039万,,,,,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,40.59,,,,,,,,,,,,,--,,,,--,,,,--,,,3.49亿,6.49亿,,--,3.50亿,,,,,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,0.38,
59.87%,8129万,8.0,1.32亿,15.20亿,3.085元,24.04,http://quote.eastmoney.com/sh603630.html,34.03%,0.583,9.84%,2.27亿,sh603630,拉芳家化,7.52%,42.40亿,2.34,18.57%,7.09亿,2017-03-13,,,,,,,,,,,,,,,,,,,4227万,4693万,3406万,1881万,4580万,3938万,4494万,3850万,4880万,,,,,,,,,,,,,,,,,,,,--,--,14.36,-38.29,8.35,-16.09,31.94,104.75,6.55,,,,,,,,,,,,,,,,,,,,2.45亿,3.18亿,2.35亿,1.95亿,2.91亿,2.60亿,2.21亿,2.21亿,2.68亿,,,,,,,,,,,,,,,,,,,,--,--,1.70,-23.73,18.83,-18.05,-5.94,13.31,-8.07,
31.97%,1.08亿,4.6339999999999995,3705万,14.50亿,2.339元,42.54,http://quote.eastmoney.com/sh603633.html,-8.41%,0.237,38.66%,1.56亿,sh603633,徕木股份,5.13%,21.01亿,2.90,11.13%,3.33亿,2016-11-17,,,,,,,,,,,,,,,,,,,1439万,1143万,874万,1427万,1744万,891万,1012万,1226万,1467万,,,,,,,,,,,,,,,,,,,,--,--,39.21,-18.23,21.26,-22.08,15.75,-14.09,-15.88,,,,,,,,,,,,,,,,,,,,8991万,9113万,8330万,8601万,1.04亿,1.01亿,1.00亿,1.13亿,1.20亿,,,,,,,,,,,,,,,,,,,,--,--,30.71,-9.86,15.74,10.56,20.39,30.90,15.39,
43.66%,5.25亿,3.1919999999999997,1.22亿,69.94亿,0.807元,43.06,http://quote.eastmoney.com/sh603636.html,267.42%,0.23199999999999998,35.43%,5.27亿,sh603636,南威软件,8.36%,70.21亿,4.18,20.61%,5.77亿,2014-12-30,,,,,,,,,,,,,,,,,,,563万,2762万,-1429万,2294万,2464万,6975万,124万,2274万,9829万,,,,,,,,,,,,,,,,,,,,-35.77,-12.12,--,-24.76,337.74,152.54,--,-0.86,298.98,,,,,,,,,,,,,,,,,,,,9216万,2.08亿,6027万,1.37亿,1.41亿,4.69亿,5445万,2.22亿,3.01亿,,,,,,,,,,,,,,,,,,,,69.22,44.33,107.76,-1.17,52.92,125.52,-9.65,61.16,113.67,
14.81%,4322万,4.252,3981万,6.91亿,1.342元,52.39,http://quote.eastmoney.com/sh603637.html,15.26%,0.22899999999999998,22.34%,1.74亿,sh603637,镇海股份,5.50%,27.81亿,3.76,10.31%,3.86亿,2017-02-08,,,,,,,,,,,,,,,,,,,1922万,1173万,94.2万,1542万,1818万,983万,504万,1286万,2191万,,,,,,,,,,,,,,,,,,,,--,-51.57,-51.65,-43.75,-5.43,-16.24,435.04,-16.61,20.53,,,,,,,,,,,,,,,,,,,,5833万,5953万,4425万,4577万,6257万,1.40亿,7248万,1.62亿,1.52亿,,,,,,,,,,,,,,,,,,,,--,-72.73,-46.65,-55.93,7.27,134.81,63.79,253.14,142.63,
39.68%,5430万,11.23,3.17亿,16.50亿,5.820元,12.17,http://quote.eastmoney.com/sh603639.html,66.28%,1.8719999999999999,34.92%,1.69亿,sh603639,海利尔,18.01%,51.48亿,2.71,19.20%,16.52亿,2017-01-12,,,,,,,,,,,,,,,,,,,3293万,798万,6127万,8677万,4268万,9530万,9041万,1.50亿,7666万,,,,,,,,,,,,,,,,,,,,337.89,-3.17,43.18,38.73,29.64,1093.96,47.55,72.96,79.60,,,,,,,,,,,,,,,,,,,,2.19亿,1.62亿,3.69亿,4.62亿,3.20亿,4.39亿,5.33亿,7.16亿,4.02亿,,,,,,,,,,,,,,,,,,,,45.73,-0.04,28.90,28.68,45.85,171.97,44.59,55.14,25.84,
26.09%,2.73亿,4.425,1.26亿,35.35亿,0.758元,25.06,http://quote.eastmoney.com/sh603648.html,4.88%,0.387,17.68%,3.69亿,sh603648,畅联股份,7.91%,47.71亿,2.92,13.60%,9.20亿,2017-09-13,,,,,,,,,,,,,,,,,,,4167万,1548万,5513万,2603万,3862万,1911万,5229万,3440万,3895万,,,,,,,,,,,,,,,,,,,,--,--,--,--,-7.31,23.49,-5.15,32.15,0.83,,,,,,,,,,,,,,,,,,,,3.26亿,2.64亿,3.29亿,2.67亿,2.89亿,2.66亿,3.11亿,2.81亿,3.28亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,-11.41,0.61,-5.36,5.16,13.55,
37.56%,5880万,3.8819999999999997,3.23亿,13.81亿,1.240元,25.04,http://quote.eastmoney.com/sh603650.html,44.63%,0.7040000000000001,28.82%,5.86亿,sh603650,彤程新材,24.18%,137.6亿,6.05,20.23%,16.30亿,2018-06-27,,,,,,,,,,,,--,,,,--,,,,--,,--,7496万,9188万,,--,1.02亿,,,,,,,,,,,,,--,,,,--,,,,--,,--,--,--,,--,36.52,,,,,,,,,,,,,--,,,,--,,,,--,,--,5.19亿,5.07亿,,--,5.48亿,,,,,,,,,,,,,--,,,,--,,,,--,,--,--,--,,--,5.71,
43.73%,3400万,4.4719999999999995,2345万,5.47亿,0.721元,54.52,http://quote.eastmoney.com/sh603655.html,-5.99%,0.221,4.91%,1.06亿,sh603655,朗博科技,5.19%,17.04亿,3.60,17.96%,1.31亿,2017-12-29,,,,,,,,,,,,,,,,,,,--,946万,751万,923万,820万,1033万,1268万,710万,366万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,9.19,68.97,-23.12,-55.32,,,,,,,,,,,,,,,,,,,,--,4584万,4496万,4545万,4232万,5474万,4622万,4484万,3950万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,19.40,2.79,-1.36,-6.67,
53.75%,6333万,5.825,6564万,11.83亿,2.348元,31.78,http://quote.eastmoney.com/sh603656.html,6.47%,0.441,11.17%,1.49亿,sh603656,泰禾光电,7.76%,27.81亿,3.21,21.47%,3.05亿,2017-03-21,,,,,,,,,,,,,,,,,,,3126万,2451万,1240万,1603万,3323万,2580万,1259万,2247万,3058万,,,,,,,,,,,,,,,,,,,,--,--,2.38,1.63,6.28,5.27,1.52,40.18,-7.96,,,,,,,,,,,,,,,,,,,,1.16亿,9255万,7704万,8076万,1.26亿,1.01亿,9082万,9750万,1.17亿,,,,,,,,,,,,,,,,,,,,--,--,0.73,-5.60,8.57,9.49,17.89,20.72,-7.11,
35.70%,2400万,8.497,7491万,8.48亿,1.919元,33.96,http://quote.eastmoney.com/sh603657.html,13.86%,0.78,9.39%,9600万,sh603657,春光科技,15.96%,33.92亿,4.16,20.81%,3.60亿,2018-07-30,,,,,,,,,,,,,,,,--,,,,--,1071万,2862万,2647万,2183万,1083万,3413万,2996万,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,1.14,19.25,13.17,,,,,,,,,,,,,,,,,--,,,,--,7422万,1.32亿,1.20亿,1.30亿,8585万,1.34亿,1.40亿,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,15.67,1.45,16.51,
66.78%,1.37亿,4.231,4.11亿,83.97亿,1.604元,47.13,http://quote.eastmoney.com/sh603658.html,27.01%,0.9790000000000001,25.92%,4.20亿,sh603658,安图生物,24.11%,258.3亿,14.54,30.70%,13.60亿,2016-09-01,,,,,,,,,,,,,,,,,,,1.07亿,9493万,6741万,1.24亿,1.32亿,1.23亿,9601万,1.51亿,1.64亿,,,,,,,,,,,,,,,,,,,,20.95,17.95,24.22,32.68,23.44,29.52,42.43,21.45,24.35,,,,,,,,,,,,,,,,,,,,2.59亿,2.88亿,2.42亿,3.41亿,4.00亿,4.17亿,4.16亿,4.33亿,5.12亿,,,,,,,,,,,,,,,,,,,,30.35,40.24,25.83,41.05,54.86,44.91,71.87,27.00,27.86,
33.18%,1.93亿,6.41,4.29亿,97.99亿,2.857元,37.12,http://quote.eastmoney.com/sh603659.html,32.48%,0.987,51.07%,4.35亿,sh603659,璞泰来,16.54%,220.6亿,7.58,18.14%,22.91亿,2017-11-03,,,,,,,,,,,,,,,,,,,,1.61亿,7971万,1.16亿,1.28亿,1.27亿,1.28亿,1.29亿,1.72亿,1.65亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,-21.27,61.00,10.89,34.29,30.08,,,,,,,,,,,,,,,,,,,,5.71亿,4.04亿,5.50亿,5.96亿,6.99亿,5.73亿,8.05亿,9.14亿,10.2亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,22.36,41.80,46.20,53.23,45.96
63.78%,2.38亿,4.276,1.40亿,62.52亿,2.494元,50.71,http://quote.eastmoney.com/sh603660.html,37.97%,0.389,28.78%,3.60亿,sh603660,苏州科达,9.51%,94.78亿,6.15,9.07%,15.42亿,2016-12-01,,,,,,,,,,,,,,,,,,,2464万,1.51亿,3106万,4422万,2631万,1.69亿,3921万,5223万,4873万,,,,,,,,,,,,,,,,,,,,--,--,--,--,6.78,12.02,26.23,18.11,85.22,,,,,,,,,,,,,,,,,,,,3.07亿,5.81亿,3.29亿,3.55亿,4.05亿,7.38亿,4.69亿,5.17亿,5.56亿,,,,,,,,,,,,,,,,,,,,--,--,23.80,19.96,31.96,26.97,42.72,45.74,37.32,
18.14%,2875万,22.18,1.28亿,9.94亿,7.143元,20.24,http://quote.eastmoney.com/sh603661.html,-21.70%,1.281,17.48%,10000万,sh603661,恒林股份,5.81%,34.56亿,1.56,7.77%,16.82亿,2017-11-21,,,,,,,,,,,,,,,,,,,6476万,7117万,5384万,4983万,5992万,215万,2005万,3648万,7155万,,,,,,,,,,,,,,,,,,,,--,--,--,--,-7.48,-96.98,-62.77,-26.79,19.42,,,,,,,,,,,,,,,,,,,,4.82亿,4.55亿,4.18亿,4.97亿,5.11亿,4.70亿,4.44亿,5.69亿,6.69亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,6.06,3.42,6.25,14.52,30.99,
28.37%,4907万,3.825,6559万,9.70亿,1.438元,30.66,http://quote.eastmoney.com/sh603663.html,59.18%,0.483,27.54%,1.36亿,sh603663,三祥新材,13.05%,26.82亿,5.17,14.41%,4.55亿,2016-08-01,,,,,,,,,,,,,,,,,,,1433万,770万,1010万,1344万,1767万,1280万,2119万,2153万,2286万,,,,,,,,,,,,,,,,,,,,19.63,11.48,31.29,39.94,23.26,66.21,109.93,60.17,29.41,,,,,,,,,,,,,,,,,,,,7052万,6982万,8688万,1.06亿,1.09亿,1.06亿,1.45亿,1.52亿,1.58亿,,,,,,,,,,,,,,,,,,,,-2.95,16.79,35.19,45.30,54.98,51.12,66.65,43.12,45.02,
