毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
53.89%,4.80亿,0.735,-2.50亿,54.70亿,0.335元,-,http://quote.eastmoney.com/sz002356.html,-318.10%,-2.63,69.76%,5.28亿,sz002356,赫美集团,-14.90%,60.12亿,15.50,-17.83%,15.89亿,2010-02-09,,,,,,,,,,,,,,,,,,,1.30亿,1.39亿,1552万,8517万,1.14亿,1.44亿,2302万,-1.61亿,-2.50亿,,,,,,,,,,,,,,,,,,,,113.54,31.87,-23.36,-9.00,-12.26,3.41,48.33,-289.15,-318.10,,,,,,,,,,,,,,,,,,,,15.3亿,21.3亿,7.81亿,13.6亿,18.9亿,24.1亿,6.27亿,11.5亿,15.9亿,,,,,,,,,,,,,,,,,,,,111.30,68.52,110.37,36.32,23.67,13.34,-19.69,-15.34,-15.83,
24.69%,3.13亿,3.498,4884万,20.20亿,1.531元,38.75,http://quote.eastmoney.com/sz002357.html,-57.77%,0.125,54.49%,3.13亿,sz002357,富临运业,4.45%,20.22亿,1.84,7.36%,7.20亿,2010-02-10,,,,,,,,,,,,,,,,,,,1.11亿,9486万,4415万,6369万,1.16亿,1.03亿,3341万,4261万,4884万,,,,,,,,,,,,,,,,,,,,-30.10,-47.21,47.10,2.19,3.91,8.79,-24.34,-33.11,-57.77,,,,,,,,,,,,,,,,,,,,9.03亿,11.9亿,2.98亿,5.64亿,8.35亿,10.8亿,2.54亿,4.79亿,7.20亿,,,,,,,,,,,,,,,,,,,,-7.02,-7.83,-7.86,-6.47,-7.61,-9.67,-14.53,-15.03,-13.73,
34.00%,9.10亿,5.421,4.18亿,147.3亿,1.785元,40.27,http://quote.eastmoney.com/sz002358.html,0.72%,0.301,44.02%,9.30亿,sz002358,森源电气,8.26%,150.4亿,2.98,17.54%,23.71亿,2010-02-10,,,,,,,,,,,,,,,,,,,2.96亿,3.31亿,5741万,1.99亿,4.15亿,4.47亿,8080万,2.40亿,4.18亿,,,,,,,,,,,,,,,,,,,,40.58,81.02,33.84,50.93,40.30,35.14,40.73,20.95,0.72,,,,,,,,,,,,,,,,,,,,22.1亿,29.5亿,4.42亿,15.5亿,27.8亿,35.5亿,5.36亿,16.5亿,23.7亿,,,,,,,,,,,,,,,,,,,,94.85,74.72,3.74,4.87,25.51,20.28,21.10,6.66,-14.59,
32.27%,7.08亿,5.678999999999999,5.36亿,91.77亿,0.690元,125.02,http://quote.eastmoney.com/sz002359.html,262.66%,0.078,62.19%,10.87亿,sz002359,北讯集团,8.43%,140.9亿,2.28,19.26%,27.82亿,2010-02-10,,,,,,,,,,,,,,,,,,,-5106万,-4842万,-546万,2552万,1.48亿,2.18亿,1.04亿,2.61亿,5.36亿,,,,,,,,,,,,,,,,,,,,-2295.36,-524.76,-187.37,11.93,--,--,--,922.77,262.66,,,,,,,,,,,,,,,,,,,,6.06亿,9.40亿,2.44亿,6.89亿,14.3亿,21.0亿,8.52亿,19.7亿,27.8亿,,,,,,,,,,,,,,,,,,,,26.34,42.11,68.77,80.06,136.57,122.93,249.44,185.92,94.15,
41.34%,2.97亿,2.637,1.16亿,18.45亿,1.476元,12.18,http://quote.eastmoney.com/sz002360.html,73.62%,0.38299999999999995,19.67%,3.92亿,sz002360,同德化工,1.07%,24.35亿,2.36,15.71%,7.26亿,2010-03-03,,,,,,,,,,,,,,,,,,,5216万,8274万,1094万,3387万,6674万,9613万,2053万,8621万,1.16亿,,,,,,,,,,,,,,,,,,,,-29.17,2.09,166.82,10.20,27.94,16.18,87.70,154.58,73.62,,,,,,,,,,,,,,,,,,,,3.97亿,6.46亿,1.27亿,2.68亿,5.69亿,7.10亿,1.45亿,4.50亿,7.26亿,,,,,,,,,,,,,,,,,,,,-17.42,-4.16,154.56,18.25,43.22,9.78,13.67,67.65,27.57,
16.30%,6.17亿,2.1830000000000003,6056万,28.57亿,0.633元,35.74,http://quote.eastmoney.com/sz002361.html,-26.67%,0.09699999999999999,44.88%,8.38亿,sz002361,神剑股份,3.13%,38.78亿,2.12,4.50%,13.86亿,2010-03-03,,,,,,,,,,,,,,,,,,,1.08亿,1.69亿,2293万,5531万,8258万,1.24亿,1750万,4521万,6056万,,,,,,,,,,,,,,,,,,,,31.42,44.58,-20.32,-27.86,-23.27,-26.33,-23.68,-18.27,-26.67,,,,,,,,,,,,,,,,,,,,9.55亿,14.1亿,3.41亿,8.10亿,12.8亿,18.3亿,3.54亿,8.85亿,13.9亿,,,,,,,,,,,,,,,,,,,,10.41,19.89,34.30,31.25,34.43,29.35,3.79,9.26,8.03,
42.65%,1.79亿,3.992,2683万,35.51亿,-1.768元,203.36,http://quote.eastmoney.com/sz002362.html,-19.31%,0.073,21.30%,2.17亿,sz002362,汉王科技,3.17%,43.02亿,4.97,5.51%,4.68亿,2010-03-03,,,,,,,,,,,,,,,,,,,1498万,2132万,900万,2015万,3325万,4325万,946万,2056万,2683万,,,,,,,,,,,,,,,,,,,,--,342.10,153.85,148.71,121.97,102.89,5.02,2.04,-19.31,,,,,,,,,,,,,,,,,,,,2.76亿,4.16亿,1.26亿,2.62亿,4.03亿,6.04亿,1.37亿,2.97亿,4.68亿,,,,,,,,,,,,,,,,,,,,3.84,14.13,43.21,42.33,46.37,45.42,8.97,13.19,16.12,
17.15%,4.16亿,5.542000000000001,7518万,27.56亿,1.100元,25.22,http://quote.eastmoney.com/sz002363.html,30.32%,0.19699999999999998,28.23%,4.16亿,sz002363,隆基机械,3.31%,27.59亿,1.20,5.21%,14.19亿,2010-03-05,,,,,,,,,,,,,,,,,,,5290万,6016万,2482万,4292万,5769万,5607万,2003万,5111万,7518万,,,,,,,,,,,,,,,,,,,,3.38,8.33,2.10,10.98,9.05,-6.79,-19.27,19.09,30.32,,,,,,,,,,,,,,,,,,,,10.7亿,14.7亿,4.65亿,9.20亿,13.1亿,17.2亿,4.60亿,9.61亿,14.2亿,,,,,,,,,,,,,,,,,,,,-2.13,6.15,11.60,20.52,21.89,17.18,-1.04,4.37,8.51,
40.05%,5.15亿,3.926,8904万,63.13亿,1.226元,67.29,http://quote.eastmoney.com/sz002364.html,10.78%,0.13699999999999998,9.68%,5.64亿,sz002364,中恒电气,3.84%,69.04亿,3.12,14.50%,5.80亿,2010-03-05,,,,,,,,,,,,,,,,,,,1.32亿,1.58亿,3077万,6013万,8038万,6377万,1075万,4017万,8904万,,,,,,,,,,,,,,,,,,,,30.85,10.32,-26.04,-38.76,-39.06,-59.71,-65.05,-33.19,10.78,,,,,,,,,,,,,,,,,,,,5.76亿,8.91亿,1.58亿,3.57亿,5.49亿,8.66亿,1.62亿,3.46亿,5.80亿,,,,,,,,,,,,,,,,,,,,11.11,5.86,-12.93,-7.72,-4.82,-2.81,2.29,-2.97,5.77,
37.94%,2.42亿,5.361000000000001,1.52亿,30.37亿,1.841元,15.52,http://quote.eastmoney.com/sz002365.html,25.86%,0.606,15.46%,2.95亿,sz002365,永安药业,10.40%,36.95亿,2.34,20.82%,7.28亿,2010-03-05,,,,,,,,,,,,,,,,,,,5054万,6230万,2604万,7138万,1.21亿,1.33亿,4528万,1.06亿,1.52亿,,,,,,,,,,,,,,,,,,,,184.05,253.71,187.41,106.78,138.69,113.74,73.91,48.52,25.86,,,,,,,,,,,,,,,,,,,,4.28亿,5.49亿,1.79亿,4.28亿,6.45亿,9.33亿,2.28亿,5.07亿,7.28亿,,,,,,,,,,,,,,,,,,,,2.69,-1.17,46.85,46.77,50.57,69.78,27.58,18.33,12.85,
62.28%,4.89亿,3.4360000000000004,3.36亿,71.55亿,2.102元,29.59,http://quote.eastmoney.com/sz002366.html,-48.64%,0.371,60.16%,8.67亿,sz002366,台海核电,-19.61%,126.9亿,4.26,32.98%,10.38亿,2010-03-12,,,,,,,,,,,,,,,,,,,3.54亿,3.92亿,1.62亿,4.26亿,6.54亿,10.1亿,1.84亿,4.37亿,3.36亿,,,,,,,,,,,,,,,,,,,,--,2131.14,44.19,50.40,84.99,158.45,13.67,2.60,-48.64,,,,,,,,,,,,,,,,,,,,7.98亿,12.1亿,4.32亿,10.5亿,16.1亿,24.7亿,4.65亿,9.72亿,10.4亿,,,,,,,,,,,,,,,,,,,,369.53,207.47,69.98,86.12,101.08,104.10,7.61,-7.57,-35.38,
25.75%,5.24亿,4.069,6218万,50.33亿,1.263元,53.72,http://quote.eastmoney.com/sz002367.html,-77.36%,0.134,40.43%,7.98亿,sz002367,康力电梯,1.67%,76.57亿,2.36,2.72%,22.72亿,2010-03-12,,,,,,,,,,,,,,,,,,,3.68亿,4.24亿,1.22亿,2.04亿,2.75亿,3.26亿,2430万,4054万,6218万,,,,,,,,,,,,,,,,,,,,11.15,-13.24,30.57,-16.29,-25.35,-23.09,-80.07,-80.14,-77.36,,,,,,,,,,,,,,,,,,,,25.0亿,33.1亿,7.27亿,15.7亿,24.4亿,32.8亿,7.12亿,14.5亿,22.7亿,,,,,,,,,,,,,,,,,,,,7.55,1.34,-1.08,-4.07,-2.50,-1.03,-2.06,-7.48,-6.95,
20.97%,4.00亿,6.852,6952万,143.0亿,2.679元,35.24,http://quote.eastmoney.com/sz002368.html,5.62%,0.76,65.33%,4.15亿,sz002368,太极股份,2.65%,148.4亿,5.21,1.60%,38.84亿,2010-03-12,,,,,,,,,,,,,,,,,,,6482万,3.02亿,1685万,1930万,6583万,2.92亿,1821万,2006万,6952万,,,,,,,,,,,,,,,,,,,,6.67,49.67,2.75,8.94,1.94,-3.22,8.06,3.96,5.62,,,,,,,,,,,,,,,,,,,,29.9亿,52.2亿,12.9亿,23.9亿,36.4亿,53.0亿,14.2亿,27.0亿,38.8亿,,,,,,,,,,,,,,,,,,,,18.48,6.93,9.56,7.75,21.18,1.54,10.21,13.04,6.75,
9.97%,4.00亿,3.68,4502万,42.87亿,0.335元,93.84,http://quote.eastmoney.com/sz002369.html,272.13%,0.086,41.91%,5.80亿,sz002369,卓翼科技,2.12%,62.17亿,2.91,1.88%,22.65亿,2010-03-16,,,,,,,,,,,,,,,,,,,958万,1682万,-2578万,181万,1210万,2049万,1747万,3448万,4502万,,,,,,,,,,,,,,,,,,,,--,--,-667.49,-80.87,26.31,21.82,--,1803.36,272.13,,,,,,,,,,,,,,,,,,,,19.9亿,27.0亿,6.05亿,13.6亿,18.7亿,27.6亿,7.77亿,16.2亿,22.7亿,,,,,,,,,,,,,,,,,,,,-27.11,-28.61,-4.77,-0.97,-6.23,2.42,28.54,18.84,21.12,
46.25%,4.07亿,4.676,1.67亿,50.54亿,1.074元,24.44,http://quote.eastmoney.com/sz002370.html,10.64%,0.381,23.39%,5.36亿,sz002370,亚太药业,6.89%,66.58亿,2.65,17.53%,9.59亿,2010-03-16,,,,,,,,,,,,,,,,,,,8553万,1.25亿,4676万,1.02亿,1.51亿,2.02亿,6549万,1.31亿,1.67亿,,,,,,,,,,,,,,,,,,,,98.36,125.75,93.23,58.80,76.01,61.35,40.05,29.27,10.64,,,,,,,,,,,,,,,,,,,,5.93亿,8.63亿,2.46亿,4.95亿,8.24亿,10.8亿,3.19亿,6.62亿,9.59亿,,,,,,,,,,,,,,,,,,,,98.62,86.31,19.60,15.80,39.03,25.51,29.48,33.88,16.28,
40.25%,3.59亿,7.7410000000000005,1.69亿,256.9亿,2.290元,106.11,http://quote.eastmoney.com/sz002371.html,110.12%,0.505,63.78%,4.58亿,sz002371,北方华创,4.98%,327.5亿,9.24,9.46%,21.01亿,2010-03-16,,,,,,,,,,,,,,,,,,,6277万,9290万,160万,5279万,8026万,1.26亿,1536万,1.19亿,1.69亿,,,,,,,,,,,,,,,,,,,,144.82,46.51,--,29.87,27.86,35.21,857.58,125.44,110.12,,,,,,,,,,,,,,,,,,,,10.4亿,16.2亿,4.15亿,10.5亿,15.5亿,22.2亿,5.42亿,13.9亿,21.0亿,,,,,,,,,,,,,,,,,,,,42.13,32.95,59.71,48.87,49.25,37.01,30.85,33.44,35.59,
47.30%,11.72亿,2.778,6.54亿,193.4亿,0.999元,16.64,http://quote.eastmoney.com/sz002372.html,20.06%,0.7440000000000001,21.59%,13.11亿,sz002372,伟星新材,19.40%,216.4亿,5.94,22.07%,29.67亿,2010-03-18,,,,,,,,,,,,,,,,,,,4.44亿,6.71亿,8324万,3.12亿,5.45亿,8.21亿,1.08亿,3.86亿,6.54亿,,,,,,,,,,,,,,,,,,,,34.71,38.46,17.74,26.67,22.70,22.45,29.21,23.61,20.06,,,,,,,,,,,,,,,,,,,,21.5亿,33.2亿,5.52亿,15.9亿,25.8亿,39.0亿,6.63亿,18.9亿,29.7亿,,,,,,,,,,,,,,,,,,,,17.19,20.94,23.35,20.47,20.07,17.51,20.16,18.39,15.20,
33.16%,8.39亿,5.346,4.91亿,166.2亿,1.275元,28.78,http://quote.eastmoney.com/sz002373.html,56.42%,0.516,35.35%,14.87亿,sz002373,千方科技,7.31%,294.4亿,3.70,12.77%,45.07亿,2010-03-18,,,,,,,,,,,,,,,,,,,2.20亿,3.36亿,6821万,1.88亿,3.14亿,3.65亿,1.01亿,2.87亿,4.91亿,,,,,,,,,,,,,,,,,,,,2.40,14.65,10.24,19.89,15.09,8.57,48.69,53.02,56.42,,,,,,,,,,,,,,,,,,,,14.5亿,23.4亿,7.06亿,19.2亿,33.6亿,25.0亿,13.0亿,28.7亿,45.1亿,,,,,,,,,,,,,,,,,,,,29.94,52.03,5.58,0.71,3.57,6.80,84.02,49.94,34.27,
13.68%,8.01亿,2.781,2301万,29.65亿,0.580元,-,http://quote.eastmoney.com/sz002374.html,-79.22%,-0.848,47.66%,8.77亿,sz002374,丽鹏股份,0.72%,32.46亿,1.33,2.36%,9.69亿,2010-03-18,,,,,,,,,,,,,,,,,,,9150万,1.56亿,166万,6186万,1.11亿,9006万,1550万,3828万,2301万,,,,,,,,,,,,,,,,,,,,31.89,28.27,-92.83,9.60,20.99,-42.12,834.42,-38.12,-79.22,,,,,,,,,,,,,,,,,,,,11.6亿,17.5亿,2.77亿,7.95亿,12.9亿,18.6亿,3.58亿,7.08亿,9.69亿,,,,,,,,,,,,,,,,,,,,30.81,28.84,-23.26,5.15,10.83,6.23,29.45,-10.89,-24.66,
15.36%,12.43亿,5.882000000000001,3.12亿,84.51亿,3.174元,18.50,http://quote.eastmoney.com/sz002375.html,2.78%,0.276,59.89%,13.40亿,sz002375,亚厦股份,4.09%,91.12亿,1.16,4.90%,65.16亿,2010-03-23,,,,,,,,,,,,,,,,,,,2.67亿,3.19亿,7406万,1.79亿,3.04亿,3.58亿,8273万,2.02亿,3.12亿,,,,,,,,,,,,,,,,,,,,-54.81,-44.20,-29.42,11.62,12.86,12.02,11.70,12.51,2.78,,,,,,,,,,,,,,,,,,,,59.8亿,89.4亿,16.0亿,40.6亿,62.4亿,90.7亿,18.7亿,42.1亿,65.2亿,,,,,,,,,,,,,,,,,,,,-20.97,-0.35,-15.81,0.46,4.38,1.48,16.53,3.75,4.43,
39.01%,5.75亿,4.806,2.61亿,106.0亿,1.780元,24.13,http://quote.eastmoney.com/sz002376.html,36.14%,0.573,28.79%,6.66亿,sz002376,新北洋,9.00%,122.6亿,3.83,15.85%,17.96亿,2010-03-23,,,,,,,,,,,,,,,,,,,1.39亿,2.27亿,6323万,1.34亿,1.92亿,2.86亿,7762万,1.75亿,2.61亿,,,,,,,,,,,,,,,,,,,,27.74,54.22,100.11,60.37,38.34,26.11,22.76,30.11,36.14,,,,,,,,,,,,,,,,,,,,10.6亿,16.4亿,3.59亿,7.90亿,12.7亿,18.6亿,5.36亿,11.5亿,18.0亿,,,,,,,,,,,,,,,,,,,,33.83,35.03,21.48,16.85,19.16,13.79,49.31,45.72,41.60,
16.57%,4.86亿,5.567,2.21亿,25.75亿,0.442元,11.66,http://quote.eastmoney.com/sz002377.html,531.51%,0.341,22.45%,9.16亿,sz002377,国创高新,4.51%,48.57亿,0.95,6.91%,32.23亿,2010-03-23,,,,,,,,,,,,,,,,,,,310万,522万,-909万,-488万,3496万,4319万,7576万,1.36亿,2.21亿,,,,,,,,,,,,,,,,,,,,-59.48,-83.25,--,--,1028.64,727.87,--,--,531.51,,,,,,,,,,,,,,,,,,,,4.62亿,6.58亿,9055万,2.38亿,11.6亿,25.7亿,10.2亿,20.7亿,32.4亿,,,,,,,,,,,,,,,,,,,,-54.16,-54.82,88.27,7.66,152.34,291.21,1028.54,769.11,178.20,
16.66%,9.23亿,2.156,2777万,66.38亿,0.309元,107.68,http://quote.eastmoney.com/sz002378.html,44.41%,0.05,46.67%,9.24亿,sz002378,章源钨业,1.40%,66.45亿,3.33,2.12%,13.86亿,2010-03-31,,,,,,,,,,,,,,,,,,,679万,4712万,348万,516万,1923万,3142万,664万,1737万,2777万,,,,,,,,,,,,,,,,,,,,--,--,--,--,183.24,-33.32,90.69,236.63,44.41,,,,,,,,,,,,,,,,,,,,8.91亿,13.1亿,4.11亿,9.67亿,14.1亿,18.3亿,4.72亿,9.42亿,13.9亿,,,,,,,,,,,,,,,,,,,,-15.05,-2.41,87.10,80.98,58.82,39.59,14.92,-2.57,-2.05,
3.31%,9.26亿,1.3559999999999999,831.4万,34.63亿,-0.271元,300.39,http://quote.eastmoney.com/sz002379.html,-76.55%,0.009000000000000001,12.95%,9.26亿,sz002379,宏创控股,0.66%,34.65亿,2.76,0.76%,10.92亿,2010-03-31,,,,,,,,,,,,,,,,,,,749万,1415万,2323万,2849万,3546万,3943万,117万,441万,831万,,,,,,,,,,,,,,,,,,,,2.63,--,--,292.56,373.48,178.66,-94.97,-84.52,-76.55,,,,,,,,,,,,,,,,,,,,6.71亿,9.77亿,3.01亿,6.93亿,10.8亿,14.5亿,3.12亿,7.07亿,10.9亿,,,,,,,,,,,,,,,,,,,,-43.63,-36.06,62.82,64.33,60.47,48.04,3.40,2.12,1.42,
41.52%,1.43亿,8.628,7315万,21.76亿,1.671元,23.94,http://quote.eastmoney.com/sz002380.html,4.25%,0.47600000000000003,12.96%,2.40亿,sz002380,科远股份,3.54%,36.43亿,1.76,18.86%,3.95亿,2010-03-31,,,,,,,,,,,,,,,,,,,5314万,8249万,692万,4933万,7017万,1.09亿,835万,5452万,7315万,,,,,,,,,,,,,,,,,,,,35.12,34.62,48.51,30.88,32.03,32.42,20.71,10.52,4.25,,,,,,,,,,,,,,,,,,,,3.18亿,5.13亿,8773万,2.37亿,3.82亿,5.91亿,8974万,2.54亿,3.95亿,,,,,,,,,,,,,,,,,,,,18.24,21.32,9.82,23.29,20.02,15.27,2.28,6.90,3.22,
38.78%,4.86亿,8.075,2.61亿,76.41亿,0.753元,34.16,http://quote.eastmoney.com/sz002382.html,63.66%,0.345,46.88%,9.64亿,sz002382,蓝帆医疗,9.03%,151.6亿,1.95,14.86%,17.93亿,2010-04-02,,,,,,,,,,,,,,,,,,,1.48亿,1.81亿,5209万,1.03亿,1.59亿,2.01亿,5840万,1.48亿,2.61亿,,,,,,,,,,,,,,,,,,,,5.36,6.38,16.79,4.47,7.70,10.93,12.11,42.89,63.66,,,,,,,,,,,,,,,,,,,,9.71亿,12.9亿,4.03亿,7.81亿,11.6亿,15.8亿,3.85亿,9.68亿,17.9亿,,,,,,,,,,,,,,,,,,,,-14.11,-14.59,23.59,22.70,19.26,22.28,-4.39,23.97,54.81,
21.53%,4.86亿,5.267,2.62亿,74.62亿,1.024元,35.66,http://quote.eastmoney.com/sz002383.html,267.91%,0.32299999999999995,57.46%,7.45亿,sz002383,合众思壮,6.73%,114.4亿,2.91,6.90%,37.07亿,2010-04-02,,,,,,,,,,,,,,,,,,,1138万,9645万,506万,5029万,7121万,2.42亿,5378万,1.80亿,2.62亿,,,,,,,,,,,,,,,,,,,,25.61,59.22,--,1365.15,525.86,150.83,962.14,258.40,267.91,,,,,,,,,,,,,,,,,,,,5.70亿,11.7亿,2.80亿,6.36亿,9.76亿,22.9亿,8.79亿,24.1亿,37.1亿,,,,,,,,,,,,,,,,,,,,17.21,54.58,117.24,90.91,71.13,95.48,214.22,278.34,279.74,
15.82%,11.63亿,5.266,6.77亿,201.1亿,0.896元,25.25,http://quote.eastmoney.com/sz002384.html,82.77%,0.514,73.28%,16.07亿,sz002384,东山精密,8.40%,277.8亿,3.28,5.06%,134.1亿,2010-04-09,,,,,,,,,,,,,,,,,,,1.47亿,1.44亿,2146万,1.19亿,3.71亿,5.26亿,1.51亿,2.60亿,6.77亿,,,,,,,,,,,,,,,,,,,,161.50,354.73,17.25,-21.09,151.80,264.88,605.54,117.93,82.77,,,,,,,,,,,,,,,,,,,,51.6亿,84.0亿,28.4亿,61.2亿,104亿,154亿,35.5亿,72.1亿,134亿,,,,,,,,,,,,,,,,,,,,98.80,110.46,185.01,152.23,102.33,83.14,25.27,17.83,28.49,
18.66%,26.75亿,2.226,4.41亿,149.0亿,1.062元,33.82,http://quote.eastmoney.com/sz002385.html,-47.52%,0.124,43.59%,42.43亿,sz002385,大北农,4.27%,236.3亿,2.50,2.96%,142.2亿,2010-04-09,,,,,,,,,,,,,,,,,,,5.95亿,8.83亿,1.92亿,5.25亿,8.39亿,12.7亿,1.81亿,1.04亿,4.41亿,,,,,,,,,,,,,,,,,,,,51.01,25.11,39.77,42.56,41.06,43.34,-5.91,-80.18,-47.52,,,,,,,,,,,,,,,,,,,,118亿,168亿,39.7亿,83.8亿,134亿,187亿,46.0亿,90.7亿,142亿,,,,,,,,,,,,,,,,,,,,1.55,4.61,20.96,13.40,13.08,11.29,15.97,8.21,6.22,
8.04%,6.72亿,6.372000000000001,1.49亿,43.86亿,1.929元,24.50,http://quote.eastmoney.com/sz002386.html,74.56%,0.2,65.68%,7.81亿,sz002386,天原集团,3.26%,50.99亿,1.02,0.94%,136.0亿,2010-04-09,,,,,,,,,,,,,,,,,,,-4867万,5514万,1166万,2621万,8507万,1.03亿,4979万,1.06亿,1.49亿,,,,,,,,,,,,,,,,,,,,--,237.00,--,--,--,86.18,326.90,302.63,74.56,,,,,,,,,,,,,,,,,,,,88.2亿,125亿,22.0亿,59.2亿,98.6亿,153亿,29.7亿,85.2亿,136亿,,,,,,,,,,,,,,,,,,,,51.28,16.80,38.15,2.67,11.80,22.27,35.17,43.91,37.90,
13.26%,10.68亿,10.9,-1.52亿,150.8亿,-0.303元,393.84,http://quote.eastmoney.com/sz002387.html,-149.65%,0.027000000000000003,44.22%,13.68亿,sz002387,维信诺,-1.24%,193.1亿,1.29,-25.86%,9.30亿,2010-04-13,,,,,,,,,,,,,,,,,,,4783万,2619万,-3002万,-9789万,-6093万,1533万,-1.92亿,1613万,-1.52亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,-227.40,-41.45,--,--,--,,,,,,,,,,,,,,,,,,,,1.46亿,1.59亿,517万,1226万,2044万,3173万,1087万,4.75亿,9.30亿,,,,,,,,,,,,,,,,,,,,-56.09,-63.03,-92.64,-89.12,-86.03,-80.07,110.36,3778.62,4452.95,
20.35%,4.00亿,2.28,2271万,24.54亿,0.270元,65.88,http://quote.eastmoney.com/sz002388.html,-54.27%,0.07,43.83%,5.04亿,sz002388,新亚制程,1.85%,30.93亿,2.69,2.94%,6.74亿,2010-04-13,,,,,,,,,,,,,,,,,,,784万,1089万,958万,4249万,4966万,6496万,1051万,1947万,2271万,,,,,,,,,,,,,,,,,,,,43.45,136.15,1573.10,2443.11,673.50,496.51,9.79,-54.18,-54.27,,,,,,,,,,,,,,,,,,,,5.33亿,8.14亿,2.03亿,4.05亿,6.04亿,8.13亿,1.54亿,4.48亿,6.74亿,,,,,,,,,,,,,,,,,,,,27.59,43.01,22.86,18.15,15.40,-0.22,-23.84,10.49,11.50,
25.56%,6.77亿,6.57,8300万,99.32亿,0.304元,43.04,http://quote.eastmoney.com/sz002389.html,1.08%,0.256,20.42%,9.46亿,sz002389,航天彩虹,1.38%,138.9亿,2.23,6.30%,15.04亿,2010-04-13,,,,,,,,,,,,,,,,,,,,6501万,553万,1264万,8212万,1.87亿,1380万,3010万,8300万,2.42亿,,,,,,,,,,,,,,,,,,,,22.68,-15.02,-18.18,-19.61,187.17,149.71,138.12,1.08,29.51,,,,,,,,,,,,,,,,,,,,5.15亿,7676万,1.95亿,4.52亿,14.5亿,4.52亿,9.38亿,15.0亿,27.2亿,,,,,,,,,,,,,,,,,,,,31.45,39.59,19.62,20.20,180.83,489.40,381.84,232.83,87.93
