毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
9.18%,3.39亿,3.281,3718万,33.65亿,1.157元,233.15,http://quote.eastmoney.com/sz000037.html,1825.67%,0.032,35.91%,6.03亿,sz000037,深南电A,1.88%,59.85亿,3.03,2.06%,16.20亿,1994-07-01,,,,,,,,,,,,,,,,,,,-6416万,13.1亿,-2739万,-2263万,-215万,1590万,-1093万,3001万,3718万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-98.78,--,--,--,,,,,,,,,,,,,,,,,,,,12.1亿,15.7亿,3.19亿,8.73亿,15.7亿,20.5亿,4.04亿,10.8亿,16.2亿,,,,,,,,,,,,,,,,,,,,17.12,17.03,30.44,25.12,30.19,29.97,26.59,23.69,3.12,
16.41%,1.80亿,10.33,2.20亿,26.18亿,1.012元,25.94,http://quote.eastmoney.com/sz000038.html,-17.42%,0.42100000000000004,7.92%,5.23亿,sz000038,深大通,4.07%,76.12亿,1.41,10.46%,20.98亿,1994-08-08,,,,,,,,,,,,,,,,,,,1.09亿,2.33亿,9418万,1.84亿,2.66亿,3.58亿,5197万,1.19亿,2.20亿,,,,,,,,,,,,,,,,,,,,9698.53,3830.87,164.79,108.60,145.09,53.45,-44.81,-35.23,-17.42,,,,,,,,,,,,,,,,,,,,6.44亿,10.3亿,4.55亿,8.51亿,10.7亿,15.1亿,4.53亿,12.3亿,21.0亿,,,,,,,,,,,,,,,,,,,,300.98,236.97,174.35,121.51,66.06,46.75,-0.41,44.77,96.32,
14.91%,12.68亿,10.83,23.17亿,169.2亿,7.050元,12.90,http://quote.eastmoney.com/sz000039.html,76.96%,0.7759999999999999,70.30%,29.85亿,sz000039,中集集团,7.17%,398.5亿,1.23,4.26%,669.1亿,1994-04-08,,,,,,,,,,,,,,,,,,,-1.90亿,5.40亿,5.10亿,7.97亿,13.1亿,25.1亿,4.46亿,9.65亿,23.2亿,,,,,,,,,,,,,,,,,,,,-111.00,-73.37,24.18,--,--,364.97,-12.44,21.14,76.96,,,,,,,,,,,,,,,,,,,,350亿,511亿,147亿,334亿,540亿,763亿,193亿,436亿,669亿,,,,,,,,,,,,,,,,,,,,-22.73,-12.91,40.95,41.81,54.26,49.28,31.19,30.47,23.99,
17.77%,10.60亿,9.943999999999999,14.05亿,97.23亿,1.634元,7.28,http://quote.eastmoney.com/sz000040.html,334.40%,0.945,55.96%,14.87亿,sz000040,东旭蓝天,11.55%,136.3亿,0.92,26.67%,52.94亿,1994-08-08,,,,,,,,,,,,,,,,,,,1.31亿,1.75亿,3603万,1.52亿,3.23亿,5.44亿,10.8亿,13.2亿,14.0亿,,,,,,,,,,,,,,,,,,,,316.49,182.64,20.62,88.23,146.46,210.24,2909.08,769.56,334.40,,,,,,,,,,,,,,,,,,,,23.9亿,37.7亿,8.42亿,32.2亿,51.8亿,81.3亿,10.7亿,35.7亿,52.9亿,,,,,,,,,,,,,,,,,,,,248.84,126.54,39.57,149.14,117.05,115.48,26.62,10.92,2.21,
45.89%,6.62亿,10.64,7.58亿,84.81亿,5.086元,8.43,http://quote.eastmoney.com/sz000042.html,209.73%,1.14,83.21%,6.65亿,sz000042,中洲控股,11.24%,85.16亿,1.20,10.62%,70.80亿,1994-09-21,,,,,,,,,,,,,,,,,,,8199万,2.61亿,2586万,1.51亿,2.45亿,6.15亿,2.66亿,7.18亿,7.58亿,,,,,,,,,,,,,,,,,,,,-80.22,-35.06,-42.25,471.93,198.32,136.19,929.78,374.52,209.73,,,,,,,,,,,,,,,,,,,,53.7亿,81.2亿,10.9亿,32.6亿,40.4亿,86.5亿,15.2亿,59.5亿,70.8亿,,,,,,,,,,,,,,,,,,,,70.52,60.78,-42.71,-1.85,-24.82,6.64,39.48,82.43,75.28,
22.26%,6.67亿,7.415,8.31亿,59.88亿,5.126元,5.41,http://quote.eastmoney.com/sz000043.html,1257.88%,1.246,71.05%,6.67亿,sz000043,中航善达,18.15%,59.89亿,1.21,20.25%,40.09亿,1994-09-28,,,,,,,,,,,,,,,,,,,,1.61亿,-7653万,-1.41亿,-7174万,1.51亿,6758万,1.26亿,8.31亿,8.57亿,,,,,,,,,,,,,,,,,,,,-59.77,--,-4279.52,--,-6.74,--,--,--,468.85,,,,,,,,,,,,,,,,,,,,63.3亿,10.1亿,23.8亿,37.4亿,58.9亿,15.3亿,27.9亿,40.1亿,66.6亿,,,,,,,,,,,,,,,,,,,,14.57,-14.11,-12.34,-8.72,-6.88,51.86,17.40,7.07,12.94
8.17%,4.57亿,4.72,1227万,35.14亿,-0.039元,240.35,http://quote.eastmoney.com/sz000045.html,-63.59%,0.024,21.76%,5.11亿,sz000045,深纺织A,0.51%,39.32亿,1.63,0.06%,10.72亿,1994-08-15,,,,,,,,,,,,,,,,,,,-5243万,-8727万,430万,1446万,3370万,5278万,562万,965万,1227万,,,,,,,,,,,,,,,,,,,,-948.00,-1127.05,--,--,--,--,30.56,-33.28,-63.59,,,,,,,,,,,,,,,,,,,,8.58亿,12.0亿,2.72亿,7.39亿,10.7亿,14.8亿,2.21亿,5.38亿,10.7亿,,,,,,,,,,,,,,,,,,,,-9.03,-2.33,3.84,33.90,24.77,23.15,-18.75,-27.19,0.11,
55.19%,51.75亿,4.074,18.17亿,364.9亿,1.634元,15.12,http://quote.eastmoney.com/sz000046.html,48.70%,0.35,85.87%,51.96亿,sz000046,泛海控股,8.71%,366.3亿,1.73,76.03%,24.92亿,1994-09-12,,,,,,,,,,,,,,,,,,,18.4亿,31.1亿,4.35亿,9.04亿,12.2亿,28.9亿,15.2亿,13.3亿,18.2亿,,,,,,,,,,,,,,,,,,,,34.48,37.96,137.01,-0.74,-33.63,-7.00,249.42,47.56,48.70,,,,,,,,,,,,,,,,,,,,187亿,247亿,33.7亿,53.4亿,89.1亿,169亿,28.4亿,50.9亿,80.8亿,,,,,,,,,,,,,,,,,,,,155.19,79.41,-33.55,-54.40,-52.31,-31.59,-15.87,-4.65,-9.39,
28.18%,3.85亿,2.8139999999999996,8930万,77.08亿,1.542元,65.64,http://quote.eastmoney.com/sz000048.html,290.91%,0.22899999999999998,74.05%,3.91亿,sz000048,*ST康达,8.47%,78.15亿,7.11,6.21%,16.40亿,1994-11-01,,,,,,,,,,,,,,,,,,,3011万,596万,-1848万,-3198万,-4678万,2.77亿,226万,7310万,8930万,,,,,,,,,,,,,,,,,,,,-82.11,-97.08,-346.53,-318.37,-255.35,4543.03,--,--,--,,,,,,,,,,,,,,,,,,,,11.9亿,15.6亿,3.04亿,6.68亿,11.3亿,29.4亿,3.85亿,10.6亿,16.4亿,,,,,,,,,,,,,,,,,,,,-33.27,-32.18,-4.69,-10.10,-5.23,88.49,26.60,58.84,45.33,
8.16%,2.05亿,7.925,2.75亿,70.48亿,6.582元,19.26,http://quote.eastmoney.com/sz000049.html,47.38%,1.338,77.80%,2.05亿,sz000049,德赛电池,18.14%,70.48亿,4.33,3.02%,116.9亿,1995-03-20,,,,,,,,,,,,,,,,,,,1.33亿,2.55亿,6901万,1.14亿,1.86亿,3.01亿,7606万,1.33亿,2.75亿,,,,,,,,,,,,,,,,,,,,-22.92,10.89,77.54,57.74,39.67,17.72,10.21,16.49,47.38,,,,,,,,,,,,,,,,,,,,53.7亿,87.2亿,22.9亿,46.7亿,77.9亿,125亿,29.8亿,63.1亿,117亿,,,,,,,,,,,,,,,,,,,,-9.05,3.44,50.40,55.43,45.06,43.12,30.13,35.22,50.19,
15.46%,18.20亿,12.84,12.75亿,324.8亿,1.953元,21.50,http://quote.eastmoney.com/sz000050.html,-11.14%,0.623,56.53%,20.48亿,sz000050,深天马A,4.98%,365.6亿,1.39,5.87%,217.4亿,1995-03-15,,,,,,,,,,,,,,,,,,,,5.69亿,3.77亿,7.62亿,14.3亿,10.9亿,3.88亿,8.40亿,12.8亿,9.26亿,,,,,,,,,,,,,,,,,,,,2.61,147.72,69.15,99.48,41.82,2.71,10.26,-11.14,-15.17,,,,,,,,,,,,,,,,,,,,107亿,44.6亿,94.9亿,165亿,238亿,65.7亿,140亿,217亿,289亿,,,,,,,,,,,,,,,,,,,,1.96,18.40,24.83,30.28,30.51,47.53,47.30,31.75,21.35
64.81%,9.04亿,4.593999999999999,1.52亿,51.24亿,1.975元,32.91,http://quote.eastmoney.com/sz000056.html,-6.08%,0.129,55.42%,11.75亿,sz000056,皇庭国际,2.81%,66.64亿,1.23,26.91%,6.85亿,1996-07-08,,,,,,,,,,,,,,,,,,,7470万,1.12亿,5220万,9782万,1.62亿,1.78亿,5327万,1.01亿,1.52亿,,,,,,,,,,,,,,,,,,,,148.70,195.93,155.91,92.70,116.51,59.42,2.05,3.50,-6.08,,,,,,,,,,,,,,,,,,,,2.20亿,3.26亿,1.37亿,2.88亿,5.60亿,7.02亿,2.21亿,4.57亿,6.85亿,,,,,,,,,,,,,,,,,,,,18.27,21.45,107.27,103.58,154.25,115.53,60.62,58.46,22.31,
31.16%,5.38亿,1.601,1.38亿,41.64亿,0.362元,51.95,http://quote.eastmoney.com/sz000058.html,99.54%,0.11199999999999999,58.08%,12.36亿,sz000058,深赛格,7.09%,95.64亿,4.83,13.79%,14.45亿,1996-12-26,,,,,,,,,,,,,,,,,,,1.44亿,2.46亿,3161万,5001万,6919万,2.20亿,6262万,9767万,1.38亿,,,,,,,,,,,,,,,,,,,,0.22,44.88,-65.39,-52.33,-51.80,-10.77,98.12,95.30,99.54,,,,,,,,,,,,,,,,,,,,10.9亿,14.6亿,3.31亿,6.25亿,9.00亿,20.3亿,3.96亿,8.89亿,14.5亿,,,,,,,,,,,,,,,,,,,,-11.88,-10.13,-27.01,-19.22,-17.20,39.11,19.67,42.29,61.17,
19.40%,15.99亿,8.238999999999999,10.59亿,112.0亿,3.035元,7.93,http://quote.eastmoney.com/sz000059.html,-13.88%,0.662,54.05%,15.99亿,sz000059,华锦股份,9.46%,112.0亿,0.85,4.35%,253.7亿,1997-01-30,,,,,,,,,,,,,,,,,,,11.7亿,18.0亿,4.48亿,8.29亿,12.3亿,18.5亿,3.11亿,7.63亿,10.6亿,,,,,,,,,,,,,,,,,,,,1028.18,448.62,-2.62,-8.40,4.79,2.33,-30.73,-8.02,-13.88,,,,,,,,,,,,,,,,,,,,206亿,291亿,77.8亿,156亿,236亿,337亿,81.3亿,163亿,254亿,,,,,,,,,,,,,,,,,,,,-7.91,-5.84,23.08,19.39,14.52,15.84,4.51,4.24,7.39,
11.47%,35.68亿,2.8739999999999997,7.70亿,183.4亿,1.272元,17.88,http://quote.eastmoney.com/sz000060.html,-10.80%,0.21600000000000003,45.71%,35.70亿,sz000060,中金岭南,7.60%,183.5亿,1.79,4.64%,169.7亿,1997-01-23,,,,,,,,,,,,,,,,,,,1.64亿,3.23亿,2.19亿,5.52亿,8.63亿,10.7亿,3.11亿,6.07亿,7.70亿,,,,,,,,,,,,,,,,,,,,62.10,60.85,--,1167.74,426.63,230.10,41.93,9.89,-10.80,,,,,,,,,,,,,,,,,,,,111亿,151亿,47.5亿,99.0亿,148亿,190亿,48.0亿,114亿,170亿,,,,,,,,,,,,,,,,,,,,-3.51,-11.08,61.94,67.98,33.65,26.05,1.10,15.22,14.67,
39.42%,16.95亿,2.8139999999999996,4723万,101.0亿,0.104元,160.59,http://quote.eastmoney.com/sz000061.html,1655.20%,0.027999999999999997,66.21%,16.97亿,sz000061,农产品,0.99%,101.1亿,2.12,5.76%,16.99亿,1997-01-10,,,,,,,,,,,,,,,,,,,2.14亿,8846万,499万,1016万,269万,1389万,307万,-1761万,4723万,,,,,,,,,,,,,,,,,,,,361.72,330.35,21.31,-68.71,-98.74,-84.30,-38.39,-273.39,1655.20,,,,,,,,,,,,,,,,,,,,14.5亿,20.2亿,5.80亿,11.1亿,17.0亿,24.5亿,5.33亿,11.0亿,17.0亿,,,,,,,,,,,,,,,,,,,,13.12,16.32,21.82,13.40,17.60,21.10,-8.06,-0.71,-0.24,
16.30%,7.06亿,6.285,5.19亿,152.2亿,3.479元,22.47,http://quote.eastmoney.com/sz000062.html,61.77%,0.72,52.40%,7.21亿,sz000062,深圳华强,11.86%,155.5亿,3.43,6.99%,82.19亿,1997-01-30,,,,,,,,,,,,,,,,,,,2.69亿,4.26亿,7848万,1.96亿,3.21亿,4.12亿,1.35亿,3.60亿,5.19亿,,,,,,,,,,,,,,,,,,,,20.99,13.39,33.28,51.51,19.22,-3.19,72.17,83.85,61.77,,,,,,,,,,,,,,,,,,,,38.2亿,55.4亿,12.6亿,31.0亿,54.9亿,83.0亿,21.3亿,49.0亿,82.2亿,,,,,,,,,,,,,,,,,,,,329.10,172.64,22.50,37.39,43.74,49.66,69.61,58.06,49.59,
32.30%,34.34亿,5.419,-72.60亿,1044亿,1.643元,-,http://quote.eastmoney.com/sz000063.html,-285.93%,-1.732,72.33%,41.93亿,sz000063,中兴通讯,-27.22%,1275亿,5.61,-12.44%,587.7亿,1997-11-18,,,,,,,,,,,,,,,,,,,28.6亿,-23.6亿,12.1亿,22.9亿,39.0亿,45.7亿,-54.1亿,-78.2亿,-72.6亿,,,,,,,,,,,,,,,,,,,,9.78,-173.49,27.81,29.80,36.58,--,-545.55,-441.24,-285.93,,,,,,,,,,,,,,,,,,,,716亿,1012亿,257亿,540亿,766亿,1088亿,275亿,394亿,588亿,,,,,,,,,,,,,,,,,,,,4.44,1.04,17.78,13.09,7.01,7.49,6.92,-26.99,-23.26,
16.44%,6.29亿,5.439,4.41亿,61.01亿,2.890元,9.41,http://quote.eastmoney.com/sz000065.html,26.78%,0.773,62.02%,7.70亿,sz000065,北方国际,11.47%,74.64亿,1.78,7.07%,65.21亿,1998-06-05,,,,,,,,,,,,,,,,,,,2.25亿,4.61亿,6994万,1.98亿,3.48亿,4.99亿,7011万,3.42亿,4.41亿,,,,,,,,,,,,,,,,,,,,55.38,53.54,43.38,27.30,54.49,8.29,0.24,72.45,26.78,,,,,,,,,,,,,,,,,,,,59.7亿,87.6亿,23.0亿,49.9亿,67.3亿,97.3亿,21.2亿,41.0亿,65.2亿,,,,,,,,,,,,,,,,,,,,94.53,8.10,19.79,23.00,12.57,11.05,-7.97,-17.85,-3.03,
17.32%,24.91亿,2.057,2.08亿,209.2亿,0.634元,88.93,http://quote.eastmoney.com/sz000066.html,-30.47%,0.071,53.61%,29.36亿,sz000066,中国长城,3.26%,246.6亿,4.08,3.79%,62.71亿,1997-06-26,,,,,,,,,,,,,,,,,,,1.50亿,2.00亿,1.44亿,2.71亿,2.99亿,5.81亿,1.51亿,2.51亿,2.08亿,,,,,,,,,,,,,,,,,,,,--,--,213.52,166.60,99.95,191.22,5.11,-7.59,-30.47,,,,,,,,,,,,,,,,,,,,525亿,742亿,24.2亿,45.0亿,65.8亿,95.1亿,19.3亿,41.4亿,62.7亿,,,,,,,,,,,,,,,,,,,,-4.83,-5.22,-85.58,-86.74,-87.47,-87.18,-20.14,-8.08,-4.67,
33.95%,10.07亿,0.603,-4847万,66.14亿,-1.739元,-,http://quote.eastmoney.com/sz000068.html,-489.78%,-0.048,69.05%,10.07亿,sz000068,华控赛格,-7.67%,66.14亿,10.89,-36.28%,1.36亿,1997-06-11,,,,,,,,,,,,,,,,,,,-3121万,998万,-1471万,-1597万,-822万,3260万,-1459万,-3017万,-4847万,,,,,,,,,,,,,,,,,,,,--,42.39,--,--,--,226.84,--,--,--,,,,,,,,,,,,,,,,,,,,8684万,2.98亿,2041万,9278万,1.66亿,4.13亿,3866万,8641万,1.36亿,,,,,,,,,,,,,,,,,,,,169.65,74.40,8.72,117.18,91.17,38.77,89.41,-6.86,-18.23,
60.88%,69.98亿,6.5760000000000005,50.90亿,482.8亿,4.562元,8.34,http://quote.eastmoney.com/sz000069.html,7.60%,0.62,74.36%,82.04亿,sz000069,华侨城A,9.54%,566.1亿,1.05,21.92%,245.5亿,1997-09-10,,,,,,,,,,,,,,,,,,,29.2亿,68.9亿,7.57亿,17.3亿,47.3亿,86.4亿,11.2亿,20.1亿,50.9亿,,,,,,,,,,,,,,,,,,,,17.09,48.44,25.98,9.74,62.18,25.48,48.07,16.16,7.60,,,,,,,,,,,,,,,,,,,,190亿,355亿,61.6亿,138亿,194亿,423亿,63.4亿,147亿,246亿,,,,,,,,,,,,,,,,,,,,9.25,10.07,11.91,20.32,1.67,19.33,2.97,6.74,26.75,
14.93%,6.00亿,3.387,1.64亿,92.63亿,1.123元,44.17,http://quote.eastmoney.com/sz000070.html,-4.40%,0.262,64.12%,6.27亿,sz000070,特发信息,8.00%,96.75亿,4.56,4.67%,40.27亿,2000-05-11,,,,,,,,,,,,,,,,,,,1.24亿,1.96亿,4384万,1.06亿,1.72亿,2.66亿,5077万,9754万,1.64亿,,,,,,,,,,,,,,,,,,,,135.08,112.94,25.54,34.99,38.05,35.67,15.79,-7.92,-4.40,,,,,,,,,,,,,,,,,,,,32.6亿,46.1亿,11.0亿,24.9亿,37.5亿,54.7亿,12.2亿,25.6亿,40.3亿,,,,,,,,,,,,,,,,,,,,91.10,88.28,6.75,16.20,15.22,18.66,10.48,2.75,7.25,
12.62%,18.57亿,2.262,4.32亿,87.08亿,0.363元,22.50,http://quote.eastmoney.com/sz000078.html,5.08%,0.156,79.95%,27.63亿,sz000078,海王生物,7.54%,129.6亿,2.07,2.21%,278.2亿,1998-12-18,,,,,,,,,,,,,,,,,,,2.28亿,4.18亿,9190万,2.36亿,4.11亿,6.36亿,1.53亿,3.27亿,4.32亿,,,,,,,,,,,,,,,,,,,,-35.06,-11.87,133.53,135.34,80.47,52.10,66.13,38.66,5.08,,,,,,,,,,,,,,,,,,,,102亿,136亿,41.9亿,92.2亿,162亿,249亿,92.0亿,176亿,278亿,,,,,,,,,,,,,,,,,,,,23.68,22.38,33.91,45.00,58.87,83.30,119.71,90.32,72.23,
51.04%,19.42亿,3.469,2.98亿,125.1亿,1.532元,19.66,http://quote.eastmoney.com/sz000088.html,5.13%,0.24600000000000002,24.75%,19.42亿,sz000088,盐田港,4.66%,125.1亿,1.86,111.18%,2.93亿,1997-07-28,,,,,,,,,,,,,,,,,,,2.70亿,3.52亿,7961万,1.54亿,2.84亿,4.04亿,5663万,1.71亿,2.98亿,,,,,,,,,,,,,,,,,,,,-27.36,-19.23,6.24,-3.01,5.19,14.93,-28.86,11.63,5.13,,,,,,,,,,,,,,,,,,,,2.03亿,2.84亿,7912万,1.58亿,2.51亿,3.44亿,9016万,1.86亿,2.93亿,,,,,,,,,,,,,,,,,,,,10.66,13.99,27.27,26.55,23.24,21.16,13.95,18.02,16.73,
30.52%,20.51亿,5.63,5.76亿,193.2亿,2.876元,25.15,http://quote.eastmoney.com/sz000089.html,14.56%,0.281,14.86%,20.51亿,sz000089,深圳机场,5.06%,193.2亿,1.67,22.04%,26.63亿,1998-04-20,,,,,,,,,,,,,,,,,,,4.09亿,5.62亿,1.44亿,3.17亿,5.03亿,6.61亿,1.58亿,3.70亿,5.76亿,,,,,,,,,,,,,,,,,,,,21.51,7.79,7.99,20.09,22.84,17.59,9.43,16.42,14.56,,,,,,,,,,,,,,,,,,,,22.2亿,30.4亿,7.44亿,15.7亿,24.3亿,33.2亿,8.49亿,17.6亿,26.6亿,,,,,,,,,,,,,,,,,,,,0.12,2.84,2.11,7.86,9.43,9.37,14.05,12.18,9.59,
17.82%,14.37亿,4.379,1.75亿,85.95亿,1.397元,36.94,http://quote.eastmoney.com/sz000090.html,-67.91%,0.121,78.58%,14.37亿,sz000090,天健集团,2.65%,85.95亿,1.37,3.69%,46.43亿,1999-07-21,,,,,,,,,,,,,,,,,,,2.21亿,4.47亿,2.54亿,3.46亿,5.44亿,6.02亿,5430万,2.04亿,1.75亿,,,,,,,,,,,,,,,,,,,,-14.17,13.70,500.71,95.05,145.65,34.74,-78.63,-40.97,-67.91,,,,,,,,,,,,,,,,,,,,35.7亿,62.1亿,18.0亿,31.1亿,45.4亿,67.5亿,10.0亿,34.6亿,46.4亿,,,,,,,,,,,,,,,,,,,,-6.15,-1.72,48.46,28.76,27.26,8.71,-44.50,11.18,2.15,
9.40%,5.11亿,4.694,9611万,57.83亿,2.310元,41.07,http://quote.eastmoney.com/sz000096.html,-19.95%,0.207,6.30%,5.28亿,sz000096,广聚能源,3.97%,59.77亿,2.41,7.96%,12.48亿,2000-07-24,,,,,,,,,,,,,,,,,,,1.05亿,2.93亿,3743万,9643万,1.20亿,1.50亿,1403万,8061万,9611万,,,,,,,,,,,,,,,,,,,,-50.27,98.90,362.54,17.83,14.62,-48.72,-62.51,-16.41,-19.95,,,,,,,,,,,,,,,,,,,,6.64亿,9.05亿,2.09亿,5.25亿,8.70亿,12.4亿,3.83亿,8.19亿,12.5亿,,,,,,,,,,,,,,,,,,,,-15.95,-9.29,1.64,23.43,30.95,37.35,82.97,56.08,43.47,
24.35%,6.06亿,4.993,8801万,47.27亿,1.923元,40.29,http://quote.eastmoney.com/sz000099.html,4.79%,0.145,42.37%,6.06亿,sz000099,中信海直,2.95%,47.27亿,1.56,9.79%,9.89亿,2000-07-31,,,,,,,,,,,,,,,,,,,7585万,8593万,1397万,4132万,8398万,9098万,1459万,4277万,8801万,,,,,,,,,,,,,,,,,,,,-47.41,-49.28,-23.17,-0.92,10.73,5.88,4.46,3.52,4.79,,,,,,,,,,,,,,,,,,,,8.25亿,11.7亿,2.63亿,5.54亿,8.89亿,12.7亿,2.83亿,6.31亿,9.89亿,,,,,,,,,,,,,,,,,,,,-9.51,-9.11,5.39,5.43,7.78,8.35,7.62,13.93,11.19,
17.79%,127.9亿,2.206,24.90亿,498.7亿,0.717元,15.92,http://quote.eastmoney.com/sz000100.html,30.62%,0.184,68.52%,135.5亿,sz000100,TCL集团,8.65%,528.4亿,1.77,3.50%,822.4亿,2004-01-30,,,,,,,,,,,,,,,,,,,15.4亿,16.0亿,4.48亿,10.3亿,19.1亿,26.6亿,7.31亿,15.9亿,24.9亿,,,,,,,,,,,,,,,,,,,,-25.50,-37.59,71.86,70.68,23.93,66.30,63.20,53.40,30.62,,,,,,,,,,,,,,,,,,,,778亿,1066亿,254亿,523亿,823亿,1117亿,257亿,526亿,823亿,,,,,,,,,,,,,,,,,,,,4.66,1.66,8.41,7.98,5.84,4.79,0.94,0.55,-0.03,
36.32%,5.76亿,3.89,2.06亿,74.78亿,1.824元,29.69,http://quote.eastmoney.com/sz000150.html,35.44%,0.32799999999999996,69.96%,6.27亿,sz000150,宜华健康,8.71%,81.44亿,3.34,14.00%,16.74亿,2000-08-07,,,,,,,,,,,,,,,,,,,9.67亿,7.44亿,4731万,1.03亿,1.52亿,1.74亿,1.01亿,1.75亿,2.06亿,,,,,,,,,,,,,,,,,,,,105335.42,1342.25,-95.08,-88.98,-84.26,-76.58,112.75,70.54,35.44,,,,,,,,,,,,,,,,,,,,8.70亿,13.0亿,4.04亿,9.07亿,13.9亿,21.2亿,5.70亿,11.5亿,16.7亿,,,,,,,,,,,,,,,,,,,,31.59,25.72,89.59,71.67,59.34,63.23,41.07,27.27,20.71,
15.72%,2.67亿,3.319,6600万,35.16亿,0.332元,44.36,http://quote.eastmoney.com/sz000151.html,0.48%,0.223,59.37%,2.96亿,sz000151,中成股份,6.69%,39.04亿,3.97,7.54%,8.76亿,2000-09-06,,,,,,,,,,,,,,,,,,,7554万,1.01亿,2216万,5177万,6569万,8736万,1223万,5699万,6600万,,,,,,,,,,,,,,,,,,,,-11.75,-25.04,-8.23,-4.90,-13.01,-13.40,-44.81,10.07,0.48,,,,,,,,,,,,,,,,,,,,9.01亿,17.7亿,5.47亿,9.91亿,15.8亿,22.3亿,6.93亿,7.98亿,8.76亿,,,,,,,,,,,,,,,,,,,,51.13,45.77,71.62,43.30,75.97,26.10,26.68,-19.48,-44.75,
37.24%,3.12亿,4.0760000000000005,5644万,21.09亿,1.181元,28.04,http://quote.eastmoney.com/sz000153.html,-6.48%,0.18100000000000002,57.03%,3.12亿,sz000153,丰原药业,4.50%,21.10亿,1.66,2.53%,22.31亿,2000-09-20,,,,,,,,,,,,,,,,,,,4307万,4584万,937万,4355万,6034万,6535万,1144万,3808万,5644万,,,,,,,,,,,,,,,,,,,,23.57,30.29,44.12,65.56,40.11,42.57,22.12,-12.56,-6.48,,,,,,,,,,,,,,,,,,,,13.5亿,20.3亿,5.26亿,11.6亿,17.9亿,25.8亿,7.13亿,14.8亿,22.3亿,,,,,,,,,,,,,,,,,,,,13.61,29.58,23.34,30.11,32.60,26.77,35.52,27.21,24.56,
