code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
300149,量子生物,食品,广东,59.54,4.05,5.0,337271.66,74520.61,54896.91,123937.07,2.48,0.25,4.29,4.16,20101222,35737.12,0.72,218.87,125.99,42.93,18.1,15994.0,,,,,,,,,,,,,,,2196万,1106万,1220万,2060万,1693万,809万,1088万,4338万,5811万,,,,,,,,,,,,,,,,-27.12,152.74,-17.74,20.22,-22.93,-26.87,-10.81,110.61,243.29,,,,,,,,,,,,,,,,6651万,6923万,5153万,7554万,6760万,8069万,7896万,1.81亿,3.60亿,,,,,,,,,,,,,,,,-24.78,10.56,-5.10,10.10,1.64,16.56,53.23,140.22,433.02,
002927,泰永长征,电气设备,贵州,71.89,0.51,1.22,83070.57,73595.24,5943.45,43538.26,3.57,0.4,5.81,6.33,20180223,13702.51,1.12,6.49,10.36,55.02,19.18,20880.0,,,,,,,,,,,,--,,,,--,708万,1376万,2157万,2721万,902万,1627万,2150万,,,,,,,,,,,,,--,,,,--,--,--,--,--,27.50,18.26,-0.30,,,,,,,,,,,,,--,,,,--,5820万,8600万,8491万,9946万,6145万,9366万,8885万,,,,,,,,,,,,,--,,,,--,--,--,--,--,5.60,8.91,4.64,
000957,中通客车,汽车整车,山东,110.61,5.93,5.93,1225296.5,1056453.88,113590.96,47752.87,0.81,0.057,4.57,1.83,20000113,138635.2,2.34,-24.55,-72.37,15.54,0.99,58914.0,,,,,,,,,,,,,,,1.63亿,1.31亿,4516万,1640万,6035万,6929万,120万,2936万,313万,,,,,,,,,,,,,,,,16.51,-38.05,-66.67,-89.51,-63.07,-46.93,-97.34,79.00,-94.82,,,,,,,,,,,,,,,,18.7亿,34.3亿,8.76亿,14.0亿,22.3亿,33.5亿,8.64亿,15.4亿,9.97亿,,,,,,,,,,,,,,,,-1.27,7.41,-49.15,-37.23,19.15,-2.46,-1.37,9.58,-55.19,
300125,易世达,电气设备,辽宁,84.81,1.76,1.77,125419.9,70157.81,37722.07,75132.9,4.24,0.207,4.3,4.09,20101013,-14777.55,-0.83,35.12,113.88,28.94,24.1,4195.0,,,,,,,,,,,,,,,,-3389万,-1242万,-165万,1549万,-2.66亿,939万,1301万,332万,1097万,,,,,,,,,,,,,,,,-190.72,--,--,--,--,--,--,-78.59,--,,,,,,,,,,,,,,,,8830万,1857万,2658万,4120万,2633万,3815万,5388万,2785万,3237万,,,,,,,,,,,,,,,,-45.93,-19.70,0.71,66.22,-70.18,105.42,102.74,-32.41,22.93
002608,江苏国信,火力发电,江苏,17.72,5.39,37.78,5109869.0,1028001.5,2332024.0,1654164.88,4.38,0.45,6.12,1.62,20110810,-120498.57,-0.32,13.63,11.88,12.4,10.07,20383.0,,,,,,,,,,,,,,,7.43亿,-1.07亿,3.74亿,4.85亿,5.56亿,7.65亿,4.45亿,5.83亿,6.27亿,,,,,,,,,,,,,,,,--,--,-37.97,--,-25.20,--,19.06,20.13,12.83,,,,,,,,,,,,,,,,47.0亿,42.5亿,38.6亿,50.7亿,57.7亿,56.9亿,55.1亿,50.5亿,58.8亿,,,,,,,,,,,,,,,,-99.93,19.72,-0.59,22.56,22.77,33.97,42.84,-0.39,1.86,
000876,新 希 望,饲料,四川,24.78,41.75,42.16,4699081.0,1285340.63,824401.69,240608.88,0.57,0.344,5.06,2.25,19980311,1293805.63,3.07,10.8,-25.2,8.37,2.86,73000.0,,,,,,,,,,,,,,,6.83亿,3.56亿,6.39亿,4.92亿,8.08亿,3.40亿,6.04亿,2.42亿,6.05亿,,,,,,,,,,,,,,,,10.67,-18.44,-3.12,-36.18,18.41,-4.27,-5.51,-50.76,-25.21,,,,,,,,,,,,,,,,165亿,165亿,146亿,152亿,161亿,167亿,148亿,168亿,192亿,,,,,,,,,,,,,,,,-3.13,10.74,19.41,-2.42,-2.87,0.98,1.32,10.95,19.26,
002762,金发拉比,服饰,广东,32.77,1.9,3.54,113386.1,76838.86,14034.55,17156.15,0.48,0.17,2.82,2.64,20150610,43240.15,1.22,11.48,9.31,53.5,19.01,20102.0,,,,,,,,,,,,,,,2006万,2370万,1707万,1349万,2451万,3650万,2093万,1435万,2473万,,,,,,,,,,,,,,,,16.69,25.42,17.16,-6.53,22.19,54.03,22.64,6.36,0.91,,,,,,,,,,,,,,,,9641万,1.25亿,8901万,8672万,1.08亿,1.46亿,9873万,9807万,1.20亿,,,,,,,,,,,,,,,,12.40,19.77,9.09,5.68,12.39,16.52,10.92,13.09,10.65,
002560,通达股份,电气设备,河南,64.83,2.71,4.29,309304.0,191308.77,28442.64,70469.74,1.64,0.065,3.54,1.59,20110303,38497.46,0.9,37.66,163.08,8.55,1.72,34157.0,,,,,,,,,,,,,,,2506万,1461万,470万,425万,165万,142万,613万,711万,1467万,,,,,,,,,,,,,,,,146.21,-22.29,-54.27,-87.11,-93.41,-90.27,30.32,67.17,787.54,,,,,,,,,,,,,,,,5.28亿,4.44亿,2.83亿,4.51亿,4.52亿,4.78亿,3.60亿,5.39亿,7.32亿,,,,,,,,,,,,,,,,34.07,7.79,16.29,9.45,-14.39,7.73,27.02,19.39,61.95,
300033,同花顺,软件服务,浙江,68.69,2.64,5.38,413073.22,359914.38,39518.94,35677.57,0.66,1.179,6.21,13.04,20091225,207774.94,3.86,-1.62,-12.64,89.47,45.71,43100.0,,,,,,,,,,,,,,,,4.89亿,1.02亿,1.84亿,1.85亿,2.55亿,7534万,1.16亿,1.27亿,3.15亿,,,,,,,,,,,,,,,,4.57,-28.77,-16.43,-48.47,-47.97,-26.37,-37.12,-30.98,23.88,,,,,,,,,,,,,,,,5.38亿,2.68亿,3.37亿,3.81亿,4.23亿,2.38亿,3.29亿,3.43亿,4.77亿,,,,,,,,,,,,,,,,-20.15,0.25,-9.13,-31.57,-21.34,-11.29,-2.38,-10.03,12.70
000911,南宁糖业,食品,广西,0.0,3.24,3.24,680922.56,366297.63,156156.16,144013.73,4.44,-1.999,2.33,2.96,19990527,-116194.42,-3.59,68.77,-546.43,1.83,-22.75,48426.0,,,,,,,,,,,,,,,-5779万,2.77亿,295万,-7583万,-2732万,-9344万,-1.94亿,-3.02亿,-1.52亿,,,,,,,,,,,,,,,,-463.55,1277.47,--,--,--,-133.86,-6662.73,--,--,,,,,,,,,,,,,,,,7.05亿,19.6亿,8.70亿,3.23亿,4.93亿,12.2亿,6.97亿,9.67亿,11.8亿,,,,,,,,,,,,,,,,-10.73,111.14,68.83,-20.27,-29.96,-37.89,-19.95,199.84,139.56,
300348,长亮科技,软件服务,深圳,208.8,2.21,3.22,166400.41,113830.46,24476.56,68723.65,2.14,0.1,3.45,7.59,20120817,30407.83,0.95,21.86,13.57,50.36,4.89,23000.0,,,,,,,,,,,,,,,5213万,4300万,86.2万,1802万,778万,6102万,349万,421万,2257万,,,,,,,,,,,,,,,,--,25.76,-91.04,--,-85.08,41.90,305.44,-76.61,190.14,,,,,,,,,,,,,,,,1.24亿,2.92亿,1.27亿,2.31亿,1.50亿,3.71亿,1.56亿,2.79亿,1.85亿,,,,,,,,,,,,,,,,80.06,32.12,52.39,52.55,21.06,27.23,22.39,20.69,23.23,
300427,红相股份,电气设备,福建,22.49,2.46,3.58,328892.59,169205.16,22120.13,108211.8,3.02,0.48,5.89,2.4,20150217,54188.28,1.51,258.84,581.32,44.68,19.15,15455.0,,,,,,,,,,,,,,,134万,5955万,-531万,1964万,1048万,9313万,5939万,6184万,4782万,,,,,,,,,,,,,,,,18.23,0.94,--,5.23,680.99,56.40,--,214.90,356.30,,,,,,,,,,,,,,,,4637万,2.10亿,3241万,1.05亿,1.09亿,4.98亿,2.49亿,3.80亿,2.53亿,,,,,,,,,,,,,,,,50.59,23.21,13.81,-15.93,134.54,136.58,669.31,261.02,132.81,
300119,瑞普生物,生物制药,天津,30.98,2.05,4.04,301716.13,141923.27,81288.86,94799.8,2.34,0.262,4.94,2.19,20100917,57232.88,1.41,17.75,3.44,48.66,12.09,17630.0,,,,,,,,,,,,,,,4848万,3365万,3150万,2469万,4624万,247万,3849万,3001万,3744万,,,,,,,,,,,,,,,,49.87,11.31,32.34,-8.05,-4.63,-92.66,22.19,21.58,-19.02,,,,,,,,,,,,,,,,2.56亿,2.64亿,2.29亿,2.44亿,2.71亿,3.03亿,2.94亿,2.89亿,2.93亿,,,,,,,,,,,,,,,,17.36,11.17,8.69,2.18,5.82,14.79,28.38,18.17,8.36,
300180,华峰超纤,化纤,上海,43.87,6.84,11.36,735840.69,194060.92,270526.53,281965.66,2.48,0.244,4.5,3.17,20110222,106622.35,0.94,31.25,41.83,28.35,12.2,7379.0,,,,,,,,,,,,,,,3034万,2623万,2651万,5977万,1.09亿,5377万,1.01亿,1.07亿,6963万,,,,,,,,,,,,,,,,-5.71,1162.17,73.42,108.32,260.06,104.98,279.69,79.10,-36.26,,,,,,,,,,,,,,,,3.00亿,5.14亿,4.33亿,5.66亿,7.32亿,7.74亿,7.16亿,8.19亿,7.37亿,,,,,,,,,,,,,,,,8.98,81.75,57.91,61.19,144.43,50.61,65.26,44.68,0.73,
000563,陕国投Ａ,多元金融,陕西,64.8,39.64,39.64,1244310.88,0.0,7172.8,411149.34,1.04,0.07,2.63,1.96,19940110,189204.52,0.48,-18.72,-42.53,0.0,34.8,95428.0,,,,,,,,,,,,,,,6747万,1.65亿,1.18亿,1.49亿,1.44亿,-5889万,1.22亿,8177万,3219万,,,,,,,,,,,,,,,,25.63,48.01,-18.37,8.06,112.85,-135.74,3.52,-45.25,-77.59,,,,,,,,,,,,,,,,1.92亿,2.61亿,2.42亿,2.77亿,3.16亿,3.15亿,2.71亿,2.38亿,1.70亿,,,,,,,,,,,,,,,,-4.33,12.82,-30.28,29.65,64.83,20.87,11.85,-14.03,-46.24,
002098,浔兴股份,服饰,福建,57.85,3.58,3.58,302584.41,126522.01,63273.86,31101.39,0.87,0.133,3.52,2.9,20061222,52281.37,1.46,56.94,-44.92,35.27,2.85,38837.0,,,,,,,,,,,,,,,2344万,3214万,769万,5651万,2201万,3279万,330万,3300万,1119万,,,,,,,,,,,,,,,,52.05,185.24,28.47,-0.75,-6.11,2.03,-57.12,-41.61,-49.18,,,,,,,,,,,,,,,,2.88亿,3.34亿,2.43亿,4.54亿,3.63亿,8.00亿,5.34亿,6.10亿,5.20亿,,,,,,,,,,,,,,,,17.83,30.05,24.81,26.44,26.02,139.75,119.83,34.15,43.36,
002770,科迪乳业,乳制品,河南,27.95,5.83,10.95,309202.91,144654.38,140305.22,631.85,0.01,0.099,1.6,2.3,20150630,59090.85,0.54,6.81,4.7,24.81,11.14,45660.0,,,,,,,,,,,,,,,2755万,2057万,2258万,3586万,4483万,2343万,2340万,4143万,4329万,,,,,,,,,,,,,,,,-9.57,-18.76,38.51,42.97,62.75,13.88,3.64,15.55,-3.44,,,,,,,,,,,,,,,,2.44亿,2.10亿,2.25亿,3.04亿,3.80亿,3.30亿,2.73亿,3.07亿,3.91亿,,,,,,,,,,,,,,,,25.27,14.01,57.16,46.16,55.61,57.44,21.15,0.98,2.98,
300059,东方财富,证券,上海,101.16,41.54,51.68,3979372.75,3432511.5,174877.38,549577.38,1.06,0.16,2.77,7.55,20100319,333811.13,0.65,33.73,75.02,71.12,78.1,242597.0,,,,,,,,,,,,,,,2.38亿,1.39亿,1.01亿,1.60亿,1.97亿,1.79亿,3.01亿,2.58亿,2.42亿,,,,,,,,,,,,,,,,-45.05,-62.82,-14.12,-27.38,-17.10,29.25,199.48,61.41,22.67,,,,,,,,,,,,,,,,5.82亿,6.04亿,5.36亿,5.58亿,6.71亿,7.82亿,8.23亿,8.12亿,7.44亿,,,,,,,,,,,,,,,,-19.72,-4.27,-10.87,-1.17,15.39,29.34,53.55,45.49,10.83,
002090,金智科技,软件服务,江苏,42.69,2.31,2.38,391362.34,283316.38,63540.53,26052.59,1.1,0.33799999999999997,5.14,3.75,20061208,64678.19,2.72,-32.65,-26.36,28.92,7.02,14004.0,,,,,,,,,,,,,,,2710万,3376万,3430万,4315万,3182万,4421万,2132万,3754万,2163万,,,,,,,,,,,,,,,,35.74,13.84,61.42,59.35,17.42,30.96,-37.86,-13.01,-32.03,,,,,,,,,,,,,,,,3.60亿,8.05亿,5.45亿,7.10亿,4.47亿,6.05亿,3.85亿,3.84亿,3.77亿,,,,,,,,,,,,,,,,29.52,102.52,52.74,101.28,24.13,-24.87,-29.40,-45.87,-15.62,
300017,网宿科技,电信运营,上海,31.95,19.23,24.33,1176560.5,629563.06,177217.38,224959.55,0.92,0.252,3.49,3.08,20091030,353594.84,1.45,21.98,7.16,33.94,13.24,104000.0,,,,,,,,,,,,,,,3.30亿,3.34亿,1.96亿,2.20亿,1.56亿,2.58亿,2.18亿,2.32亿,1.64亿,,,,,,,,,,,,,,,,40.08,22.32,-18.73,-36.21,-52.66,-22.80,10.76,5.62,4.81,,,,,,,,,,,,,,,,11.7亿,12.2亿,11.8亿,12.7亿,13.6亿,15.8亿,15.3亿,15.3亿,15.7亿,,,,,,,,,,,,,,,,50.56,33.03,20.60,17.13,16.19,28.70,29.96,20.96,16.01,
000968,蓝焰控股,煤炭开采,山西,20.43,5.14,9.68,746484.19,339541.09,305433.25,97557.36,1.01,0.494,3.76,3.58,20000622,143787.38,1.49,23.58,50.81,40.45,33.72,29029.0,,,,,,,,,,,,,,,6757万,2.08亿,7481万,1.75亿,6733万,1.72亿,1.09亿,2.20亿,1.49亿,,,,,,,,,,,,,,,,--,-15.38,482.76,82.03,-0.37,-17.11,46.24,25.67,121.21,,,,,,,,,,,,,,,,3.07亿,3.53亿,3.63亿,4.41亿,3.43亿,7.56亿,3.46亿,6.57亿,4.15亿,,,,,,,,,,,,,,,,-48.27,531.68,45.19,29.34,11.85,114.24,-4.64,48.89,20.86,
300609,汇纳科技,互联网,上海,77.9,0.55,1.01,56328.13,40453.31,556.85,23876.42,2.36,0.389,4.91,8.23,20170215,15787.52,1.56,22.4,19.13,69.62,26.36,8652.0,,,,,,,,,,,,,,,1510万,2972万,-236万,1330万,2206万,2610万,-37.3万,1455万,2514万,,,,,,,,,,,,,,,,--,9.14,--,-5.74,46.08,-12.19,--,9.39,13.93,,,,,,,,,,,,,,,,4951万,7713万,1521万,4670万,5996万,8126万,2417万,5236万,7263万,,,,,,,,,,,,,,,,--,16.13,157.01,15.59,21.10,5.35,58.91,12.13,21.14,
300429,强力新材,化工原料,江苏,59.34,1.41,2.71,184665.63,94395.9,29853.48,74626.32,2.75,0.43,5.64,5.82,20150324,48519.53,1.79,8.59,5.69,43.09,21.94,7649.0,,,,,,,,,,,,,,,3858万,2142万,2968万,4452万,3220万,2019万,3677万,4206万,3363万,,,,,,,,,,,,,,,,48.55,8.53,27.93,35.71,-16.55,-5.76,23.89,-5.53,4.44,,,,,,,,,,,,,,,,1.45亿,1.16亿,1.35亿,1.79亿,1.58亿,1.68亿,1.68亿,1.95亿,1.50亿,,,,,,,,,,,,,,,,48.68,28.81,60.62,87.95,9.30,45.06,24.45,8.93,-5.30,
000976,华铁股份,运输设备,广东,28.61,15.94,15.96,499966.81,214530.02,16860.35,269557.72,1.69,0.134,2.71,1.88,20000601,-4652.95,-0.03,-2.38,-3.35,35.7,21.14,34498.0,,,,,,,,,,,,,,,4121万,-8140万,1712万,1.19亿,8498万,2.73亿,2141万,1.19亿,7295万,,,,,,,,,,,,,,,,178.15,-443.21,202.33,81.45,106.20,--,25.05,0.28,-14.16,,,,,,,,,,,,,,,,3.70亿,7.46亿,3.51亿,3.56亿,3.27亿,7.04亿,2.05亿,4.66亿,3.38亿,,,,,,,,,,,,,,,,114.78,423.18,2.56,-11.89,-11.76,-5.53,-41.67,30.95,3.52,
300324,旋极信息,软件服务,北京,26.07,10.37,17.36,819703.56,506773.56,35566.34,249089.5,1.43,0.20600000000000002,3.03,2.36,20120608,117308.82,0.68,27.02,25.3,42.37,14.12,29556.0,,,,,,,,,,,,,,,1.01亿,1.77亿,9469万,6151万,1.29亿,1.04亿,1.40亿,1.08亿,1.09亿,,,,,,,,,,,,,,,,622.05,156.11,149.01,-0.72,27.90,-40.97,48.27,75.92,-15.73,,,,,,,,,,,,,,,,3.53亿,10.4亿,5.89亿,6.75亿,7.28亿,13.0亿,7.65亿,9.18亿,8.48亿,,,,,,,,,,,,,,,,27.75,176.86,174.59,17.13,106.22,24.88,29.74,35.99,16.49,
002759,天际股份,家用电器,广东,59.34,1.88,4.52,385692.78,75711.0,60299.88,261366.27,5.78,0.10800000000000001,7.46,1.15,20150528,27306.45,0.6,-4.36,-68.77,27.26,7.97,19728.0,,,,,,,,,,,,,,,1304万,3729万,8117万,5344万,2241万,-1.35亿,860万,2155万,1888万,,,,,,,,,,,,,,,,25.02,62.54,377.11,453.01,71.79,-461.57,-89.40,-59.67,-15.71,,,,,,,,,,,,,,,,9117万,1.99亿,2.55亿,2.06亿,1.83亿,2.10亿,1.75亿,2.31亿,2.09亿,,,,,,,,,,,,,,,,1.38,48.71,124.71,116.01,100.32,5.46,-31.15,11.93,14.57,
000858,五 粮 液,白酒,四川,23.27,37.96,38.82,7612385.0,6810511.0,528259.38,268264.72,0.69,2.47,15.35,4.94,19980427,4212361.0,10.85,33.09,36.32,73.47,32.46,251776.0,,,,,,,,,,,,,,,12.1亿,16.8亿,35.9亿,13.8亿,19.9亿,27.1亿,49.7亿,21.4亿,23.8亿,,,,,,,,,,,,,,,,-6.97,7.00,23.77,40.12,64.12,60.94,38.35,55.20,19.61,,,,,,,,,,,,,,,,44.4亿,68.4亿,102亿,54.6亿,63.6亿,82.1亿,139亿,75.2亿,78.3亿,,,,,,,,,,,,,,,,13.49,4.84,15.11,23.30,43.03,19.94,36.80,37.73,23.17,
300377,赢时胜,软件服务,深圳,69.7,5.13,7.42,307546.28,150105.56,69729.86,159785.88,2.15,0.159,3.64,4.05,20140127,35668.28,0.48,51.24,41.26,80.01,24.93,52272.0,,,,,,,,,,,,,,,1034万,9016万,1489万,3521万,3335万,1.25亿,2544万,5025万,4219万,,,,,,,,,,,,,,,,179.74,87.22,821.22,86.09,222.54,38.65,70.86,42.72,26.51,,,,,,,,,,,,,,,,1.01亿,1.22亿,7788万,1.18亿,1.17亿,2.24亿,1.44亿,1.63亿,1.66亿,,,,,,,,,,,,,,,,93.68,18.23,55.88,50.90,16.15,83.85,84.84,38.27,41.93,
002080,中材科技,化纤,江苏,15.15,6.4,12.91,2501761.5,1051094.75,1129634.25,525163.56,4.07,0.578,7.27,1.61,20061120,261544.47,2.03,7.89,24.27,27.42,9.56,36072.0,,,,,,,,,,,,,,,6612万,6273万,1.37亿,2.37亿,2.26亿,1.67亿,1.48亿,2.36亿,3.61亿,,,,,,,,,,,,,,,,-66.62,-35.78,82.11,19.88,242.46,166.69,8.20,-0.16,59.51,,,,,,,,,,,,,,,,24.4亿,27.3亿,20.3亿,24.5亿,27.5亿,30.4亿,20.8亿,26.6亿,30.5亿,,,,,,,,,,,,,,,,-1.12,7.20,33.09,7.98,12.67,11.10,2.57,8.79,11.01,
300128,锦富技术,元器件,江苏,0.0,10.66,10.94,418552.75,225254.13,61739.85,41304.73,0.38,-0.013999999999999999,1.83,2.67,20101013,44533.76,0.41,-0.47,-145.99,10.98,-0.74,28810.0,,,,,,,,,,,,,,,3724万,3681万,267万,1130万,1919万,2533万,402万,-275万,-1651万,,,,,,,,,,,,,,,,229.24,122.82,--,--,-48.48,-31.18,50.73,-124.35,-186.06,,,,,,,,,,,,,,,,8.73亿,10.3亿,6.35亿,6.73亿,7.59亿,9.54亿,6.79亿,8.21亿,5.58亿,,,,,,,,,,,,,,,,-1.87,29.74,38.37,10.50,-13.04,-7.56,6.82,21.91,-26.44,
002891,中宠股份,饲料,山东,72.65,0.54,1.0,126404.02,64420.96,22544.27,40538.34,4.05,0.42,7.53,5.4,20170821,20234.18,2.02,39.07,-29.27,21.57,4.16,7966.0,,,,,,,,,,,,,,,2250万,1226万,2212万,2084万,1641万,1430万,1262万,1375万,1563万,,,,,,,,,,,,,,,,--,--,--,--,-27.05,16.65,-42.98,-34.02,-4.76,,,,,,,,,,,,,,,,1.93亿,2.23亿,2.17亿,2.50亿,2.60亿,2.89亿,2.77亿,3.71亿,3.63亿,,,,,,,,,,,,,,,,--,--,--,--,34.55,29.59,27.75,48.30,39.63,
300759,康龙化成,化学制药,北京,87.8,0.66,6.56,447728.44,125188.42,229066.22,112909.47,1.72,0.35100000000000003,3.77,10.91,20190128,47162.48,0.72,0.0,0.0,31.81,11.33,122851.0,,,,,,,,--,,,,--,,,,--,,,--,7553万,,--,1.08亿,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,--,,,,,,,,,--,,,,--,,,,--,,,--,6.78亿,,--,7.65亿,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,--,
300376,易事特,电气设备,广东,17.78,22.99,23.28,1095322.75,645030.31,337545.84,33565.95,0.14,0.239,2.08,2.72,20140127,213331.97,0.92,-24.61,6.02,24.03,13.47,53000.0,,,,,,,,,,,,,,,1.17亿,2.01亿,5940万,2.58亿,2.07亿,1.90亿,8490万,2.78亿,1.93亿,,,,,,,,,,,,,,,,42.94,119.29,68.01,117.75,76.51,-5.42,42.94,7.92,-6.95,,,,,,,,,,,,,,,,14.7亿,14.8亿,8.84亿,25.7亿,20.2亿,18.4亿,9.57亿,20.3亿,11.4亿,,,,,,,,,,,,,,,,33.41,27.24,52.22,50.16,37.38,24.35,8.18,-20.83,-43.76,
002302,西部建设,水泥,新疆,50.34,12.39,12.62,2141721.5,1822419.25,224470.72,280816.16,2.22,0.177,5.11,2.32,20091103,225290.16,1.78,29.69,124.44,8.93,1.66,79201.0,,,,,,,,,,,,,,,1.04亿,1.35亿,-1.31亿,1.13亿,1.18亿,636万,-1.22亿,2.02亿,1.44亿,,,,,,,,,,,,,,,,-41.43,14.21,--,-0.32,12.93,-95.28,--,79.06,22.00,,,,,,,,,,,,,,,,30.8亿,34.8亿,22.8亿,39.6亿,41.0亿,45.8亿,30.0亿,51.7亿,52.4亿,,,,,,,,,,,,,,,,1.56,21.16,19.34,29.15,33.42,31.60,31.72,30.64,27.65,
300120,经纬辉开,电气设备,天津,26.46,2.32,3.9,278942.94,129645.8,57137.26,131897.16,3.38,0.237,4.77,1.75,20100917,14626.25,0.38,225.23,439.32,21.3,6.14,12026.0,,,,,,,,,,,,,,,127万,690万,563万,1002万,146万,3886万,2295万,2922万,4012万,,,,,,,,,,,,,,,,-12.29,--,582.35,49.98,15.05,463.02,307.64,191.55,2646.81,,,,,,,,,,,,,,,,1.25亿,1.54亿,1.40亿,1.92亿,1.30亿,4.26亿,4.68亿,4.96亿,5.40亿,,,,,,,,,,,,,,,,-9.87,19.10,11.80,-15.20,4.49,177.59,235.27,157.85,313.84,
300001,特锐德,电气设备,山东,124.47,9.25,9.98,1294642.38,854987.38,200931.69,85170.4,0.85,0.14400000000000002,3.07,7.78,20091030,108847.7,1.09,2.38,2.91,25.29,3.69,39810.0,,,,,,,,,,,,,,,3152万,1.25亿,5556万,4671万,3733万,1.39亿,5688万,6594万,2084万,,,,,,,,,,,,,,,,13.38,282.49,10.99,3.84,18.42,11.01,2.37,41.19,-44.17,,,,,,,,,,,,,,,,7.76亿,30.0亿,9.42亿,16.8亿,11.8亿,13.0亿,12.0亿,14.4亿,12.6亿,,,,,,,,,,,,,,,,50.72,101.81,7.65,15.31,52.50,-56.61,26.93,-14.03,6.10,
002660,茂硕电源,电气设备,深圳,201.36,2.11,2.74,205949.69,117875.76,54362.21,41147.8,1.5,0.027000000000000003,2.98,2.39,20120316,10698.01,0.39,-24.55,-60.57,18.37,0.75,32000.0,,,,,,,,,,,,,,,593万,-1508万,-97.2万,617万,1325万,-539万,-461万,696万,492万,,,,,,,,,,,,,,,,-81.55,-226.20,--,-32.07,123.44,--,--,12.74,-62.86,,,,,,,,,,,,,,,,3.33亿,3.91亿,3.27亿,4.85亿,4.80亿,3.60亿,2.71亿,3.56亿,3.48亿,,,,,,,,,,,,,,,,33.31,12.65,31.15,51.82,43.95,-7.84,-17.25,-26.56,-27.51,
002484,江海股份,元器件,江苏,25.71,7.64,8.15,389741.44,253719.45,65992.77,137999.06,1.69,0.21899999999999997,3.94,1.9,20100929,85953.21,1.05,19.67,21.08,25.31,12.91,23594.0,,,,,,,,,,,,,,,3973万,4876万,2920万,5895万,5897万,4291万,3321万,7622万,6869万,,,,,,,,,,,,,,,,33.54,51.46,41.24,47.78,48.44,-11.99,13.75,29.30,16.48,,,,,,,,,,,,,,,,3.23亿,3.42亿,3.35亿,4.04亿,4.14亿,5.14亿,4.09亿,4.94亿,4.76亿,,,,,,,,,,,,,,,,13.31,22.17,35.07,30.09,28.33,50.05,22.05,22.43,15.06,
000862,银星能源,新型电力,宁夏,60.02,5.01,7.06,914980.31,189607.02,705205.06,270542.75,3.83,0.085,3.75,1.81,19980915,-78981.71,-1.12,17.93,188.67,41.2,7.25,76650.0,,,,,,,,,,,,,,,2458万,5875万,267万,-1729万,-5275万,-1.21亿,1309万,3364万,1301万,,,,,,,,,,,,,,,,--,--,--,-350.85,-314.63,-306.38,389.73,--,--,,,,,,,,,,,,,,,,2.76亿,5.28亿,2.45亿,2.43亿,2.11亿,2.36亿,2.67亿,3.09亿,2.48亿,,,,,,,,,,,,,,,,4.37,66.22,-0.99,-37.82,-23.67,-55.29,8.82,27.20,17.86,
