code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
300235,方直科技,软件服务,深圳,57.62,1.06,1.68,63745.8,45628.18,9410.76,28174.75,1.68,0.125,3.59,2.67,20110629,13247.86,0.79,16.18,78.09,61.88,22.51,14811.0,,,,,,,,,,,,,,,1331万,-49.3万,741万,-945万,1379万,-293万,895万,-423万,1621万,,,,,,,,,,,,,,,,5.20,--,-17.35,--,3.62,--,20.78,--,17.54,,,,,,,,,,,,,,,,3610万,1756万,3129万,556万,4318万,2047万,3631万,852万,4816万,,,,,,,,,,,,,,,,-12.40,-0.89,-9.93,-34.72,19.62,16.61,16.04,53.14,11.52,
002621,三垒股份,专用机械,辽宁,429.94,2.71,3.48,138718.27,96211.86,5211.98,48650.35,1.4,0.039,3.39,6.53,20110929,38010.62,1.09,23.28,-49.37,44.31,8.45,6978.0,,,,,,,,,,,,,,,796万,-1101万,432万,442万,1614万,-810万,173万,586万,581万,,,,,,,,,,,,,,,,-47.80,-171.48,-33.88,-32.59,120.10,--,-59.91,32.49,-64.04,,,,,,,,,,,,,,,,1910万,552万,1586万,4399万,6877万,4855万,3888万,5867万,6101万,,,,,,,,,,,,,,,,-41.91,-77.05,-6.44,74.34,259.97,779.18,145.07,33.39,-11.28,
300063,天龙集团,染料涂料,广东,17.85,4.99,7.26,357267.81,217952.13,26253.72,118639.17,1.63,0.147,2.75,1.28,20100326,6266.45,0.09,22.06,-9.22,7.83,1.83,34645.0,,,,,,,,,,,,,,,5574万,1900万,2957万,4508万,4336万,-4.28亿,2028万,5705万,2980万,,,,,,,,,,,,,,,,333.33,-41.01,4.72,14.53,-22.21,-2351.23,-31.42,26.56,-31.27,,,,,,,,,,,,,,,,14.6亿,14.9亿,13.5亿,15.9亿,18.5亿,20.8亿,19.0亿,19.2亿,20.5亿,,,,,,,,,,,,,,,,414.36,53.35,33.60,19.43,27.28,39.69,40.32,20.14,10.38,
002451,摩恩电气,电气设备,上海,770.76,4.16,4.39,148769.52,63123.4,33411.1,6841.43,0.16,0.013999999999999999,1.5,9.33,20100720,13842.15,0.32,36.11,-85.16,20.64,1.37,32894.0,,,,,,,,,,,,,,,101万,225万,472万,1666万,1892万,1892万,1168万,-36.2万,-534万,,,,,,,,,,,,,,,,-71.40,--,-8.17,5297.91,1772.77,742.65,147.58,-102.17,-128.22,,,,,,,,,,,,,,,,1.49亿,1.03亿,7355万,1.32亿,1.16亿,1.46亿,1.14亿,1.62亿,1.61亿,,,,,,,,,,,,,,,,-9.72,-26.98,-23.97,-13.40,-22.24,42.00,55.42,22.58,39.27,
300496,中科创达,软件服务,北京,99.25,2.39,4.03,241295.13,132478.8,7408.17,65330.15,1.62,0.26,3.49,9.7,20151210,41307.53,1.02,28.43,40.76,40.79,11.45,46987.0,,,,,,,,,,,,,,,2515万,2157万,2649万,3131万,1538万,486万,3797万,2309万,4195万,,,,,,,,,,,,,,,,-24.93,40.27,-18.97,-23.37,-38.85,-77.47,43.32,-26.25,172.76,,,,,,,,,,,,,,,,2.02亿,3.00亿,2.22亿,2.45亿,2.33亿,4.62亿,2.81亿,2.97亿,3.21亿,,,,,,,,,,,,,,,,46.38,43.48,39.04,31.98,14.87,54.20,26.37,21.11,38.13,
002940,昂利康,化学制药,浙江,28.35,0.23,0.9,86687.72,49982.98,22901.71,9154.85,1.02,1.102,6.53,6.38,20181023,24951.56,2.77,0.0,0.0,70.53,11.21,44967.0,,,,,,,,--,,,,--,,,,--,,,--,2283万,,--,1471万,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,--,,,,,,,,,--,,,,--,,,,--,,,--,2.83亿,,--,2.71亿,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,--,
300692,中环环保,环境保护,安徽,42.79,0.97,1.6,174431.7,49970.95,5377.37,36227.21,2.26,0.259,4.58,3.22,20170821,20423.64,1.28,94.49,20.36,31.98,16.38,17585.0,,,,,,,,,,,,,,,1430万,2017万,720万,1158万,1566万,1625万,809万,1492万,1844万,,,,,,,,,,,,,,,,--,--,--,--,9.49,-19.42,12.37,28.89,17.72,,,,,,,,,,,,,,,,3891万,7638万,3446万,4190万,5370万,1.02亿,5010万,9188万,1.11亿,,,,,,,,,,,,,,,,--,--,--,--,37.99,34.16,45.38,119.27,106.69,
300148,天舟文化,出版业,湖南,15.41,8.01,8.45,502409.25,98401.06,5158.5,289850.78,3.43,0.21600000000000003,5.13,0.86,20101215,80263.93,0.95,32.69,30.87,43.0,26.57,35425.0,,,,,,,,,,,,,,,4258万,1.29亿,5883万,5131万,2910万,-522万,5877万,7785万,4560万,,,,,,,,,,,,,,,,17.42,115.13,463.20,-17.01,-31.66,-104.06,-0.11,51.74,56.69,,,,,,,,,,,,,,,,1.25亿,4.15亿,1.71亿,1.92亿,1.54亿,4.19亿,1.69亿,2.36亿,2.81亿,,,,,,,,,,,,,,,,61.26,72.79,182.68,7.52,22.88,0.89,-1.18,23.06,82.16,
002798,帝欧家居,家居用品,四川,18.31,1.57,3.85,538712.19,288939.88,75485.5,224812.47,5.83,0.73,8.03,2.14,20160525,50415.51,1.31,777.11,754.81,34.54,8.56,11492.0,,,,,,,,,,,,,,,825万,2496万,191万,2222万,759万,2281万,4417万,1.13亿,1.14亿,,,,,,,,,,,,,,,,65.88,-19.19,--,13.77,-8.00,-8.62,2214.83,410.15,1396.91,,,,,,,,,,,,,,,,8751万,1.50亿,7305万,1.50亿,1.39亿,1.72亿,7.57亿,11.6亿,12.5亿,,,,,,,,,,,,,,,,5.29,32.86,12.63,19.23,58.35,15.26,935.55,677.48,801.18,
300076,GQY视讯,电脑设备,浙江,46.86,3.82,4.24,112375.65,78150.7,20110.42,50784.59,1.2,0.078,2.41,2.02,20100430,6222.01,0.15,79.07,226.75,47.4,21.17,34000.0,,,,,,,,,,,,,,,-291万,-1983万,-1880万,12.0万,-749万,-7849万,3703万,-105万,-286万,,,,,,,,,,,,,,,,-357.13,--,--,-92.09,--,--,--,-968.34,--,,,,,,,,,,,,,,,,4126万,2471万,1333万,4791万,2612万,4886万,8382万,4421万,2839万,,,,,,,,,,,,,,,,-10.72,-58.78,-75.03,-9.00,-36.70,97.77,528.77,-7.71,8.69,
000887,中鼎股份,橡胶,安徽,10.14,12.19,12.21,1643168.88,845903.13,300423.91,244933.41,2.01,0.86,6.86,1.69,19981203,430339.91,3.53,11.58,10.45,28.46,12.01,40643.0,,,,,,,,,,,,,,,3.26亿,1.02亿,3.13亿,3.11亿,3.27亿,1.76亿,3.77亿,3.25亿,3.49亿,,,,,,,,,,,,,,,,43.49,2.30,32.89,30.97,0.45,72.19,20.24,4.53,6.71,,,,,,,,,,,,,,,,23.1亿,24.3亿,24.3亿,29.5亿,24.6亿,39.3亿,30.4亿,30.6亿,26.5亿,,,,,,,,,,,,,,,,45.70,37.25,37.06,58.28,6.37,61.44,25.24,3.51,7.80,
002235,安妮股份,互联网,福建,43.77,5.0,6.23,254013.95,122173.07,16900.99,176382.34,2.83,0.107,3.63,1.73,20080516,-30710.76,-0.49,7.66,5.86,28.74,14.22,58951.0,,,,,,,,,,,,,,,526万,63.9万,1886万,1887万,2548万,-4.28亿,2623万,2366万,1701万,,,,,,,,,,,,,,,,102.83,-73.11,2271.04,279.79,384.59,-67154.55,39.10,25.41,-33.22,,,,,,,,,,,,,,,,1.08亿,1.67亿,1.26亿,1.60亿,1.51亿,2.21亿,1.95亿,1.46亿,1.30亿,,,,,,,,,,,,,,,,12.12,32.36,78.59,88.31,40.28,32.27,54.55,-8.92,-13.94,
002376,新北洋,电脑设备,山东,35.02,5.75,6.66,467680.44,245230.84,98486.32,99455.97,1.49,0.4,4.63,3.96,20100323,118483.15,1.78,41.6,36.14,39.01,14.53,25007.0,,,,,,,,,,,,,,,5484万,8859万,6323万,7099万,5742万,9479万,7762万,9701万,8626万,,,,,,,,,,,,,,,,15.71,128.16,100.11,36.27,4.70,6.99,22.76,36.66,50.22,,,,,,,,,,,,,,,,3.88亿,5.71亿,3.59亿,4.32亿,4.78亿,5.92亿,5.36亿,6.16亿,6.44亿,,,,,,,,,,,,,,,,18.38,37.32,21.48,13.27,23.18,3.77,49.31,42.73,34.78,
300132,青松股份,化工原料,福建,13.45,3.7,3.86,146460.92,108398.22,29916.56,8241.61,0.21,1.037,2.88,4.85,20101026,56698.4,1.47,75.24,322.55,40.89,28.16,17534.0,,,,,,,,,,,,,,,,1029万,1148万,2962万,3141万,2224万,6080万,8556万,1.21亿,1.33亿,,,,,,,,,,,,,,,,-0.87,185.84,214.55,248.48,116.15,429.74,188.85,285.48,497.64,,,,,,,,,,,,,,,,1.50亿,1.54亿,2.07亿,2.15亿,2.35亿,2.54亿,3.10亿,3.86亿,4.71亿,,,,,,,,,,,,,,,,2.15,24.24,44.66,53.19,56.95,64.68,49.51,79.97,100.53
002055,得润电子,元器件,深圳,55.3,4.26,4.8,984869.38,659363.0,117171.22,127042.7,2.65,0.182,5.36,2.51,20060725,83491.06,1.74,40.56,-28.62,13.85,1.63,41799.0,,,,,,,,,,,,,,,2321万,-3782万,3198万,5966万,3094万,5217万,3299万,1947万,3505万,,,,,,,,,,,,,,,,-45.32,--,46.85,89.34,33.33,--,3.15,-67.37,13.27,,,,,,,,,,,,,,,,11.9亿,14.0亿,11.7亿,12.4亿,14.1亿,20.3亿,17.0亿,19.3亿,17.3亿,,,,,,,,,,,,,,,,73.80,26.08,30.97,13.15,18.08,45.00,45.72,55.61,23.01,
002739,万达电影,影视音像,北京,23.93,17.61,17.61,2240018.5,422710.91,262268.88,400373.66,2.27,0.72,7.17,3.2,20150122,617244.0,3.5,7.06,0.31,31.35,11.63,111201.0,,,,,,,,,,,,,,,3.42亿,2.20亿,4.74亿,4.13亿,3.77亿,2.51亿,5.41亿,3.60亿,3.68亿,,,,,,,,,,,,,,,,10.24,-11.05,2.26,21.11,10.37,14.19,14.07,-13.00,-2.40,,,,,,,,,,,,,,,,27.2亿,27.7亿,33.3亿,32.8亿,35.7亿,30.4亿,42.5亿,31.2亿,35.4亿,,,,,,,,,,,,,,,,37.57,9.11,10.01,21.89,31.49,9.82,27.57,-5.05,-0.93,
002929,润建通信,通信设备,广西,39.44,0.55,2.21,375241.25,364360.34,6267.8,140630.59,6.37,0.67,11.6,2.87,20180301,81395.31,3.69,0.0,0.0,22.08,6.25,35452.0,,,,,,,,,,,,,,--,,--,3179万,6996万,4432万,9333万,3915万,6355万,3708万,,,,,,,,,,,,,,,--,,--,--,--,--,--,23.15,-9.16,-16.35,,,,,,,,,,,,,,,--,,--,4.69亿,7.40亿,5.89亿,9.80亿,6.58亿,8.44亿,7.36亿,,,,,,,,,,,,,,,--,,--,--,--,--,--,40.17,14.03,24.91,
300446,乐凯新材,化工原料,河北,24.89,1.18,1.23,62852.82,46454.89,8911.58,3560.34,0.29,0.5710000000000001,4.77,3.97,20150423,37393.31,3.05,2.64,2.45,59.68,37.81,15089.0,,,,,,,,,,,,,,,2427万,3141万,3050万,1508万,2286万,3594万,3054万,1533万,2425万,,,,,,,,,,,,,,,,-19.60,31.49,2.92,-33.43,-5.84,14.42,0.15,1.60,6.08,,,,,,,,,,,,,,,,5745万,7296万,6980万,4935万,6151万,7757万,6999万,4995万,6548万,,,,,,,,,,,,,,,,-14.90,29.00,2.56,-21.64,7.07,6.33,0.27,1.22,6.47,
002284,亚太股份,汽车配件,浙江,81.23,6.86,7.38,592559.13,329597.34,172853.36,113721.11,1.54,0.05,3.56,1.46,20090828,60192.63,0.82,5.15,-55.58,13.81,1.21,78331.0,,,,,,,,,,,,,,,2540万,1946万,4353万,2162万,1442万,384万,2256万,1352万,-73.7万,,,,,,,,,,,,,,,,72.24,-17.64,2.25,-61.90,-43.25,-80.27,-48.17,-37.48,-105.11,,,,,,,,,,,,,,,,7.42亿,9.89亿,10.3亿,9.28亿,8.12亿,12.0亿,10.9亿,10.5亿,7.77亿,,,,,,,,,,,,,,,,42.79,21.50,21.27,10.36,9.52,20.90,5.75,12.78,-4.32,
300332,天壕环境,环境保护,北京,89.85,7.1,8.8,786406.88,203180.05,282547.06,194423.88,2.21,0.035,3.91,1.08,20120628,57367.8,0.65,1.19,-31.2,19.27,2.52,31569.0,,,,,,,,,,,,,,,2817万,-2890万,282万,1369万,2866万,4500万,-1631万,5403万,-664万,,,,,,,,,,,,,,,,-12.41,-160.69,-87.03,-63.36,1.77,--,-678.16,294.75,-123.16,,,,,,,,,,,,,,,,3.25亿,7.28亿,3.49亿,4.09亿,4.61亿,7.64亿,3.94亿,4.19亿,4.22亿,,,,,,,,,,,,,,,,20.21,64.70,10.27,28.49,42.02,4.93,12.89,2.39,-8.62,
002368,太极股份,软件服务,北京,121.93,4.0,4.15,803692.88,597744.13,67558.0,97977.28,2.36,0.16699999999999998,6.26,4.35,20100312,111234.22,2.68,6.75,5.62,20.97,1.79,22950.0,,,,,,,,,,,,,,,4684万,2.37亿,1685万,245万,4653万,2.26亿,1821万,185万,4946万,,,,,,,,,,,,,,,,5.56,68.25,2.75,80.26,-0.75,-4.63,8.06,-24.28,6.30,,,,,,,,,,,,,,,,7.84亿,22.3亿,12.9亿,10.9亿,12.5亿,16.6亿,14.2亿,12.7亿,11.9亿,,,,,,,,,,,,,,,,-10.93,-5.67,9.56,5.67,58.91,-24.72,10.21,16.38,-5.22,
002948,青岛银行,银行,山东,14.46,4.51,45.1,31387878.0,0.0,0.0,0.0,0.0,0.389,6.47,1.16,20190116,0.0,0.0,0.0,0.0,0.0,33.16,811779.0,,,,,,,4.80亿,1.06亿,,--,,--,,--,,--,,--,,--,,--,,,,,,,,,--,--,,--,,--,,--,,--,,--,,--,,--,,,,,,,,,10.9亿,10.3亿,,--,,--,,--,,--,,--,,--,,--,,,,,,,,,--,--,,--,,--,,--,,--,,--,,--,,--,,
002806,华锋股份,元器件,广东,113.83,0.58,1.76,155962.61,41266.98,29246.27,81706.05,4.64,0.17,6.83,2.92,20160726,20267.45,1.15,18.83,28.25,21.91,6.25,22718.0,,,,,,,,,,,,,,,585万,703万,347万,743万,713万,1046万,377万,1010万,926万,,,,,,,,,,,,,,,,-12.22,-11.18,12.31,-27.76,21.80,48.88,8.52,35.86,29.93,,,,,,,,,,,,,,,,9247万,1.10亿,9189万,1.03亿,1.17亿,1.28亿,1.06亿,1.36亿,1.28亿,,,,,,,,,,,,,,,,13.40,42.98,33.91,1.86,26.06,16.89,14.89,32.61,9.77,
002247,聚力文化,软件服务,浙江,8.44,5.44,8.51,674103.94,284474.88,34175.4,302164.94,3.55,0.41100000000000003,6.28,0.74,20080612,141204.52,1.66,45.61,3.44,20.4,12.2,20000.0,,,,,,,,,,,,,,,1.49亿,1.21亿,7927万,1.25亿,1.34亿,2.11亿,1.66亿,1.46亿,3836万,,,,,,,,,,,,,,,,459.61,591.91,428.60,33.86,-9.90,74.26,109.35,16.65,-71.41,,,,,,,,,,,,,,,,5.35亿,5.12亿,4.95亿,6.83亿,7.93亿,10.9亿,8.88亿,9.63亿,10.2亿,,,,,,,,,,,,,,,,115.25,114.67,170.51,62.36,48.36,113.30,79.47,40.92,28.53,
300045,华力创通,电脑设备,北京,88.32,4.07,6.15,216887.92,140708.42,6410.96,78931.36,1.28,0.079,2.91,3.18,20100120,38661.55,0.63,24.24,72.62,48.37,11.9,34141.0,,,,,,,,,,,,,,,938万,2739万,840万,1170万,790万,5331万,-892万,1538万,4189万,,,,,,,,,,,,,,,,-8.62,155.70,9.10,78.35,-15.71,94.65,-206.17,31.39,430.03,,,,,,,,,,,,,,,,9536万,1.27亿,1.07亿,1.23亿,9679万,2.44亿,7920万,1.42亿,1.86亿,,,,,,,,,,,,,,,,-5.03,-3.39,5.34,30.84,1.50,91.41,-25.86,14.73,91.67,
002072,凯瑞德,互联网,山东,0.0,1.69,1.76,69583.8,48622.87,214.26,19168.22,1.09,-0.095,0.25,25.81,20061018,-36195.6,-2.06,-25.67,-449.96,14.2,-28.89,30690.0,,,,,,,,,,,,,,,-440万,-1833万,-281万,554万,206万,-3990万,-520万,-458万,-699万,,,,,,,,,,,,,,,,--,--,--,-88.58,--,--,--,-182.64,-439.17,,,,,,,,,,,,,,,,578万,2252万,2220万,2882万,2704万,-4.70万,4231万,981万,591万,,,,,,,,,,,,,,,,-55.46,458.88,433.85,2365.12,367.62,-100.21,90.53,-65.96,-78.14,
300654,世纪天鸿,出版业,山东,97.55,0.62,1.4,66457.36,53475.76,3588.53,15853.7,1.13,0.158,3.13,6.58,20170926,12272.03,0.88,6.26,17.7,30.25,8.3,5041.0,,,,,,,,,,,,,,,1241万,1298万,166万,330万,1384万,1257万,273万,454万,1486万,,,,,,,,,,,,,,,,--,--,--,--,11.46,-3.19,64.03,37.71,7.36,,,,,,,,,,,,,,,,1.64亿,1.31亿,3994万,6199万,1.49亿,1.30亿,4412万,6451万,1.58亿,,,,,,,,,,,,,,,,--,--,--,--,-9.00,-0.57,10.45,4.05,6.05,
002666,德联集团,化工原料,广东,29.63,4.43,7.54,368413.63,255313.52,52862.96,98210.15,1.3,0.126,3.87,1.29,20120327,113335.15,1.5,36.35,6.85,15.11,3.59,40739.0,,,,,,,,,,,,,,,4591万,2790万,3070万,2470万,3358万,6476万,2103万,3865万,3539万,,,,,,,,,,,,,,,,36.99,-61.52,-9.85,-24.45,-26.85,132.12,-31.49,56.49,5.40,,,,,,,,,,,,,,,,5.78亿,8.30亿,4.53亿,7.36亿,7.52亿,12.0亿,7.00亿,10.5亿,8.95亿,,,,,,,,,,,,,,,,22.89,28.50,6.12,37.54,30.16,44.97,54.27,43.11,18.93,
002354,天神娱乐,互联网,辽宁,15.1,6.89,9.32,1332939.88,228055.0,2885.96,588155.81,6.31,0.27,10.11,0.54,20100209,235473.45,2.53,-16.48,-66.51,66.57,13.45,48442.0,,,,,,,,,,,,,,,1.37亿,2.08亿,2.36亿,2.69亿,2.45亿,2.69亿,1.78亿,3066万,4280万,,,,,,,,,,,,,,,,36.46,74.53,118.12,187.08,79.54,29.34,-24.64,-88.61,-82.55,,,,,,,,,,,,,,,,4.51亿,3.65亿,6.40亿,9.50亿,6.48亿,8.64亿,7.42亿,4.92亿,6.34亿,,,,,,,,,,,,,,,,115.41,-11.45,42.78,131.12,43.65,136.81,15.98,-48.15,-2.12,
002447,晨鑫科技,互联网,辽宁,51.32,13.27,14.27,274032.94,78215.65,37965.37,0.0,0.0,0.046,1.5,2.09,20100713,69271.34,0.49,-7.87,-4.89,72.06,30.65,81238.0,,,,,,,,,,,,,,,1.18亿,1.64亿,1093万,2596万,3198万,2.03亿,7214万,1670万,-2334万,,,,,,,,,,,,,,,,1459.07,-12.49,228.14,161.64,-72.95,23.34,559.99,-35.67,-172.99,,,,,,,,,,,,,,,,2.15亿,4.89亿,5275万,9493万,8425万,1.60亿,1.54亿,5696万,283万,,,,,,,,,,,,,,,,449.36,30.72,108.82,79.42,-60.80,-67.26,191.73,-40.00,-96.64,
002611,东方精工,轻工机械,广东,15.98,10.28,18.39,1184967.88,603459.44,66331.68,495591.75,2.7,0.188,4.34,0.92,20110830,110333.32,0.6,54.27,69.09,22.1,9.6,49957.0,,,,,,,,,,,,,,,2768万,2325万,672万,1.28亿,7021万,2.86亿,1192万,1.95亿,1.39亿,,,,,,,,,,,,,,,,162.55,-17.84,-40.18,281.22,153.68,1129.46,77.42,52.60,98.30,,,,,,,,,,,,,,,,4.72亿,4.49亿,2.62亿,7.87亿,12.9亿,23.5亿,8.54亿,14.1亿,13.4亿,,,,,,,,,,,,,,,,33.91,-1.98,-11.89,149.73,172.88,423.31,225.72,79.34,4.06,
300462,华铭智能,专用机械,上海,40.12,0.77,1.38,82017.0,70698.97,7260.56,19802.05,1.44,0.3,4.48,3.68,20150527,24873.84,1.81,15.39,62.49,38.91,22.43,18932.0,,,,,,,,,,,,,,,1196万,958万,480万,1450万,681万,1913万,2759万,1050万,433万,,,,,,,,,,,,,,,,257.85,-44.03,-30.99,-27.79,-43.10,99.64,475.38,-27.62,-36.42,,,,,,,,,,,,,,,,5438万,6689万,7030万,6742万,2615万,7701万,8153万,6460万,4307万,,,,,,,,,,,,,,,,167.13,-12.43,85.91,24.02,-51.92,15.13,15.97,-4.18,64.73,
300463,迈克生物,医疗保健,四川,22.51,3.67,5.58,431808.81,279027.25,95407.25,47707.81,0.85,0.637,4.83,3.96,20150528,157784.97,2.83,44.11,19.2,52.27,18.19,19607.0,,,,,,,,,,,,,,,8082万,6629万,8059万,1.12亿,1.05亿,7590万,1.00亿,1.31亿,1.24亿,,,,,,,,,,,,,,,,42.16,15.82,17.36,16.60,30.44,14.49,24.51,17.08,17.41,,,,,,,,,,,,,,,,3.78亿,4.42亿,3.63亿,4.80亿,5.13亿,6.14亿,5.19亿,7.28亿,7.08亿,,,,,,,,,,,,,,,,62.05,39.14,28.99,23.89,35.80,38.87,42.90,51.55,38.00,
002713,东易日盛,装修装饰,北京,40.7,2.5,2.63,336867.13,183973.8,56462.26,61721.3,2.35,0.322,4.6,3.79,20140219,7904.5,0.3,23.53,99.54,35.88,2.87,11825.0,,,,,,,,,,,,,,,2843万,1.58亿,-5873万,5105万,5001万,1.75亿,-6207万,7304万,7350万,,,,,,,,,,,,,,,,--,26.91,--,4.82,75.93,10.99,--,43.09,46.96,,,,,,,,,,,,,,,,7.22亿,11.5亿,5.34亿,9.56亿,8.90亿,12.3亿,7.17亿,10.9亿,11.3亿,,,,,,,,,,,,,,,,40.02,40.31,31.21,32.31,23.27,7.41,34.35,14.28,26.98,
002361,神剑股份,化工原料,安徽,45.23,6.17,8.38,345703.06,222529.27,53367.18,48493.9,0.58,0.07200000000000001,2.24,1.94,20100303,53045.88,0.63,8.03,-26.67,16.3,4.37,49191.0,,,,,,,,,,,,,,,3094万,6130万,2293万,3238万,2726万,4186万,1750万,2770万,1535万,,,,,,,,,,,,,,,,3.31,75.42,-20.32,-32.39,-11.89,-31.71,-23.68,-14.44,-43.70,,,,,,,,,,,,,,,,3.37亿,4.59亿,3.41亿,4.69亿,4.73亿,5.45亿,3.54亿,5.31亿,5.01亿,,,,,,,,,,,,,,,,10.44,46.00,34.30,29.12,40.24,18.80,3.79,13.24,5.92,
300069,金利华电,电气设备,浙江,0.0,0.92,1.17,79170.93,43851.15,19484.5,26053.48,2.23,-0.10400000000000001,4.38,2.97,20100421,11601.8,0.99,-34.38,-159.9,35.11,-8.54,11003.0,,,,,,,,,,,,,,,230万,187万,670万,407万,959万,-244万,566万,-1378万,-407万,,,,,,,,,,,,,,,,81.13,-16.35,-27.88,-61.00,317.10,-230.55,-15.60,-438.94,-142.46,,,,,,,,,,,,,,,,1.00亿,8321万,5329万,8515万,7933万,4231万,4842万,3614万,5834万,,,,,,,,,,,,,,,,85.89,57.33,-17.90,-3.38,-21.06,-49.16,-9.13,-57.56,-26.46,
002625,光启技术,汽车配件,浙江,568.24,4.27,21.55,832973.13,741346.25,31489.8,504307.31,2.34,0.015,3.51,3.31,20111103,32118.93,0.15,9.42,-55.0,31.71,11.91,32507.0,,,,,,,,,,,,,,,1545万,2846万,1931万,3161万,2251万,743万,1208万,1484万,613万,,,,,,,,,,,,,,,,87.95,131.38,123.31,136.19,45.65,-73.89,-37.43,-53.06,-72.78,,,,,,,,,,,,,,,,9476万,1.25亿,1.07亿,8438万,6228万,1.26亿,9372万,1.01亿,8250万,,,,,,,,,,,,,,,,6.30,12.86,10.02,-19.11,-34.28,0.57,-12.28,19.89,32.45,
000633,合金投资,综合类,新疆,0.0,3.85,3.85,101979.3,12481.6,9856.49,4787.01,0.12,-0.024,0.39,14.3,19961112,-34890.3,-0.91,39.5,50.85,23.17,-14.03,21485.0,,,,,,,,,,,,,,,-953万,6328万,-757万,-709万,-416万,-489万,-553万,-366万,-5.98万,,,,,,,,,,,,,,,,--,--,--,--,--,-107.73,--,--,--,,,,,,,,,,,,,,,,880万,2281万,998万,1802万,1925万,1920万,1568万,2357万,2666万,,,,,,,,,,,,,,,,25.62,145.48,31.83,40.50,118.83,-15.81,57.09,30.83,38.50,
002364,中恒电气,电气设备,浙江,50.32,5.15,5.64,254849.55,204440.31,22075.75,105380.85,1.87,0.158,4.04,2.62,20100305,69109.03,1.23,5.77,10.78,40.05,15.35,36444.0,,,,,,,,,,,,,,,3370万,2638万,3077万,2937万,2024万,-1660万,1075万,2942万,4887万,,,,,,,,,,,,,,,,-7.44,-38.18,-26.04,-48.11,-39.93,-162.92,-65.05,0.19,141.41,,,,,,,,,,,,,,,,1.90亿,3.15亿,1.58亿,1.99亿,1.92亿,3.18亿,1.62亿,1.84亿,2.34亿,,,,,,,,,,,,,,,,-4.26,-2.57,-12.93,-3.11,1.09,0.87,2.29,-7.16,22.01,
002766,索菱股份,汽车配件,深圳,28.85,2.49,4.22,367719.34,217879.75,39623.3,91269.07,2.16,0.154,4.5,1.32,20150611,53338.23,1.26,17.32,-39.86,29.76,5.79,33862.0,,,,,,,,,,,,,,,2622万,1585万,2091万,3626万,5075万,3430万,2839万,3624万,27.0万,,,,,,,,,,,,,,,,14.36,134.26,34.17,91.92,93.59,116.39,35.80,-0.06,-99.47,,,,,,,,,,,,,,,,2.36亿,3.19亿,2.39亿,3.24亿,3.93亿,5.42亿,3.91亿,3.89亿,3.42亿,,,,,,,,,,,,,,,,4.19,70.88,35.25,47.65,66.72,70.22,63.92,19.85,-13.05,
