毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
37.75%,6.23亿,2.641,1.29亿,35.59亿,0.752元,16.70,http://quote.eastmoney.com/sz002688.html,29.87%,0.256,45.27%,6.35亿,sz002688,金河生物,8.13%,36.28亿,2.16,11.98%,11.11亿,2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.20%,10.41亿,1.314,-1252万,59.53亿,0.207元,477.98,http://quote.eastmoney.com/sz002689.html,-134.22%,0.009000000000000001,45.03%,10.43亿,sz002689,远大智能,-0.84%,59.68亿,4.35,-1.87%,7.24亿,2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.53%,3.27亿,3.417,3.20亿,90.98亿,1.118元,31.41,http://quote.eastmoney.com/sz002690.html,22.35%,0.664,14.51%,6.76亿,sz002690,美亚光电,14.57%,187.9亿,8.13,37.15%,8.61亿,2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.03%,3.39亿,2.5780000000000003,1173万,27.36亿,0.588元,141.03,http://quote.eastmoney.com/sz002691.html,47.00%,0.043,10.94%,3.40亿,sz002691,冀凯股份,1.35%,27.44亿,3.13,4.30%,2.73亿,2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.94%,7.15亿,2.124,3564万,34.62亿,0.802元,73.41,http://quote.eastmoney.com/sz002692.html,-23.62%,0.049,51.87%,7.18亿,sz002692,远程股份,2.35%,34.76亿,2.28,1.57%,22.32亿,2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.39%,4.03亿,1.29,-3245万,21.54亿,-0.541元,-,http://quote.eastmoney.com/sz002693.html,-237.32%,-0.171,39.63%,4.05亿,sz002693,双成药业,-5.64%,21.63亿,4.14,-18.54%,2.59亿,2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.41%,4.99亿,1.6480000000000001,1744万,26.53亿,0.565元,-,http://quote.eastmoney.com/sz002694.html,-11.33%,-0.182,59.84%,5.97亿,sz002694,顾地科技,1.58%,31.77亿,3.23,0.72%,12.79亿,2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.80%,4.53亿,3.688,1.69亿,58.67亿,1.312元,28.84,http://quote.eastmoney.com/sz002695.html,38.37%,0.337,19.37%,5.14亿,sz002695,煌上煌,9.44%,66.50亿,3.51,12.08%,14.55亿,2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.34%,2.10亿,5.455,1.30亿,20.19亿,1.252元,92.17,http://quote.eastmoney.com/sz002696.html,158.90%,0.078,36.04%,3.95亿,sz002696,百洋股份,5.78%,37.95亿,1.76,6.33%,21.76亿,2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.97%,9.86亿,1.916,2.56亿,54.06亿,0.736元,17.72,http://quote.eastmoney.com/sz002697.html,88.60%,0.23199999999999998,44.24%,13.60亿,sz002697,红旗连锁,10.46%,74.53亿,2.86,4.68%,54.61亿,2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.37%,5.44亿,3.029,1.31亿,62.39亿,1.408元,32.26,http://quote.eastmoney.com/sz002698.html,45.95%,0.267,36.22%,6.82亿,sz002698,博实股份,6.65%,78.12亿,3.78,19.22%,6.31亿,2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.99%,7.78亿,3.9810000000000003,1.13亿,61.09亿,0.705元,39.45,http://quote.eastmoney.com/sz002699.html,-62.50%,0.149,17.42%,9.10亿,sz002699,美盛文化,3.19%,71.40亿,1.97,17.56%,6.21亿,2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.26%,3.13亿,2.4090000000000003,4598万,32.16亿,1.149元,45.76,http://quote.eastmoney.com/sz002700.html,-10.01%,0.168,14.16%,4.22亿,sz002700,新疆浩源,4.61%,43.38亿,4.26,17.63%,2.56亿,2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.99%,23.53亿,2.5069999999999997,7.02亿,129.9亿,1.419元,13.63,http://quote.eastmoney.com/sz002701.html,7.68%,0.304,56.55%,23.55亿,sz002701,奥瑞金,12.07%,130.0亿,2.20,11.20%,62.50亿,2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.13%,3.19亿,1.671,2679万,15.59亿,0.378元,51.74,http://quote.eastmoney.com/sz002702.html,206.43%,0.071,20.79%,4.81亿,sz002702,海欣食品,3.42%,23.51亿,2.93,3.68%,7.29亿,2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.42%,5.73亿,1.8730000000000002,-539.5万,32.19亿,0.455元,454.96,http://quote.eastmoney.com/sz002703.html,-113.13%,0.009000000000000001,28.77%,7.90亿,sz002703,浙江世宝,-0.37%,44.38亿,3.00,-1.15%,8.86亿,2012-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.71%,7.96亿,4.867,3.58亿,82.64亿,1.937元,12.34,http://quote.eastmoney.com/sz002705.html,8.00%,0.631,46.37%,8.01亿,sz002705,新宝股份,9.31%,83.19亿,2.13,5.74%,62.52亿,2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.42%,5.47亿,2.241,2.20亿,37.83亿,0.731元,18.37,http://quote.eastmoney.com/sz002706.html,20.10%,0.28300000000000003,17.69%,7.85亿,sz002706,良信电器,10.81%,54.34亿,3.09,17.92%,12.26亿,2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.47%,5.29亿,2.984,2.09亿,39.69亿,1.163元,142.50,http://quote.eastmoney.com/sz002707.html,15.03%,0.04,57.74%,8.85亿,sz002707,众信旅游,8.98%,66.49亿,2.52,2.61%,93.90亿,2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.64%,3.72亿,2.997,2225万,37.94亿,0.576元,-,http://quote.eastmoney.com/sz002708.html,18.50%,-0.204,33.63%,4.69亿,sz002708,光洋股份,1.46%,47.78亿,3.40,2.19%,10.14亿,2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.19%,3.39亿,8.318999999999999,4.73亿,113.0亿,4.003元,18.50,http://quote.eastmoney.com/sz002709.html,70.08%,1.3530000000000002,38.29%,3.39亿,sz002709,天赐材料,17.46%,113.2亿,4.01,31.32%,14.97亿,2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.67%,0.000,4.345,3425万,-,1.221元,-,http://quote.eastmoney.com/sz002710.html,0.00%,0.285,28.93%,1.20亿,sz002710,慈铭体检,6.66%,-,-,6.53%,5.10亿,0001-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.65%,10.50亿,1.319,1.96亿,52.40亿,0.649元,-,http://quote.eastmoney.com/sz002711.html,28.27%,-0.244,46.21%,10.56亿,sz002711,欧浦智网,11.18%,52.70亿,3.78,4.25%,48.90亿,2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.99%,3.02亿,6.04,2.00亿,27.08亿,1.624元,16.69,http://quote.eastmoney.com/sz002712.html,5.31%,0.40399999999999997,32.34%,5.81亿,sz002712,思美传媒,5.92%,52.19亿,1.49,4.88%,41.95亿,2014-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.88%,2.50亿,4.601,8447万,42.61亿,0.301元,12.84,http://quote.eastmoney.com/sz002713.html,99.54%,0.995,65.05%,2.63亿,sz002713,东易日盛,6.79%,44.73亿,3.70,4.68%,29.40亿,2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.79%,11.92亿,5.894,3.50亿,651.7亿,2.120元,164.42,http://quote.eastmoney.com/sz002714.html,-80.68%,0.25,55.55%,20.85亿,sz002714,牧原股份,2.81%,1140亿,9.28,3.81%,91.81亿,2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10%,8296万,5.292999999999999,859.5万,16.10亿,1.278元,140.72,http://quote.eastmoney.com/sz002715.html,33.46%,0.10300000000000001,35.33%,9200万,sz002715,登云股份,1.79%,17.85亿,3.67,3.15%,2.73亿,2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.37%,5.42亿,3.873,2.10亿,44.04亿,1.314元,42.24,http://quote.eastmoney.com/sz002716.html,12.43%,0.14400000000000002,58.29%,9.60亿,sz002716,金贵银业,5.77%,77.99亿,2.10,2.77%,80.78亿,2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.31%,6.83亿,4.386,5.72亿,60.48亿,1.623元,8.87,http://quote.eastmoney.com/sz002717.html,87.77%,0.7490000000000001,69.97%,10.24亿,sz002717,岭南股份,14.73%,90.76亿,2.02,10.25%,57.12亿,2014-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.19%,4583万,13.57,9486万,13.91亿,6.453元,18.98,http://quote.eastmoney.com/sz002718.html,4.12%,1.199,18.41%,8763万,sz002718,友邦吊顶,8.16%,26.59亿,2.24,17.46%,5.37亿,2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.48%,1.41亿,5.627999999999999,2584万,17.96亿,1.802元,-,http://quote.eastmoney.com/sz002719.html,10.03%,-0.94,19.87%,1.74亿,sz002719,麦趣尔,2.23%,22.20亿,2.27,5.61%,4.60亿,2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.23%,5.87亿,5.513999999999999,1053万,39.58亿,0.917元,-,http://quote.eastmoney.com/sz002721.html,-87.20%,-0.061,70.29%,8.35亿,sz002721,金一文化,0.23%,56.26亿,1.22,-0.13%,108.8亿,2014-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.33%,1.72亿,10.44,9741万,29.66亿,2.656元,18.77,http://quote.eastmoney.com/sz002722.html,3.63%,0.688,34.84%,1.75亿,sz002722,金轮股份,5.52%,30.22亿,1.65,5.44%,17.35亿,2014-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.45%,1.74亿,3.0589999999999997,-1436万,19.61亿,0.989元,-,http://quote.eastmoney.com/sz002723.html,-196.41%,-0.46,39.65%,1.91亿,sz002723,金莱特,-2.22%,21.56亿,3.69,-2.11%,6.82亿,2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.53%,3.32亿,2.6319999999999997,7979万,23.42亿,1.276元,20.47,http://quote.eastmoney.com/sz002724.html,19.54%,0.259,8.91%,7.20亿,sz002724,海洋王,4.51%,50.83亿,2.68,9.96%,8.01亿,2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.45%,1.77亿,3.733,2670万,20.18亿,1.291元,46.76,http://quote.eastmoney.com/sz002725.html,30.88%,0.183,19.57%,2.56亿,sz002725,跃岭股份,2.89%,29.26亿,3.06,3.94%,6.77亿,2014-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.03%,7.50亿,2.784,1.27亿,73.74亿,1.014元,31.99,http://quote.eastmoney.com/sz002726.html,-22.90%,0.231,35.04%,7.56亿,sz002726,龙大肉食,6.42%,74.32亿,3.53,2.45%,58.91亿,2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.77%,6668万,6.502000000000001,1693万,17.30亿,2.426元,62.92,http://quote.eastmoney.com/sz002729.html,-24.30%,0.309,11.94%,6668万,sz002729,好利来,3.99%,17.30亿,3.99,12.74%,1.33亿,2014-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.23%,2.90亿,2.9339999999999997,4905万,24.87亿,1.203元,33.50,http://quote.eastmoney.com/sz002730.html,28.33%,0.192,39.15%,3.23亿,sz002730,电光科技,5.33%,27.62亿,2.92,8.03%,6.43亿,2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.16%,1.29亿,7.981,3089万,25.59亿,4.072元,70.51,http://quote.eastmoney.com/sz002731.html,-33.01%,0.212,59.56%,1.51亿,sz002731,萃华珠宝,2.56%,29.99亿,2.49,1.48%,19.08亿,2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.67%,1.56亿,5.7010000000000005,6470万,30.83亿,2.450元,55.62,http://quote.eastmoney.com/sz002732.html,-38.97%,0.267,31.77%,1.57亿,sz002732,燕塘乳业,6.81%,31.17亿,3.48,6.96%,9.65亿,2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.75%,3.27亿,6.836,7185万,78.14亿,1.723元,61.05,http://quote.eastmoney.com/sz002733.html,2.33%,0.293,44.26%,3.50亿,sz002733,雄韬股份,3.25%,83.61亿,3.49,2.87%,22.53亿,2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.34%,2.05亿,6.412000000000001,1.50亿,26.92亿,1.591元,13.49,http://quote.eastmoney.com/sz002734.html,34.89%,0.731,28.50%,2.84亿,sz002734,利民股份,8.73%,37.28亿,2.05,14.00%,10.78亿,2015-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.52%,4315万,6.891,3141万,10.51亿,3.429元,31.09,http://quote.eastmoney.com/sz002735.html,1.51%,0.5870000000000001,42.53%,8422万,sz002735,王子新材,5.85%,20.51亿,3.53,5.89%,5.72亿,2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00%,82.00亿,6.398,19.31亿,1225亿,2.065元,26.84,http://quote.eastmoney.com/sz002736.html,-42.52%,0.418,74.69%,82.00亿,sz002736,国信证券,3.65%,1225亿,2.34,30.58%,63.38亿,2014-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.43%,5.17亿,5.61,3.45亿,85.58亿,2.337元,12.81,http://quote.eastmoney.com/sz002737.html,40.50%,0.97,27.74%,5.84亿,sz002737,葵花药业,10.89%,96.71亿,2.95,11.68%,31.35亿,2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.44%,1.80亿,8.55,6272万,30.99亿,1.820元,28.97,http://quote.eastmoney.com/sz002738.html,103.12%,0.445,34.84%,2.51亿,sz002738,中矿资源,7.55%,43.19亿,2.01,12.87%,4.68亿,2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.35%,17.61亿,7.142,12.68亿,405.0亿,3.504元,23.50,http://quote.eastmoney.com/sz002739.html,0.31%,0.7340000000000001,43.42%,17.61亿,sz002739,万达电影,10.36%,405.0亿,3.22,11.63%,109.0亿,2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.94%,1.64亿,4.46,3950万,11.69亿,1.516元,49.75,http://quote.eastmoney.com/sz002740.html,-35.12%,0.10800000000000001,38.36%,3.31亿,sz002740,爱迪尔,2.70%,23.57亿,1.60,3.51%,15.04亿,2015-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.94%,3.71亿,3.426,1.31亿,59.61亿,1.274元,32.86,http://quote.eastmoney.com/sz002741.html,83.67%,0.366,47.48%,3.74亿,sz002741,光华科技,11.33%,60.06亿,4.68,10.67%,11.95亿,2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.74%,2.69亿,3.502,8416万,22.45亿,1.725元,23.36,http://quote.eastmoney.com/sz002742.html,-37.49%,0.268,62.11%,4.32亿,sz002742,三圣股份,5.70%,36.12亿,2.39,5.94%,17.64亿,2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.86%,3.35亿,6.103,6295万,22.75亿,1.438元,21.00,http://quote.eastmoney.com/sz002743.html,19.84%,0.243,67.92%,3.37亿,sz002743,富煌钢构,3.13%,22.93亿,1.11,2.78%,23.10亿,2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01%,5.20亿,7.4879999999999995,6.01亿,77.62亿,1.827元,19.93,http://quote.eastmoney.com/sz002745.html,36.68%,0.562,71.00%,12.77亿,sz002745,木林森,7.77%,190.7亿,1.99,4.92%,123.5亿,2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
