序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价
1069,HK0112,勒泰商业地产,4.36,-0.46,-0.02,0.02,12.20万,8.90,4.380,4.400,4.420,4.360
1070,HK1361,361度,2.18,-0.46,-0.01,0.12,245.60万,8.23,2.190,2.190,2.220,2.160
1071,HK0026,中华汽车,97.25,-0.46,-0.45,0.00,2000,6.12,97.700,97.500,97.500,97.250
1072,HK0160,汉国置业,4.28,-0.47,-0.02,0.00,3.10万,1.03,4.300,4.200,4.280,4.200
1073,HK0991,大唐发电,2.11,-0.47,-0.01,0.27,1649.80万,10.37,2.120,2.130,2.130,2.070
1074,HK0384,中国燃气,30.85,-0.48,-0.15,0.10,532.62万,25.08,31.000,31.000,31.450,30.650
1075,HK1561,万辉化工,2.04,-0.49,-0.01,0.08,45.60万,204.00,2.050,2.050,2.060,2.000
1076,HK1816,中广核电力,2.03,-0.49,-0.01,0.10,1131.81万,8.10,2.040,2.030,2.040,2.020
1077,HK0330,思捷环球,2.03,-0.49,-0.01,0.09,162.92万,--,2.040,2.050,2.070,2.020
1078,HK0620,大唐西市,4.03,-0.49,-0.02,0.02,13.53万,--,4.050,4.050,4.060,3.960
1079,HK6116,拉夏贝尔,8.04,-0.49,-0.04,0.30,63.86万,5.03,8.080,8.070,8.070,7.990
1080,HK1527,天洁环境,3.98,-0.50,-0.02,0.04,1.42万,5.35,4.000,4.010,4.010,3.930
1081,HK0016,新鸿基地产,118.90,-0.50,-0.60,0.04,123.21万,5.21,119.500,119.800,119.800,118.300
1082,HK0674,中国唐商,0.20,-0.50,-0.00,0.06,64.00万,--,0.199,0.191,0.198,0.189
1083,HK0144,招商局港口,15.74,-0.51,-0.08,0.05,179.92万,8.56,15.820,15.740,15.840,15.660
1084,HK0623,中视金桥,1.95,-0.51,-0.01,0.03,16.90万,9.19,1.960,1.960,2.000,1.950
1085,HK2300,澳科控股,1.94,-0.51,-0.01,0.01,5.00万,5.21,1.950,1.920,1.990,1.920
1086,HK0237,安全货仓,15.14,-0.53,-0.08,0.02,2.80万,4.34,15.220,15.220,15.220,15.140
1087,HK1206,同方泰德,1.87,-0.53,-0.01,0.01,9.80万,4.77,1.880,1.880,1.920,1.870
1088,HK3320,华润医药,11.22,-0.53,-0.06,0.03,155.70万,20.40,11.280,11.200,11.460,11.200
1089,HK0191,丽新国际,11.14,-0.54,-0.06,0.00,1.20万,3.16,11.200,10.940,11.180,10.940
1090,HK0386,中国石油化工股份,7.34,-0.54,-0.04,0.43,1.09亿,9.47,7.380,7.300,7.460,7.270
1091,HK1070,TCL电子,3.64,-0.55,-0.02,0.08,182.40万,7.67,3.660,3.670,3.670,3.600
1092,HK0730,ShougangGrand,0.18,-0.55,-0.00,0.00,--,--,0.181,0,0,0
1093,HK0017,新世界发展,10.78,-0.55,-0.06,0.06,572.08万,4.69,10.840,10.780,10.900,10.740
1094,HK1111,创兴银行,14.30,-0.56,-0.08,0.01,6.12万,6.59,14.380,14.340,14.340,14.280
1095,HK2633,雅各臣科研制药,1.79,-0.56,-0.01,0.01,18.40万,16.07,1.800,1.810,1.810,1.790
1096,HK0863,品牌中国,8.90,-0.56,-0.05,0.01,2.60万,--,8.950,8.650,8.900,8.650
1097,HK1330,绿色动力环保,3.52,-0.56,-0.02,0.63,255.90万,14.68,3.540,3.540,3.570,3.500
1098,HK1700,华地国际控股,1.76,-0.56,-0.01,0.08,160.60万,9.79,1.770,1.770,1.770,1.710
1099,HK0272,瑞安房地产,1.76,-0.56,-0.01,0.08,678.72万,7.06,1.770,1.770,1.790,1.740
1100,HK1360,MegaexpoHldg,1.75,-0.57,-0.01,0.18,264.00万,26.68,1.760,1.760,1.770,1.740
1101,HK1266,西王特钢,1.74,-0.57,-0.01,0.24,549.30万,3.29,1.750,1.760,1.770,1.730
1102,HK0004,九龙仓集团,25.70,-0.58,-0.15,0.07,212.33万,3.56,25.850,25.950,25.950,25.600
1103,HK0579,京能清洁能源,1.71,-0.58,-0.01,0.07,193.40万,2.59,1.720,1.720,1.720,1.690
1104,HK1788,国泰君安国际,1.70,-0.58,-0.01,0.12,943.90万,9.61,1.710,1.720,1.730,1.680
1105,HK1250,北控清洁能源集团,0.17,-0.59,-0.00,0.02,1248.93万,6.21,0.170,0.168,0.172,0.168
1106,HK1339,中国人民保险集团,3.38,-0.59,-0.02,0.35,3028.37万,7.42,3.400,3.390,3.440,3.350
1107,HK0966,中国太平,25.20,-0.59,-0.15,0.24,864.09万,15.40,25.350,25.450,25.700,25.000
1108,HK1332,中国透云,0.17,-0.59,-0.00,0.00,38.00万,--,0.169,0.169,0.169,0.162
1109,HK0088,TaiCheungHold,8.35,-0.59,-0.05,0.01,6.50万,14.65,8.400,8.350,8.350,8.310
1110,HK0296,英皇娱乐酒店,1.67,-0.59,-0.01,0.02,24.00万,5.57,1.680,1.680,1.680,1.660
1111,HK1968,兴纺控股,3.32,-0.60,-0.02,1.09,700.40万,16.80,3.340,3.340,3.360,3.290
1112,HK0990,荣晖国际,0.17,-0.60,-0.00,0.01,46.00万,53.23,0.166,0.167,0.167,0.165
1113,HK2341,中怡国际,1.65,-0.60,-0.01,0.01,6.00万,5.13,1.660,1.640,1.650,1.640
1114,HK6113,UTSMarketing,1.63,-0.61,-0.01,0.03,10.40万,55.92,1.640,1.650,1.660,1.630
1115,HK0626,大众金融控股,3.25,-0.61,-0.02,0.05,50.00万,6.83,3.270,3.260,3.260,3.250
1116,HK0804,鼎石资本,0.16,-0.61,-0.00,0.03,144.00万,55.86,0.163,0.160,0.162,0.152
1117,HK3709,珂莱蒂尔,9.68,-0.62,-0.06,0.02,10.00万,15.53,9.740,9.710,9.760,9.520
1118,HK1508,中国再保险,1.61,-0.62,-0.01,0.08,534.20万,11.19,1.620,1.620,1.620,1.590
1119,HK1596,翼辰实业,6.40,-0.62,-0.04,0.00,2000,26.69,6.440,6.600,6.600,6.500
1120,HK1466,钱唐控股,6.28,-0.63,-0.04,0.22,74.00万,--,6.320,6.320,6.340,6.200
1121,HK0607,丰盛控股,3.06,-0.65,-0.02,0.14,2790.01万,22.21,3.080,3.080,3.100,3.000
1122,HK3396,联想控股,22.80,-0.65,-0.15,0.02,20.16万,8.80,22.950,23.000,23.050,22.700
1123,HK1196,伟禄集团,4.51,-0.66,-0.03,0.06,85.20万,55.61,4.540,4.540,4.540,4.490
1124,HK0363,上海实业控股,18.00,-0.66,-0.12,0.07,75.31万,6.21,18.120,18.140,18.140,17.900
1125,HK1918,融创中国,22.40,-0.67,-0.15,0.58,2559.39万,6.77,22.550,22.800,23.100,21.900
1126,HK0051,海港企业,14.90,-0.67,-0.10,0.01,4.40万,14.61,15.000,14.900,14.900,14.600
1127,HK0377,华君国际集团,29.70,-0.67,-0.20,0.00,80,--,29.900,29.900,29.900,29.900
1128,HK0450,鸿兴印刷集团,1.48,-0.67,-0.01,0.01,8.60万,1.27,1.490,1.490,1.490,1.470
1129,HK0556,泛亚环保,1.48,-0.67,-0.01,0.01,7.60万,--,1.490,1.500,1.500,1.430
1130,HK1181,唐宫中国,1.48,-0.67,-0.01,0.04,43.80万,5.00,1.490,1.490,1.510,1.430
1131,HK0995,安徽皖通高速公路,4.44,-0.67,-0.03,0.19,93.20万,5.50,4.470,4.510,4.510,4.440
1132,HK0392,北京控股,36.95,-0.67,-0.25,0.09,116.56万,6.78,37.200,37.100,37.300,36.650
1133,HK0858,精优药业,0.15,-0.68,-0.00,0.01,17.00万,11.76,0.148,0.141,0.147,0.140
1134,HK1387,人和商业,0.15,-0.68,-0.00,0.01,645.40万,--,0.148,0.148,0.148,0.143
1135,HK0663,金山能源,0.14,-0.69,-0.00,0.02,147.60万,--,0.146,0.143,0.146,0.142
1136,HK0005,汇丰控股,72.30,-0.69,-0.50,0.10,2030.61万,15.35,72.800,72.450,72.550,72.150
1137,HK1798,大唐新能源,1.44,-0.69,-0.01,0.14,339.50万,15.52,1.450,1.460,1.490,1.420
1138,HK2280,慧聪集团,4.30,-0.69,-0.03,0.17,196.66万,13.53,4.330,4.340,4.340,4.220
1139,HK1815,金猫银猫,1.41,-0.70,-0.01,0.23,248.02万,9.80,1.420,1.420,1.430,1.330
1140,HK2886,滨海投资,1.40,-0.71,-0.01,0.00,5.00万,7.41,1.410,1.420,1.420,1.420
1141,HK0258,汤臣集团,2.72,-0.73,-0.02,0.01,13.40万,3.92,2.740,2.750,2.750,2.720
1142,HK1766,中国中车,6.79,-0.73,-0.05,0.54,2365.17万,33.96,6.840,6.880,6.880,6.660
1143,HK3969,中国通号,5.41,-0.73,-0.04,0.06,117.50万,11.88,5.450,5.460,5.460,5.360
1144,HK2777,富力地产,13.50,-0.73,-0.10,0.63,638.96万,13.50,13.600,13.500,13.720,13.340
1145,HK0984,永旺,4.05,-0.73,-0.03,0.02,6.25万,--,4.080,4.170,4.200,4.040
1146,HK0488,丽新发展,13.14,-0.76,-0.10,0.03,19.88万,3.25,13.240,13.420,13.420,13.040
1147,HK1126,德林国际,5.24,-0.76,-0.04,0.00,1.40万,8.73,5.280,5.300,5.300,5.220
1148,HK1647,SHISLtd,1.31,-0.76,-0.01,0.04,44.00万,66.38,1.320,1.400,1.400,1.290
1149,HK0678,云顶香港,1.30,-0.76,-0.01,0.00,30.10万,--,1.310,1.310,1.350,1.290
1150,HK0945,宏利金融-S,142.90,-0.76,-1.10,0.00,4008,23.45,144.000,142.900,143.400,142.800
1151,HK0183,宏辉集团,0.13,-0.78,-0.00,0.03,177.60万,4.89,0.129,0.127,0.130,0.126
1152,HK0081,中国海外宏洋集团,2.56,-0.78,-0.02,0.17,562.98万,4.60,2.580,2.620,2.620,2.530
1153,HK1083,港华燃气,7.64,-0.78,-0.06,0.05,144.75万,15.32,7.700,7.700,7.760,7.550
1154,HK0230,五矿地产,1.27,-0.78,-0.01,0.01,32.40万,5.96,1.280,1.290,1.300,1.270
1155,HK1057,浙江世宝,1.27,-0.78,-0.01,0.05,10.00万,--,1.280,1.320,1.320,1.250
1156,HK1806,汇付天下,5.06,-0.78,-0.04,0.06,77.12万,38.21,5.100,5.130,5.130,4.780
1157,HK0011,恒生银行,202.40,-0.78,-1.60,0.05,93.10万,19.65,204.000,202.400,204.600,202.400
1158,HK1044,恒安国际,69.30,-0.79,-0.55,0.22,263.21万,18.36,69.850,68.850,71.200,68.650
1159,HK6123,圆通速递国际,3.77,-0.79,-0.03,0.04,16.60万,16.00,3.800,3.800,3.830,3.700
1160,HK3688,莱蒙国际,2.51,-0.79,-0.02,0.01,20.00万,0.78,2.530,2.530,2.570,2.500
1161,HK1371,华彩控股,0.12,-0.79,-0.00,0.04,424.00万,--,0.126,0.124,0.125,0.120
1162,HK2666,环球医疗,6.23,-0.80,-0.05,0.10,177.38万,7.76,6.280,6.350,6.350,6.190
1163,HK1591,汛和集团,0.12,-0.80,-0.00,0.01,44.00万,88.57,0.125,0.125,0.126,0.122
1164,HK0265,东胜旅游,0.25,-0.80,-0.00,0.00,8.00万,--,0.250,0.250,0.250,0.248
1165,HK0039,中国北大荒,0.25,-0.80,-0.00,0.03,168.40万,11.27,0.250,0.250,0.255,0.240
1166,HK1199,中远海运港口,7.32,-0.81,-0.06,0.04,106.94万,10.32,7.380,7.390,7.390,7.260
1167,HK0650,IDG能源,1.22,-0.81,-0.01,0.04,237.85万,305.00,1.230,1.210,1.220,1.200
1168,HK0931,中国天然气,1.22,-0.81,-0.01,0.06,359.10万,--,1.230,1.250,1.270,1.220
1169,HK2588,中银航空租赁,48.60,-0.82,-0.40,0.07,47.58万,7.32,49.000,49.000,49.100,48.300
1170,HK1985,美高域,1.21,-0.82,-0.01,0.04,13.00万,12.10,1.220,1.220,1.230,1.210
1171,HK1006,长寿花食品,3.62,-0.82,-0.03,0.02,9.10万,5.86,3.650,3.650,3.650,3.610
1172,HK2608,阳光100中国,3.62,-0.82,-0.03,0.01,35.60万,12.08,3.650,3.660,3.750,3.380
1173,HK2866,中远海发,1.20,-0.83,-0.01,0.17,628.55万,10.00,1.210,1.210,1.220,1.200
1174,HK1195,京维集团,0.12,-0.83,-0.00,0.10,303.20万,--,0.121,0.118,0.120,0.110
1175,HK0727,皇冠环球集团,1.20,-0.83,-0.01,0.00,13.20万,34.29,1.210,1.210,1.320,1.180
1176,HK1737,亚洲实业集团,0.24,-0.83,-0.00,0.06,64.00万,14.88,0.240,0.240,0.240,0.234
1177,HK0199,德祥地产,2.38,-0.83,-0.02,0.04,33.80万,11.90,2.400,2.400,2.400,2.360
1178,HK0290,中国富强金融,0.12,-0.83,-0.00,0.03,238.60万,--,0.120,0.126,0.126,0.114
1179,HK0282,壹传媒,0.24,-0.84,-0.00,0.03,64.88万,--,0.238,0.235,0.238,0.230
1180,HK1216,中原银行,2.35,-0.84,-0.02,0.00,1.30万,9.33,2.370,2.350,2.370,2.280
1181,HK0289,WingOnCo,29.30,-0.85,-0.25,0.00,--,3.24,29.550,0,0,0
1182,HK0136,恒腾网络,0.23,-0.85,-0.00,0.08,6144.40万,161.95,0.235,0.235,0.235,0.230
1183,HK0659,新创建集团,13.94,-0.85,-0.12,0.02,73.44万,10.89,14.060,14.060,14.100,13.920
1184,HK1908,建发国际集团,6.97,-0.85,-0.06,0.12,85.00万,8.01,7.030,7.050,7.130,6.900
1185,HK2339,京西国际,1.16,-0.85,-0.01,0.05,26.60万,--,1.170,1.150,1.160,1.140
1186,HK1113,长实集团,58.00,-0.85,-0.50,0.20,727.61万,4.33,58.500,58.500,58.700,58.000
1187,HK1161,奥思集团,1.15,-0.86,-0.01,0.03,22.00万,7.28,1.160,1.160,1.160,1.120
1188,HK1462,金诚控股,2.30,-0.86,-0.02,0.11,453.40万,57.79,2.320,2.320,2.380,2.280
1189,HK3302,光控精技,1.15,-0.86,-0.01,0.04,29.00万,13.95,1.160,1.140,1.150,1.130
1190,HK3689,康华医疗,9.20,-0.86,-0.08,0.01,4000,16.40,9.280,9.000,9.320,9.000
1191,HK0352,富阳,1.15,-0.86,-0.01,0.04,10.88万,--,1.160,1.000,1.150,1.000
1192,HK0586,海螺创业,28.65,-0.86,-0.25,0.15,267.65万,12.64,28.900,29.000,29.000,28.450
1193,HK3683,荣丰联合控股,2.29,-0.87,-0.02,0.21,195.75万,--,2.310,2.310,2.310,2.280
1194,HK6158,正荣地产,4.56,-0.87,-0.04,0.07,310.50万,8.09,4.600,4.630,4.630,4.510
1195,HK6836,天韵国际控股,1.14,-0.87,-0.01,0.32,314.60万,7.54,1.150,1.150,1.180,1.120
1196,HK0513,恒和集团,0.11,-0.87,-0.00,0.00,9.00万,5.43,0.115,0.115,0.115,0.109
1197,HK0665,海通国际,3.40,-0.88,-0.03,0.16,888.72万,6.01,3.430,3.430,3.460,3.350
1198,HK0062,载通,22.50,-0.88,-0.20,0.01,3.22万,7.24,22.700,22.600,22.700,22.450
1199,HK2098,卓尔智联,6.73,-0.88,-0.06,0.04,438.90万,26.44,6.790,7.590,7.590,6.240
1200,HK2038,富智康集团,1.12,-0.89,-0.01,0.04,294.60万,--,1.130,1.150,1.150,1.110
1201,HK1222,WangOnGroup,0.11,-0.89,-0.00,0.57,1.08亿,1.72,0.113,0.113,0.113,0.111
1202,HK1777,花样年控股,1.12,-0.89,-0.01,0.06,345.90万,4.67,1.130,1.130,1.130,1.110
1203,HK0572,未来世界金融,0.11,-0.89,-0.00,0.05,573.20万,1.65,0.113,0.110,0.113,0.110
1204,HK2355,宝业集团,4.44,-0.89,-0.04,0.07,15.80万,3.60,4.480,4.450,4.570,4.440
1205,HK1243,宏安地产,1.10,-0.90,-0.01,0.18,2720.00万,9.24,1.110,1.110,1.120,1.090
1206,HK1695,椰丰集团,0.22,-0.91,-0.00,0.03,27.50万,282.31,0.220,0.224,0.224,0.210
1207,HK6088,FITHONTENG,3.26,-0.91,-0.03,0.08,516.24万,14.14,3.290,3.290,3.290,3.240
1208,HK1913,普拉达,37.90,-0.92,-0.35,0.05,118.55万,50.45,38.250,38.250,38.500,37.800
1209,HK0821,汇盈控股,1.08,-0.92,-0.01,0.71,766.80万,--,1.090,1.080,1.120,1.080
1210,HK0173,嘉华国际,4.32,-0.92,-0.04,0.06,177.43万,3.37,4.360,4.380,4.380,4.290
1211,HK0992,联想集团,4.27,-0.93,-0.04,0.18,2129.92万,--,4.310,4.310,4.340,4.210
1212,HK0412,中国山东高速金融,0.21,-0.93,-0.00,0.09,2176.20万,6.83,0.215,0.218,0.218,0.211
1213,HK0083,信和置业,12.70,-0.94,-0.12,0.04,289.56万,3.87,12.820,12.940,12.940,12.680
1214,HK1359,中国信达,2.11,-0.94,-0.02,0.15,1988.64万,3.91,2.130,2.130,2.140,2.100
1215,HK1719,中国基建港口,1.05,-0.94,-0.01,0.03,55.20万,27.13,1.060,1.080,1.080,0.990
1216,HK1200,美联集团,2.10,-0.94,-0.02,0.02,14.60万,7.79,2.120,2.080,2.140,2.080
1217,HK0012,恒基地产,41.65,-0.95,-0.40,0.03,132.03万,5.47,42.050,41.950,41.950,41.550
1218,HK1929,周大福,7.26,-0.95,-0.07,0.03,306.22万,17.75,7.330,7.330,7.440,7.250
1219,HK0675,坚宝国际,1.03,-0.96,-0.01,0.00,--,33.12,1.040,0,0,0
1220,HK6889,DYNAMJAPAN,10.28,-0.96,-0.10,0.02,15.96万,9.80,10.380,10.380,10.420,10.220
1221,HK2138,香港医思医疗集团,5.10,-0.97,-0.05,0.04,37.40万,17.89,5.150,5.150,5.200,5.050
1222,HK0161,中航国际控股,4.05,-0.98,-0.04,0.10,34.40万,9.00,4.090,4.090,4.100,4.020
1223,HK0593,梦东方,10.10,-0.98,-0.10,0.00,--,22.99,10.200,0,0,0
1224,HK3828,明辉国际,1.01,-0.98,-0.01,0.02,13.70万,6.69,1.020,1.020,1.020,1.010
1225,HK0716,胜狮货柜,1.01,-0.98,-0.01,0.11,262.40万,7.51,1.020,1.010,1.020,0.990
1226,HK3836,和谐汽车,3.02,-0.98,-0.03,0.12,178.25万,3.82,3.050,3.090,3.090,2.950
1227,HK0291,华润啤酒,35.10,-0.99,-0.35,1.01,3270.83万,81.33,35.450,38.000,39.150,34.500
1228,HK1171,兖州煤业股份,9.01,-0.99,-0.09,0.93,1807.57万,3.98,9.100,9.200,9.210,8.900
1229,HK0103,首长宝佳,0.20,-0.99,-0.00,0.00,--,--,0.202,0,0,0
1230,HK1428,耀才证券金融,2.00,-0.99,-0.02,0.07,126.20万,6.58,2.020,2.020,2.020,2.000
1231,HK1932,中漆集团,0.49,-1.00,-0.01,0.02,16.80万,24.87,0.500,0.485,0.500,0.460
1232,HK2308,研祥智能,0.99,-1.00,-0.01,1.06,327.60万,28.47,1.000,1.010,1.010,0.970
1233,HK0993,华融金控,0.99,-1.00,-0.01,0.00,8.00万,3.66,1.000,1.000,1.000,0.980
1234,HK3996,中国能源建设,0.99,-1.00,-0.01,0.01,81.80万,8.71,1.000,1.010,1.020,0.990
1235,HK1836,九兴控股,8.89,-1.00,-0.09,0.01,4.60万,14.59,8.980,8.960,8.980,8.840
1236,HK0733,合富辉煌,2.96,-1.00,-0.03,0.05,34.80万,5.87,2.990,3.020,3.050,2.900
1237,HK1972,太古地产,29.50,-1.01,-0.30,0.04,215.42万,5.09,29.800,29.500,30.200,29.350
1238,HK3368,百盛集团,0.98,-1.01,-0.01,0.01,23.80万,11.70,0.990,1.000,1.000,0.960
1239,HK1202,成都普天电缆股份,0.98,-1.01,-0.01,0.03,5.20万,10.22,0.990,0.970,0.980,0.970
1240,HK0759,CECInt'lHold,0.48,-1.02,-0.01,0.03,21.00万,--,0.490,0.500,0.500,0.475
1241,HK1551,广州农商银行,4.84,-1.02,-0.05,0.00,1.20万,6.41,4.890,4.850,4.850,4.850
1242,HK3623,中国金融发展,0.95,-1.04,-0.01,0.06,32.60万,26.41,0.960,0.950,0.950,0.890
1243,HK1072,东方电气,4.72,-1.05,-0.05,0.17,57.78万,10.49,4.770,4.790,4.790,4.700
1244,HK2213,益华控股,0.94,-1.05,-0.01,0.35,352.40万,--,0.950,0.950,0.960,0.920
1245,HK3788,中国罕王,0.94,-1.05,-0.01,0.01,19.20万,1.64,0.950,0.950,0.950,0.940
1246,HK0128,安宁控股,0.94,-1.05,-0.01,0.19,314.40万,--,0.950,0.950,0.950,0.920
1247,HK1218,永义国际,4.70,-1.05,-0.05,0.01,5000,1.26,4.750,4.560,4.700,4.450
1248,HK1395,强泰环保,0.19,-1.06,-0.00,0.00,--,--,0.189,0,0,0
1249,HK1004,中国智慧能源,0.93,-1.06,-0.01,0.05,495.20万,--,0.940,0.940,1.020,0.910
1250,HK1282,中国金洋,0.47,-1.06,-0.01,0.02,418.00万,11.92,0.470,0.460,0.475,0.460
1251,HK1314,翠华控股,0.93,-1.06,-0.01,0.07,103.60万,16.37,0.940,0.930,0.960,0.910
1252,HK2226,老恒和酿造,3.71,-1.07,-0.04,0.09,49.20万,9.58,3.750,3.780,3.800,3.700
1253,HK3958,东方证券,5.55,-1.07,-0.06,0.27,272.72万,18.50,5.610,5.590,5.600,5.500
1254,HK0794,锦胜集团(控股),0.92,-1.07,-0.01,0.00,--,3.46,0.930,0,0,0
1255,HK0677,金源米业,0.46,-1.07,-0.01,0.10,167.40万,11.79,0.465,0.460,0.460,0.450
1256,HK2789,远大中国,0.09,-1.07,-0.00,0.01,66.00万,7.83,0.093,0.093,0.094,0.091
1257,HK3618,重庆农村商业银行,4.59,-1.08,-0.05,0.09,227.40万,3.53,4.640,4.620,4.640,4.560
1258,HK0207,大悦城地产,0.91,-1.09,-0.01,0.03,435.20万,10.12,0.920,0.920,0.930,0.900
1259,HK0754,合生创展集团,6.37,-1.09,-0.07,0.03,70.80万,2.45,6.440,6.490,6.490,6.310
1260,HK0208,保利达资产,0.91,-1.09,-0.01,0.08,356.50万,14.99,0.920,0.920,0.920,0.900
1261,HK0156,力宝华润,0.18,-1.09,-0.00,0.02,187.80万,--,0.183,0.179,0.181,0.175
1262,HK1297,中国擎天软件,2.71,-1.09,-0.03,0.17,209.88万,12.19,2.740,2.700,2.740,2.690
1263,HK1366,江南集团,0.45,-1.10,-0.01,0.06,235.80万,14.61,0.455,0.445,0.450,0.440
1264,HK1180,汇彩控股,0.90,-1.10,-0.01,0.01,13.20万,--,0.910,0.910,0.910,0.900
1265,HK0601,稀镁科技,0.45,-1.10,-0.01,0.06,358.00万,16.54,0.455,0.460,0.460,0.445
1266,HK1526,瑞慈医疗,1.80,-1.10,-0.02,0.04,71.80万,--,1.820,1.790,1.850,1.760
1267,HK1091,中信大锰,0.45,-1.10,-0.01,0.12,421.12万,8.96,0.455,0.450,0.455,0.445
1268,HK0214,汇汉控股,1.79,-1.10,-0.02,0.00,1.43万,1.84,1.810,1.810,1.810,1.790
1269,HK1060,阿里影业,0.89,-1.11,-0.01,0.16,4099.60万,--,0.900,0.900,0.910,0.880
1270,HK0907,高雅光学,1.78,-1.11,-0.02,0.05,19.80万,--,1.800,1.790,1.790,1.750
1271,HK0881,中升控股,17.80,-1.11,-0.20,0.13,286.60万,9.77,18.000,18.220,18.240,17.500
1272,HK0680,南海控股,0.18,-1.12,-0.00,0.01,1030.00万,7.11,0.179,0.180,0.180,0.175
1273,HK3699,光大永年,0.88,-1.12,-0.01,0.03,11.60万,10.49,0.890,0.870,0.890,0.870
1274,HK0187,京城机电股份,1.76,-1.12,-0.02,0.01,6000,--,1.780,1.780,1.780,1.780
1275,HK0520,呷哺呷哺,15.70,-1.13,-0.18,0.22,241.05万,33.30,15.880,16.180,16.180,15.320
1276,HK3329,交银国际,1.74,-1.14,-0.02,0.11,289.49万,10.88,1.760,1.760,1.770,1.720
1277,HK0138,中建富通,0.87,-1.14,-0.01,0.01,10.40万,4.14,0.880,0.870,0.880,0.870
1278,HK0768,开明投资,0.09,-1.14,-0.00,0.04,40.00万,--,0.088,0.089,0.089,0.081
1279,HK0489,东风集团股份,7.80,-1.14,-0.09,0.30,856.90万,3.99,7.890,7.950,7.950,7.710
1280,HK1486,思城控股,3.46,-1.14,-0.04,0.13,38.40万,26.82,3.500,3.430,3.560,3.430
1281,HK0746,理文化工,6.04,-1.15,-0.07,0.01,12.60万,4.57,6.110,6.160,6.160,6.010
1282,HK2262,梁志天设计集团,0.86,-1.15,-0.01,0.11,120.30万,10.18,0.870,0.860,0.870,0.860
1283,HK0829,神冠控股,0.43,-1.15,-0.01,0.02,51.60万,17.08,0.435,0.435,0.435,0.430
1284,HK0811,新华文轩,5.15,-1.15,-0.06,0.10,43.50万,7.36,5.210,5.190,5.200,5.150
1285,HK6036,光丽科技,0.42,-1.16,-0.01,0.12,116.00万,9.12,0.430,0.435,0.435,0.420
1286,HK2377,博奇环保,1.70,-1.16,-0.02,0.23,229.10万,--,1.720,1.720,1.730,1.700
1287,HK0497,资本策略地产,0.42,-1.16,-0.01,0.03,261.00万,4.22,0.430,0.430,0.430,0.420
1288,HK1751,成安控股,0.42,-1.16,-0.01,0.18,118.00万,10.95,0.430,0.415,0.430,0.415
1289,HK0177,江苏宁沪高速公路,9.30,-1.17,-0.11,0.22,266.05万,9.21,9.410,9.420,9.420,9.220
1290,HK0952,中国通海金融,0.84,-1.18,-0.01,0.00,--,57.53,0.850,0,0,0
1291,HK0918,国能国际资产,0.17,-1.18,-0.00,0.05,39.60万,9.77,0.170,0.165,0.168,0.165
1292,HK0926,碧生源,0.42,-1.18,-0.01,0.18,301.30万,129.75,0.425,0.400,0.420,0.385
1293,HK0609,天德化工,0.84,-1.18,-0.01,0.02,13.60万,5.84,0.850,0.840,0.840,0.810
1294,HK0887,英皇钟表珠宝,0.41,-1.19,-0.01,0.28,1865.00万,18.04,0.420,0.410,0.425,0.410
1295,HK0020,会德丰,53.65,-1.20,-0.65,0.05,98.23万,5.32,54.300,54.100,54.350,53.300
1296,HK2003,维信金科,14.82,-1.20,-0.18,0.05,26.34万,--,15.000,14.900,15.280,14.660
1297,HK0286,同佳健康,0.82,-1.21,-0.01,0.23,698.80万,1640.00,0.830,0.840,0.840,0.810
1298,HK1558,东阳光药,36.90,-1.21,-0.45,0.74,167.57万,21.52,37.350,37.650,38.200,36.550
1299,HK0042,东北电气,0.82,-1.21,-0.01,0.14,37.20万,--,0.830,0.830,0.830,0.820
1300,HK1882,海天国际,18.02,-1.21,-0.22,0.10,161.60万,11.93,18.240,18.240,18.320,17.820
1301,HK6882,东瀛游,0.81,-1.22,-0.01,0.05,27.20万,14.26,0.820,0.820,0.820,0.810
1302,HK3313,雅高控股,0.41,-1.22,-0.01,0.14,320.50万,84.45,0.410,0.410,0.410,0.400
1303,HK2327,美瑞健康国际,0.41,-1.22,-0.01,0.01,50.40万,16.88,0.410,0.400,0.415,0.400
1304,HK2371,创联教育金融,0.08,-1.22,-0.00,0.04,188.00万,--,0.082,0.083,0.085,0.081
1305,HK0903,冠捷科技,0.81,-1.22,-0.01,0.01,22.20万,--,0.820,0.820,0.830,0.810
1306,HK0022,茂盛控股,0.24,-1.23,-0.00,0.08,104.09万,--,0.245,0.242,0.242,0.242
1307,HK2198,中国三江化工,2.41,-1.23,-0.03,0.08,90.80万,2.99,2.440,2.440,2.480,2.380
1308,HK6099,招商证券,9.64,-1.23,-0.12,0.08,74.38万,14.50,9.760,9.760,9.760,9.570
1309,HK0047,合兴集团,0.16,-1.24,-0.00,0.01,114.80万,9.36,0.162,0.161,0.162,0.160
1310,HK2232,晶苑国际,4.80,-1.24,-0.06,0.07,193.30万,9.91,4.860,4.940,4.940,4.770
1311,HK0305,五菱汽车,0.40,-1.24,-0.01,0.00,2.00万,3.54,0.405,0.400,0.400,0.400
1312,HK0157,自然美,0.80,-1.24,-0.01,0.08,159.00万,15.09,0.810,0.800,0.800,0.800
