code,exp2015,exp2016,exp2017,exp2018,income2015,income2016,income2017,income2018,net2015,net2016,net2017,net2018,sale2015,sale2016,sale2017,sale2018
DFFN,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DFIN,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,2.21亿_--,2.25亿_1.81%,2.00亿_-11.11%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,6720.00万_--,7530.00万_12.05%,6710.00万_-10.89%
DFP,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DFRG,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.14亿_7.55%,4136.70万_-63.71%,1.00亿_141.74%,1.24亿_24.00%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1513.80万_16.16%,831.30万_-45.09%,1753.40万_110.92%,2217.10万_26.45%
DFS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DG,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,49.39亿_--,52.87亿_7.05%,60.09亿_13.66%,61.29亿_2.00%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,9.99亿_--,10.70亿_7.11%,12.20亿_14.02%,13.42亿_10.00%
DGAZ,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DGII,0_0,0_0,726.20万_--,860.50万_18.49%,0_0,0_0,4510.50万_--,6566.20万_45.58%,0_0,0_0,726.20万_--,860.50万_18.49%,0_0,0_0,990.80万_--,2034.20万_105.31%
DGLD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DGLY,73.29万_4.57%,83.31万_13.67%,65.31万_-21.61%,0_0,555.86万_6.75%,344.56万_-38.01%,287.77万_-16.48%,0_0,73.29万_4.57%,83.31万_13.67%,65.31万_-21.61%,0_0,353.12万_24.01%,173.74万_-50.80%,146.86万_-15.47%,0_0
DGRO,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DGRW,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DGS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DGSE,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,1657.61万_-8.52%,1048.16万_-36.77%,1444.58万_37.82%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,327.28万_4.49%,306.04万_-6.49%,234.64万_-23.33%,0_0
DGX,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,18.49亿_--,15.60亿_-15.63%,18.65亿_19.55%,18.39亿_-1.39%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.49亿_--,1.17亿_-73.94%,4.02亿_243.59%,3.80亿_-5.47%
DHF,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DHI,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,31.72亿_--,37.41亿_17.94%,41.59亿_11.17%,45.05亿_8.32%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3.23亿_--,3.85亿_19.20%,4.16亿_8.05%,4.57亿_9.86%
DHR,2.36亿_--,2.68亿_13.56%,2.99亿_11.57%,3.20亿_7.02%,43.23亿_--,45.84亿_6.04%,50.86亿_10.95%,53.63亿_5.45%,2.36亿_--,2.68亿_13.56%,2.99亿_11.57%,3.20亿_7.02%,13.70亿_--,15.19亿_10.88%,16.03亿_5.53%,16.74亿_4.43%
DHT,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DHX,778.10万_--,639.10万_-17.86%,575.40万_-9.97%,440.10万_-23.51%,6505.90万_--,5493.80万_-15.56%,5093.60万_-7.28%,3798.70万_-25.42%,778.10万_--,639.10万_-17.86%,575.40万_-9.97%,440.10万_-23.51%,3684.70万_--,3263.10万_-11.44%,3334.10万_2.18%,2479.50万_-25.63%
DHXM,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DHY,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DIA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DIAL,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DIAX,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DIG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DIN,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.71亿_--,3.08亿_80.12%,1.77亿_-42.53%,2.14亿_20.90%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4754.40万_--,3949.90万_-16.92%,4248.00万_7.55%,4785.20万_12.65%
DIOD,1638.30万_--,1769.00万_7.98%,1966.20万_11.15%,2148.70万_9.28%,2.14亿_--,2.32亿_8.41%,2.68亿_15.52%,3.14亿_17.16%,1638.30万_--,1769.00万_7.98%,1966.20万_11.15%,2148.70万_9.28%,4392.90万_--,4425.50万_0.74%,5037.80万_13.84%,4890.70万_-2.92%
DIS,--_--,--_--,--_--,--_--,135.12亿_--,131.42亿_-2.74%,127.79亿_-2.76%,143.07亿_11.96%,--_--,--_--,--_--,--_--,--_--,--_--,--_--,--_--
DISCA,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,15.63亿_--,19.07亿_22.01%,18.64亿_-2.25%,28.09亿_50.70%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.32亿_--,5.46亿_2.63%,5.97亿_9.34%,10.54亿_76.55%
DISCK,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,15.63亿_--,19.07亿_22.01%,18.64亿_-2.25%,28.09亿_50.70%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.32亿_--,5.46亿_2.63%,5.97亿_9.34%,10.54亿_76.55%
DISH,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,39.35亿_--,37.53亿_-4.63%,34.84亿_-7.17%,33.07亿_-5.08%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3.99亿_--,3.92亿_-1.75%,3.81亿_-2.81%,3.67亿_-3.67%
DIV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DJP,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DK,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,11.23亿_--,10.85亿_-3.38%,24.84亿_128.94%,28.21亿_13.57%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4820.00万_--,-4780万_-199.17%,6290.00万_231.59%,8250.00万_31.16%
DKL,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.09亿_--,1.25亿_14.68%,1.51亿_20.80%,1.59亿_5.30%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,819.70万_--,-991万_-220.90%,430.30万_143.42%,781.60万_81.64%
DKS,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,21.60亿_--,22.40亿_3.70%,24.83亿_10.85%,26.64亿_7.29%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.39亿_--,4.61亿_5.01%,5.76亿_24.95%,5.97亿_3.65%
DKT,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DLA,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.20亿_--,1.14亿_-5.00%,9132.70万_-19.89%,9292.20万_1.75%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2126.50万_--,2026.70万_-4.69%,1488.50万_-26.56%,1731.50万_16.33%
DLB,5062.10万_--,5921.40万_16.98%,5782.20万_-2.35%,6050.00万_4.63%,2.33亿_--,2.33亿_0.00%,2.42亿_3.86%,2.65亿_9.50%,5062.10万_--,5921.40万_16.98%,5782.20万_-2.35%,6050.00万_4.63%,1.21亿_--,1.14亿_-5.79%,1.19亿_4.39%,1.36亿_14.29%
DLN,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DLNG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DLPH,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,12.89亿_--,11.71亿_-9.15%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,1.32亿_--,1.12亿_-15.15%
DLR,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.00亿_--,5.77亿_15.40%,7.32亿_26.86%,7.80亿_6.56%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.09亿_--,2.18亿_4.31%,3.33亿_52.75%,3.39亿_1.80%
DLS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DLTH,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,1.40亿_--,1.75亿_25.00%,2.18亿_24.57%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,5979.70万_--,7393.00万_23.63%,8648.00万_16.98%
DLTR,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,53.65亿_--,56.35亿_5.03%,63.61亿_12.88%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,11.83亿_--,12.21亿_3.21%,13.35亿_9.34%
DLX,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.64亿_--,4.80亿_3.45%,4.95亿_3.12%,5.25亿_6.06%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.00亿_--,2.09亿_4.50%,2.01亿_-3.83%,2.25亿_11.94%
DMF,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DMO,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DMRC,362.00万_--,376.50万_4.01%,280.80万_-25.42%,294.90万_5.02%,501.60万_--,518.00万_3.27%,485.80万_-6.22%,522.70万_7.60%,362.00万_--,376.50万_4.01%,280.80万_-25.42%,294.90万_5.02%,469.90万_--,524.50万_11.62%,718.60万_37.01%,715.70万_-0.40%
DNB,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,4.99亿_1.84%,5.17亿_3.61%,5.27亿_1.93%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,2.08亿_15.56%,2.05亿_-1.44%,1.96亿_-4.39%,0_0
DNKN,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.04亿_--,6.35亿_211.27%,3.15亿_-50.39%,3.20亿_1.59%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,6759.80万_--,5.27亿_679.61%,1.89亿_-64.14%,1.93亿_2.12%
DNLI,0_0,1673.00万_--,1847.10万_10.41%,3990.90万_116.06%,0_0,0.00元_--,0.00元_NaN%,1.26亿_INF%,0_0,1673.00万_--,1847.10万_10.41%,3990.90万_116.06%,0_0,304.60万_--,506.90万_66.41%,1104.50万_117.89%
DNN,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,453.60万_--,414.40万_-8.64%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,149.50万_--,181.10万_21.14%
DNOW,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,6.44亿_--,5.38亿_-16.46%,6.69亿_24.35%,7.64亿_14.20%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.52亿_--,1.35亿_-11.18%,1.28亿_-5.19%,1.35亿_5.47%
DNP,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DNR,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.70亿_--,2.72亿_0.74%,3.27亿_20.22%,3.38亿_3.36%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.55亿_--,6.35亿_309.68%,3401.00万_-94.64%,3361.00万_-1.18%
DO,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.56亿_--,3.92亿_-29.50%,3.46亿_-11.73%,2.33亿_-32.66%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.30亿_--,1.01亿_-22.31%,1.06亿_4.95%,1.02亿_-3.77%
DOC,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,611.20万_--,666.00万_8.97%
DOCU,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DOG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DOMO,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DON,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DOOO,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DOOR,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,5.08亿_--,5.28亿_3.94%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,5987.40万_--,6160.10万_2.88%
DORM,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.05亿_--,2.29亿_11.71%,2.28亿_-0.44%,2.60亿_14.04%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4342.30万_--,4512.30万_3.91%,4751.90万_5.31%,5231.00万_10.08%
DOV,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,16.95亿_--,10.27亿_-39.41%,17.53亿_70.69%,18.09亿_3.19%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.14亿_--,2.17亿_-47.58%,4.65亿_114.29%,4.26亿_-8.39%
DOVA,0_0,694.40万_--,271.50万_-60.90%,553.30万_103.79%,0_0,0.00元_--,0.00元_NaN%,284.20万_INF%,0_0,694.40万_--,271.50万_-60.90%,553.30万_103.79%,0_0,55.80万_--,645.40万_1056.63%,1606.50万_148.92%
DOX,0_0,0_0,6468.60万_--,7078.30万_9.43%,0_0,0_0,9.80亿_--,10.03亿_2.35%,0_0,0_0,6468.60万_--,7078.30万_9.43%,0_0,0_0,1.47亿_--,1.53亿_4.08%
DPG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DPLO,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,9.87亿_61.27%,11.45亿_16.01%,11.55亿_0.87%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,6966.50万_64.98%,7700.30万_10.53%,9062.60万_17.69%,0_0
DPW,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DPZ,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7.41亿_--,8.19亿_10.53%,8.92亿_8.91%,10.82亿_21.30%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,9302.70万_--,1.04亿_11.80%,1.06亿_1.92%,4.80亿_352.83%
DQ,51.60万_--,277.50万_437.79%,4.70万_-98.31%,97.00万_1963.83%,5927.70万_--,4611.60万_-22.20%,1.19亿_158.04%,7560.30万_-36.47%,51.60万_--,277.50万_437.79%,4.70万_-98.31%,97.00万_1963.83%,226.10万_--,351.20万_55.33%,448.20万_27.62%,824.00万_83.85%
DRD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DRE,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,-2686.7万_--,2013.70万_174.95%,3538.00万_75.70%,6451.70万_82.35%
DRH,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%
DRI,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,18.78亿_--,17.90亿_-4.69%,19.35亿_8.10%,21.34亿_10.28%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.66亿_--,2.21亿_-16.92%,2.68亿_21.27%,2.51亿_-6.34%
DRIO,57.40万_--,57.70万_0.52%,84.70万_46.79%,0_0,30.80万_--,83.80万_172.08%,157.80万_88.31%,0_0,57.40万_--,57.70万_0.52%,84.70万_46.79%,0_0,102.90万_--,261.00万_153.64%,283.90万_8.77%,0_0
DRIP,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DRN,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DRNA,1126.30万_--,904.20万_-19.72%,955.00万_5.62%,1378.40万_44.34%,0.00元_--,-16.2万_-NF%,103.00万_735.80%,154.10万_49.61%,1126.30万_--,904.20万_-19.72%,955.00万_5.62%,1378.40万_44.34%,441.80万_--,195.50万_-55.75%,451.40万_130.90%,723.60万_60.30%
DRQ,1279.70万_--,1127.50万_-11.89%,962.30万_-14.65%,928.90万_-3.47%,2.02亿_--,1.06亿_-47.52%,1.08亿_1.89%,9733.50万_-9.88%,1279.70万_--,1127.50万_-11.89%,962.30万_-14.65%,928.90万_-3.47%,2017.30万_--,2175.90万_7.86%,3119.10万_43.35%,2068.00万_-33.70%
DRRX,665.80万_--,799.20万_20.04%,660.40万_-17.37%,588.70万_-10.86%,516.70万_--,351.70万_-31.93%,1953.80万_455.53%,362.70万_-81.44%,665.80万_--,799.20万_20.04%,660.40万_-17.37%,588.70万_-10.86%,284.50万_--,283.20万_-0.46%,330.30万_16.63%,353.90万_7.15%
DRV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DRYS,0_0,0_0,--_--,--_--,0_0,0_0,4259.30万_--,4926.20万_15.66%,0_0,0_0,--_--,--_--,0_0,0_0,1366.80万_--,1251.60万_-8.43%
DS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DSE,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DSGX,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DSKE,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,2.57亿_--,4.47亿_73.93%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,1.07亿_--,1.75亿_63.55%
DSL,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DSLV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DSM,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DSPG,880.30万_--,845.50万_-3.95%,909.00万_7.51%,860.60万_-5.32%,3377.00万_--,3527.80万_4.47%,3124.20万_-11.44%,2605.70万_-16.60%,880.30万_--,845.50万_-3.95%,909.00万_7.51%,860.60万_-5.32%,580.20万_--,634.40万_9.34%,654.70万_3.20%,662.20万_1.15%
DSS,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,545.95万_--,578.66万_5.99%,583.24万_0.79%,595.62万_2.12%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,258.44万_--,240.59万_-6.91%,200.20万_-16.79%,217.19万_8.49%
DSU,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DSW,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,6.40亿_--,6.72亿_5.00%,6.75亿_0.45%,7.20亿_6.67%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.29亿_--,1.48亿_14.73%,1.45亿_-2.03%,1.54亿_6.21%
DSX,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DTE,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,24.87亿_--,28.74亿_15.56%,32.71亿_13.81%,37.50亿_14.64%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.27亿_--,2.74亿_20.70%,2.74亿_0.00%,2.98亿_8.76%
DTEA,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,7576.00万_--,8630.20万_13.91%,8666.20万_0.42%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,2196.60万_--,4364.00万_98.67%,5292.60万_21.28%
DTV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DTW,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DUK,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,42.34亿_--,55.77亿_31.72%,57.99亿_3.98%,61.15亿_5.45%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7.12亿_--,8.92亿_25.28%,9.33亿_4.60%,10.95亿_17.36%
DUKB,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DUST,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DVA,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,-6.36亿_--,6.74亿_205.97%,37.34亿_454.01%,34.61亿_-7.31%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,-2291.7万_--,-1.29亿_-462.90%,4.10亿_417.83%,4.24亿_3.41%
DVAX,2093.20万_--,1844.20万_-11.90%,1741.20万_-5.59%,2289.20万_31.47%,68.50万_--,729.20万_964.53%,2.10万_-99.71%,531.80万_25223.81%,2093.20万_--,1844.20万_-11.90%,1741.20万_-5.59%,2289.20万_31.47%,669.90万_--,817.10万_21.97%,925.60万_13.28%,1643.80万_77.59%
DVN,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,28.86亿_--,-20.94亿_-172.56%,23.80亿_213.66%,37.08亿_55.80%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,20.66亿_--,4.23亿_-79.53%,-19.9亿_-570.45%,-26.76亿_-34.47%
DVY,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DVYE,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DWDP,0_0,4.34亿_--,7.86亿_81.11%,7.49亿_-4.71%,0_0,130.20亿_--,200.66亿_54.12%,200.99亿_0.16%,0_0,4.34亿_--,7.86亿_81.11%,7.49亿_-4.71%,0_0,9.44亿_--,20.41亿_116.21%,20.45亿_0.20%
DWFI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DWM,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DWSN,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5513.00万_--,3437.70万_-37.64%,3741.80万_8.85%,2767.00万_-26.05%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1609.00万_--,1389.10万_-13.67%,1337.80万_-3.69%,1098.80万_-17.87%
DWT,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DWX,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DX,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,384.30万_--,349.20万_-9.13%
DXB,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DXC,--_--,--_--,0.00元_--,0.00元_NaN%,47.99亿_--,18.07亿_-62.35%,18.89亿_4.54%,62.94亿_233.19%,--_--,--_--,0.00元_--,0.00元_NaN%,4.98亿_--,4.06亿_-18.47%,-1.46亿_-135.96%,-9.26亿_-534.25%
DXCM,2850.00万_--,4370.00万_53.33%,4870.00万_11.44%,2.75亿_464.68%,1.31亿_--,1.71亿_30.53%,2.21亿_29.24%,3.38亿_52.94%,2850.00万_--,4370.00万_53.33%,4870.00万_11.44%,2.75亿_464.68%,6110.00万_--,7910.00万_29.46%,9280.00万_17.32%,1.12亿_20.69%
DXD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DXJ,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
DXR,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
