,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sz002350,,,41.42%,19.38%,29.36%,31.37%,28.34%,34.18%,39.99%,47.42%,55.52%,,,13.04%,9.41%,9.78%,7.67%,6.53%,5.71%,2.92%,4.67%,3.68%,,,26.18%,5.93%,9.37%,8.28%,6.09%,7.03%,3.96%,6.81%,6.14%,,,1.14次,0.68次,0.73次,0.78次,0.68次,0.85次,0.80次,0.83次,0.84次
sz002737,,,,,65.10%,59.97%,58.59%,38.93%,30.66%,33.60%,29.27%,,,,,12.76%,13.99%,12.95%,12.18%,10.79%,10.09%,12.19%,,,,,44.13%,37.87%,35.14%,34.48%,13.12%,11.86%,15.03%,,,,,2.00次,1.03次,1.09次,0.93次,0.81次,0.84次,0.89次
sz000005,,,46.76%,47.80%,47.65%,48.31%,47.48%,51.00%,44.70%,46.37%,51.77%,,,-113.26%,3.56%,17.97%,22.15%,-81.34%,81.79%,-64.23%,24.27%,4.32%,,,-6.72%,0.71%,1.68%,3.28%,-6.41%,6.68%,-8.07%,8.94%,1.18%,,,0.03次,0.11次,0.05次,0.08次,0.04次,0.04次,0.05次,0.20次,0.20次
sz002638,,,49.47%,29.94%,15.49%,28.55%,30.14%,31.21%,30.32%,28.64%,25.71%,,,15.62%,14.65%,16.75%,12.74%,9.07%,1.21%,3.20%,-49.52%,6.09%,,,18.02%,13.03%,12.78%,4.68%,4.79%,-0.62%,0.93%,-8.42%,1.63%,,,0.56次,0.55次,0.43次,0.31次,0.37次,0.28次,0.26次,0.16次,0.23次
sz002715,,,38.53%,52.10%,53.47%,58.71%,58.72%,30.24%,38.19%,33.36%,31.80%,,,12.43%,12.52%,13.71%,12.91%,8.52%,4.90%,-13.40%,2.87%,2.62%,,,14.70%,18.78%,20.68%,16.28%,12.42%,4.05%,-10.21%,1.83%,1.91%,,,1.37次,0.80次,0.70次,0.55次,0.47次,0.44次,0.34次,0.41次,0.49次
sh603081,,,,,,78.17%,61.19%,61.20%,57.91%,54.00%,43.82%,,,,,,10.50%,10.39%,10.64%,11.49%,12.42%,13.42%,,,,,,32.33%,27.16%,23.58%,23.91%,25.52%,18.09%,,,,,,1.23次,0.79次,0.87次,0.84次,0.88次,0.74次
sz002124,,,42.81%,50.08%,54.83%,55.74%,66.77%,67.10%,42.79%,42.80%,31.40%,,,5.78%,3.88%,2.57%,2.51%,6.02%,1.04%,5.03%,15.72%,8.47%,,,14.40%,10.11%,7.55%,10.99%,24.76%,6.14%,17.19%,30.04%,10.15%,,,1.23次,1.32次,1.75次,1.82次,1.38次,1.39次,1.11次,1.06次,0.88次
sh603377,,,,,59.94%,56.22%,55.70%,56.01%,47.32%,28.01%,30.59%,,,,,29.41%,27.43%,27.67%,23.20%,23.81%,20.46%,18.95%,,,,,80.60%,72.22%,62.66%,59.11%,47.86%,16.98%,14.03%,,,,,1.33次,0.78次,0.79次,0.83次,0.79次,0.54次,0.41次
sz002921,,,,,,,58.82%,54.70%,51.23%,51.17%,43.14%,,,,,,,6.47%,8.98%,8.45%,8.77%,7.40%,,,,,,,--,15.44%,11.99%,11.76%,10.88%,,,,,,,1.43次,0.75次,0.66次,0.62次,0.61次
sh603022,,,,,52.21%,40.21%,37.75%,41.66%,15.53%,18.58%,24.52%,,,,,13.86%,13.89%,12.29%,10.18%,6.42%,6.06%,4.18%,,,,,46.57%,34.00%,25.72%,21.16%,7.39%,5.15%,4.28%,,,,,2.61次,1.33次,1.28次,1.24次,0.89次,0.70次,0.80次
sz002612,,,31.34%,35.49%,10.48%,13.32%,8.11%,22.17%,16.63%,26.75%,45.68%,,,29.19%,27.21%,24.95%,20.70%,16.95%,9.81%,6.51%,13.44%,8.20%,,,69.90%,57.01%,22.47%,10.59%,10.26%,5.06%,3.25%,6.90%,7.37%,,,1.42次,1.56次,0.60次,0.45次,0.53次,0.45次,0.40次,0.38次,0.41次
sz300101,,,28.31%,7.56%,6.57%,14.62%,24.62%,31.90%,34.73%,20.44%,25.41%,,,30.50%,33.56%,25.79%,13.69%,-4.68%,16.26%,18.89%,12.92%,9.51%,,,29.19%,14.37%,6.61%,3.30%,-2.11%,7.03%,9.90%,4.84%,3.59%,,,0.62次,0.37次,0.24次,0.23次,0.27次,0.38次,0.42次,0.35次,0.36次
sh600550,,,69.73%,67.22%,56.46%,61.62%,97.17%,86.78%,93.60%,93.43%,92.19%,,,10.12%,8.30%,1.22%,-60.04%,-133.45%,1.96%,2.29%,2.70%,1.64%,,,15.63%,14.07%,0.57%,-25.04%,-170.70%,77.44%,14.92%,30.57%,17.74%,,,0.43次,0.48次,0.32次,0.17次,0.35次,0.42次,0.48次,0.46次,0.47次
sz300520,,,,,45.83%,27.38%,28.56%,41.59%,42.87%,49.04%,55.15%,,,,,18.50%,16.12%,15.78%,9.02%,10.57%,9.12%,3.15%,,,,,38.34%,29.27%,23.50%,16.15%,18.31%,15.11%,3.44%,,,,,1.91次,1.19次,1.05次,1.13次,0.96次,0.79次,0.53次
sz300529,,,,,12.46%,14.85%,17.67%,16.06%,18.09%,8.91%,18.26%,,,,,38.86%,39.91%,41.76%,43.15%,39.39%,37.18%,39.59%,,,,,43.51%,40.83%,38.88%,41.35%,39.58%,24.08%,22.21%,,,,,1.58次,0.85次,0.76次,0.74次,0.83次,0.55次,0.48次
sh600888,,,29.38%,43.00%,49.41%,48.99%,53.79%,63.66%,63.66%,66.15%,66.02%,,,17.21%,18.18%,13.79%,6.86%,2.34%,-9.93%,0.33%,0.68%,1.99%,,,10.04%,14.40%,9.01%,4.26%,2.35%,-15.44%,0.77%,1.21%,3.65%,,,0.42次,0.50次,0.37次,0.32次,0.49次,0.63次,0.86次,0.59次,0.61次
sh601669,,,87.91%,88.78%,80.64%,80.80%,82.15%,83.24%,82.79%,82.86%,79.38%,,,3.35%,3.18%,3.47%,3.43%,3.59%,3.16%,2.75%,3.17%,3.02%,,,24.28%,29.19%,23.04%,14.09%,14.10%,13.49%,10.80%,12.30%,10.66%,,,0.85次,0.91次,0.80次,0.74次,0.70次,0.64次,0.61次,0.53次,0.50次
sz002029,,,31.28%,31.66%,36.06%,21.67%,32.25%,29.36%,31.47%,33.63%,35.59%,,,10.93%,13.15%,14.20%,16.27%,13.61%,12.31%,11.26%,10.52%,11.13%,,,15.91%,19.12%,23.16%,18.06%,8.58%,6.17%,5.57%,5.24%,5.96%,,,1.03次,0.97次,1.04次,0.80次,0.45次,0.35次,0.35次,0.34次,0.37次
sh603203,,,,,24.20%,50.94%,20.50%,18.33%,16.39%,11.75%,18.86%,,,,,24.78%,29.55%,32.03%,34.24%,35.48%,36.06%,36.38%,,,,,24.11%,42.25%,35.88%,35.34%,33.04%,37.36%,19.62%,,,,,1.37次,0.73次,0.71次,0.82次,0.77次,0.56次,0.45次
sh600774,,,62.17%,63.77%,61.22%,60.44%,60.53%,58.53%,58.41%,59.93%,59.22%,,,0.85%,0.99%,1.22%,1.43%,0.53%,2.57%,0.66%,0.47%,1.51%,,,1.19%,2.75%,3.16%,4.31%,3.13%,3.56%,1.80%,2.04%,2.84%,,,0.42次,0.48次,0.53次,0.55次,0.60次,0.57次,0.60次,0.56次,0.59次
sh603683,,,,,,65.81%,53.62%,46.32%,25.12%,30.23%,32.35%,,,,,,6.97%,8.64%,8.65%,7.69%,8.00%,5.96%,,,,,,34.66%,31.32%,25.44%,13.74%,11.66%,7.77%,,,,,,2.69次,1.49次,1.48次,1.16次,1.04次,0.78次
sz000793,,,27.34%,28.88%,31.66%,35.82%,35.00%,32.86%,26.24%,25.43%,35.84%,,,12.07%,12.43%,13.38%,13.03%,24.08%,26.56%,20.68%,22.77%,12.37%,,,7.54%,9.75%,10.04%,9.54%,19.78%,19.93%,10.34%,9.52%,2.88%,,,0.65次,0.80次,0.78次,0.73次,0.57次,0.44次,0.37次,0.35次,0.23次
sz002728,,,45.60%,32.41%,20.38%,26.50%,22.80%,10.90%,49.67%,44.70%,45.94%,,,11.92%,19.13%,22.84%,23.06%,23.50%,23.26%,15.70%,14.45%,15.48%,,,25.86%,34.83%,35.85%,31.54%,25.67%,15.71%,10.53%,11.21%,11.40%,,,2.13次,1.13次,1.14次,1.02次,0.81次,0.54次,0.43次,0.41次,0.39次
sh600089,,,57.78%,46.41%,58.19%,64.57%,68.51%,64.55%,64.89%,63.44%,59.31%,,,10.70%,9.35%,6.80%,4.59%,4.72%,5.02%,5.41%,6.25%,6.90%,,,25.83%,18.37%,9.97%,7.39%,9.40%,8.91%,9.33%,9.78%,8.24%,,,0.87次,0.84次,0.63次,0.54次,0.63次,0.66次,0.58次,0.55次,0.48次
sz002250,,,43.09%,48.22%,34.27%,44.56%,41.21%,39.84%,34.10%,26.78%,34.84%,,,9.67%,10.29%,11.58%,12.43%,13.47%,14.00%,16.08%,8.69%,5.05%,,,19.19%,25.48%,20.71%,18.90%,18.46%,17.98%,16.61%,6.25%,3.68%,,,1.13次,1.32次,1.15次,0.89次,0.80次,0.77次,0.66次,0.50次,0.56次
sh600668,,,48.70%,41.66%,41.04%,40.74%,40.85%,40.54%,36.01%,36.11%,32.36%,,,6.13%,11.33%,19.01%,11.40%,11.01%,14.16%,9.88%,12.98%,13.70%,,,7.95%,13.11%,20.81%,11.26%,12.42%,14.86%,9.47%,12.56%,13.94%,,,0.69次,0.63次,0.69次,0.61次,0.72次,0.65次,0.61次,0.62次,0.69次
sz300254,,,54.68%,46.74%,17.28%,21.28%,29.64%,30.32%,33.32%,33.35%,36.05%,,,11.86%,15.02%,11.37%,9.14%,6.83%,8.55%,4.25%,5.03%,3.29%,,,25.77%,35.92%,11.81%,4.39%,4.50%,6.60%,3.40%,3.79%,2.67%,,,1.01次,1.18次,0.63次,0.47次,0.54次,0.58次,0.55次,0.54次,0.64次
sh603776,,,,,,70.74%,68.71%,55.32%,55.12%,58.53%,34.72%,,,,,,13.68%,15.93%,17.95%,15.07%,15.05%,48.97%,,,,,,61.54%,46.75%,39.85%,24.21%,23.86%,52.00%,,,,,,1.31次,0.84次,0.66次,0.72次,0.68次,0.55次
sh603709,,,,,,,86.18%,74.61%,70.98%,65.26%,62.82%,,,,,,,3.01%,8.13%,13.88%,12.37%,10.54%,,,,,,,33.48%,70.04%,83.73%,69.28%,51.63%,,,,,,,2.64次,1.72次,1.91次,1.90次,1.89次
sz300627,,,,,,70.89%,61.26%,51.95%,39.89%,38.48%,31.87%,,,,,,3.34%,-6.64%,10.49%,14.68%,21.32%,19.08%,,,,,,15.57%,-42.05%,30.64%,27.78%,37.24%,20.79%,,,,,,2.52次,1.27次,1.22次,1.11次,1.10次,0.82次
sz300172,,,43.03%,40.53%,17.38%,21.31%,28.19%,28.18%,31.14%,33.65%,38.42%,,,14.94%,16.12%,19.15%,15.31%,12.76%,14.34%,17.10%,18.09%,18.15%,,,26.42%,25.91%,6.53%,7.22%,8.21%,9.30%,10.39%,10.28%,10.26%,,,0.89次,0.92次,0.38次,0.37次,0.47次,0.48次,0.43次,0.40次,0.36次
sh600871,,,22.97%,21.07%,21.13%,23.24%,33.24%,77.00%,71.12%,88.67%,103.40%,,,2.89%,7.50%,4.16%,-2.13%,-8.23%,1.30%,0.04%,-37.54%,-21.83%,,,5.57%,15.97%,9.68%,-4.11%,-18.59%,4.98%,0.10%,-97.19%,-335.78%,,,1.51次,1.66次,1.84次,1.50次,1.62次,2.06次,0.72次,0.54次,0.71次
sh600650,,,22.27%,28.65%,23.16%,23.58%,24.79%,23.89%,23.59%,21.27%,19.67%,,,19.33%,18.41%,15.35%,11.25%,13.25%,12.26%,12.21%,12.10%,12.93%,,,14.47%,14.36%,11.83%,8.76%,10.84%,9.43%,7.65%,7.04%,7.48%,,,0.60次,0.64次,0.63次,0.66次,0.65次,0.64次,0.52次,0.50次,0.53次
sz002856,,,,,71.30%,73.91%,70.38%,69.65%,74.15%,68.85%,53.42%,,,,,4.86%,4.93%,4.75%,4.91%,4.39%,5.49%,4.50%,,,,,40.98%,39.25%,25.38%,17.14%,17.19%,16.65%,7.53%,,,,,3.83次,2.15次,1.57次,1.05次,1.08次,0.86次,0.76次
sz300127,,,35.16%,5.45%,5.74%,6.26%,7.26%,8.47%,6.84%,6.72%,5.49%,,,16.30%,16.19%,25.55%,15.80%,15.74%,19.19%,24.51%,28.17%,36.88%,,,21.01%,14.41%,15.03%,7.85%,5.67%,7.33%,9.13%,11.12%,16.87%,,,0.83次,0.52次,0.55次,0.45次,0.33次,0.35次,0.34次,0.36次,0.42次
sh603717,,,,,,55.14%,61.36%,57.99%,65.04%,59.40%,46.01%,,,,,,9.15%,9.09%,12.22%,11.96%,13.31%,12.80%,,,,,,34.48%,31.11%,29.70%,22.24%,20.14%,11.14%,,,,,,2.36次,1.31次,0.93次,0.70次,0.57次,0.49次
sh600861,,,23.79%,26.87%,25.75%,32.79%,35.44%,47.65%,48.37%,46.27%,39.44%,,,5.52%,4.38%,4.19%,4.23%,4.11%,4.90%,4.10%,3.54%,3.74%,,,4.40%,3.67%,3.94%,4.22%,4.29%,4.59%,4.73%,3.81%,3.56%,,,0.61次,0.64次,0.71次,0.73次,0.72次,0.55次,0.60次,0.57次,0.53次
sz300233,,,59.35%,60.82%,31.42%,33.63%,35.16%,37.45%,34.36%,33.35%,19.70%,,,13.96%,13.78%,7.10%,5.21%,7.11%,10.34%,14.36%,11.00%,10.41%,,,33.13%,31.86%,8.39%,4.30%,6.47%,10.16%,14.19%,11.72%,8.46%,,,0.89次,0.92次,0.67次,0.56次,0.60次,0.63次,0.62次,0.67次,0.78次
sz000059,,,71.00%,75.06%,73.56%,77.44%,74.58%,71.90%,69.19%,64.67%,59.11%,,,7.13%,1.72%,2.24%,0.06%,-0.39%,-4.39%,1.17%,6.35%,5.76%,,,3.20%,6.13%,12.03%,0.27%,-0.02%,-24.90%,3.49%,19.11%,15.87%,,,0.14次,1.00次,1.36次,1.18次,1.36次,1.22次,1.02次,0.95次,1.08次
sz002340,,,63.82%,45.25%,44.06%,60.79%,65.72%,59.11%,57.44%,62.24%,64.51%,,,15.50%,15.03%,13.08%,10.17%,4.83%,6.62%,4.27%,3.82%,6.07%,,,22.33%,8.87%,10.12%,6.13%,6.32%,6.10%,3.42%,3.95%,8.43%,,,0.58次,0.42次,0.31次,0.28次,0.49次,0.40次,0.37次,0.45次,0.52次
sh600012,,,42.23%,35.97%,35.08%,35.41%,35.31%,26.73%,26.64%,28.20%,29.25%,,,41.23%,40.85%,42.19%,37.71%,39.36%,37.09%,39.86%,36.37%,37.94%,,,13.08%,13.60%,14.39%,11.81%,12.54%,11.83%,11.95%,11.16%,12.12%,,,0.20次,0.22次,0.23次,0.21次,0.20次,0.20次,0.21次,0.20次,0.21次
sz300081,,,60.95%,14.74%,23.87%,28.44%,16.13%,10.17%,15.72%,9.45%,4.11%,,,4.11%,2.26%,1.59%,2.58%,-6.37%,1.20%,0.25%,0.85%,21.65%,,,31.80%,4.43%,1.94%,3.92%,-6.77%,1.36%,1.34%,0.66%,4.95%,,,2.98次,1.55次,0.98次,0.97次,0.87次,0.73次,0.51次,0.36次,0.24次
sz002385,,,53.79%,21.33%,24.21%,24.97%,35.51%,40.32%,33.14%,34.28%,38.90%,,,7.07%,5.98%,6.74%,6.65%,4.70%,4.40%,4.40%,5.56%,7.03%,,,39.27%,13.52%,15.11%,18.07%,17.41%,14.87%,10.84%,9.88%,13.16%,,,2.28次,1.77次,1.78次,2.04次,2.39次,1.97次,1.32次,1.16次,1.09次
sz000818,,,106.37%,31.60%,25.20%,25.06%,29.57%,23.83%,16.28%,12.99%,31.47%,,,-104.84%,64.27%,4.10%,0.92%,-3.51%,2.99%,4.69%,4.28%,7.71%,,,-264.27%,269.42%,7.33%,0.91%,-4.36%,4.39%,5.95%,5.16%,10.72%,,,0.35次,0.71次,1.11次,1.00次,0.97次,1.09次,0.98次,0.99次,1.05次
sh600782,,,65.80%,67.96%,69.91%,73.56%,74.54%,71.97%,69.65%,68.90%,58.21%,,,0.86%,1.10%,0.45%,-2.91%,0.36%,1.32%,0.21%,1.68%,6.28%,,,2.20%,4.37%,1.99%,-12.95%,1.45%,5.19%,0.75%,6.03%,29.86%,,,0.93次,1.38次,1.44次,1.20次,1.08次,1.04次,0.86次,1.06次,1.60次
sz002472,,,65.51%,18.00%,23.04%,23.30%,33.51%,35.25%,25.05%,22.82%,54.43%,,,13.24%,15.51%,17.01%,14.13%,6.79%,9.66%,9.79%,10.66%,9.11%,,,24.31%,22.46%,12.29%,8.24%,4.74%,8.16%,8.50%,6.34%,7.84%,,,0.61次,0.69次,0.57次,0.44次,0.50次,0.55次,0.45次,0.45次,0.46次
sh601727,,,67.57%,64.87%,64.71%,65.73%,66.97%,68.36%,69.39%,67.18%,64.52%,,,5.76%,6.17%,6.58%,5.79%,5.59%,6.15%,6.21%,5.48%,6.29%,,,11.38%,11.13%,11.77%,8.98%,7.86%,7.65%,5.87%,4.94%,5.32%,,,0.67次,0.67次,0.67次,0.68次,0.64次,0.56次,0.51次,0.47次,0.42次
sz002253,,,14.07%,18.38%,12.91%,16.29%,12.42%,17.60%,18.17%,13.43%,11.28%,,,26.80%,30.01%,30.19%,31.73%,27.94%,6.70%,14.18%,13.57%,18.36%,,,8.98%,10.55%,11.81%,8.03%,8.53%,1.35%,3.72%,3.04%,3.52%,,,0.29次,0.31次,0.25次,0.22次,0.26次,0.22次,0.20次,0.20次,0.18次
sz002756,,,34.04%,41.04%,49.10%,32.40%,21.55%,15.46%,11.09%,11.42%,14.85%,,,8.58%,6.43%,4.12%,4.71%,6.15%,6.57%,6.59%,8.02%,8.72%,,,32.23%,30.65%,23.95%,19.45%,17.01%,16.73%,9.39%,8.54%,10.96%,,,4.30次,2.86次,3.11次,2.40次,2.00次,2.06次,1.28次,0.94次,1.09次
sh601398,,,94.24%,93.89%,93.81%,93.57%,93.24%,92.54%,91.89%,91.79%,91.79%,,,41.80%,43.60%,43.86%,44.45%,44.60%,41.93%,39.81%,41.29%,39.57%,,,20.14%,22.79%,23.44%,23.02%,21.92%,19.96%,17.10%,15.24%,14.35%,,,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次,0.03次
sz002161,,,23.15%,26.47%,6.03%,19.53%,8.48%,12.32%,13.53%,23.27%,26.17%,,,25.13%,33.94%,36.36%,28.32%,8.81%,8.55%,2.13%,7.82%,0.33%,,,12.83%,19.17%,12.11%,8.96%,2.76%,3.22%,1.18%,2.52%,0.09%,,,0.40次,0.43次,0.29次,0.29次,0.32次,0.39次,0.28次,0.24次,0.23次
sz002258,,,4.78%,7.88%,11.64%,16.32%,26.01%,31.20%,39.32%,26.32%,38.27%,,,25.66%,16.11%,9.54%,9.32%,7.97%,7.23%,9.72%,11.28%,14.23%,,,12.41%,8.74%,7.91%,9.10%,9.96%,8.26%,11.27%,10.98%,18.11%,,,0.46次,0.50次,0.85次,0.92次,0.88次,0.69次,0.65次,0.70次,0.81次
sh601882,,,,,64.83%,57.44%,57.73%,54.59%,46.59%,43.49%,45.08%,,,,,3.85%,9.31%,4.04%,8.06%,5.96%,6.36%,8.10%,,,,,7.34%,11.79%,4.16%,8.99%,4.67%,6.33%,9.20%,,,,,1.07次,0.49次,0.43次,0.49次,0.51次,0.54次,0.63次
sh603501,,,,,,58.41%,55.18%,54.74%,55.58%,50.85%,57.85%,,,,,,8.58%,11.15%,6.96%,5.44%,6.08%,5.13%,,,,,,39.11%,46.27%,24.52%,19.86%,19.53%,13.39%,,,,,,3.22次,1.62次,1.46次,1.52次,1.39次,1.08次
sz300093,,,32.15%,19.07%,21.39%,28.83%,40.60%,45.19%,46.25%,31.75%,41.96%,,,16.38%,14.79%,12.75%,7.63%,2.92%,4.45%,1.32%,1.33%,2.98%,,,15.44%,8.73%,5.49%,3.26%,1.37%,2.23%,0.53%,0.53%,2.03%,,,0.67次,0.42次,0.34次,0.32次,0.30次,0.29次,0.22次,0.24次,0.43次
sz300606,,,,,39.96%,34.51%,35.73%,30.55%,27.68%,23.09%,15.07%,,,,,13.34%,11.90%,14.32%,12.65%,15.76%,18.25%,21.30%,,,,,51.30%,24.68%,25.27%,18.41%,17.20%,18.07%,12.61%,,,,,2.23次,1.07次,1.00次,0.97次,0.78次,0.74次,0.57次
sh600580,,,46.30%,36.16%,43.60%,41.57%,56.33%,57.72%,64.65%,65.34%,63.95%,,,10.14%,8.39%,4.14%,5.41%,7.10%,6.91%,4.59%,3.23%,6.66%,,,18.13%,11.14%,4.55%,4.68%,10.68%,12.12%,9.31%,4.99%,12.31%,,,0.98次,0.86次,0.71次,0.52次,0.84次,0.74次,0.79次,0.59次,0.61次
sz300054,,,38.58%,11.42%,6.87%,18.80%,18.99%,16.75%,16.82%,17.56%,6.98%,,,16.69%,17.10%,21.75%,22.25%,18.00%,17.12%,17.77%,19.73%,20.16%,,,30.61%,8.47%,8.70%,10.03%,9.81%,12.18%,12.76%,12.85%,10.02%,,,1.08次,0.56次,0.36次,0.41次,0.43次,0.62次,0.63次,0.55次,0.49次
sz300010,,,15.32%,22.76%,24.15%,22.37%,29.00%,28.90%,34.96%,28.52%,31.65%,,,14.24%,15.52%,15.08%,9.97%,11.80%,13.36%,12.96%,15.94%,9.31%,,,19.46%,9.79%,11.48%,6.12%,7.80%,9.71%,8.43%,7.12%,3.74%,,,0.73次,0.58次,0.61次,0.52次,0.54次,0.54次,0.44次,0.37次,0.27次
sh600421,,,307.62%,304.00%,393.04%,127.89%,91.40%,80.13%,75.40%,64.59%,67.05%,,,289.40%,-110.78%,-187.55%,243.45%,12.49%,8.33%,3.86%,11.10%,-36.00%,,,0.00%,0.00%,12.74%,-110.33%,-38.09%,49.63%,3.37%,44.28%,-180.36%,,,0.24次,0.19次,0.17次,0.43次,0.65次,0.33次,0.32次,0.39次,0.49次
sz002586,,,69.15%,67.93%,53.02%,56.22%,62.18%,52.78%,63.10%,69.44%,49.93%,,,4.98%,5.91%,5.96%,6.39%,6.33%,6.04%,3.39%,4.14%,7.60%,,,24.93%,26.49%,13.60%,10.49%,10.72%,7.11%,4.03%,5.76%,5.97%,,,1.37次,1.34次,1.01次,0.73次,0.69次,0.61次,0.48次,0.44次,0.40次
sh600854,,,15.50%,22.26%,31.37%,32.08%,26.93%,26.58%,22.71%,17.65%,26.04%,,,-2.09%,-42.59%,1.16%,0.29%,2.83%,-1.68%,2.36%,-6.51%,-3.70%,,,0.64%,-16.34%,0.99%,0.64%,1.63%,0.58%,0.58%,0.63%,0.91%,,,0.30次,0.41次,0.37次,0.27次,0.36次,0.18次,0.10次,0.08次,0.34次
sh600128,,,53.77%,59.32%,50.06%,45.62%,45.25%,51.21%,43.95%,46.64%,51.53%,,,1.57%,2.65%,3.27%,2.23%,1.99%,1.97%,1.84%,0.89%,0.45%,,,2.81%,6.03%,7.40%,4.85%,4.94%,4.86%,4.42%,1.51%,0.88%,,,0.92次,1.00次,1.05次,1.19次,1.37次,1.32次,1.20次,0.99次,1.32次
sh600090,,,52.82%,46.32%,47.58%,40.95%,28.75%,42.12%,42.76%,18.48%,16.17%,,,3.89%,11.45%,10.96%,8.45%,14.69%,8.37%,5.33%,6.13%,5.90%,,,1.58%,11.51%,14.96%,3.35%,21.95%,8.44%,2.80%,10.30%,9.11%,,,0.90次,0.93次,1.01次,1.02次,1.02次,0.85次,0.86次,2.06次,1.36次
sz002687,,,35.12%,43.00%,43.45%,16.70%,18.09%,26.26%,24.33%,24.07%,27.62%,,,13.42%,17.40%,15.98%,14.90%,11.25%,12.25%,9.02%,9.73%,9.82%,,,18.06%,27.96%,29.98%,16.00%,6.88%,8.39%,6.24%,6.40%,7.50%,,,1.66次,0.97次,1.06次,0.73次,0.50次,0.51次,0.49次,0.50次,0.55次
sh603559,,,,,57.73%,52.64%,50.11%,48.06%,44.89%,34.53%,39.75%,,,,,9.79%,11.10%,10.38%,9.96%,9.93%,8.61%,5.10%,,,,,22.28%,22.83%,16.18%,14.67%,14.60%,13.11%,5.31%,,,,,1.71次,0.86次,0.74次,0.74次,0.77次,0.75次,0.65次
sz000792,,,46.07%,44.41%,49.23%,58.32%,66.53%,71.61%,69.67%,68.21%,73.02%,,,45.87%,37.61%,41.57%,33.27%,13.17%,12.71%,5.00%,2.02%,-36.65%,,,40.84%,32.93%,19.93%,17.07%,6.51%,7.59%,3.13%,1.44%,-17.34%,,,0.52次,0.49次,0.34次,0.23次,0.17次,0.17次,0.15次,0.13次,0.14次
sh600218,,,44.41%,46.83%,50.95%,54.20%,55.43%,53.55%,39.63%,44.10%,47.77%,,,2.48%,3.54%,0.94%,0.72%,1.10%,1.30%,2.66%,3.14%,1.88%,,,5.64%,8.84%,2.33%,1.83%,3.31%,3.30%,5.27%,5.15%,3.24%,,,1.28次,1.37次,1.16次,1.16次,1.29次,1.09次,1.04次,0.92次,0.89次
sz000662,,,22.57%,33.00%,37.58%,41.14%,32.95%,30.79%,15.95%,12.12%,21.71%,,,0.81%,-19.43%,-39.44%,2.23%,-12.29%,1.25%,-0.66%,25.09%,34.48%,,,0.32%,-10.07%,-26.12%,2.28%,-10.53%,1.69%,-0.44%,8.48%,10.84%,,,0.34次,0.37次,0.43次,0.51次,0.51次,0.58次,0.59次,0.40次,0.26次
sh601628,,,82.65%,85.08%,87.79%,88.25%,88.72%,87.21%,86.68%,88.59%,88.77%,,,9.66%,8.70%,4.80%,2.78%,5.90%,7.29%,6.88%,3.56%,5.01%,,,17.13%,16.02%,9.16%,5.38%,11.22%,12.83%,11.56%,6.16%,10.49%,,,0.31次,0.29次,0.26次,0.23次,0.22次,0.21次,0.22次,0.21次,0.23次
sh601339,,,51.79%,54.81%,45.96%,33.18%,30.08%,35.92%,39.45%,36.77%,37.74%,,,15.75%,19.44%,19.98%,5.27%,11.88%,10.25%,6.46%,11.06%,8.19%,,,28.73%,42.16%,30.85%,5.37%,8.46%,7.44%,4.89%,8.62%,6.69%,,,0.63次,0.88次,0.77次,0.62次,0.49次,0.48次,0.47次,0.48次,0.51次
sh600429,,,31.99%,36.26%,48.28%,46.32%,52.51%,59.17%,23.87%,34.98%,33.84%,,,-5.75%,1.67%,0.79%,0.11%,-7.61%,0.86%,1.67%,2.28%,1.29%,,,-15.17%,2.99%,2.76%,1.83%,-13.40%,3.45%,1.60%,1.93%,1.59%,,,1.21次,0.97次,0.98次,1.00次,1.06次,1.17次,0.77次,0.77次,0.80次
sz002289,,,38.66%,44.61%,55.99%,77.37%,59.92%,57.33%,81.98%,56.40%,35.81%,,,6.61%,3.81%,2.42%,-12.72%,0.74%,-11.77%,-32.63%,2.08%,-32.61%,,,13.24%,6.17%,4.42%,-30.12%,1.31%,-22.67%,-98.18%,5.10%,-23.83%,,,0.98次,0.94次,0.86次,0.72次,0.53次,0.71次,0.95次,0.57次,0.38次
