code,name,pe,roe2013,roe2014,roe2015,roe2016,roe2017,roe2018
00897,位元堂,3.784,0,8.91,5.93,1.09,-,-
01661,智美体育,18.421,21.63,23.18,4.61,7.80,8.38,0
01387,人和商业,-1.0,-,-,-,-,-,0
00864,永利地产发展,0.0,4.47,8.29,2.54,-,4.61,0
01062,国开国际投资,7.29,1.71,4.36,9.27,6.87,11.90,0
00675,坚宝国际,1000.0,10.21,4.17,0.06,-,3.11,0
00426,万华媒体,0.0,0,14.87,-,-,-,-
00018,东方报业集团,40.435,0,3.09,2.29,2.07,6.58,6.43
00880,澳博控股,22.263,32.93,27.18,10.57,9.40,7.73,0
01371,华彩控股,-3.714,7.41,5.68,-,-,-,0
00401,万嘉集团,-6.667000000000001,0,4.68,-,-,-,-
00219,顺豪物业,0.0,11.05,13.92,3.08,6.58,12.00,0
00093,TERMＢRAY IND,-2.2359999999999998,0,3.46,-,-,-,8.69
06838,盈利时,0.0,9.07,8.63,14.43,8.89,17.89,0
03889,大成糖业,-0.264,-,-,-,-,120.22,0
01213,万保刚集团,0.0,0,0.61,4.69,2.30,-,-
00838,亿和控股,7.946000000000001,2.64,11.87,7.85,2.07,5.00,0
00141,大中华集团,0.0,3.81,10.88,0.11,13.83,7.39,0
02317,味丹国际,12.419,0.55,-,4.39,7.99,6.68,0
00529,SIS INT'L,0.0,11.33,7.41,9.45,8.35,11.37,0
00996,嘉年华国际,35.556,-,0.94,2.32,1.75,4.03,0
00065,弘海高新资源,0.0,-,-,-,-,-,0
00834,康大食品,0.0,0.94,-,-,0.97,-,0
00604,深圳控股,6.797999999999999,10.81,10.27,8.61,9.66,11.94,0
00815,中国白银集团,4.726,24.55,32.94,-,14.56,10.90,0
02088,西王置业,-18.333,-,-,-,-,-,0
01828,大昌行集团,13.369000000000002,10.02,8.05,6.30,5.85,7.91,0
02722,重庆机电,4.888999999999999,9.18,8.76,6.84,6.70,4.91,0
00588,北京北辰实业股份,9.481,5.19,4.88,4.58,4.69,7.56,0
00583,长城环亚控股,7.143,7.21,4.39,9.53,102.17,13.18,0
01080,胜利管道,-1.5759999999999998,0.86,-,-,-,-,0
00422,越南制造加工出口,0.0,-,-,-,-,-,0
03818,中国动向,7.644,2.44,8.85,8.42,9.01,8.39,0
00898,万事昌国际,0.0,15.98,9.97,12.48,9.10,10.06,0
00253,顺豪控股,0.0,10.03,12.80,2.91,6.27,11.49,0
00250,中国数码信息,30.666999999999998,-,-,2.75,2.76,0.63,0
02349,中国城市基础设施,0.0,4.84,1.65,-,-,-,0
02342,京信通信,12.299000000000001,-,4.07,5.83,4.43,0.73,0
02000,晨讯科技,12.6,-,1.25,3.41,3.81,5.26,0
00469,凯普松国际,0.0,0.70,-,0.59,2.29,-,0
03999,大成食品,0.0,-,-,-,3.62,1.89,0
01120,雅视光学,0.0,3.62,-,-,45.92,-,0
00044,香港飞机工程,11.796,10.25,9.44,7.89,15.79,-,0
00900,Aeon信贷财务,10.988,13.25,9.46,0,0,10.90,12.35
00905,环球大通投资,0.0,27.05,-,-,-,5.10,0
00770,SHANGHAI GROWTH,0.0,-,18.90,-,-,-,0
01428,耀才证券金融,10.780999999999999,0,16.60,12.55,15.98,12.36,19.57
00177,江苏宁沪高速公路,15.993,13.82,10.60,12.24,15.07,15.25,0
02878,SOLOMON SYSTECH,-14.318,1.13,-,-,-,-,0
00755,上海证大,-2.7969999999999997,1.27,-,-,-,0.91,0
00114,HERALD HOLD,0.0,0,3.14,1.98,4.84,6.37,-
01070,ＴＣＬ多媒体,205.78900000000002,-,5.25,0.60,2.83,10.68,0
00139,中国软实力,-0.385,-,3.22,-,-,-,0
00131,卓能（集团）,0.0,2.48,8.40,4.85,6.12,7.86,0
01260,皓天财经集团,5.931,0,24.92,27.48,19.68,20.38,9.96
00655,香港华人有限公司,11.960999999999999,0,3.02,6.28,2.18,0.45,2.92
00280,景福集团,0.0,0,-,-,-,-,-
00280,景福集团,0.0,0,-,-,-,-,-
00280,景福集团,0.0,0,-,-,-,-,-
00280,景福集团,0.0,0,-,-,-,-,-
00030,万隆控股集团,-12.0,0,-,-,-,-,-
00030,万隆控股集团,-12.0,0,-,-,-,-,-
00030,万隆控股集团,-12.0,0,-,-,-,-,-
00030,万隆控股集团,-12.0,0,-,-,-,-,-
01623,海隆控股,9.292,12.98,13.63,5.33,3.83,3.69,0
01623,海隆控股,9.292,12.98,13.63,5.33,3.83,3.69,0
01623,海隆控股,9.292,12.98,13.63,5.33,3.83,3.69,0
01623,海隆控股,9.292,12.98,13.63,5.33,3.83,3.69,0
00431,大中华金融,-0.7829999999999999,-,-,10.00,-,3.64,0
00431,大中华金融,-0.7829999999999999,-,-,10.00,-,3.64,0
00431,大中华金融,-0.7829999999999999,-,-,10.00,-,3.64,0
00431,大中华金融,-0.7829999999999999,-,-,10.00,-,3.64,0
00209,瀛晟科学,-1.3159999999999998,-,-,-,-,-,0
00201,华大酒店,0.0,11.77,14.71,3.80,3.53,3.84,0
02319,蒙牛乳业,34.801,10.62,10.94,10.69,-,9.06,0
00411,南顺（香港）,0.0,8.54,8.73,6.81,11.74,14.41,0
00310,嘉进投资国际,0.0,-,-,4.73,-,0.05,0
00885,仁天科技控股,64.0,-,48.29,1.81,4.82,5.28,0
02038,富智康集团,8.467,2.10,4.32,6.11,3.88,-,0
00263,高富集团控股,0.0,-,13.04,20.05,-,-,0
02371,中国创联教育,-1.1,1.45,4.29,-,-,-,0
00730,首长四方(集团),-5.966,0.76,1.16,-,-,-,0
00958,华能新能源,11.974,6.51,6.96,10.45,13.20,12.24,0
00166,新时代能源,0.0,0.09,-,-,-,2.89,0
00163,英皇国际,-3.4619999999999997,0,7.45,3.51,-,13.63,11.45
00743,亚洲水泥（中国）,-22.807,8.91,8.04,-,1.43,6.08,0
00686,联合光伏,5.579,-,17.49,16.97,14.72,2.60,0
00128,安宁控股,-14.308,2.09,2.43,-,-,-,0
00121,卜蜂莲花,-3.7039999999999997,-,-,-,-,10.60,0
00297,中化化肥,25.405,-,1.72,1.70,-,-,0
00132,中国兴业控股,0.0,-,8.14,0.59,-,3.06,0
01047,毅兴行,0.0,4.64,0.69,5.07,-,7.48,0
00775,长江生命科技,17.333,4.60,5.65,5.32,5.94,5.60,0
00640,星谦发展,0.0,12.57,12.23,11.49,8.67,-,0
00513,恒和集团,0.0,4.79,2.73,7.06,-,5.31,0
00403,星光集团,0.0,0,2.69,0.49,11.55,-,-
00099,王氏国际,0.0,4.93,28.71,22.71,15.68,13.65,0
00214,汇汉控股,0.0,0,8.35,5.22,5.29,8.70,6.50
01355,朸濬国际,-2.5140000000000002,-,-,-,-,-,0
03778,中国织材控股,45.385,5.10,-,3.03,3.22,9.83,0
00493,国美电器,9.529,5.60,7.57,6.78,1.45,-,0
01393,恒鼎实业,-0.191,-,-,-,-,-,0
01255,港大零售,0.0,6.84,3.77,-,-,-,0
03322,永嘉集团,3.49,6.73,1.48,10.69,6.44,0.95,0
00641,恒天立信,0.0,6.45,9.14,12.10,6.84,17.25,0
00569,中国自动化,-9.836,4.04,1.88,-,-,-,0
00211,STYLAND HOLD,0.0,0,19.97,18.06,0.22,0.93,-
00423,经济日报集团,0.0,0,3.51,5.54,6.87,3.46,8.11
00794,锦胜集团（控股）,-5.495,0,6.13,8.32,-,3.51,14.54
02668,百德国际,0.0,0,-,-,-,7.62,0
00272,瑞安房地产,14.745999999999999,5.88,4.70,2.15,2.91,4.36,0
02607,上海医药,16.523,8.53,9.31,9.61,10.11,10.35,0
00361,顺龙控股,0.0,4.52,2.67,-,-,-,0
00712,卡姆丹克太阳能,-0.247,-,-,-,-,-,0
00929,国际精密,14.085999999999999,0.13,6.38,6.01,7.40,6.75,0
00329,三龙国际,0.0,57.63,39.10,3.75,-,10.98,0
02288,宏基资本,0.0,0,34.08,9.46,-,4.81,2.70
00383,中国医疗网络,-4.032,-,50.90,13.81,-,-,0
00387,力丰（集团）,0.0,1.91,6.46,5.97,6.10,5.40,0
00204,中国投资开发,-7.0,0,-,-,-,-,-
00185,正恒国际控股,0.0,0,-,-,-,11.05,0
00723,永保林业,0.0,0,-,-,-,-,15.81
00913,合一投资,0.0,19.59,45.74,10.80,-,-,0
00355,世纪城市国际,700.0,2.55,2.31,0.05,1.59,4.23,0
00335,美建集团,0.0,0,11.29,18.27,23.68,9.52,6.57
00046,科联系统,13.942,11.67,11.54,10.29,11.40,11.99,0
00800,Ａ８新媒体,25.0,1.25,1.35,2.10,2.21,1.79,0
01152,新融宇集团,0.0,-,-,-,-,-,0
01026,环球实业科技,0.0,-,5.89,-,-,0.53,0
00374,四洲集团,0.0,0,12.05,10.02,3.35,3.81,21.70
00356,鼎立资本,93.0,23.42,-,1.05,3.13,3.72,0
02340,新昌管理集团,0.0,15.36,18.44,19.70,-,-,0
03663,协众国际控股,0.0,7.74,5.13,5.15,5.31,-,0
00157,自然美,8.971,7.39,9.24,18.68,22.67,16.19,0
02728,裕华能源（新）,-18.570999999999998,2.14,2.83,-,6.86,10.96,0
01708,三宝科技,14.362,12.54,12.28,9.85,10.80,10.71,0
00925,北京建设,10.789000000000001,20.44,4.01,6.56,3.15,6.81,0
00896,兴胜创建,1.725,0,11.55,24.04,23.57,16.86,16.54
00889,连达科技控股,144.444,4.78,4.51,0.39,3.01,5.51,0
00889,连达科技控股,144.444,4.78,4.51,0.39,3.01,5.51,0
00889,连达科技控股,144.444,4.78,4.51,0.39,3.01,5.51,0
00889,连达科技控股,144.444,4.78,4.51,0.39,3.01,5.51,0
00506,中国食品,147.857,-,-,0.99,9.15,39.89,0
01059,看通集团,0.0,2.40,0.07,0.26,-,-,0
00665,海通国际,11.069,10.75,11.85,12.05,7.48,11.94,0
00396,兴利（香港）控股,0.0,1.25,7.05,4.16,2.67,2.20,0
00037,远东酒店实业,-19.444000000000003,0,-,-,-,-,2.53
00445,中国消防,54.167,-,-,1.85,1.64,1.60,0
00339,安利时投资,-2.66,-,1.22,-,-,-,0
00017,新世界发展,11.287,10.17,6.09,10.68,4.83,4.12,0
00040,金山工业,0.0,0,-,3.66,1.41,1.59,1.34
00274,中富资源,-2.833,-,226.65,11.06,-,-,0
00266,天德地产,0.0,0,10.30,9.01,5.65,-,1.47
00519,实力建业,3.005,-,-,1.61,38.70,23.33,0
00115,钧濠集团,0.247,-,-,67.65,2.80,12.79,0
00158,万邦投资,0.0,10.13,0.21,9.30,4.51,19.91,0
00169,万达酒店发展,-63.846000000000004,35.32,-,-,-,-,0
00122,鳄鱼恤,750.0,16.93,7.04,3.28,0.03,5.38,0
00136,恒腾网络,-88.333,0,516.64,-,0.54,10.93,0
00092,CHAMPION TECH,-106.25,0.80,0.03,0.10,-,-,0
00110,中国长远,0.0,-,-,-,-,-,0
00852,海峡石油化工,28.947,27.06,-,3.03,14.01,1.54,0
00865,建德国际控股,0.0,9.93,5.89,7.64,-,3.51,0
00676,创信国际,0.0,1.11,1.17,1.47,0.27,0.68,0
00277,太兴置业,0.0,0,7.12,7.11,-,-,2.95
00080,中国新经济投资,0.0,4.38,30.13,-,10.23,-,0
00091,标准资源控股,-0.106,-,-,-,-,-,0
01107,当代置业,3.4619999999999997,21.39,18.22,15.35,14.29,13.64,0
00287,永发置业,0.0,0,4.24,9.56,0.49,6.28,30.91
00281,川河集团,4.872,13.01,8.82,7.80,11.91,9.54,0
00536,贸易通,11.845,21.59,19.67,22.57,22.62,20.91,0
03363,正业国际,0.0,6.72,7.21,6.99,13.47,21.87,0
00524,E-KONG GROUP,50.0,-,-,1.63,-,-,0
00130,慕诗国际,0.0,0,3.83,1.55,-,-,0.30
00125,新兴光学,0.0,0,4.70,7.16,6.00,7.60,6.83
00261,中建置地,0.0,-,-,-,-,-,0
00105,凯联国际酒店,0.0,0,10.28,9.02,5.91,-,1.15
00103,首长宝佳,0.0,-,-,-,0.76,-,0
00070,海王集团,-0.7090000000000001,15.68,7.46,-,-,-,0
00057,震雄集团,-7.055,0,2.81,0.71,-,1.99,3.55
00007,凯富能源,-44.545,-,-,-,-,1.39,0
01699,普甜食品,-22.375,22.05,10.42,-,3.02,1.25,0
00969,华联国际,0.0,-,-,-,109.79,15.28,0
00886,银基集团,10.5,0,-,-,15.75,0.78,-
01189,珀丽酒店,0.0,19.33,16.78,-,-,-,0
01176,珠光控股,12.679,-,5.32,15.52,-,3.59,0
01173,威高国际,0.0,0,6.98,13.75,7.83,-,0.73
01118,高力集团,0.0,10.66,11.33,9.29,7.10,3.98,0
01110,金活医药集团,19.298,10.31,6.63,5.28,8.97,9.23,0
01105,星岛,12.603,5.29,5.55,3.02,1.63,1.93,0
01082,香港教育国际,0.0,-,-,9.82,-,-,0
00278,华厦置业,0.0,0,3.90,6.57,5.38,6.26,17.81
01100,飞达控股,0.0,1.50,6.38,9.45,11.83,11.55,0
01058,粤海制革,0.0,1.62,0.57,-,-,-,0
00535,金地商置,8.144,19.57,7.38,12.17,14.16,15.06,0
00567,大昌微线集团,0.0,0,-,4.58,-,-,-
00600,中国基建投资,0.0,-,1.79,0.59,-,-,0
00695,东吴水泥,-51.538000000000004,4.94,1.71,-,0.69,6.49,0
00679,亚洲联网科技,0.0,3.07,3.42,9.70,74.80,16.06,0
01386,国投集团控股,-5.086,0,-,-,-,-,-
00531,顺诚,102.85700000000001,3.06,3.58,0.66,1.76,23.97,0
01628,禹洲地产,7.917999999999999,19.98,15.35,17.22,16.64,17.03,0
00465,富通科技,0.0,7.95,6.22,4.18,3.06,-,0
00869,彩星玩具,3.202,70.95,47.35,24.37,9.78,5.24,0
02358,久融控股,-16.9,-,7.72,-,-,7.23,0
03389,亨得利,9.722000000000001,7.15,8.43,2.44,-,-,0
01127,汇星印刷,0.0,18.38,19.42,19.98,16.42,14.96,0
06888,英达公路再生科技,5.902,15.29,5.00,5.64,3.93,-,0
01234,中国利郎,20.401,20.53,20.57,21.47,17.93,19.45,0
01151,依利安达,0.0,3.94,1.05,-,3.11,9.27,0
01142,西伯利亚矿业,-0.11900000000000001,0,38.70,25.08,17.55,-,54.49
01972,太古地产,11.504000000000001,6.19,4.58,6.51,6.68,13.19,0
01130,中国环境资源,-3.4210000000000003,-,-,-,-,-,0
01328,精英国际,0.0,5.82,6.34,4.03,-,-,0
01259,中国儿童护理,-2.356,15.09,13.49,-,-,-,0
02068,中铝国际,15.495999999999999,26.72,10.73,7.55,10.17,6.72,0
00508,鼎亿集团投资,-5.912999999999999,0,-,254.87,-,-,-
00982,卓智控股,0.0,7.09,22.66,14.39,-,0.18,0
01013,伟俊集团控股,-16.0,0,-,176.89,107.27,48.30,24.34
00608,达利国际,12.368,7.35,4.04,2.05,1.98,1.65,0
00606,中国粮油控股,-48.254,5.41,-,-,5.41,10.19,0
00533,金利来集团,7.824,12.05,11.78,11.11,10.54,8.16,0
00736,中国置业投资,-0.209,0,-,-,-,-,-
00677,金源米业,0.0,0,6.66,10.75,-,4.78,5.06
00602,佳华百货控股,5.481,9.06,10.88,8.09,6.98,5.54,0
00601,权智（国际）,-48.0,0,-,0.05,13.49,14.88,0
00672,众安房产,1.916,7.14,5.33,6.56,1.92,7.35,0
00599,怡邦行控股,4.046,0,2.79,16.95,18.45,9.80,9.22
00666,新工投资,0.0,9.57,6.33,-,-,12.42,0
00719,山东新华制药股份,17.248,2.11,2.74,4.41,6.15,8.45,0
00657,环科国际,0.0,0,-,-,-,-,-
00578,融信资源,-0.155,-,-,-,-,"2,063.90",0
00577,十三集团,-3.502,0,-,-,-,-,-
00645,安域亚洲,0.0,0,-,6.44,-,1.16,-
00565,锦艺集团控股,0.0,11.65,1.43,-,34.69,6.88,0
00560,珠江船务,8.13,9.14,9.89,9.18,12.10,8.95,0
00550,先传媒,-19.872,19.47,43.96,-,-,-,0
00684,亚伦国际,0.0,0,7.97,6.55,11.56,6.52,4.11
00747,渖阳公用发展股份,-100.0,2.14,7.49,-,0.23,-,0
00483,包浩斯国际,0.0,0,18.10,16.82,6.88,8.00,4.88
00482,圣马丁国际,0.0,0,-,-,-,-,0
00474,昊天发展集团,0.0,0,-,30.91,7.87,-,-
00472,新丝路文旅,0.0,-,-,-,-,-,0
00498,保华集团,0.0,0,1.74,1.78,-,-,10.13
00495,PALADIN,0.0,-,129.23,-,81.77,9.47,0
00455,天大药业,83.333,0,2.94,-,0.81,1.60,1.18
00458,联亚集团,0.0,2.98,9.55,-,-,-,0
00420,福田实业,14.095999999999998,2.93,2.85,3.09,3.88,4.61,0
00380,冠力国际,13.8,5.03,6.19,8.83,11.59,14.64,0
00357,航基股份,6.829,12.89,11.61,13.58,10.63,11.95,0
00375,YGM TRADING,0.0,0,14.14,5.68,-,-,20.92
00240,利基控股,4.711,7.11,15.96,22.37,27.51,25.96,0
00239,白花油,0.0,13.71,23.52,9.77,9.66,13.71,0
00258,汤臣集团,8.216000000000001,2.60,0.85,4.74,7.69,9.49,0
00238,长兴国际,-5.625,5.62,-,-,-,-,0
00223,易生活控股,1.246,0,35.77,233.10,106.63,-,-
00213,NATIONAL ELEC H,4.958,0,13.22,7.63,12.59,7.14,9.80
00212,NANYANG HOLD,0.0,4.45,9.73,4.38,3.55,8.35,0
00205,财讯传媒,-0.17,4.04,-,-,-,-,0
00227,第一上海,5.729,1.60,6.58,4.37,-,2.22,0
00224,建生国际,0.0,0,11.78,16.66,7.13,13.62,9.42
03398,华鼎控股,-18.421,5.12,-,-,3.61,5.93,0
03377,远洋集团,12.773,10.86,11.35,5.78,8.66,10.55,0
03300,中国玻璃,-1.7790000000000001,3.80,0.08,-,1.07,3.29,0
01348,滉达富控股,0.0,0,9.60,-,-,-,-
01298,天美（控股）,111.03399999999999,5.51,4.31,4.16,1.25,1.60,0
01239,金宝宝控股,0.0,9.03,7.11,-,6.42,-,0
01223,新沣集团,116.0,0.86,0.87,7.80,1.27,1.61,0
01221,信和酒店（集团）,21.037,6.47,6.12,5.07,4.13,3.80,0
01220,志道国际,-14.5,0,-,-,-,-,0.55
01210,克莉丝汀,0.0,-,-,-,-,-,0
01196,伟禄集团,150.0,0,-,3.80,8.92,8.71,0
02366,星美文化旅游,0.0,-,-,3.90,4.06,-,0
02882,香港资源控股,-3.333,-,-,-,-,-,0
02121,一化控股,4.167,13.45,8.51,6.09,5.50,5.45,0
02083,大自然家居,-7.385,5.52,-,-,1.86,3.22,0
01838,CHINAPROPERTIES,0.0,2.65,4.38,3.56,2.00,0.77,0
01831,十方控股,-0.6509999999999999,-,-,-,-,-,0
01488,百福控股,108.333,26.64,11.75,3.52,5.29,1.71,0
00987,中国再生能源投资,8.077,1.58,0.82,2.52,3.90,3.46,0
00984,永旺,0.0,6.03,13.40,4.87,-,-,0
00959,奥玛仕国际,-1.906,0,5.95,-,-,-,-
00954,常茂生物,10.857000000000001,13.53,6.98,7.98,5.66,0.58,0
00953,邵氏兄弟控股,0.0,-,-,-,-,-,0
00935,龙翔集团,12.571,11.06,8.62,8.47,7.03,4.62,0
00050,香港小轮（集团）,13.163,5.66,17.71,3.41,4.09,5.76,0
02001,新高教集团,0.0,0,21.34,30.03,12.58,13.53,0
02314,理文造纸,10.783,11.92,10.90,13.53,17.02,23.00,0
01099,国药控股,20.284000000000002,10.31,10.50,12.53,14.61,14.98,0
00194,廖创兴企业,10.231,5.96,21.41,3.76,4.19,6.31,0
06169,宇华教育,0.0,0,41.02,15.25,34.26,12.67,0
00054,合和实业,8.48,28.23,3.10,6.23,5.94,4.15,0
03883,中国奥园,14.377,10.19,10.49,9.85,9.88,16.15,0
03709,珂莱蒂尔,20.956,50.70,18.83,25.12,25.81,23.22,0
01169,海尔电器,21.05,26.38,21.29,18.21,15.86,16.08,0
02208,金风科技,7.667000000000001,3.20,12.39,17.00,15.03,13.46,0
01530,三生制药,58.603,8.96,31.29,9.36,10.92,12.65,0
06139,金茂酒店－ＳＳ,16.937,8.49,9.96,6.52,5.73,3.40,0
01568,承达集团,22.677,22.55,21.92,27.07,21.70,20.73,0
00853,微创医疗,-136.364,6.28,-,-,4.25,4.69,0
00062,载通,14.377,5.22,5.77,8.72,10.62,13.57,0
00861,神州控股,7.018,1.09,8.15,7.46,5.43,-,0
00014,希慎兴业,36.985,9.72,7.31,4.26,1.80,5.20,0
01088,中国神华,11.96,16.28,13.07,5.92,7.86,15.64,0
03633,中裕燃气,218.378,15.49,16.27,4.65,8.07,17.58,0
03933,联邦制药,116.176,0.74,9.77,1.64,-,1.50,0
01378,中国宏桥,10.663,20.97,16.56,10.42,15.29,9.99,0
00116,周生生,8.802,15.36,12.52,12.45,8.21,8.66,0
00874,白云山,29.833000000000002,14.35,15.50,15.39,8.69,10.92,0
01800,中国交通建设,6.239,13.25,12.00,10.79,10.80,11.58,0
01673,华章科技,61.57899999999999,10.03,14.50,16.26,10.65,9.60,0
02302,中核国际,-7.7379999999999995,-,-,-,-,0.05,0
03698,徽商银行,5.113,-,-,-,-,0.05,0
00564,郑煤机,107.742,9.11,2.18,0.44,0.64,2.63,0
00626,大众金融控股,8.865,9.11,2.18,0.44,0.64,2.63,0
03380,龙光地产,15.655,27.59,20.94,19.55,23.10,31.17,0
01681,康臣药业,21.381999999999998,12.16,14.74,15.26,17.47,22.69,0
01270,朗廷－ＳＳ,15.93,4.17,5.21,12.35,3.51,9.23,0
00053,国浩集团,13.357999999999999,12.45,10.23,7.91,5.50,9.89,0
00369,永泰地产,7.5120000000000005,12.74,8.57,4.71,4.72,7.54,0
02039,中集集团,10.514000000000001,10.55,11.12,7.06,1.84,7.73,0
00303,VTECH HOLDINGS,15.477,0,36.24,36.63,34.55,30.61,31.91
01365,润东汽车,11.652999999999999,26.93,18.50,6.51,8.07,7.21,0
02669,中海物业,39.855,19.85,18.45,18.57,29.09,35.83,0
01803,北京体育文化,-53.8,31.13,22.88,-,-,-,0
00315,数码通电讯,10.708,28.24,16.82,24.29,18.47,14.63,0
00408,叶氏化工集团,31.294,8.43,7.56,1.84,6.70,5.73,0
01212,利福国际,16.008,23.40,19.31,17.21,85.95,81.58,0
00636,嘉里物流,9.85,13.66,11.31,11.69,12.27,11.87,0
06823,香港电讯－ＳＳ,16.067999999999998,8.03,7.89,10.50,12.51,13.06,0
01186,中国铁建,6.593,12.77,12.65,11.32,10.67,10.75,0
01589,中国物流资产,0.0,47.56,23.12,60.74,8.50,9.50,0
01908,建发国际集团,160.217,9.31,4.48,1.67,-,13.72,0
00127,华人置业,2.9360000000000004,13.41,21.04,19.20,21.34,10.19,0
00468,纷美包装,17.189,15.13,13.04,14.36,14.59,14.39,0
00175,吉利汽车,62.476000000000006,16.57,8.28,11.58,20.92,30.85,0
01233,时代地产,7.577000000000001,24.71,23.52,20.01,21.41,17.13,0
00199,德祥地产,1.324,0,10.35,19.16,26.47,5.44,3.30
01862,景瑞控股,-7.147,15.35,7.42,-,3.22,21.59,0
00376,云锋金融,-22.115,-,74.77,-,-,-,0
01361,３６１度,10.505,4.52,8.01,9.80,7.59,8.00,0
00434,博雅互动,3.7560000000000002,11.16,19.02,19.81,10.45,10.94,0
02280,慧聪网,53.976000000000006,17.09,16.17,2.13,6.08,7.33,0
00973,L'Occitane,20.303,0,11.80,14.33,12.97,14.34,10.35
00173,嘉华国际,9.272,5.96,7.28,6.26,12.55,11.16,0
01478,丘钛科技,21.61,60.75,17.39,8.38,12.17,20.33,0
00391,美亚娱乐资讯,-20.0,0,-,-,-,-,-
00694,北京首都机场股份,19.051,8.20,8.09,8.99,9.19,12.13,0
01483,誉宴集团,-152.143,11.82,23.15,-,-,-,0
00613,渝港国际,12.353,7.61,11.20,5.26,0.78,4.57,0
00525,广深铁路股份,22.721999999999998,4.78,2.48,3.90,4.13,3.54,0
06128,泛亚国际,66.885,44.21,15.07,11.42,-,-,0
00377,华君控股,3361.111,0,20.08,18.89,0.95,0.67,-
01818,招金矿业,45.188,8.71,5.25,2.87,3.15,4.88,0
00143,GLOＢAL TECH,-40.0,23.49,-,-,"1,221.58",-,0
01370,恒实矿业,32.787,27.24,15.87,-,4.95,-,0
00623,中视金桥,7.529,24.97,18.36,7.54,-,5.89,0
01848,中国飞机租赁,12.311,18.38,17.19,17.37,20.98,21.44,0
02298,都市丽人,11.331,40.07,19.00,20.46,8.98,9.45,0
00610,惠记集团,4.538,8.46,9.66,7.39,11.24,12.92,0
03918,金界控股,12.435,23.38,21.76,25.14,14.72,18.46,0
00255,龙记集团,19.095,5.86,5.82,5.50,8.69,11.88,0
00029,达力集团,17.488,6.92,5.08,5.14,5.00,5.84,0
01111,创兴银行,7.562,6.92,5.08,5.14,5.00,5.84,0
01316,耐世特,11.947000000000001,19.23,23.61,24.83,27.83,25.08,0
00117,天利控股集团,-22.910999999999998,-,-,-,-,16.11,0
03939,万国国际矿业,54.545,22.70,8.83,6.07,7.66,15.47,0
00546,阜丰集团,12.302,10.50,11.67,8.89,16.03,14.61,0
00825,新世界百货中国,65.185,9.68,8.11,1.11,0.77,2.17,0
00484,云游控股,-7.774,-,-,-,-,6.68,0
01224,中渝置地,3.346,3.56,7.22,9.67,-,1.73,0
02341,中怡国际,10.764000000000001,11.37,7.89,5.82,9.05,9.61,0
00202,润中国际控股,-1.4869999999999999,0,3.49,-,-,2.29,-
01448,福寿园,46.298,10.58,11.62,12.72,13.37,13.83,0
02002,阳光纸业,9.766,1.46,-,3.39,7.62,19.61,0
00296,英皇娱乐酒店,8.426,0,20.27,15.27,7.44,9.35,9.86
01539,汇能集团,23.099,0,67.12,27.07,26.77,36.01,37.69
02698,魏桥纺织,3.32,3.92,1.91,5.75,5.60,2.91,0
02020,安踏体育,38.028,18.38,21.81,23.78,24.98,22.53,0
01415,高伟电子,2.759,35.92,27.67,21.24,9.58,8.28,0
01575,慕容控股,0.0,11.94,7.98,110.67,50.82,41.76,0
02338,潍柴动力,22.94,12.88,15.48,4.42,7.72,19.32,0
02128,中国联塑,6.874,20.02,18.19,16.59,17.11,17.00,0
00752,笔克远东集团,12.764000000000001,13.97,14.92,16.34,16.88,14.69,0
02183,利福地产,-169.18900000000002,3.34,-,1.07,-,-,0
01230,雅士利国际,50.323,14.07,9.64,1.98,-,-,0
00027,银河娱乐,42.091,30.98,26.95,10.12,13.56,18.93,0
02686,亚美能源,-67.391,-,6.96,-,2.20,3.70,0
00257,中国光大国际,14.911,9.90,10.47,12.12,16.01,15.56,0
00273,民信金控,9.059,4.55,29.00,11.80,-,-,0
01009,国际娱乐,57.037,0,6.27,2.45,2.41,-,-
00098,兴发铝业,8.103,13.38,18.97,18.72,17.68,18.49,0
00854,威雅利,-6.428,0,5.20,4.83,-,6.49,15.64
00008,电讯盈科,16.791,20.52,32.59,20.82,17.05,11.26,0
00709,佐丹奴国际,16.304000000000002,21.41,14.02,15.27,15.58,17.12,0
00200,新濠国际发展,334.848,13.66,12.06,0.81,46.38,2.50,0
00612,中国投资基金公司,-116.634,-,-,-,-,-,0
00590,六福集团,17.894000000000002,0,24.41,18.92,11.05,11.46,13.65
00289,WING ON CO,8.013,9.54,8.77,7.19,6.33,14.90,0
00390,中国中铁,9.068,10.84,10.75,9.87,9.76,11.22,0
00776,帝国集团环球控股,-119.167,-,-,-,-,-,0
00028,天安,1.121,2.40,8.32,15.17,26.56,8.77,0
02608,阳光１００中国,8.654,33.74,16.59,9.69,3.13,7.96,0
00580,赛晶电力电子,12.069,5.15,-,7.12,14.32,13.51,0
00294,长江制衣,132.857,0,0.93,-,0.36,2.60,2.93
00813,世茂房地产,9.857999999999999,17.70,17.29,12.19,9.86,13.60,0
01057,浙江世宝,6.733,6.57,3.05,3.71,4.31,2.21,0
00573,稻香控股,8.036,15.96,11.60,9.61,10.15,5.11,0
00161,中航国际控股,5.422999999999999,17.13,6.65,10.51,6.70,3.14,0
02899,紫金矿业,29.239,7.70,8.36,6.01,6.63,10.02,0
03799,达利食品,23.299,29.53,377.45,24.47,22.62,24.91,0
