name,business_income_2017_1,business_income_2017_2,business_income_2017_3,business_income_2017_4,business_income_2018_1,business_income_2018_2,business_income_2018_3,business_income_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
格力电器,29681.5045,69184.5216,110874.6787,148286.45,39561.582,90976.1003,148698.6414,,家用电器,广东,9.52,59.7,60.16,24752282.0,19754570.0,1732905.63,10388.05,0.02,3.511,14.41,3.09,19961118.0,7685851.0,12.78,34.11,36.59,30.15,14.2,500334.0
青岛中程,399.7872,817.6875,1135.3909,1522.2986,389.4699,854.6498,1073.3274,,电气设备,山东,14.0,6.07,7.66,507259.59,392286.72,14495.69,21028.17,0.27,0.33899999999999997,2.83,2.24,20110426.0,117093.1,1.53,-5.47,-17.24,39.24,24.14,30090.0
迎驾贡酒,1010.0463,1563.9739,2184.3763,3138.3812,1129.9298,1733.0476,2437.1888,,白酒,安徽,19.43,8.0,8.0,549154.94,369393.28,126878.67,126300.05,1.58,0.623,5.07,3.18,20150528.0,169735.02,2.12,11.57,16.44,60.23,20.44,39889.0
三友化工,5120.7461,9989.4441,14905.4521,20195.7312,4725.938,9987.8862,14939.9365,,化工原料,河北,6.66,20.37,20.64,2558322.75,796596.13,1296672.0,354488.22,1.72,0.748,5.33,1.25,20030618.0,503589.69,2.44,0.23,5.47,28.34,10.33,71577.0
新凤鸣,4646.3256,10778.0644,16865.0719,22963.2778,5727.1861,14407.151000000002,23578.1794,32658.7671,化纤,浙江,11.0,1.19,8.51,1716918.25,559263.19,772474.06,177834.47,2.09,1.69,9.2,2.0,20170418.0,510419.75,6.0,42.22,-4.91,9.08,4.36,29858.0
露天煤业,2169.5053,3983.4652,5410.0177,7588.8192,2302.5655,4264.4284,5921.2128,,煤炭开采,内蒙,6.9,16.34,16.34,1677476.88,730907.88,629776.31,125121.4,0.77,0.9229999999999999,7.25,1.17,20070418.0,795254.56,4.87,9.45,25.7,47.12,25.48,57360.0
古井贡酒,2173.0566,3670.1278,5343.6947,6968.325,2559.879,4783.0839,6762.0996,,白酒,安徽,23.54,3.84,5.04,1249872.0,864257.31,170862.77,129540.56,2.57,2.4930000000000003,14.22,5.5,19960927.0,510177.5,10.13,26.54,57.46,77.93,18.57,21908.0
皖新传媒,1935.1529,3786.7826,6436.8497,8709.5118,2256.5651,4376.9538,7450.0443,,出版业,安徽,10.47,19.89,19.89,1393938.13,1072981.38,31261.59,242119.13,1.22,0.5489999999999999,5.05,1.52,20100118.0,475725.59,2.39,15.74,5.38,18.78,14.67,29455.0
宁波高发,299.0556,590.0151,859.7392,1207.9313,384.4115,737.9672,1017.6285,,汽车配件,浙江,13.58,2.3,2.3,225184.22,195436.56,16438.31,116219.86,5.05,0.897,8.22,1.98,20150120.0,43375.12,1.89,18.36,21.83,33.36,20.27,9857.0
泸州老窖,2670.3595,5116.0143,7280.0275,10394.8675,3369.9657,6420.3335,9262.8958,,白酒,四川,20.48,14.6,14.65,1975859.25,1389079.5,103234.06,369268.13,2.52,1.8780000000000001,11.06,4.64,19940509.0,944729.19,6.45,27.24,37.73,76.93,29.7,62433.0
东阿阿胶,1676.3372,2934.3916,4480.9393,7372.3403,1695.8739,2985.9824,4384.2854,,中成药,山东,18.18,6.54,6.54,1222632.5,917234.63,160791.44,69067.68,1.06,1.8730000000000002,16.01,2.84,19960729.0,861415.63,13.17,-2.16,-1.73,64.35,27.94,91494.0
美的集团,59755.914000000004,124450.065,186948.866,240712.301,69737.52799999999,142623.837,205756.65300000002,,家用电器,广东,13.13,64.33,65.79,25665114.0,17551464.0,2229284.0,1771209.75,2.69,2.72,12.47,3.82,19931112.0,5762869.0,8.76,10.06,19.35,27.26,8.7,229782.0
红阳能源,2389.1072,4004.2791,5614.5325,7691.2118,2188.736,3694.7132,5336.9996,,煤炭开采,辽宁,1049.65,7.86,13.22,1525444.38,607465.25,685815.94,340929.41,2.58,0.003,4.05,0.97,19961029.0,44219.98,0.33,-4.94,-99.22,15.86,0.07,65821.0
生物股份,460.8952,753.709,1324.8272,1901.0103,557.3283,761.3501,1432.023,,生物制药,内蒙,20.42,11.26,11.6,628200.19,384521.13,62500.13,136153.22,1.17,0.71,4.4,3.64,19990115.0,263763.13,2.27,8.09,-0.23,74.48,47.56,27865.0
寒锐钴业,231.3837,493.5455,953.1267,1464.8966,737.3405,1502.4412,2159.2567,,小金属,江苏,16.26,1.14,1.92,331604.69,257059.34,24039.3,36078.15,1.88,3.653,9.31,8.5,20170306.0,114331.32,5.95,126.54,124.94,53.74,32.48,38856.0
恒润股份,176.703,361.3396,537.5115,740.6709,217.3037,483.0195,788.0969,,机械基件,江苏,21.45,0.67,1.04,138518.84,92500.11,31031.76,57970.61,5.57,1.0,10.29,2.5,20170505.0,37661.98,3.62,46.62,46.82,25.68,11.85,12117.0
诺普信,860.8610000000001,1660.8362,2185.5376,2821.5752,1035.7878,2349.8647,3122.2293,,农药化肥,深圳,14.4,7.25,9.14,519205.94,367074.03,31829.72,29828.46,0.33,0.324,2.29,2.71,20080218.0,76813.81,0.84,42.86,18.15,29.22,9.49,43585.0
信立泰,972.2052,2034.6776,3102.0712,4153.7766,1126.3877,2267.1014,3535.1078,,化学制药,深圳,16.14,10.46,10.46,757671.19,329567.09,117219.07,16109.25,0.15,1.099,6.09,3.88,20090910.0,463817.06,4.43,13.96,5.12,80.72,32.53,48326.0
正丹股份,287.5228,582.7523,895.3093,1169.9202,290.584,601.2374,924.7708,,化工原料,江苏,32.47,2.23,4.9,162291.91,108579.13,14448.7,46889.35,0.96,0.133,2.67,2.15,20170418.0,32439.23,0.66,3.29,-32.91,13.75,7.02,28783.0
三孚股份,263.2398,529.4713,796.6266,1074.1664,281.4693,579.0702,829.5905,,化工原料,河北,25.95,0.51,1.5,111518.3,72104.96,29013.74,38836.76,2.59,0.58,6.9,2.91,20170628.0,42929.03,2.86,4.14,-8.13,27.17,10.5,12870.0
东尼电子,94.8453,233.0902,418.3282,726.3981,294.9265,536.2627,715.1012,,元器件,浙江,41.43,0.5,1.43,146009.52,71850.61,51672.01,41855.51,2.93,0.736,5.84,6.96,20170712.0,32519.64,2.28,70.94,21.03,33.06,14.69,9683.0
浙江仙通,193.0246,357.5254,495.5928,732.1226,190.7087,384.3975,535.7515,,汽车配件,浙江,20.16,0.91,2.71,114242.57,76928.38,23555.96,30109.5,1.11,0.42,3.59,3.15,20161230.0,34193.17,1.26,8.1,-6.41,40.21,21.25,11226.0
金徽酒,462.1633,719.745,941.5046,1332.8163,487.3184,793.9867,965.1252,,白酒,甘肃,22.75,1.16,3.64,274740.44,111508.67,113909.17,65397.81,1.8,0.441,5.22,2.56,20160310.0,79595.71,2.19,2.51,-9.2,62.54,16.62,24034.0
星帅尔,81.274,163.3168,250.1177,354.7985,91.4324,199.6714,305.8812,,电气设备,浙江,24.54,0.47,1.17,84962.17,58316.45,10526.15,26541.15,2.27,0.67,5.9,3.62,20170412.0,30056.11,2.58,22.29,14.79,39.52,24.89,14200.0
新经典,197.0979,459.1628,693.7446,943.971,209.5414,444.5113,676.0146,,出版业,天津,35.13,0.54,1.35,193293.63,176491.13,759.42,96996.11,7.17,1.39,12.48,5.19,20170425.0,53997.28,3.99,-2.56,5.45,47.41,27.68,3810.0
晨光文具,1412.8874,2785.4081,4492.9997,6357.103,1840.3095,3786.6319,6123.5926,,文教休闲,上海,33.39,9.2,9.2,505992.31,350277.47,85390.31,27234.76,0.3,0.679,3.51,8.61,20150127.0,176707.66,1.92,36.29,27.31,25.46,10.2,9300.0
今创集团,540.9609,1233.9724,2055.4416,2931.9251,654.5941,1327.1584,2223.9302,,运输设备,江苏,22.52,1.84,6.09,745106.38,564249.0,75229.11,174366.42,2.86,0.58,6.42,2.56,20180227.0,118432.1,1.95,8.2,-17.03,35.82,15.0,24953.0
三聚环保,5521.8074,12085.4769,17136.2064,22477.732999999997,4396.5056,10234.3578,12661.5947,,环境保护,北京,13.71,21.29,23.51,2665009.5,2268665.75,245575.22,115951.3,0.49,0.529,4.19,2.31,20100427.0,620187.38,2.64,-26.11,-37.66,22.63,9.82,55738.0
新世界,759.4399,1411.2164,2159.1968,3022.4906,724.6047,1336.8693,1977.3621,,百货,上海,14.16,5.32,6.47,567168.25,235211.13,250061.27,156532.8,2.42,0.374,6.87,1.03,19930119.0,187170.16,2.89,-8.42,-42.44,32.28,12.23,50981.0
恒铭达,93.5906,,288.5476,449.3915,,196.2259,342.2798,,元器件,江苏,59.21,0.3,1.22,62481.23,47050.62,12937.01,19640.3,1.62,0.706,5.58,9.99,20190201.0,21265.71,1.75,0.0,0.0,47.01,25.07,59498.0
山大华特,448.3113,865.1216,1347.0347,1767.2332,456.4908,796.3096,1279.1794,,化学制药,山东,23.12,2.33,2.34,299310.53,131601.45,64059.96,5142.89,0.22,0.611,6.83,2.76,19990609.0,124026.76,5.29,-5.04,-33.74,65.46,11.2,25792.0
小商品城,4706.7506,7602.0051,8937.4361,10017.0966,807.2357,1810.6068,2619.6055,,商品城,浙江,13.07,54.43,54.43,2565503.5,1018469.13,561015.56,160856.13,0.3,0.25,2.24,1.95,20020509.0,404521.38,0.74,-70.69,9.85,50.32,51.87,212254.0
恒为科技,72.9175,142.9176,219.6972,312.2099,99.0743,218.5759,337.32599999999996,,电脑设备,上海,34.87,0.76,1.42,84219.7,69126.61,8226.51,36101.28,2.54,0.59,5.28,5.12,20170607.0,23549.22,1.66,53.54,48.79,56.01,24.5,7907.0
小天鹅A,5690.3915,10568.0609,15977.1145,21384.6991,6811.9409,12056.9383,17416.8587,,家用电器,江苏,19.72,4.39,6.32,1956240.0,1772544.75,107824.67,131436.19,2.08,2.13,12.31,4.55,19970328.0,550314.38,8.7,9.01,17.85,26.19,7.73,19612.0
富祥股份,230.6965,474.5048,703.5545,958.1505,305.124,621.8624,892.3505,,化学制药,江西,17.79,1.23,2.24,205222.81,117044.51,35916.96,32105.22,1.43,0.78,4.97,3.67,20151222.0,52459.35,2.34,26.83,23.84,39.06,19.35,13835.0
永太科技,526.8255,1234.3145,1891.0357,2751.1223,614.8485,1294.7053,2114.4357,,化工原料,浙江,13.52,5.38,8.2,671227.44,276693.97,157383.31,97092.65,1.18,0.485,3.61,2.42,20091222.0,110563.92,1.35,11.81,42.12,27.57,18.83,66776.0
汤臣倍健,736.0548,1486.5427,2350.2269,3110.7954,1067.5288,2169.6667,3421.4639,4350.7756,食品,广东,21.48,8.79,14.69,959198.88,346406.38,65774.46,202374.56,1.38,0.72,3.88,5.32,20101215.0,188650.23,1.28,45.58,31.72,69.1,30.92,37859.0
兆丰股份,110.8781,272.048,462.2812,608.4733,119.1256,233.2746,368.0694,,汽车配件,浙江,23.09,0.17,0.67,195128.09,164513.95,19265.92,99665.31,14.95,2.026,24.94,2.5,20170908.0,51296.21,7.69,-20.38,10.62,41.96,36.71,15711.0
恒瑞医药,3169.365,6344.5947,10066.1191,13835.6294,3857.1281,7760.7495,12458.7683,17417.9011,化学制药,江苏,62.37,36.7,36.86,2236123.0,1806939.25,232876.55,147875.06,0.4,1.103,5.35,12.85,20001018.0,1311501.38,3.56,25.89,26.39,86.6,23.34,111700.0
青岛海尔,37741.1434,77575.75,119189.6136,159254.4669,42655.1646,88591.6266,138138.7744,,家用电器,山东,12.99,60.97,63.68,16762638.0,9704231.0,1687506.63,82688.31,0.13,1.0,5.78,2.88,19931119.0,2543602.25,3.99,12.77,9.35,28.93,4.44,175161.0
安琪酵母,1418.8522,2909.8276,4182.8187,5775.7282,1630.3222,3326.7614,4898.9322,,食品,湖北,25.04,8.24,8.24,870781.5,334955.13,439325.56,65197.44,0.79,0.818,5.04,5.42,20000818.0,276872.34,3.36,17.12,10.17,35.7,13.75,42599.0
片仔癀,860.3203,1752.8313,2744.6963,3713.954,1222.1894,2403.8701,3585.8774,,中成药,福建,51.15,6.03,6.03,643171.06,510885.84,23659.47,63745.71,1.06,1.525,8.17,12.73,20030616.0,300838.97,4.99,30.65,36.35,43.82,25.65,70302.0
攀钢钒钛,2199.7302,4225.1497,6477.3739,9435.7508,3185.9163,6771.9911,10666.2545,,小金属,四川,11.45,47.67,85.9,1108558.38,494816.06,432968.0,554017.0,0.64,0.23800000000000002,0.74,4.92,19961115.0,-922212.19,-1.07,64.67,205.5,26.58,19.2,300000.0
汇顶科技,731.4594,1837.7937,2855.8545,3681.5943,571.2876,1388.4623,2365.4746,,元器件,深圳,92.09,2.32,4.57,463973.44,414244.06,16729.47,145725.02,3.19,0.698,8.06,10.63,20161017.0,202075.23,4.43,-17.17,-58.21,44.73,13.47,19640.0
安纳达,251.3127,560.8642,860.4097,1142.6751,301.8526,596.455,857.1226,,化工原料,安徽,20.61,2.14,2.15,98903.11,40170.12,54215.96,35026.01,1.63,0.31,3.32,2.57,20070530.0,12631.71,0.59,-0.38,-46.47,16.86,7.79,25145.0
亚翔集成,555.0879,975.1216,1243.9048,1780.8123,616.879,1402.9689,1866.0686,,装修装饰,江苏,19.02,0.97,2.13,187908.77,183167.0,2066.61,25862.38,1.21,0.66,5.06,3.31,20161230.0,55457.05,2.6,44.72,37.79,10.95,7.55,20003.0
张裕A,1896.5865,2767.0982,3797.9981,4932.5452,1804.058,2828.2301,3860.5591,,红黄药酒,山东,19.78,4.53,6.85,1290749.25,486602.09,547894.44,56595.53,0.83,1.123,13.63,2.17,20001026.0,773610.31,11.29,1.65,-5.69,64.53,19.94,39225.0
水井坊,398.6172,840.5003,1471.3329999999999,2048.3804,748.3380000000001,1336.1812,2138.6773,,白酒,四川,32.84,4.89,4.89,296366.78,222472.05,43006.53,39950.6,0.82,0.9470000000000001,3.56,11.65,19961206.0,46641.39,0.95,45.36,90.15,81.57,21.64,29572.0
中天金融,6097.6973,9602.243,11006.1098,15793.3602,3871.4975,4213.8713,7191.7563,,多元金融,贵州,5.48,65.06,70.05,7937545.5,3670340.75,10957.07,109858.85,0.16,0.675,2.92,1.69,19940202.0,1151317.38,1.64,-34.66,185.77,29.58,65.78,227212.0
世龙实业,334.5444,659.7892,934.1255,1201.4919,302.9173,619.7757,972.4060000000001,,化工原料,江西,45.28,2.4,2.4,144150.59,60441.26,64100.2,33256.03,1.39,0.14,4.76,1.77,20150319.0,49486.57,2.06,4.1,-75.46,15.28,3.45,18016.0
长城动漫,57.9149,104.0789,157.9288,290.968,38.8991,58.8315,77.0347,,影视音像,四川,0.0,3.03,3.27,142476.56,28162.65,15785.84,9213.96,0.28,-0.06,1.4,3.31,19990625.0,4012.03,0.12,-51.22,-156.59,47.7,-25.47,43602.0
双汇发展,12211.8967,23997.1628,37270.1492,50447.335999999996,11994.431999999999,23621.3893,36516.2367,,食品,河南,16.22,32.99,33.0,2378761.25,1116647.88,1089187.13,191797.34,0.58,1.107,4.45,5.38,19981210.0,762473.25,2.31,-2.02,15.91,21.28,10.0,46813.0
浙江鼎力,253.1293,552.6637,865.8773,1139.1838,311.4459,785.4705,1325.9211,,专用机械,浙江,32.14,2.48,2.48,340681.0,241146.09,22492.4,116817.47,4.72,1.599,10.22,6.71,20150325.0,102244.13,4.13,53.13,74.11,40.66,29.87,7037.0
伊之密,412.0392,929.2579,1464.4323,2008.3146,472.0477,1113.9656,1526.9235,,专用机械,广东,14.04,2.94,4.32,283563.59,176414.06,47270.01,3621.45,0.08,0.369,2.58,2.68,20150123.0,61491.8,1.42,4.27,-22.21,35.46,10.44,17533.0
汇洁股份,524.4575,1036.0095,1538.7069,2136.3406,563.149,1150.8778,1683.6223,,服饰,深圳,14.18,1.82,3.89,238884.97,174650.8,46447.62,62929.46,1.62,0.46299999999999997,4.69,1.87,20150610.0,71523.5,1.84,9.42,-20.73,69.7,10.69,17808.0
老凤祥,12962.7075,22891.9124,32966.7743,39810.3544,14125.2264,25249.1526,36504.8526,,服饰,上海,16.68,3.17,5.23,1650949.38,1554828.0,35519.0,55027.57,1.05,1.8880000000000001,11.59,3.62,19920814.0,460052.69,8.79,10.73,10.14,7.99,2.71,38105.0
恺英网络,658.5441,1299.2744,2094.6873,3134.0191,628.4696,1105.5575,1734.7779999999998,,互联网,福建,14.3,12.1,21.53,651714.5,245949.22,2183.42,73985.15,0.34,0.22899999999999998,2.38,1.83,20101207.0,285346.88,1.33,-17.18,-53.43,72.28,28.38,60184.0
老百姓,1728.5761,3454.3959,5258.7721,7501.4323,2210.7633,4437.2459,6771.9699,,医药商业,湖南,38.22,2.67,2.85,769960.56,415607.97,32921.07,129878.0,4.56,1.139,10.3,5.64,20150423.0,125747.57,4.41,28.77,18.33,35.56,4.79,10608.0
乐凯新材,69.132,119.1513,180.6592,258.2331,69.9913,119.9426,185.4273,,化工原料,河北,24.69,1.18,1.23,62852.82,46454.89,8911.58,3560.34,0.29,0.5710000000000001,4.77,3.94,20150423.0,37393.31,3.05,2.64,2.45,59.68,37.81,15089.0
银都股份,287.0145,662.9016,1040.4891,1359.6429999999998,280.9926,686.166,,,专用机械,浙江,15.5,1.56,4.1,217506.0,177871.81,25303.36,67890.9,1.66,0.49,4.25,2.34,20170911.0,51072.14,1.25,5.9,8.2,43.79,17.92,27001.0
康普顿,283.231,486.81699999999995,692.4602,895.6638,283.3721,480.1514,659.6857,,石油加工,山东,25.8,0.85,2.0,101404.05,58622.8,34277.85,26247.93,1.31,0.319,4.34,2.53,20160406.0,35159.51,1.76,-4.73,-33.87,30.75,9.68,15287.0
涪陵电力,478.4522,981.3028,1544.8884,2060.3323,516.1125,1090.1903,1811.2085,,水力发电,重庆,16.84,2.24,2.24,508939.41,110762.15,370091.34,42384.53,1.89,0.94,6.55,3.22,20040303.0,60035.93,2.68,17.24,17.21,17.93,11.62,9212.0
海康威视,7043.7241,16447.5397,27729.7422,41905.4766,9364.8282,20875.7582,33802.6912,,电器仪表,浙江,32.33,80.75,93.48,5493290.5,4623068.0,431700.91,193199.56,0.21,0.81,3.61,9.45,20100528.0,1938049.63,2.07,21.9,20.2,44.91,21.88,182216.0
老板电器,1361.8835,3197.758,4987.9296,7017.3971,1591.9417,3496.6626,5393.8893,,家用电器,浙江,17.7,9.35,9.49,897976.13,754389.13,83369.9,40145.65,0.42,1.0659999999999998,5.88,4.28,20101123.0,376166.44,3.96,8.14,5.33,53.3,18.76,66582.0
华兰生物,538.0197,1012.841,1666.1956,2368.1766,561.8862,1201.1433,2035.9028,,生物制药,河南,35.01,8.03,9.35,574693.88,414002.78,90360.2,39452.31,0.42,0.82,5.95,6.38,20040625.0,336786.22,3.6,22.19,22.69,61.28,37.31,46000.0
雷迪克,102.0631,224.9976,345.6924,495.4543,105.8033,228.0745,332.481,,汽车配件,浙江,22.52,0.3,0.88,91354.71,68730.84,7791.62,35097.0,3.99,0.737,8.09,2.73,20170516.0,24627.67,2.8,-3.82,19.28,29.67,19.5,9877.0
博闻科技,5.5725,12.5372,16.0814,27.2622,12.2351,20.2923,24.7062,,水泥,云南,114.1,2.36,2.36,69637.93,37459.4,1226.81,995.87,0.04,0.046,2.8,2.47,19951208.0,27142.95,1.15,53.63,-75.29,-0.19,43.53,15051.0
伟明环保,211.1109,461.4069,722.4447,1029.4574,322.0738,739.8848,1170.3941,,环境保护,浙江,21.77,6.83,6.88,483953.91,130011.36,10189.76,28816.35,0.42,0.85,3.99,6.1,20150528.0,169971.13,2.47,62.0,52.67,60.99,49.34,18891.0
药明康德,1768.1901,3665.375,5677.8789,7765.2599,2141.7644,4409.2072,6921.135,,化学制药,江苏,39.5,1.04,11.7,1715100.0,713008.44,327749.03,507182.59,4.33,1.94,10.14,8.56,20180508.0,442211.16,3.78,0.0,0.0,40.68,27.86,55754.0
嘉化能源,1320.0195,2663.5338,4008.7755,5576.0061,1370.4693,2822.2499,4189.7003,,化工原料,浙江,12.1,14.14,14.33,815870.44,275338.31,401437.13,248105.66,1.73,0.58,4.4,2.19,20030627.0,210407.88,1.47,4.51,25.41,30.96,20.41,31188.0
上峰水泥,758.0756,1817.7403,2939.4284,4587.5339,830.2414,2081.9053,3625.0836,,水泥,甘肃,6.36,8.14,8.14,683229.25,337023.22,225067.47,-96400.71,-1.18,1.129,3.78,2.53,19961218.0,293926.0,3.61,23.33,101.61,44.09,25.33,62058.0
中天能源,1640.4452,3428.1139,4771.2232,6492.9174,1636.368,2925.5095,4025.2413,,供气供热,吉林,24.74,13.43,13.67,1710030.25,390298.44,81557.71,280488.22,2.05,0.134,3.66,1.21,19940425.0,150442.17,1.1,-15.64,-55.74,22.14,4.55,46814.0
华夏幸福,7807.6594,22258.8948,30889.8698,59635.4203,9484.6913,34974.3279,45141.4018,,区域地产,河北,9.02,29.55,30.03,39738748.0,36718416.0,288856.72,291356.88,0.97,2.54,10.51,3.0,20031230.0,2505026.25,8.34,46.14,26.49,45.37,17.45,118175.0
德赛电池,2288.9466,4668.3497,7785.2293,12485.9756,2978.6837,6312.7158,11692.4562,,电气设备,深圳,18.67,2.05,2.05,942736.88,812170.0,67714.49,572.7,0.03,1.338,7.92,4.2,19950320.0,135080.63,6.58,50.19,47.38,8.16,2.35,32086.0
东方航空,24536.0,48020.0,77505.0,101721.0,26753.0,54422.0,87878.0,,空运,上海,14.55,98.08,144.68,23961500.0,2099800.0,17187800.0,2676000.0,1.85,0.31,4.0,1.5,19971105.0,1799200.0,1.24,13.38,-43.27,15.32,5.11,209255.0
文山电力,586.4874,1053.4248,1531.1879999999999,2034.6591,557.6551,1076.1355,1535.8704,,水力发电,云南,8.35,4.79,4.79,274712.09,56943.93,181759.13,15560.57,0.33,0.687,4.14,1.84,20040615.0,117235.61,2.45,0.31,47.74,36.22,21.39,48117.0
中国平安,265643.0,463765.0,663006.0,890882.0,310452.0,534814.0,750456.0,,保险,深圳,12.08,108.33,182.8,691093504.0,0.0,4372900.0,13099200.0,7.17,4.45,28.88,2.42,20070301.0,31651500.0,17.31,13.19,19.72,0.0,10.58,459208.0
申通快递,2176.9938,5561.429,8564.6301,12657.2414,2905.8351,6642.2061,11103.3229,,仓储物流,浙江,15.3,3.32,15.31,1007133.5,536002.94,147354.56,319410.16,2.09,1.052,5.26,4.08,20100908.0,412916.59,2.7,29.64,42.86,17.82,14.51,32121.0
亿联网络,313.0219,684.7255,1063.9767,1387.7632,412.423,840.4427,1319.0931,,通信设备,福建,29.55,0.75,3.0,348486.94,333558.88,10694.95,137536.25,4.59,2.22,11.13,7.84,20170317.0,153000.97,5.11,23.98,38.96,61.17,50.31,13606.0
寿仙谷,87.4872,167.0283,233.5469,369.9633,126.5151,226.976,324.3431,,中成药,浙江,60.74,0.61,1.43,108429.57,44311.62,23479.47,56892.26,3.97,0.419,6.44,5.27,20170510.0,25646.74,1.79,38.88,18.12,86.14,18.5,14925.0
我武生物,81.0996,165.1329,293.6224,385.5768,106.934,218.7095,385.6937,,生物制药,浙江,45.8,2.54,2.91,100192.4,76249.31,11861.57,5242.96,0.18,0.6509999999999999,3.18,12.49,20140121.0,51300.21,1.76,31.36,27.51,93.91,49.09,9305.0
瑞茂通,5232.9883,15852.7037,24351.9432,37497.4751,11268.6963,20167.4685,28262.5146,,仓储物流,山东,16.63,10.16,10.16,2066082.75,1885247.25,1406.12,147833.06,1.45,0.37200000000000005,5.53,1.49,19980703.0,296524.16,2.92,16.06,6.78,6.96,1.34,22503.0
华友钴业,1747.1763,3788.4777,6145.9614,9653.2227,3430.7159,6783.2036,10073.6299,,小金属,浙江,12.52,8.2,8.3,2015128.75,1245925.25,417215.72,283999.19,3.42,2.3040000000000003,9.69,3.97,20150129.0,406714.0,4.9,63.91,74.14,34.45,18.98,104823.0
伊力特,476.7235,828.5217,1285.9743,1918.8127,517.844,997.3472,1498.1104,,白酒,新疆,18.93,4.41,4.41,299140.78,229542.27,26620.94,20611.25,0.47,0.657,5.67,2.92,19990916.0,136654.2,3.1,16.5,12.9,47.82,19.34,32931.0
东风股份,757.2934,1471.8971,2123.6497,2802.3471,813.6137,1628.4411,2340.1871,,广告包装,广东,15.11,11.12,11.12,580837.0,298607.47,119201.52,0.0,0.0,0.442,3.53,2.53,20120216.0,242156.67,2.18,10.2,-4.91,38.67,21.01,15425.0
雅戈尔,3394.4652,5399.2747,7382.8512,9839.529,1681.6601,3585.5508,4731.8761,,服饰,浙江,9.65,35.81,35.81,7501580.0,3424262.5,657333.19,414504.59,1.16,0.654,7.23,1.16,19981119.0,1492764.25,4.17,-35.91,-12.58,58.26,49.48,130463.0
牧高笛,136.1327,318.0649,418.7155,515.9574,153.2796,356.8195,459.9425,,纺织,浙江,27.74,0.23,0.67,63725.48,57840.17,3814.98,22928.67,3.44,0.638,6.82,3.46,20170307.0,13175.98,1.98,9.85,-17.96,26.91,9.25,10609.0
传艺科技,118.5137,284.0932,485.3953,668.6346,179.5497,408.7269,717.4513,,电脑设备,江苏,25.17,0.81,2.48,160435.13,104686.65,17846.39,39059.03,1.58,0.37,3.95,3.13,20170426.0,31077.18,1.25,47.81,52.02,24.98,12.72,20793.0
威唐工业,84.5548,198.5144,333.8463,436.8339,149.3299,303.4142,404.8415,,专用机械,江苏,24.52,0.77,1.57,82246.5,55442.75,13482.15,24596.52,1.56,0.512,4.05,4.14,20171010.0,20639.99,1.31,21.27,11.74,43.92,19.9,16965.0
视源股份,1619.0103,3727.6342,7462.8586,10867.608,2660.3835,6218.8973,12002.4251,,元器件,广东,38.74,0.67,6.56,810473.63,680394.5,77377.46,76604.65,1.17,1.31,5.01,13.36,20170119.0,190808.22,2.91,60.83,42.53,20.95,7.08,9711.0
同兴达,905.2159,1653.4867,2605.0147,3663.6518,612.3029,1560.6074,2842.4578,,元器件,深圳,33.44,0.74,2.03,454175.41,390257.09,33719.8,53436.3,2.64,0.43,5.26,3.64,20170125.0,45298.8,2.23,9.11,-17.27,8.72,3.07,21000.0
中国国旅,5780.953,12567.6163,20744.6527,28282.2867,8849.1076,21084.7216,34101.4679,,旅游服务,北京,34.15,19.52,19.52,2606559.75,2029638.38,202371.34,384827.16,1.97,1.386,8.35,7.55,20091015.0,943664.0,4.83,64.39,41.79,41.38,7.93,34294.0
赛意信息,147.3317,322.8591,496.9491,708.8955,155.0133,361.3678,613.0408,,软件服务,广东,39.25,0.63,1.45,103538.06,87361.8,274.92,43310.67,2.98,0.48,5.67,4.35,20170803.0,22019.35,1.52,23.36,3.35,31.31,11.17,12626.0
上海梅林,6310.3439,12176.2371,16881.9214,22221.3741,6260.7498,11806.1447,16783.8835,,食品,上海,19.86,9.38,9.38,1077843.13,684110.69,241589.66,191528.38,2.04,0.322,4.08,2.09,19970704.0,94905.15,1.01,-0.58,0.82,12.76,1.8,64109.0
