name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,roe2018_2,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
河北宣工,-2.23,-8.03,0.51,-1.15,-2.41,4.68,4.19,0.51,,铜,河北,67.03,1.98,6.53,1358926.38,641956.31,108563.61,475586.91,7.29,0.051,10.06,1.37,19990714,142618.45,2.18,-11.25,-80.68,59.71,2.93,34992
富煌钢构,3.95,2.37,2.62,0.35,1.51,2.6,3.53,0.51,,钢加工,安徽,54.96,3.32,3.37,600287.19,391809.5,76737.61,120442.47,3.57,0.031,5.92,1.14,20150217,44656.93,1.32,41.57,46.57,8.05,1.51,32627
苏常柴A,1.77,2.42,2.69,1.46,1.72,1.85,2.06,0.51,,机械基件,江苏,51.34,4.11,5.61,370387.91,217291.05,54406.57,16432.85,0.29,0.02,3.96,1.05,19940701,69047.46,1.23,-18,-67.58,13.23,1.91,50915
华软科技,1.04,0.95,-34.5,-0.83,0.3,0.56,1.78,0.51,,化工原料,江苏,170.54,5.49,5.71,230783.3,99840.9,51311.42,34071.73,0.6,0.008,1.54,3.54,20100720,-6376.62,-0.11,8.32,162.27,24.42,1.85,34895
民丰特纸,0.16,0.64,0.99,0.56,0.82,1.24,1.5,0.51,,造纸,浙江,64.16,3.51,3.51,217164.55,93377.05,103318.71,82903.24,2.36,0.019,3.66,1.32,20000615,3542.68,0.1,-2.85,-7.5,18.03,1.75,24061
贵航股份,3.76,4.76,8.27,1.54,4.58,5.28,8.66,0.5,,汽车配件,贵州,77.34,4.04,4.04,355140.22,240382.02,64307.8,93600.21,2.32,0.028,5.58,1.57,20011227,80786.43,2,-26.62,-65.25,21.61,1.7,24420
智动力,,,17.64,3.14,5.85,3.99,6.8,0.5,,元器件,深圳,243.38,0.5,2.07,95308.5,56104.68,17561.9,27606.14,1.33,0.016,3.23,4.91,20170804,24267.65,1.17,-11.7,-68.83,18.37,2.5,18052
金冠电气,3.14,5.46,9.41,0.81,1.85,3.17,5.42,0.5,,电气设备,吉林,103.85,0.78,2.91,476822.91,150397.27,74649.6,276643.63,9.49,0.08,12.95,1.89,20160506,33763.43,1.16,140.43,250.24,33.78,11.46,11245
宋都股份,2.69,2.2,-5.58,-0.13,0.44,0.43,4.17,0.5,,全国地产,浙江,56.96,13.4,13.4,1889420.25,1645717.13,5740.66,40692.68,0.3,0.014,2.8,1.16,19970520,182097.13,1.36,41.7,490.19,39.95,3.79,36868
焦点科技,1,2.34,5.7,0.56,1.79,3.35,3.92,0.5,,互联网,江苏,79.08,1.26,2.35,249495.84,154756.23,1920.65,108301.77,4.61,0.04,7.98,1.6,20091209,37468.05,1.59,-11.62,-14.65,69.45,5.01,23695
华英农业,2.85,3.81,3.79,,0.69,1.99,2.46,0.5,,农业综合,河南,62.68,4.24,5.34,809170.13,526272.81,192704.09,161464.55,3.02,0.024,4.68,1.27,20091216,29426.72,0.55,65.63,45.9,11.18,1.1,41337
广州浪奇,0.7,1.16,2.2,0.41,0.95,1.25,2.16,0.5,,日用化工,广东,80.25,4.46,5.23,558468,472748.69,43136.51,106433.55,2.04,0.018,3.55,1.62,19931108,20713.39,0.4,43.54,25.24,2.66,0.3,35554
中关村,-1.64,0.66,3.1,-2.02,-4.28,-1.88,0.89,0.5,,区域地产,北京,120.33,7.02,7.53,344605.84,219133.84,61312.4,163232.52,2.17,0.011,2.13,2.42,19990712,-88007.07,-1.17,34.65,125.67,60.91,2.38,95229
郴电国际,1.85,2.72,3.09,0.45,1.51,2.19,0.88,0.5,,水力发电,湖南,32.47,3.7,3.7,1278500.63,392709,508192.59,257206.59,6.95,0.047,9.27,0.66,20040408,52242.62,1.41,18.18,16.78,13.19,2.52,18959
金钼股份,-0.76,-0.27,0.42,0.03,0.12,0.29,0.84,0.5,,小金属,陕西,83.09,32.27,32.27,1599145,614867.69,455586.34,675335.19,2.09,0.02,3.98,1.67,20080417,198507.47,0.62,-24.29,1327.81,14.44,3.24,107405
赣能股份,5.52,8.21,7.93,1.5,2.01,3.5,0.36,0.5,,火力发电,江西,44.55,6.47,9.76,738810.5,155140.63,341545.44,243353.95,2.49,0.023,4.6,0.9,19971126,76235.27,0.78,-15.94,-68.9,7.83,4.02,42631
银星能源,-4.73,-3.07,0.39,0.09,-0.52,-2.48,-7.29,0.5,,新型电力,宁夏,45.84,5.01,7.06,913514.88,166262.11,700927.94,270542.75,3.83,0.019,3.68,0.92,19980915,-83646.06,-1.18,8.82,389.72,41.12,4.9,34864
新宁物流,0.39,2.04,4.61,0.9,2.57,5.1,10.48,0.49,,仓储物流,江苏,105.82,2.35,2.98,268260.75,102336.81,49554.8,90530.74,3.04,0.023,4.63,2.1,20091030,15809.15,0.53,20.86,-43.23,34.48,3.29,17926
瀛通通讯,6.06,,18.52,2.65,4.48,6.12,8.24,0.49,,通信设备,湖北,128.97,0.53,1.23,117996.47,85974.07,23053.25,45666.53,3.72,0.042,8.52,2.56,20170413,42981.21,3.5,16.84,-66.16,23.97,3.19,18869
爱司凯,3.64,7.17,10.02,1.33,3.94,5.96,7.42,0.49,,专用机械,广东,157.54,0.95,1.44,54753.94,41901.23,4256.43,14005.65,0.97,0.017,3.45,3.15,20160705,19390.72,1.35,-9.23,-60.46,50.03,7.79,12697
浩丰科技,1.98,2.95,4.21,1.06,2.08,2.93,3.93,0.49,,软件服务,北京,75.73,2.27,3.68,177227.45,83939.07,14890.77,80063.71,2.18,0.02,4.1,1.5,20150122,31452.3,0.86,22.99,-52.64,22.09,5.93,31962
中信海直,1.5,2.69,3.02,0.48,1.43,2.87,3.08,0.49,,空运,深圳,63.02,6.06,6.06,545391.13,171391.52,290437.53,103327.21,1.7,0.024,4.89,1.24,20000731,110101.42,1.82,7.62,4.46,17.37,5.15,64212
海泰发展,-1.91,-2.84,-4.9,-0.96,-1.19,-2.66,0.84,0.49,,园区开发,天津,84.59,6.33,6.46,355782,345815.03,413.23,41259.05,0.64,0.013,2.63,1.66,19970620,53442.33,0.83,-73.31,152.13,64.2,23.92,39101
华北制药,0.56,1.21,1.02,0.25,0.57,0.4,0.35,0.49,,化学制药,河北,74.32,16.31,16.31,1716590.25,685183.38,771604.75,348135.28,2.13,0.016,3.27,1.47,19940114,-105.19,0,13.94,96.02,35.74,1.07,82855
国电南瑞,3.65,9.39,16.35,0.2,4.12,9.58,16.72,0.48,,软件服务,江苏,182.15,22.06,45.84,4348467.5,3375703.5,461617.31,402628.16,0.88,0.021,4.63,3.24,20031016,1046355.38,2.28,19.86,38.74,24.8,2.45,73146
高争民爆,12.54,21.81,14.74,1.52,7.4,11.34,13.68,0.48,3.52,化工原料,西藏,180.01,0.63,1.84,88904,46453.21,30098.88,37072.05,2.01,0.022,4.45,3.5,20161209,20755.15,1.13,-23.18,-65.75,46.71,6.74,19339
中广核技,0.04,0.07,6.09,0.73,2.81,4.47,7.27,0.48,,综合类,辽宁,84.9,3.08,10.56,1119645.88,789264.56,208264.02,309191.75,2.93,0.025,5.09,1.66,19980902,117784.38,1.12,15.96,-30.8,18.45,1.98,32000
隆盛科技,,,16.16,3.17,6.62,4.05,5.38,0.48,,汽车配件,江苏,225.19,0.34,0.68,45656.64,30999.8,10508.53,17261.03,2.54,0.024,5.02,4.39,20170725,8719.23,1.28,-48.91,-74.81,29.06,6.36,8846
万讯自控,1.34,2.74,3.69,0.45,1.5,5.82,4.75,0.48,,电器仪表,深圳,125,1.65,2.86,116792.01,62207.85,19582.59,48048.18,1.68,0.016,3.28,2.42,20100827,18040.05,0.63,11.42,37.18,53.47,4.91,17467
智光电气,5.51,3.36,4.09,0.38,2.47,3.03,4.51,0.48,,电气设备,广东,63.06,6.59,7.88,418243.13,256960.17,95405.84,153894.38,1.95,0.017,3.54,1.22,20070919,42718.25,0.54,88.75,27.8,19.12,2.96,41846
黑芝麻,1.22,3.38,0.93,1.33,1.56,4.45,4.29,0.48,,食品,广西,49.01,5.88,7.06,498564.44,222389.47,103106.42,152658.23,2.16,0.018,3.69,0.95,19970418,35745.8,0.51,17.91,-46.31,32.13,2.28,44173
丽鹏股份,2.5,3.99,4.98,0.05,1.95,3.45,2.82,0.48,,建筑施工,山东,55.47,7.24,8.77,628930.19,279221.47,69484.97,180633.95,2.06,0.018,3.65,1.07,20100318,50107.2,0.57,29.45,834.42,14.05,4.33,36448
远达环保,1.22,2.34,3.11,0.46,0.62,1.89,2.22,0.48,,环境保护,重庆,46.47,7.81,7.81,901204.19,366826.75,385561,298916.06,3.83,0.031,6.24,0.91,20001101,91633.77,1.17,11.08,8.92,19.98,3.37,50421
大连友谊,0.79,-13.46,9.61,0.8,0.71,0.41,0.96,0.48,,百货,辽宁,61.8,3.56,3.56,593384.44,476429.31,26764.33,6882.72,0.19,0.018,3.8,1.19,19970124,73117.38,2.05,-56.34,-42.54,19.42,2.28,27265
星网宇达,5.26,11.51,10.38,0.5,2.68,5.07,8.03,0.47,,通信设备,北京,246.38,0.62,1.6,166946.23,91324.53,24350.86,44698.65,2.79,0.023,4.93,4.67,20161213,31247.09,1.95,127.94,5.81,49.79,4.68,12682
科林电气,,,,0.71,2,3.04,7.43,0.47,,电气设备,河北,102.48,0.8,1.62,170838.72,128910.1,17991.42,47005.43,2.9,0.03,6.15,1.93,20170414,32259.2,1.99,-9.85,5.08,35.73,4.15,16927
高升控股,2.82,1.62,3.16,1.12,2.28,3.4,4.24,0.47,,互联网,湖北,52.51,5.91,10.22,397015.97,97047.53,32777.82,331463.34,3.24,0.017,3.62,0.99,20000427,-15144.65,-0.15,3.94,-56.35,25.12,7.81,33235
四川长虹,3.67,4.13,4.39,0.25,1.2,1.31,2.76,0.47,,家用电器,四川,52.49,46.14,46.16,6609198,4887739.5,587202.88,397502.38,0.86,0.013,2.81,0.99,19940311,426261.5,0.92,13.33,85.37,12.88,0.32,334319
兆日科技,1.76,2.54,2.24,0.91,1.99,2.97,2.21,0.47,,元器件,深圳,172.44,3.31,3.36,88535.42,56449.23,11371.19,38784.6,1.15,0.012,2.56,3.26,20120628,10254.03,0.31,12.73,-48.59,56.53,7.72,60738
金山股份,4.59,5.42,0.59,-1.31,-3.66,-9.35,-33.19,0.47,,火力发电,辽宁,64.85,11.65,14.73,2003771.75,167839.55,1669907.25,135027.38,0.92,0.009,1.84,1.24,20010328,-24574.34,-0.17,14.72,127.66,10.32,0.67,74426
蒙草生态,5.71,8.83,12.03,0.4,12.56,20.65,23.42,0.46,,环境保护,内蒙,128.31,11.58,16.04,1179379.75,884746.5,36363.15,28319.75,0.18,0.011,2.26,2.41,20120927,140156.86,0.87,58.89,48.38,25.89,3.5,88976
苏试试验,4.34,6.55,11.1,-0.31,4.67,7.41,11.51,0.46,3.93,电器仪表,江苏,44.92,0.77,1.36,132345.02,91565.88,26810.58,33742.09,2.49,0.24,5.6,3.54,20150122,26566.45,1.96,19.09,29.24,45.52,11.48,5983
万盛股份,7.02,10.72,14.19,3.4,6.5,9.15,8.28,0.46,4.26,化工原料,浙江,39.86,2.2,2.5,194632.05,82072.92,56791.91,48557.96,1.94,0.191,4.4,3.46,20141010,34484.42,1.38,-10.05,-30.95,18.96,7.39,11031
北方华创,1.1,1.99,2.91,0.05,1.63,2.46,3.79,0.46,,专用机械,北京,362.16,3.59,4.58,851691.88,456723.94,144132.09,188818.47,4.12,0.034,7.45,6.52,20100316,90844.4,1.98,30.85,857.58,41.91,2.83,35408
皖维高新,1.78,2.69,3.02,0.73,1.49,2.17,1.76,0.46,,化纤,安徽,58.55,19.26,19.26,869768.81,232325.77,465749.84,159929,0.83,0.011,2.44,1.08,19970528,36398.23,0.19,28.05,-20.46,15.28,1.79,97390
跃岭股份,3.19,4.11,4.98,0.88,1.99,2.23,1.75,0.46,,汽车配件,浙江,140.78,1.1,2.56,111422.38,49180.03,40450.05,39317.05,1.54,0.017,3.57,2.62,20140129,30818.85,1.2,19.28,-47.65,16.34,2.06,10825
荣之联,0.74,1.56,6.28,0.07,-0.58,0.06,-4.82,0.46,,软件服务,北京,71.51,4.96,6.62,599500.25,345176.19,55267.2,289922.75,4.38,0.03,6.36,1.33,20111220,52717.28,0.8,79.37,627.1,27.14,3.64,51285
金洲管道,2.65,2.16,3.16,0.32,1.89,5.15,7.64,0.45,,钢加工,浙江,88.69,5.03,5.21,340183.41,211392.09,74293.09,77365.81,1.49,0.019,4.11,1.61,20100706,75055.9,1.44,16.5,47.42,10.49,1.28,47589
和邦生物,1.92,1.79,3.03,1.61,2.4,3.2,4.71,0.45,2.47,化工原料,四川,28.54,88.31,88.31,1305271.88,341807.53,467054.16,21290.15,0.02,0.031,1.25,1.41,20120731,179914.88,0.2,43.76,6.97,21.6,9.39,172259
天玑科技,4.94,6.19,7.87,0.84,5.61,6.7,4.01,0.45,2.83,软件服务,上海,35.52,2.17,3.13,149284.63,112377.72,28277.15,67194.61,2.14,0.124,4.4,2.01,20110719,34472.6,1.1,-8.18,-9.18,33.23,22.24,27986
中恒电气,7.74,5.72,6.79,1.3,2.57,3.38,2.72,0.45,,电气设备,浙江,129.32,5.2,5.64,258488.45,208364.19,21801.67,105382.85,1.87,0.019,4.18,2.36,20100305,66915.81,1.19,2.29,-65.05,30.85,6.65,40767
大西洋,1.56,2.09,2.4,0.82,1.21,1.79,2.49,0.45,,钢加工,四川,108.85,8.98,8.98,299023.28,138193.81,111653.22,44795.98,0.5,0.01,2.1,1.99,20010227,45088.21,0.5,15.4,-44.06,14.67,1.55,46534
大金重工,2.95,3.8,4.19,0.25,0.61,1.22,2.38,0.45,,钢加工,辽宁,64,5.4,5.52,275500.13,190563.42,39224.68,78116.52,1.41,0.014,3.17,1.16,20101015,40002.55,0.72,21.27,84.79,16.74,5.04,39444
登云股份,-1.15,0.74,1.77,1.27,0.56,1.36,1.87,0.45,,汽车配件,广东,145.74,0.82,0.92,67727.21,36730.48,22468.64,25492.9,2.77,0.024,5.2,2.64,20140219,11114.05,1.21,18.22,-64.01,23.56,2.28,9925
美都能源,0.16,0.75,1.36,0.3,0.2,0.25,0.54,0.45,,综合类,浙江,77.14,24.51,35.76,1677922.75,573543.38,65743.05,646090.38,1.81,0.013,3,1.39,19990408,67373.3,0.19,17.81,42.08,16.58,3.73,76146
曙光股份,3.32,1.24,2.16,13.75,12.4,12.1,10.18,0.44,,汽车整车,辽宁,62.87,6.2,6.76,757613.5,368062.97,250697.25,111036.77,1.64,0.021,4.61,1.12,20001226,105605.81,1.56,-3.49,-96.89,18.62,1.63,75427
理工环科,0.92,2.4,5.11,1.5,3.51,5.55,8.91,0.44,,环境保护,浙江,82.81,2.86,3.98,337350.06,129467.42,28198.46,190260.59,4.78,0.035,7.78,1.48,20091218,76758.99,1.93,-33.33,-69.63,71.39,15.43,17935
厦门港务,2.92,4.28,7.97,0.81,2.42,3.51,4.06,0.44,,港口,福建,87.24,5.31,5.31,834728.56,268864.72,354422,795.47,0.01,0.022,5.06,1.54,19990429,195725.23,3.69,19.44,-44.31,3,0.34,57139
新国都,2.62,5.64,9.55,0.37,2.05,2.38,3.59,0.44,,电脑设备,深圳,139.27,2.9,4.78,383880.38,211555.91,38732.37,113330.92,2.37,0.019,4.22,2.51,20101019,57037.05,1.19,32.73,63.19,32.37,3.51,11005
耐威科技,2.38,1.31,4.34,0.68,1.72,1.89,3.46,0.44,,元器件,北京,300.21,1.42,2.83,308691.72,156144.88,17590.71,97003.25,3.43,0.022,4.9,5.34,20150514,30920.4,1.09,23.1,-34.66,37.75,4.39,14856
凯恩股份,-0.24,-1.36,0.73,1.42,1.81,2,2.52,0.44,,造纸,浙江,126.24,4.68,4.68,176071.23,95301.61,56221.6,27219.95,0.58,0.012,2.6,2.27,20040705,40444.39,0.86,20.84,-68.26,23.3,2.06,32188
金盾股份,3.57,5.96,7.33,0.98,2.78,5.75,2.09,0.44,,专用机械,浙江,69.79,1.31,4.74,382472.78,158458.13,22827.71,285440.88,6.02,0.032,7.2,1.23,20141231,27333.76,0.58,41.66,162.27,39.18,16.22,7886
美利云,-2.5,-3.52,0.17,-0.5,-0.17,0.18,1.28,0.44,,造纸,宁夏,159.38,3.17,6.95,287209.88,163407.84,74123.96,195943.09,2.82,0.013,2.88,2.87,19980609,-72400.18,-1.04,42.48,191.04,14.26,3.58,21732
合诚股份,4.82,6.96,10.03,1.95,4.9,7.58,9.86,0.43,,建筑施工,福建,291.57,0.25,1.03,102704.61,67438.68,12510.92,25549.59,2.49,0.027,6.21,5.05,20160628,29525.19,2.88,18.48,-76,41.29,3.59,9129
厦门钨业,1.05,2.32,2.26,1.98,6.73,8.55,8.96,0.43,,小金属,福建,165.17,14.06,14.13,2040655.75,1103735.63,546147.06,335527.38,2.37,0.021,4.91,2.86,20021107,207988.63,1.47,42.81,-77.09,15.39,0.88,99959
渤海股份,1.26,3.09,4.06,0.38,1.5,3.37,5.55,0.43,,水务,北京,96.13,2.73,3.53,606546.5,202542.72,108493.61,131192.72,3.72,0.025,5.8,1.65,19960913,43329.46,1.23,32.01,18.88,26.7,2.52,27868
东方电子,1.47,1.89,3.8,0.48,1.53,2.03,3.64,0.43,,电气设备,山东,163.95,9.78,13.41,477242.94,384401.91,58794.01,45377.03,0.34,0.01,1.79,2.08,19970121,30092.19,0.22,9.86,-8.98,35.26,1.64,120633
奥维通信,-3.04,-3.23,1.07,-1.39,-2.34,-0.94,1.39,0.43,,通信设备,辽宁,177.04,2.89,3.57,89847.92,83253.78,4543.03,16615.45,0.47,0.008,1.93,3.1,20080512,13716.55,0.38,-34.56,132.46,13.11,6.11,30610
空港股份,1.54,1.79,2.01,0.57,4.3,4.07,1.12,0.43,,园区开发,北京,85.21,3,3,289849.5,155875.44,7034.24,63739.06,2.12,0.021,4.69,1.5,20040318,39212.71,1.31,43.53,-22.27,17.09,2.54,19436
华创阳安,-11.78,-0.1,-0.95,0.33,0.98,1.5,0.87,0.43,,证券,河北,45.53,11.28,17.4,3746671.5,2656165.25,22995.02,1372216.75,7.89,0.037,8.61,0.79,19980918,-46728.28,-0.27,-52.13,30.2,64.17,151.69,45467
英维克,14.87,,12,2.22,6.48,8.98,12.7,0.42,,专用机械,深圳,275.18,0.68,2.15,121375.85,111752.92,1440.77,26457.65,1.23,0.01,3.31,4.45,20161229,25877.93,1.2,15.11,-78.9,34.67,2.1,17900
宁波韵升,15.55,16.78,17.68,1.75,3.64,6.39,8.96,0.42,,电器仪表,浙江,71.03,9.88,10.03,613193.25,320964,92150.49,62803.73,0.63,0.02,4.65,1.22,20001030,325451.81,3.25,15.7,-75.16,16.98,4.56,55848
通裕重工,1.65,2.36,3.32,0.32,1.99,2.81,4.2,0.42,,工程机械,山东,68.68,27.41,32.68,1002061.88,489547.41,373726.56,115329.77,0.35,0.007,1.56,1.15,20110308,56783.88,0.17,9.49,29.57,21.85,3.11,136426
文化长城,1.35,6.32,7.77,0.41,1.01,2.77,4.03,0.42,,陶瓷,广东,95.41,2.77,4.81,274735.31,102141.67,21921.18,102657.43,2.13,0.016,4.21,1.45,20100625,33395.6,0.69,-3.89,5.15,42.34,7.37,16000
世纪鼎利,2.57,4.03,5.59,1.44,3.31,3.25,4.01,0.42,,软件服务,广东,61.32,3.65,5.56,346388.78,133466.45,10309.82,174408,3.14,0.021,5.05,1.04,20100120,52409.56,0.94,18.51,-62.1,39.97,5.97,30268
如通股份,,7.52,6.9,0.6,1.54,3,3.71,0.42,,专用机械,江苏,160.46,0.51,2.03,107677.77,90192.81,12881.53,41197.2,2.03,0.02,4.81,2.71,20161209,32078.85,1.58,-2.15,-29.27,35.46,9.88,26047
罗平锌电,-2.97,3.09,9.21,0.32,0.44,2.65,3.06,0.42,,铅锌,云南,106.21,3.23,3.23,233566.59,60243.15,64226.8,149544.36,4.62,0.024,5.59,1.82,20070215,-5735.06,-0.18,28.58,35.49,16.16,2.53,38304
新赛股份,-0.67,-0.52,-77.16,0.58,0.94,1.25,1.77,0.42,,种植业,新疆,209.48,4.71,4.71,217189.2,117104.05,70830.5,80475.07,1.71,0.006,1.33,3.53,20040107,-68898.5,-1.46,72.1,-26.81,7.24,0.76,25926
龙宇燃油,0.76,0.01,0.66,0.39,0.69,1.04,1.41,0.42,,石油贸易,上海,58.7,4.41,4.41,656789,533587.44,62027.71,355725.53,8.06,0.039,9.22,0.99,20120817,14748.7,0.33,23.66,4.54,0.84,0.41,19132
西藏发展,0.33,0.55,1.01,0.46,0.88,1.22,1.2,0.42,,啤酒,西藏,165.83,2.64,2.64,127180.57,54959.76,13791.99,2405.95,0.09,0.013,3,2.81,19970625,43503.84,1.65,-2.39,-8.06,23.38,3.68,38421
沙河股份,-1.49,-2.54,3.88,-0.45,0.53,0.6,1.02,0.42,,全国地产,深圳,176.55,2.02,2.02,158486.05,141303.31,1742.68,996.57,0.05,0.016,3.69,2.98,19920602,31312.34,1.55,-30.2,193.51,24.92,4.64,37287
杰瑞股份,1.36,1.33,1.53,0.29,0.38,0.61,0.85,0.42,2.32,化工机械,山东,123.84,6.68,9.58,1045303.31,753624.31,161670,370117.69,3.86,0.035,8.29,2.09,20100205,309063.16,3.23,24.17,44.81,27,4.32,55954
腾信股份,2.77,-0.93,-43.48,-3.04,0.95,2.88,-28.99,0.42,,互联网,北京,322.43,2.59,3.84,147369.02,105303.95,13762.55,8180.33,0.21,0.005,1.24,5.49,20140910,-3627.7,-0.09,40.06,111.2,6.47,0.61,28702
长虹华意,5.44,7.62,10.31,2.1,3.97,3.78,3.08,0.41,1.9,专用机械,江西,55.51,6.93,6.96,1028667.5,798931.44,147393.25,159312.63,2.29,0.019,4.55,0.92,19960619,82296.49,1.18,12.63,-75.24,11.38,0.55,42024
荣丰控股,-3.4,-6.61,-6.77,-1.73,-0.83,-3.6,1.68,0.41,,区域地产,上海,143.76,1.47,1.47,255117.3,247663.7,337.14,8046.56,0.55,0.017,4.2,2.37,19961210,27833.9,1.9,2814.43,124.79,46.39,8.4,7695
燕京啤酒,3.44,4.72,2.44,0.41,3.7,4.58,1.25,0.41,,啤酒,北京,87.83,25.09,28.19,1817414.25,644402.44,988997.19,459509.44,1.63,0.019,4.58,1.47,19970716,356414.94,1.26,3.35,0.83,32.17,1.65,82841
美尚生态,6.68,8.85,8.02,-0.28,4.12,5.5,9.81,0.4,,环境保护,江苏,172.24,2.44,6.01,673873.44,450180.41,6820.25,152786.44,2.54,0.02,4.84,2.8,20151222,79483.38,1.32,51.47,259.46,26.89,4.73,16102
科远股份,1.95,2.74,4.19,0.35,2.47,,5.32,0.4,2.63,电气设备,江苏,26.89,1.43,2.4,242498.05,193453.52,36921.14,139075.47,5.8,0.227,8.63,1.42,20100331,38198.67,1.59,6.9,10.52,43.73,21.49,19082
模塑科技,4.7,5.19,5.99,1.8,2.61,4.23,5,0.4,,汽车配件,江苏,68.58,6.97,8.27,721800.19,254327.09,179166.69,0.08,0,0.013,3.06,1.16,19970228,113060.3,1.37,1.09,-86.58,20.57,1.02,42827
纳川股份,1.44,2.11,4.02,-0.9,1.68,2.17,4.31,0.4,,塑料,福建,187.85,7.82,10.32,326297.09,168652.3,36769.12,14029.77,0.14,0.006,1.6,3.02,20110407,44474.92,0.43,56.27,146.9,19.79,2.42,32809
亚光科技,,0.89,1.58,-0.38,0.77,0.41,2.1,0.4,1.12,船舶,湖南,61.61,2.77,5.6,709218.38,276232.31,90644.38,371186.94,6.63,0.093,8.28,1.39,20100928,35160.65,0.63,112.74,478.35,25.63,9.13,15549
赛摩电气,1.42,2,5.05,0.45,0.73,1.59,1.82,0.4,,电器仪表,江苏,167.89,2.76,5.53,178028.73,73148.81,18101.89,61303.11,1.11,0.01,2.54,2.72,20150528,21630.65,0.39,16.86,12.08,43.91,7.08,31002
通达股份,2.97,4.65,5.51,0.31,0.58,0.7,0.79,0.4,,电气设备,河南,80.91,2.75,4.29,225641.8,115880.97,23978.21,70469.74,1.64,0.014,3.53,1.31,20110303,37173.95,0.87,27.2,30.32,9.56,1.71,35195
华凯创意,3.03,8.81,12.04,0,2.49,7.43,9.83,0.39,,软件服务,湖南,169.89,0.83,1.22,95460.71,79154.57,5582.91,16976.25,1.39,0.016,4.07,2.71,20170120,20108.3,1.64,30.18,6372.96,28,2.87,12050
兴业科技,0.6,1.4,2.68,0.47,1.03,1.47,1.92,0.39,,纺织,福建,56.53,2.4,3.02,272997.47,203783.84,53669.3,135796.22,4.5,0.031,7.81,0.9,20120507,60422.86,2,-19.99,-16.71,9.44,2.8,10320
科新机电,2.21,2.73,6.18,0.2,0.94,0.96,1.09,0.39,,专用机械,四川,165.77,1.67,2.35,68834.6,45817.73,19465.13,26435.2,1.13,0.009,2.34,2.61,20100708,6236.65,0.27,36.66,106.55,17.96,2.51,20267
通葡股份,0.33,0.15,0.3,0.32,0.16,0.4,0.87,0.39,,红黄药酒,吉林,159.87,4,4,95563.68,63915.15,22483.42,54790.86,1.37,0.007,1.73,2.5,20010115,-26318.73,-0.66,9.42,22.5,11.97,0.69,31960
大众公用,5.34,7.48,7.69,1.68,2.83,4.86,6.54,0.38,,供气供热,上海,96.31,24.19,29.52,2039521,687760.31,382221.25,108946.47,0.37,0.009,2.47,1.47,19930304,173702.67,0.59,13.85,-78,10.37,1.82,214808
吉大通信,3.64,9.09,13.19,0.38,1.91,4.72,5.77,0.38,,通信设备,吉林,285.31,0.73,2.4,94879.55,90333.81,2932.54,21331.72,0.89,0.012,3.03,4.42,20170123,24636.11,1.03,-1.73,4.74,20.28,4.16,28526
上海凤凰,1.39,2.78,4.18,0.82,3.28,4.81,5.74,0.38,,文教休闲,上海,281.28,1.91,4.02,178203.98,58997.05,13398.67,76253.36,1.9,0.013,3.32,4.28,19931008,8447.55,0.21,-42.75,-51.39,16.27,3.1,45430
华胜天成,1.37,0.53,0.74,-0.18,3.11,3.85,4.67,0.38,,软件服务,北京,116.06,10.94,11.03,1123006.88,676345.38,44479.8,254356.41,2.31,0.017,4.41,1.79,20040427,114655.86,1.04,-12.52,311.18,19.92,2.24,86097
天华院,0.16,0.19,0.52,,0.3,-1.09,-4.05,0.38,,化工机械,山东,213.48,4.11,4.11,164721.06,121737.51,19556.61,158476.55,3.86,0.011,2.83,3.31,20020809,-86309.21,-2.1,31.49,945.75,22.8,4.07,16864
中国应急,7.46,4.79,8.66,0.23,5.41,6.8,9.75,0.37,,专用机械,湖北,219.97,2.58,8.75,295011.38,225833.09,36564.75,90572.7,1.04,0.009,2.28,3.29,20160805,53026.57,0.61,-6.32,75.87,14.42,2.29,32628
中公高科,,,18.61,0.6,4.09,3.14,8.38,0.37,,公路,北京,215.15,0.24,0.67,65271.41,40777.98,17815.43,22071.03,3.31,0.032,8.42,3.27,20170802,24199.49,3.63,5.47,21.01,55.61,8.72,7169
中路股份,2.76,14.73,15.31,4.12,4.68,4.99,4.65,0.37,,文教休闲,上海,476.23,2.38,3.21,98282.06,23536.71,8732.13,3352.31,0.1,0.007,1.95,7.2,19940128,16911.56,0.53,-8.94,-90.88,16.1,2.16,36804
金牛化工,0.66,1.8,2.94,1.45,2.35,3.47,3.75,0.37,2.06,化工原料,河北,90.98,6.8,6.8,121364.47,95693.82,19772.74,164531.3,2.42,0.028,1.38,3.76,19960626,-148320.22,-2.18,5.43,-9.12,9.7,4.21,44898
东方铁塔,2.24,1.19,1.99,0.3,1.06,1.94,3.57,0.37,,钢加工,山东,68.55,6.18,12.91,1087842.75,237849.75,204279.25,456624.44,3.54,0.021,5.43,1.04,20110211,89516.25,0.69,-10.76,25.37,30.24,7.09,32037
