name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,roe2018_2,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
中国建筑,9.14,13.29,15.68,3.58,9.03,12.44,15.33,3.57,,建筑施工,北京,7.01,416.24,419.85,162046896,118397296,3378583.5,2488328.25,0.59,0.194,5.43,1,20090729,14624667,3.48,15.05,14.98,8.87,3.01,588040
澳洋顺昌,5.06,8.45,10.81,3.24,6.92,11.41,14.42,3.57,,仓储物流,江苏,16.46,9.14,9.87,683806.19,363055.63,197140.38,34153.37,0.35,0.09,2.49,2.4,20080605,105521.4,1.07,39.99,40.7,23.83,9.87,67819
文灿股份,6.32,,15.41,,6.75,,13.79,3.57,,汽车配件,广东,48.9,0.55,2.2,241659.45,81229.53,109115.36,47590.95,2.16,0.25,7.08,5.25,20180426,50570.92,2.3,0,0,29.12,11.97,51255
和而泰,5.84,9.03,11.21,3.34,8.72,12.14,13.48,3.57,,元器件,深圳,33.78,7.19,8.56,224033.16,154598.06,25447.35,6719.36,0.08,0.057,1.62,4.76,20100511,39535.59,0.46,36.01,32.57,20.2,9,55690
外高桥,4.06,6.68,7.67,0.97,2.91,3.41,7.44,3.57,,园区开发,上海,14.39,9.35,11.35,3134877.5,1655819.75,113705.35,384369.44,3.39,0.323,9.04,2.06,19930504,432712.41,3.81,55.12,297.49,37.8,16.39,66091
同兴达,5.7,9.87,21.02,5.41,8.26,9.84,,3.57,,元器件,深圳,25.16,0.62,2.03,326953.28,276157.75,22873.9,51755.8,2.55,0.18,5.03,3.57,20170125,39829.28,1.96,-32.36,-22.06,9.75,5.91,20500
川投能源,7.58,14.13,17.12,3.78,6.01,12.95,14.52,3.56,,水力发电,四川,11.39,44.02,44.02,3135656.5,210831.2,324368.69,405193.03,0.92,0.189,5.29,1.62,19930924,1047730.88,2.38,2.13,2.9,65.83,381.16,72254
深南电路,7.74,,17.37,,13.76,18.91,14.14,3.56,8.48,元器件,深圳,35.19,0.7,2.8,729881.06,369619.53,282488.78,212300.27,7.58,0.418,11.73,5.02,20171213,78520.49,2.8,0,0,24.83,7.92,51948
英搏尔,,,24.48,7.84,12.62,8.73,13.11,3.56,,元器件,广东,35.27,0.19,0.76,88047.68,65732.52,15564.3,36092.4,4.77,0.315,8.82,5.04,20170725,20570.98,2.72,36.83,4.62,26.6,15.78,5491
中文传媒,6.17,9.28,11.77,4.13,6.9,9.34,11.9,3.56,,出版业,江西,9.03,13.78,13.78,2214731.75,1457047.38,134734.91,543854.88,3.95,0.327,9.18,1.29,20020304,570668.94,4.14,-2.4,-4.75,41.78,15.81,35810
华懋科技,10.36,15.02,20.19,5.26,9.75,9.14,12.96,3.54,,汽车配件,福建,16.06,2.77,3.07,240706.77,181000.72,46233.57,108878.2,3.55,0.257,7.24,2.28,20140926,80285.5,2.61,10.64,9.11,41.68,29.98,12134
好想你,1.04,,1.23,1.83,2.12,2.7,3.26,3.54,,食品,河南,10.9,2.36,5.16,515548.69,249531.2,115295.75,222886.7,4.32,0.233,6.58,1.55,20110520,57158.6,1.11,37.71,102.04,30.23,6.72,27574
贵人鸟,6.92,7.78,10.49,2.9,4.92,6.23,6.75,3.53,,服饰,福建,16.27,6.29,6.29,773494.06,418976.38,80362.34,91937.38,1.46,0.136,3.84,2.3,20140124,64596.78,1.03,8.48,2.2,36.44,10.22,8600
中际旭创,0.96,0.75,1.8,-0.79,0.71,2.98,4.03,3.53,,电气设备,山东,36.04,2.15,4.74,760880.44,399048.59,120411.2,357776.16,7.55,0.312,8.81,5.1,20120410,40005.4,0.84,9502.74,3472.49,24.29,10.57,6118
龙元建设,2.58,3.95,6.61,2.21,4.22,6.46,10.31,3.52,,建筑施工,浙江,13.02,9.48,15.3,3856493.25,2788031,54523.98,147842.81,0.97,0.17,4.86,1.52,20040524,266471.81,1.74,36.11,80.91,9.64,4,40991
西泵股份,2.9,4.33,5.86,2.71,4.97,8.98,11.79,3.51,,汽车配件,河南,12.45,3.14,3.34,329260.75,161932.48,131706.48,109457.6,3.28,0.224,6.36,1.75,20110111,63412.45,1.9,17.55,45.42,28.15,10.71,25439
富满电子,,,14.29,2.99,4.72,7.3,11.76,3.51,,半导体,深圳,57.84,0.79,1.42,78481.65,57659.01,17295.73,25927.42,1.83,0.128,3.65,8.13,20170705,14868.6,1.05,22.17,118.67,36.44,17.59,12910
新疆天业,14,10.47,12.64,3.9,8.28,11.84,12.42,3.5,,化工原料,新疆,10.44,8.32,9.73,916152.5,268198.41,538017,132863.88,1.37,0.162,4.62,1.46,19970617,194196.23,2,17.22,0.35,30.75,13.91,55230
天坛生物,4.75,8.65,11.92,4.35,33.69,35.98,38.81,3.49,,生物制药,北京,35.3,8.71,8.71,461319.31,317218.97,90002.09,25941.07,0.3,0.126,3.62,4.93,19980616,197930.31,2.27,0.35,99.19,48.51,19.89,44297
华灿光电,1.63,4.23,7.73,2.27,5.95,9.81,12.79,3.49,,半导体,湖北,23.28,7.06,10.81,1001905.38,362026.25,471409.09,222242.97,2.06,0.17,4.85,2.54,20120601,100373.82,0.93,40.17,76.84,32.87,20.12,21141
掌阅科技,,,10.56,4.65,8.51,10.13,12.52,3.49,,互联网,北京,71.41,0.41,4.01,144092.56,132702.44,2911.56,36951.85,0.92,0.089,2.55,9.97,20170921,23243.8,0.58,23.25,0.1,30.51,7.66,31601
长春一东,0.62,2.76,3.23,2.83,3.94,4.66,4.54,3.49,,汽车配件,吉林,46.69,1.42,1.42,108742.52,83647.65,21660.17,8911.74,0.63,0.101,2.9,6.52,19980520,14152.92,1,22.59,30.63,28.18,5.85,28213
瑞康医药,6.33,5.59,8.59,4.07,7.01,9.6,12.91,3.48,,医药商业,山东,16.25,11.76,15.05,2911672.5,2276294.75,142167.59,395984.13,2.63,0.186,5.34,2.27,20110610,248082.55,1.65,43.2,-4.02,18.54,3.93,27026
龙马环卫,9.4,13.39,17.66,5.1,9.91,14.17,12.15,3.48,,专用机械,福建,22.84,2.7,2.99,377063.06,315779.09,52317.73,103845.18,3.47,0.258,7.41,3.18,20150126,80703.61,2.7,15.29,19.79,26.38,10.05,17204
醋化股份,6.14,8.29,11.69,3.57,6.04,8.27,12.06,3.47,,化工原料,江苏,18.95,2.04,2.04,196316.92,117460.86,59562.73,39697.4,1.94,0.235,6.75,2.64,20150518,64101.95,3.13,21.6,2.23,19.87,9.34,14535
昊华能源,-2.21,-1.78,-0.12,4.43,6.77,8.65,8.36,3.47,,煤炭开采,北京,7.01,12,12,2082186.75,379229.38,569001.38,327218.22,2.73,0.225,6.47,0.97,20100331,211355.55,1.76,-8.86,-13.22,52.25,18.65,54317
新经典,11.56,,22.84,6.43,7.8,12.12,15.23,3.46,,出版业,天津,47.78,0.53,1.35,185575.11,171760.27,599.96,93536.36,6.95,0.408,11.77,6.62,20170425,48859.12,3.63,6.31,20.03,49.35,26.21,3249
山河药辅,7.15,9.22,12.11,2.81,6.06,7.75,11.4,3.46,,化学制药,安徽,33.46,1.08,1.39,68587.74,39891.06,13459.7,11290.28,0.81,0.114,3.28,4.63,20150515,22135,1.59,44.52,35.73,31.08,14.58,19265
天奇股份,2.73,3.66,5.43,1.41,2.67,,4.28,3.45,,工程机械,江苏,13.37,2.71,3.71,535133.13,361394.09,77863.67,93160.06,2.51,0.193,5.57,1.85,20040629,69072.21,1.86,86.53,159.48,24.16,9.11,28417
安正时尚,10.1,14.17,18.4,2.85,5.35,8.2,10.61,3.44,,服饰,浙江,16.34,1.04,4.05,312555.09,217070.63,54071.42,110989.97,2.74,0.227,6.6,2.25,20170214,118323.52,2.92,26.84,30.09,68.71,23.5,23969
汇川技术,9.51,15.51,19.75,3.49,9,14.21,19.53,3.43,,电器仪表,深圳,54.27,12.28,16.64,917187.38,690387.56,73222.68,135652.48,0.82,0.118,3.43,7.46,20100928,265507.59,1.6,24.73,13.94,45.54,20.15,28415
水星家纺,,,22.2,,10.65,15.88,12.64,3.43,,纺织,上海,18.86,0.67,2.67,249447,204434.63,25251.73,89942.9,3.37,0.272,7.91,2.59,20171120,84946.71,3.19,0,0,36.42,12.15,15790
一心堂,8.39,11.69,14.15,3.75,8.28,11.66,11.44,3.43,,医药商业,云南,29.73,2.67,5.68,717833.19,505151.44,49500.53,140971.02,2.48,0.231,6.74,4.08,20140702,169302.92,2.98,20.12,35.01,40.82,6.03,14438
克明面业,3.07,4.64,6.54,1.64,3.19,4.59,5.24,3.43,,食品,湖南,14.42,3.27,3.34,287427.63,154952.13,81284.31,136803.45,4.1,0.222,6.46,1.98,20120316,40200.18,1.21,45.19,110.86,25.38,11.07,16106
安科生物,6.91,10.9,14.51,3.34,8.23,12.22,16.55,3.42,,生物制药,安徽,67.25,6.55,9.97,234977.66,78392.3,43495.01,41688.03,0.42,0.06,1.74,9.21,20091030,65783.81,0.66,40.49,26.19,81,21.29,44800
仁和药业,6.91,10.17,13.53,2.8,5.79,8.95,12.63,3.41,,中成药,江西,20.95,12.38,12.38,434820.31,253871.77,65273.51,29476.35,0.24,0.086,2.52,2.86,19961210,136191.8,1.1,26.02,34.05,41.84,10.19,90000
远兴能源,0.66,0.58,-6.31,2,3.78,5.85,8.07,3.41,,化工原料,内蒙,9.87,28.33,39.67,2236336.75,633034.56,909473.88,174413.34,0.44,0.079,2.3,1.35,19970131,323037.16,0.81,1.44,87.81,41.15,13.77,147538
振德医疗,,,18.93,,9.57,,21.77,3.4,,医疗保健,浙江,51.07,0.25,1,136765.77,64845.51,53077.86,29003,2.9,0.26,7.72,5.22,20180412,20150.06,2.02,0,0,28.56,7.04,26371
佩蒂股份,9.35,,20.6,3.36,9.76,7.54,12.55,3.4,,饲料,浙江,47.27,0.35,1.2,100703.93,76349.71,16010.67,58399.8,4.87,0.25,7.32,6.45,20170711,19730.57,1.64,50.15,120.11,36.51,18.65,7138
深赤湾A,5.99,9.27,11.3,2.86,5.91,9.05,10.24,3.4,,港口,深圳,19.5,4.65,6.45,814725.75,129065.7,386324.69,16748.02,0.26,0.227,6.69,2.65,19930505,286230.19,4.44,4.28,6.13,45.43,23.82,37965
怡亚通,6.01,8.49,9.45,3.27,5.83,8.21,9.99,3.39,,仓储物流,深圳,16.67,21.2,21.23,4744390,3835078,184064.77,128816.92,0.61,0.098,2.88,2.26,20071113,207932.23,0.98,19.02,11.65,6.72,1.13,116735
鲁亿通,1.9,2.94,5.41,0.7,2.14,3.45,5.69,3.39,,电气设备,山东,21.62,1.09,2.91,464290.81,288519.03,15578.82,162923.31,5.59,0.231,6.81,2.94,20150217,25563.74,0.88,1171.26,1967.03,32.56,14.22,6835
华宝股份,,,28.27,,9.38,,20.48,3.38,,食品,西藏,20.25,0.62,6.16,870424.81,706430.06,26770.45,460631.75,7.48,0.48,13.29,2.74,20180301,268663.34,4.36,0,0,78.82,56.03,64723
利民股份,7.43,8.22,7.11,3.09,4.89,6.77,8.21,3.38,,农药化肥,江苏,13.1,1.42,2.8,237935.95,117669.72,74477.43,108805.47,3.89,0.21,6.2,1.78,20150127,45083.81,1.61,4.84,15.74,28.74,16.26,14677
华谊嘉信,5.7,10.59,10.94,1.8,3.06,10.42,-31.27,3.38,,广告包装,北京,19.04,4.82,6.78,346013.75,204810,3384.71,1464.21,0.02,0.046,1.35,2.57,20100421,15627.65,0.23,-7.66,40.88,23.3,4.53,24241
一品红,,,41.21,,17.53,24.83,14.15,3.37,,化学制药,广东,32.61,0.4,1.61,167502.73,133177.23,17094.17,63006.28,3.9,0.24,7.16,4.37,20171116,33922.39,2.1,0,0,61.51,10.43,16252
苏奥传感,6.05,8.87,12.24,3.54,6.37,8.71,11.64,3.37,,汽车配件,江苏,21.97,0.57,1.22,105018.9,81938.05,11798.44,30425.4,2.49,0.25,7.49,2.91,20160429,42996.1,3.52,6.71,4.99,31.94,18.36,14413
鸿利智汇,7.49,10.15,7.56,4.18,6.96,9.98,13.12,3.36,,元器件,广东,18.17,5.44,7.13,510536.09,225040.72,109393.26,108996.92,1.53,0.13,3.86,2.44,20110518,90787.75,1.27,26.24,16.07,21.93,10.6,22265
中再资环,2.83,6.75,14.58,3.53,6.55,9.27,12.93,3.36,,环境保护,陕西,36.28,13.19,13.89,461018.31,380921.13,46306.92,1549.71,0.01,0.042,1.25,4.89,19991216,78363.06,0.56,34.71,53.06,45.89,12.82,36658
京华激光,10.38,,22.92,,12.73,17.93,11.68,3.36,,造纸,浙江,30.6,0.32,1.28,86765.49,67169.15,8962.46,46047.09,3.61,0.192,5.71,4.12,20171025,16729.07,1.31,0,0,29.11,15.86,12961
三星新材,10.91,,21.58,3.11,6.26,8.84,11.15,3.36,,玻璃,浙江,33.13,0.32,0.88,59428.63,44890.23,8285.88,26175.89,2.97,0.196,5.84,4.46,20170306,13941.65,1.58,9.56,21.72,27.96,20.13,18770
三诺生物,4.39,9.44,9.03,3.41,7.63,15.73,18.56,3.35,6.85,医疗保健,湖南,26.63,3.7,5.65,303655.09,175065.88,36385.21,129751.82,2.3,0.297,4.34,3.65,20120319,50238.85,0.89,54.41,79.65,64.42,22.08,13172
晨鑫科技,0.56,5.29,11.09,0.4,1.36,2.54,13.05,3.35,,互联网,辽宁,17.66,11.5,14.27,278472.5,77991.53,39287.96,0,0,0.051,1.51,2.37,20100713,69922.93,0.49,191.73,559.98,73.05,46.88,73862
吉艾科技,-0.62,-1.25,-31.6,1.41,2.12,6.9,12.73,3.35,,专用机械,北京,40.11,4.33,4.84,550876.31,133277.52,19175.73,99076.31,2.05,0.12,3.58,5.38,20120410,21188,0.44,-5.28,188.13,61.66,33.04,11217
韦尔股份,,,17.51,4.32,5.41,8.83,11.62,3.35,10.78,半导体,上海,55.15,1.37,4.56,341799.5,290526.22,19219.99,102949.15,2.26,0.342,3.17,11.89,20170504,63778.38,1.4,107.26,164.9,28.13,8.22,17053
羚锐制药,4.58,16.29,16.56,3.17,6.29,8.7,9.98,3.35,,中成药,河南,18.57,5.35,5.92,351117,186526.81,75080.46,56534.55,0.95,0.125,3.74,2.49,20001018,76570.11,1.29,34.22,8.24,75.18,13.37,41453
利群股份,7.64,,13.27,4.02,4.79,6.2,8.69,3.35,,百货,山东,12.12,4.75,8.61,807456.63,311271.25,294864.59,176267.38,2.05,0.183,5.45,1.63,20170412,174008,2.02,5.45,37.6,21.71,5.12,55089
蓝焰控股,,,28.02,2.72,8.54,10.6,15.48,3.34,,煤炭开采,山西,22.29,5.14,9.68,711588.19,298327.31,317875.16,97557.36,1.01,0.113,3.38,2.98,20000622,106917.61,1.11,-4.64,46.24,40.02,31.62,27665
浦发银行,7.74,11.3,14.43,3.8,7.27,10.03,12.75,3.34,,银行,上海,5.04,281.04,293.52,613299328,0,2603200,8176000,2.79,0.46,13.57,0.72,19991110,11842300,4.03,-6.45,-1.09,0,36.1,204319
强力新材,8.74,10.06,12.06,2.99,7.34,10.2,11.92,3.34,,化工原料,江苏,50.19,1.41,2.71,138669.61,53160.61,30516.59,38163.15,1.41,0.14,4.27,6.37,20150324,43522.53,1.6,24.45,23.89,44.15,21.95,10438
佛燃股份,,,20.16,,12.78,17.24,14.52,3.33,,供气供热,广东,34.82,0.56,5.56,522298.69,162944.44,267673.97,65888.21,1.19,0.148,4.43,4.67,20171122,109024.65,1.96,0,0,18.45,7.38,33990
华东电脑,7.76,11.91,14.77,3.88,7.67,11.13,13.81,3.33,,软件服务,上海,27.63,4.23,4.23,499272,487860.16,2967.38,942.17,0.02,0.17,5.16,3.68,19940324,170157.02,4.02,8.88,-4.18,16.78,5.05,21854
金太阳,8.07,11.78,16.57,3.43,6.06,9.67,12.03,3.33,,矿物制品,广东,33.14,0.33,0.89,60641.01,42412.4,14203.55,17094.14,1.92,0.177,5.31,4.42,20170208,19175.85,2.15,53.27,10.14,35.62,18.5,7076
西藏药业,11.79,20.35,30.01,7.56,2.99,6.85,11.23,3.33,,中成药,西藏,21.44,1.46,1.8,231561.55,85939.06,14277.35,140896.94,7.84,0.382,11.48,2.86,19990721,46353.12,2.58,-13.4,26.84,79.23,32.28,13557
汇嘉时代,3.31,5.15,7.98,2.65,5.13,7.32,7.89,3.33,5.93,百货,新疆,17.57,0.72,2.4,275612.09,49025.18,81979.5,43718.01,1.82,0.334,5.62,2.08,20160506,63414.36,2.64,18.62,24.12,17.76,4.71,21198
千红制药,6.15,7.79,9.35,2.9,6,7.06,7.5,3.33,,生物制药,江苏,19.34,9.04,12.8,308287.38,233599.34,60465.3,3933.28,0.03,0.066,1.97,2.58,20110218,103924.95,0.81,38.73,19.4,45.57,24.87,59510
瑞丰高材,3.24,4.67,3.7,0.96,2.98,4.53,5.99,3.33,,化工原料,山东,30.27,1.68,2.11,97512.43,62523.26,22888.02,4455.12,0.21,0.09,2.56,3.96,20110712,25099.53,1.19,16.93,277.33,25.68,6.04,9511
中国重汽,3.46,4.81,8.54,3.31,9.18,13.06,15.92,3.32,,汽车整车,山东,9.98,6.71,6.71,2835927.25,2619474.5,122214.77,43243.28,0.64,0.288,8.69,1.33,19991125,410117.88,6.11,29.42,15.37,8.98,2.1,30963
亚普股份,,,19.68,,,,15.85,3.32,,汽车配件,江苏,55.47,0.6,5.1,575050.38,336775.84,174786.52,16063.22,0.31,0.141,4.82,6.51,20180509,134193.8,2.63,0,0,15.36,4.31,55274
杭叉集团,11.46,,12.58,3.55,8.52,10.97,13.58,3.32,,专用机械,浙江,15.31,1.71,6.19,592792.44,448958.56,92901.53,95964.15,1.55,0.194,5.84,2.04,20161227,174975,2.83,15.84,1.61,19.76,6.47,30000
山东钢铁,0.13,0.14,-3.74,2.74,3.58,6.27,10.64,3.32,,普钢,山东,8.9,106.89,109.47,5810576,2033985.75,1284996.88,820251.25,0.75,0.057,1.71,1.18,20040629,-119245.11,-0.11,-28.41,37.32,9.11,5.26,318941
桃李面包,10.45,16.7,21.17,3.34,8.69,15.7,16.26,3.31,,食品,辽宁,58.84,0.59,4.71,364546.38,195249.13,128669.52,122749.47,2.61,0.23,6.94,7.79,20151222,136394.98,2.9,20.57,51.6,38.82,10.93,6681
城市传媒,6,7.57,12.85,2.97,6.14,8.21,14.21,3.31,,出版业,山东,15.8,4.3,7.02,356065.22,177096.47,49818.62,44090.25,0.63,0.113,3.41,2.1,20000309,121570.07,1.73,7.12,22.54,40.74,16.26,43538
南方传媒,5.57,9.78,11.79,3.01,5.92,9.45,12.52,3.31,,出版业,广东,12.3,1.76,8.96,939933.88,412331.81,63273.3,178242.92,1.99,0.187,5.64,1.63,20160215,223883.09,2.5,9.15,50.73,29.74,13.13,38396
胜宏科技,7.37,11.64,16.03,3.06,7.34,7.41,10.44,3.31,,元器件,广东,31.22,6.66,7.7,421176.59,257295.47,132498.38,125213.21,1.63,0.115,3.45,4.14,20150611,58681.86,0.76,85.26,92.46,29.03,10.64,17326
兰太实业,2.16,3.05,4.16,2.72,5.45,8.75,9.55,3.31,,化工原料,内蒙,10.85,4.38,4.38,690777.75,179942.38,383840.47,101849.43,2.33,0.173,5.2,1.44,20001222,70801.74,1.62,25.56,34.15,37.16,8.16,39136
友阿股份,4.3,4.8,6.07,3.28,,5.84,5.96,3.31,,百货,湖南,8.77,14.17,14.17,1285067.25,503957.16,292636.56,127159.46,0.9,0.124,3.74,1.16,20090717,230685.72,1.63,10.52,6.64,23.21,7.52,54482
中航光电,10.54,14.3,17.86,4.27,9.81,13.4,16.87,3.3,,元器件,河南,47.16,7.82,7.91,1037162,811747.63,140028.52,97842.93,1.24,0.212,6.67,5.99,20071101,261859.52,3.31,3.86,-8.89,35.09,11.33,20192
台华新材,,,16.27,,12.84,12.4,16.05,3.3,,纺织,浙江,22.86,0.68,5.48,345498.44,185158.52,118392.45,72129.5,1.32,0.142,4.31,3.02,20170921,107052.38,1.95,0,0,27.39,12.79,26761
光库科技,12.47,,25.13,2.24,5.73,9.15,12.57,3.3,,元器件,广东,52.94,0.22,0.88,58629.73,48925.37,1796,25831.32,2.94,0.185,5.59,7.01,20170310,13190.8,1.5,44.79,69.75,48.66,25.98,12928
圆通速递,1.35,12.43,16.72,3.29,8.17,11.96,15.64,3.28,,仓储物流,辽宁,28.5,7.83,28.31,1364814.25,568004,332909.41,607676.75,2.15,0.11,3.4,3.73,20000608,312907.94,1.11,52.88,13,12.31,5.91,52229
中航资本,5.48,7.78,10.45,2.33,5.72,8.4,11.96,3.28,,多元金融,黑龙江,13.34,76.19,89.76,22764826,12036391,643409.88,396274.5,0.44,0.088,2.69,1.75,19960516,758604.38,0.85,41.29,49.06,43.9,53.88,192283
中牧股份,4.19,6.76,9.96,2.17,3.28,7.5,10.86,3.28,,饲料,北京,15.78,6.02,6.02,633712.38,348729.69,144003.13,100604.9,1.67,0.208,6.31,2.08,19990107,212930.8,3.54,20.22,67.57,31.84,13.3,19123
科林环保,2.33,2.57,,0.69,5.84,6.09,5.6,3.28,,环境保护,江苏,19.96,1.63,1.89,169165.02,144210.27,20212.75,35115.26,1.86,0.134,4.06,2.63,20101109,20257.4,1.07,-48.08,412.24,37.97,25.15,16566
天孚通信,8.64,12.25,16.05,4.02,8.03,10.77,13.75,3.27,,通信设备,江苏,29.06,1.64,1.86,93299.56,57599.71,25105.42,22174.1,1.19,0.148,4.5,3.81,20150217,37530.17,2.02,13.59,-13.62,50.28,27.69,14434
哈三联,,,21.67,,9.71,7.07,9.86,3.27,,化学制药,黑龙江,18.91,0.79,3.17,230793.2,146929.77,68658.24,116598.36,3.68,0.196,5.99,2.48,20170922,44667.6,1.41,0,0,83.84,13.14,35634
畅联股份,,,15.04,,9.57,7.85,8.99,3.27,,仓储物流,上海,30.92,0.92,3.69,186549.23,119592.47,27984.35,90418.13,2.45,0.142,4.33,4.05,20170913,26148.03,0.71,0,0,30.52,16.8,34900
杭氧股份,-1.55,-3.93,-8.36,1.13,2.82,4.57,7.78,3.27,,化工机械,浙江,21.96,8.3,9.65,1127979.63,615135.44,421803.75,161671.09,1.68,0.162,4.95,2.88,20100610,185768.13,1.93,22.53,304.61,23.65,9.56,17567
奥联电子,11.71,16.05,12.17,3.78,7.22,10.59,13.14,3.26,,汽车配件,江苏,31.36,0.84,1.62,65855.4,49014.93,11646.71,12980.17,0.8,0.09,2.89,4.06,20161229,15366.63,0.95,5.76,-8.44,39.18,16.27,15266
克来机电,6.05,,15.29,3.02,4.34,6.38,11.22,3.26,,专用机械,上海,70.68,0.52,1.35,91443.67,57137.15,12911.7,18635.67,1.38,0.11,3.36,9.23,20170314,14852.74,1.1,76.74,18.95,34.71,15.62,7302
中国银行,6.9,9.7,11.65,,7.14,9.82,11.52,3.25,,银行,北京,5.24,2107.66,2943.88,2015982592,0,20124700,14206400,0.48,0.16,4.77,0.73,20060705,65255000,2.22,-2.54,5.04,0,38.89,749574
珍宝岛,5.2,9.09,11.84,2.65,4.58,7.87,11.15,3.25,,中成药,黑龙江,17.59,8.49,8.49,700994.44,483482.31,121455.4,122516.02,1.44,0.185,5.68,2.29,20150424,245585.05,2.89,11.47,33.84,73.26,25.76,28134
华光股份,3.43,4.71,6.79,3.34,5.67,6.92,8.93,3.25,,专用机械,江苏,9.46,1.4,5.59,1026598.63,598427.75,191855.66,18733.28,0.33,0.268,8.25,1.23,20030721,359767.25,6.43,22.45,2.88,17.35,12.96,20131
四川双马,0.6,1.73,3.11,-0.14,1.8,3.33,6.97,3.25,,水泥,四川,31.76,7.63,7.63,407182.91,149937.81,156605.52,177958,2.33,0.129,3.95,4.13,19990824,41103.53,0.54,-5.82,2536.27,38.56,19.34,75553
伟星新材,10.71,17.68,24.41,2.92,11.66,18.68,25.67,3.24,,其他建材,浙江,50.34,11.73,13.11,423460.5,279817.22,84392.03,70830.86,0.54,0.082,2.53,6.52,20100318,136753.45,1.04,20.16,29.21,44.39,16.22,17497
苏宁环球,1.93,11.05,14.2,0.55,2.5,7.19,14.16,3.24,,区域地产,吉林,9.66,22.89,30.35,1925086.38,1668777.88,12772.76,103756.95,0.34,0.09,2.76,1.25,19970408,391764.13,1.29,42.69,544.28,63.32,34.29,84123
通鼎互联,9.65,13.91,18.37,2.13,6.52,9.65,12.99,3.24,,通信设备,江苏,19.86,11.87,12.62,968134.88,529916.94,153084.88,129604.25,1.03,0.122,3.75,2.58,20101021,202340.25,1.6,22.53,75.22,27.76,14.11,73112
天润乳业,7.18,10.16,10.61,3.09,7.5,10.47,11.84,3.24,,乳制品,新疆,28.34,1.79,2.07,143731.97,44177.98,56334.86,60704.55,2.93,0.135,4.18,3.68,20010628,13336.87,0.64,23.28,19.02,26.75,9.36,9378
神州数码,10.13,12.95,15.24,3.11,7.16,10.64,21.57,3.23,,综合类,深圳,20.45,3.58,6.54,2282791.5,1748764.25,20070.9,238062.77,3.64,0.17,5.27,2.64,19940509,35888.1,0.55,29.12,30.66,4.65,0.71,28530
中旗股份,8.14,10.79,8.51,4.12,6.69,8.2,11.63,3.23,,农药化肥,江苏,19.38,0.34,0.73,190206.81,114524.22,38394.53,47191.71,6.43,0.46,14.22,2.51,20161220,43890.65,5.98,28.51,-13.32,18.86,8.13,8936
光威复材,,,14.11,,9.75,8.11,9.14,3.23,,化工原料,山东,45.44,0.92,3.68,317365.72,216499.02,55408.19,159460.25,4.33,0.235,7.27,5.89,20170901,67202,1.83,0,0,44.73,31.98,37081
爱柯迪,14.65,,26.1,,11.87,17.35,13.2,3.22,,汽车配件,浙江,18.79,1.38,8.45,463461.34,292845.28,116232.45,175011.48,2.07,0.139,4.3,2.42,20171117,91541.36,1.08,0,0,39.22,18.33,54000
飞荣达,10.37,14.73,20.89,1.81,4.01,7.62,11.26,3.22,,元器件,深圳,55.58,0.62,2.04,151045.86,122941.8,22874.47,34083.9,1.67,0.16,4.87,7.15,20170126,51384.46,2.52,10.67,98.32,30.45,13.1,8828
劲嘉股份,8.32,10.11,12.7,3.7,6.65,9.29,8.9,3.22,,广告包装,深圳,12.74,13.03,14.95,826303.56,348783.88,170077.59,164824.63,1.1,0.142,4.18,1.73,20071205,309146,2.07,8.08,21.09,47.14,26.14,61571
回天新材,4.08,4.99,6.15,2.84,3.95,4.87,5.88,3.22,,化工原料,湖北,15.26,2.59,4.26,260553.38,178150.81,56274.88,85489.24,2.01,0.147,4.55,1.97,20100108,54601.93,1.28,41.69,35.17,26.17,12.46,19400
舍得酒业,1.02,2.38,3.44,1.72,2.63,3.92,5.77,3.22,,白酒,四川,27.36,3.37,3.37,473356.09,372997.69,53637.63,84139.8,2.49,0.245,7.61,3.53,19960524,114234.9,3.39,21.95,102.55,69.46,15.9,29614
宁波富达,13.17,15.18,4.92,0.7,2.91,4.74,-50.88,3.22,,区域地产,浙江,20.84,14.45,14.45,1391765.88,1116470.63,60741.95,26015.1,0.18,0.039,1.23,2.69,19960716,-14611.17,-0.1,28.25,211.49,28.63,6.94,32500
众兴菌业,6.89,5.33,6.94,2.15,2.72,4.39,5.42,3.21,1.39,种植业,甘肃,37.5,2.54,3.73,404546.69,163480.48,135300.11,155163.84,4.16,0.1,6.58,1.13,20150626,54955.23,1.47,29.68,-41.92,23.59,8.94,36815
凌霄泵业,,,25.81,,13.04,11.41,15.63,3.2,,专用机械,广东,16.97,0.69,1.24,134049.2,121239.26,9759,54444.19,4.39,0.322,10.04,2.18,20170711,49957.01,4.03,7.77,5.47,26.16,17.65,11418
慈文传媒,8.08,12.19,21.56,2.07,5.47,10.19,15.49,3.2,,影视音像,浙江,16.76,3.26,4.75,528095.94,416174.5,3503.6,99200.32,2.09,0.184,5.74,2.15,20100126,123379.72,2.6,157.82,205.72,19.42,30.51,9765
