name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
济川药业,13.92,19.89,25.54,7.45,16.16,23.12,27.79,9.58,中成药,湖北,20.93,8.14,8.14,741370.75,439520.16,160504.13,155323.06,1.91,0.58,11.9,4.03,20010822.0,262110.8,3.22,51.45,60.58,84.67,21.94,12200.0
药石科技,13.89,11.15,14.72,,11.44,17.64,13.56,3.89,化工原料,江苏,96.13,0.28,1.1,57562.81,43627.3,8274.71,33846.81,3.08,0.183,4.68,14.99,20171110.0,9507.78,0.86,0.0,0.0,58.4,20.24,11407.0
广哈通信,13.82,,20.65,,11.26,13.17,9.95,-1.07,通信设备,广东,0.0,0.36,1.44,62236.9,58734.45,1497.21,25584.46,1.77,-0.040999999999999995,3.81,5.81,20171101.0,12608.98,0.87,0.0,0.0,52.09,-37.35,24766.0
卫信康,13.77,,25.01,,12.35,9.25,11.83,3.76,化学制药,西藏,51.37,0.67,4.23,109373.85,72522.43,13285.74,25683.25,0.61,0.079,2.11,7.74,20170721.0,18263.84,0.43,98.27,67.07,42.23,21.76,34154.0
海康威视,13.64,22.57,30.55,5.73,13.68,22.85,30.99,5.63,电器仪表,浙江,40.99,79.07,92.27,5001971.0,4173141.5,407514.34,189280.94,0.21,0.449,3.25,11.33,20100528.0,1613208.88,1.75,26.92,26.0,44.5,19.87,150262.0
诚意药业,13.6,,24.33,2.45,5.37,7.94,11.54,2.88,化学制药,浙江,37.52,0.57,0.85,70405.86,45494.87,11870.76,38666.87,4.54,0.209,7.25,4.33,20170315.0,11344.07,1.33,49.47,25.76,58.53,14.49,10574.0
上海电影,13.58,9.53,12.24,2.4,5.49,7.75,12.25,1.99,影视音像,上海,35.56,1.06,3.74,295950.16,190404.81,27093.58,82026.93,2.2,0.114,5.73,2.83,20160817.0,82520.93,2.21,18.5,-10.45,25.38,14.27,29820.0
贵州茅台,13.54,18.16,22.93,7.74,14.87,23.68,29.61,8.51,白酒,贵州,27.52,12.56,12.56,13440494.0,11178139.0,1517933.75,137496.44,1.09,6.772,79.57,9.37,20010827.0,8851821.0,70.47,31.24,38.93,91.31,48.71,99429.0
兆易创新,13.53,11.69,13.79,5.16,12.42,21.16,22.62,5.22,半导体,北京,100.1,2.07,2.84,252843.13,150107.56,11524.75,72803.56,2.57,0.315,6.03,20.91,20160818.0,85686.9,3.02,19.71,28.55,38.24,16.5,21412.0
雅戈尔,13.52,14.58,16.22,5.47,8.75,11.31,1.21,2.05,服饰,浙江,13.04,35.81,35.81,6840856.0,3251233.0,571695.0,409881.06,1.14,0.142,6.93,1.07,19981119.0,1452840.38,4.06,-50.46,-59.64,59.71,30.28,137014.0
合盛硅业,13.5,,24.64,9.3,17.3,26.74,28.01,10.42,化工原料,浙江,19.87,0.7,6.7,1514759.0,522197.59,500081.06,226936.52,3.39,0.94,9.02,8.28,20171030.0,303294.59,4.53,55.25,132.26,43.69,28.06,32730.0
奥瑞金,13.48,20.65,22.56,3.08,7.51,11.44,12.38,3.66,广告包装,北京,15.39,17.98,23.55,1415842.38,542270.56,457788.06,-2202.09,-0.01,0.091,2.47,2.26,20121011.0,326629.97,1.39,53.81,31.13,26.87,10.69,61459.0
隆基股份,13.39,11.42,15.33,4.17,11.08,18.42,25.11,3.68,半导体,陕西,20.57,27.66,27.92,3480441.5,2040182.63,1061186.5,543859.81,1.95,0.19,5.28,3.03,20120411.0,644009.19,2.31,29.14,23.57,21.91,15.65,67302.0
伯特利,13.39,,33.36,,13.06,,25.19,7.31,汽车配件,安徽,39.13,0.41,4.09,295394.88,221964.97,51661.46,14181.11,0.35,0.213,3.23,10.31,20180427.0,61355.95,1.5,0.0,0.0,24.19,12.76,39606.0
赣锋锂业,13.38,21.41,18.66,5.21,22.46,33.08,36.38,8.34,小金属,江西,30.34,7.86,11.15,828777.81,466500.19,80018.21,118660.65,1.06,0.32,3.85,10.12,20100810.0,230844.05,2.07,67.97,162.6,46.08,34.12,126811.0
百华悦邦,13.36,,24.14,,11.38,16.7,19.54,2.43,通信设备,北京,54.76,0.2,0.82,49975.53,39866.73,651.95,23424.28,2.87,0.13,5.19,5.31,20180109.0,12192.78,1.49,0.0,0.0,58.79,9.98,9571.0
神州长城,13.35,18.81,26.64,5.3,13.72,20.09,17.66,9.25,装修装饰,深圳,6.84,7.53,16.98,1180655.13,1012879.81,31994.22,-129934.97,-0.77,0.129,1.39,2.53,19920616.0,172162.7,1.01,-12.87,120.66,24.77,23.66,67825.0
东方日升,13.32,14.24,18.16,1.09,3.86,5.93,8.68,1.06,半导体,浙江,30.17,6.92,9.04,1728665.0,1121731.5,395903.31,509687.91,5.64,0.08900000000000001,8.3,1.29,20100902.0,142415.56,1.57,25.87,3.86,14.56,3.85,36533.0
康隆达,13.27,,25.2,1.81,4.08,7.04,7.79,1.73,纺织,浙江,36.58,0.37,1.0,115236.7,68859.27,30546.68,58865.8,5.89,0.17,9.43,2.54,20170313.0,21839.42,2.18,15.66,1.07,25.18,8.05,8855.0
海量数据,13.26,,26.28,1.85,6.24,12.02,14.88,1.78,软件服务,北京,141.58,0.47,1.5,60037.66,52850.48,783.23,15053.07,1.0,0.047,2.6,10.12,20170306.0,13055.8,0.87,8.83,10.72,23.62,6.83,19246.0
奥飞数据,13.26,,26.75,,13.62,,24.2,1.66,电信运营,广东,104.56,0.16,0.65,62394.53,38542.76,9125.03,32018.86,4.91,0.15,7.99,6.96,20180119.0,12631.24,1.94,0.0,0.0,24.86,9.57,16347.0
富祥股份,13.25,16.26,23.0,6.22,11.78,15.53,18.95,6.14,化学制药,江西,17.52,1.23,2.25,188925.23,110205.86,36715.12,43419.4,1.93,0.275,4.47,4.31,20151222.0,46983.89,2.09,32.26,21.75,39.12,20.25,12462.0
宁波富达,13.17,15.18,4.92,0.7,2.91,4.74,-50.88,3.22,区域地产,浙江,20.84,14.45,14.45,1391765.88,1116470.63,60741.95,26015.1,0.18,0.039,1.23,2.69,19960716.0,-14611.17,-0.1,28.25,211.49,28.63,6.94,32500.0
沧州明珠,13.16,18.61,17.95,4.81,9.83,14.55,17.27,1.72,塑料,河北,37.12,14.18,14.18,384457.94,208307.06,120617.85,51111.96,0.36,0.039,2.27,2.56,20070124.0,141594.84,1.0,-14.44,-59.58,18.59,9.28,97706.0
生物股份,13.14,13.52,17.19,6.62,10.02,16.27,19.46,6.14,生物制药,内蒙,16.72,11.37,11.71,625350.25,407470.34,64276.63,161654.48,1.38,0.253,4.12,4.11,19990115.0,252303.3,2.16,20.92,11.4,76.14,53.17,23022.0
正裕工业,13.08,,21.75,3.49,6.66,8.85,10.13,0.29,汽车配件,浙江,249.43,0.31,1.07,100282.71,71220.43,15795.25,34444.89,3.23,0.02,6.68,2.95,20170126.0,22315.82,2.09,7.25,-90.87,19.6,1.05,11103.0
星帅尔,13.07,,21.93,6.44,7.37,10.83,14.06,3.66,电气设备,浙江,24.75,0.47,1.14,81231.42,55408.17,10084.0,27789.98,2.44,0.212,5.79,3.63,20170412.0,27141.69,2.38,12.5,10.52,40.69,26.46,12500.0
青岛海尔,12.99,15.25,19.1,6.13,15.08,18.81,21.49,5.84,家用电器,山东,13.93,60.97,60.97,15452950.0,9149540.0,1558893.25,82759.85,0.14,0.325,5.56,3.26,19931119.0,2469768.75,4.05,13.01,14.02,28.62,4.64,202628.0
科达利,12.98,,25.01,1.91,4.34,7.43,7.36,0.97,机械基件,深圳,64.53,0.93,2.1,314225.22,162923.52,80388.18,142198.91,6.77,0.106,10.84,2.53,20170302.0,66235.15,3.15,14.29,-46.86,16.92,5.71,22103.0
华映科技,12.97,3.15,3.05,0.42,0.55,1.42,1.61,-1.15,元器件,福建,0.0,20.03,27.66,2222381.5,983326.38,773393.13,859451.63,3.11,-0.051,4.44,0.63,19931126.0,35274.95,0.13,9.13,-356.51,6.83,-12.43,41422.0
大业股份,12.95,,24.45,,10.91,16.09,9.64,2.72,钢加工,山东,25.71,0.52,2.08,281815.38,206676.42,61461.3,68248.06,3.28,0.184,6.74,2.81,20171113.0,46163.35,2.22,0.0,0.0,15.45,7.42,26613.0
蓝海华腾,12.95,18.91,25.47,5.36,10.91,15.6,18.15,0.51,电气设备,深圳,194.84,0.94,2.08,110648.32,96170.02,4227.76,8232.95,0.4,0.018000000000000002,3.41,4.01,20160322.0,37157.44,1.79,-58.91,-89.42,39.89,6.62,15701.0
海兴电力,12.9,18.97,12.46,3.11,6.21,9.07,12.03,1.04,电器仪表,浙江,44.43,1.68,4.95,631360.38,556554.75,39422.8,260247.8,5.25,0.1,9.52,1.86,20161110.0,171022.8,3.45,-6.31,-63.88,41.16,9.94,28685.0
凯伦股份,12.88,,26.32,,11.44,16.45,11.67,2.6,其他建材,江苏,81.63,0.32,1.3,55647.57,39143.57,13415.55,19453.36,1.5,0.079,3.03,8.51,20171026.0,11249.87,0.87,0.0,0.0,39.1,11.29,14667.0
九鼎投资,12.83,19.28,37.28,2.76,7.37,7.94,16.07,2.28,多元金融,江西,40.24,4.34,4.34,506347.91,309824.81,4216.03,18868.02,0.44,0.106,4.66,3.68,19970418.0,122048.85,2.82,13.03,-17.22,98.61,27.68,20591.0
中通客车,12.76,18.56,22.66,1.71,2.32,4.49,6.86,0.04,汽车整车,山东,840.3,4.77,5.93,1253784.75,1078841.88,113631.56,47752.87,0.81,0.002,4.7,1.45,20000113.0,147244.36,2.48,-1.37,-97.34,13.0,0.14,62396.0
海信科龙,12.71,18.6,22.34,5.0,13.1,27.95,30.99,4.27,家用电器,广东,11.03,9.02,13.63,2228893.75,1554248.5,317796.75,208889.16,1.53,0.21100000000000002,4.94,1.89,19990713.0,281396.38,2.06,16.41,12.38,17.89,3.21,39022.0
老板电器,12.7,19.43,29.23,5.71,13.6,20.18,27.77,5.4,家用电器,浙江,23.25,9.35,9.49,842336.19,714039.31,82622.0,40078.35,0.42,0.318,5.88,5.03,20101123.0,376382.63,3.97,16.89,20.05,52.32,18.97,70097.0
先导智能,12.7,18.97,30.78,8.76,16.72,11.03,19.31,5.85,专用机械,江苏,41.69,4.57,8.82,687439.69,524721.06,20782.9,140465.92,1.59,0.196,3.35,9.76,20150518.0,98953.18,1.12,150.58,90.8,42.12,26.36,19754.0
莱绅通灵,12.66,14.95,10.93,5.16,8.8,11.08,13.52,4.67,服饰,江苏,14.78,0.85,3.4,287498.75,266920.16,7636.93,109348.71,3.21,0.32899999999999996,7.04,2.77,20161123.0,85968.21,2.52,-4.37,1.82,56.94,21.6,18697.0
高争民爆,12.54,21.81,14.74,1.52,7.4,11.34,13.68,0.48,化工原料,西藏,175.28,0.63,1.84,88904.0,46453.21,30098.88,37072.05,2.01,0.022000000000000002,4.45,3.41,20161209.0,20755.15,1.13,-23.18,-65.75,46.71,6.74,19339.0
中天金融,12.53,14.5,19.71,5.88,9.18,10.53,12.95,4.16,多元金融,贵州,12.26,65.06,70.46,10667686.0,5897139.0,319090.31,355733.66,0.5,0.099,2.38,2.04,19940202.0,770436.75,1.09,-36.51,-25.64,35.29,18.07,227219.0
中京电子,12.52,13.07,11.41,0.42,0.59,0.84,2.41,,元器件,广东,47.24,3.52,3.78,205118.38,113717.56,65612.72,42384.98,1.12,0.05,2.69,3.55,20110506.0,23246.01,0.61,22.46,361.32,21.87,6.33,25931.0
光库科技,12.47,,25.13,2.24,5.73,9.15,12.57,3.3,元器件,广东,63.88,0.22,0.88,58629.73,48925.37,1796.0,25831.32,2.94,0.185,5.59,8.45,20170310.0,13190.8,1.5,44.79,69.75,48.66,25.98,12928.0
国检集团,12.45,21.8,12.47,1.66,6.0,10.76,14.01,1.86,建筑施工,北京,51.57,0.64,2.2,134868.13,75963.57,32904.48,43786.89,1.99,0.08800000000000001,4.74,3.85,20161109.0,32916.1,1.5,12.14,24.07,37.18,11.27,22569.0
三角轮胎,12.42,7.48,10.52,1.96,3.48,4.67,6.03,1.22,汽车配件,山东,27.57,2.8,8.0,1444152.25,935526.13,412547.53,412397.31,5.15,0.124,10.14,1.35,20160909.0,234975.63,2.94,-16.4,-36.93,20.19,5.48,75824.0
新天然气,12.42,7.01,11.37,3.0,6.17,8.36,13.58,3.65,供气供热,新疆,18.56,0.96,1.6,231637.27,159126.73,61832.92,117074.22,7.32,0.461,12.61,2.71,20160912.0,53907.92,3.37,19.68,32.88,26.71,22.38,24150.0
通化东宝,12.41,13.37,16.27,5.07,10.09,14.91,18.47,5.7,生物制药,吉林,45.3,19.73,20.54,503956.44,255297.59,114367.97,121477.7,0.59,0.133,2.34,10.33,19940824.0,140407.59,0.68,27.23,30.2,73.14,38.06,31991.0
弘高创意,12.39,20.88,21.97,2.04,6.98,8.64,-15.71,-7.41,装修装饰,北京,0.0,4.15,10.26,473838.66,440286.59,1125.83,18667.13,0.18,-0.064,0.86,4.94,20101118.0,58612.9,0.57,-28.86,-386.28,17.97,-26.64,49159.0
华东医药,12.36,17.0,19.87,6.95,13.58,18.35,21.2,7.28,化学制药,浙江,25.75,13.02,14.58,1734793.38,1384458.75,191722.34,294158.53,2.02,0.452,6.21,7.5,20000127.0,464651.19,3.19,9.61,21.17,31.65,8.41,22317.0
安奈儿,12.35,,21.7,,5.78,5.93,8.68,4.45,服饰,深圳,16.41,0.39,1.32,105627.11,87087.99,15455.69,44885.8,3.4,0.273,6.14,2.92,20170601.0,25640.68,1.94,21.72,6.31,58.98,11.87,10597.0
三七互娱,12.34,17.88,23.65,8.73,13.67,18.37,23.09,6.65,互联网,安徽,15.69,11.82,21.25,902298.19,376938.13,29053.22,72591.67,0.34,0.193,2.87,4.22,20110302.0,322969.06,1.52,2.62,-5.3,71.62,24.69,49382.0
朗科智能,12.31,10.28,12.52,3.59,6.6,10.1,12.25,1.0,电气设备,深圳,100.39,0.43,1.2,106367.32,84487.81,17894.78,27025.15,2.25,0.055,5.51,4.03,20160908.0,23677.98,1.97,-3.94,-70.95,15.58,2.87,16514.0
神雾环保,12.3,19.87,27.99,3.87,14.33,16.1,12.98,-2.17,环境保护,北京,0.0,7.22,10.1,696083.25,626789.69,14138.57,35107.55,0.35,-0.057999999999999996,2.69,2.5,20110107.0,127526.76,1.26,-90.06,-158.15,34.39,-89.06,74647.0
岷江水电,12.29,15.7,15.68,0.24,3.55,5.49,6.95,3.1,水力发电,四川,24.45,4.08,5.04,240608.55,16240.62,141149.59,9714.3,0.19,0.073,2.36,3.04,19980402.0,42423.6,0.84,44.26,1359.16,13.93,16.36,46723.0
星辉娱乐,12.26,16.39,19.44,4.75,6.69,9.6,9.04,1.12,文教休闲,广东,43.31,9.09,12.44,598690.13,114264.9,99348.06,7691.81,0.06,0.023,2.07,1.94,20100120.0,117108.72,0.94,2.96,-75.4,38.72,4.44,58386.0
金信诺,12.23,15.71,8.97,2.8,4.89,5.31,5.73,2.16,电气设备,深圳,27.14,3.91,5.78,616479.81,398224.56,41312.68,127071.45,2.2,0.087,4.01,2.35,20110818.0,58520.53,1.01,28.49,-21.58,26.19,7.87,22532.0
今世缘,12.18,14.34,16.34,7.7,12.92,15.07,17.02,8.82,白酒,江苏,12.81,12.55,12.55,722989.94,482654.75,75820.31,71709.18,0.57,0.406,4.6,4.52,20140703.0,339303.91,2.7,31.11,31.79,74.35,34.16,30296.0
创维数字,12.12,15.11,18.3,,2.08,1.86,3.5,2.41,家用电器,四川,38.98,9.6,10.7,780476.81,652062.56,68203.74,41705.4,0.39,0.063,2.61,3.77,19980602.0,141868.81,1.33,11.24,119.01,16.14,3.68,55940.0
凯众股份,12.1,,21.4,4.74,9.5,12.17,14.97,5.36,汽车配件,上海,14.29,0.61,1.06,91436.43,72715.63,10530.96,45733.45,4.32,0.409,7.63,3.07,20170120.0,23859.97,2.25,29.79,24.8,47.16,28.72,8240.0
信威集团,12.06,12.14,12.9,-2.4,5.81,3.52,-17.7,-5.2,通信设备,北京,0.0,18.13,29.24,2120499.5,1765495.63,56744.51,306836.38,1.05,-0.16899999999999998,3.24,4.5,20030807.0,391411.63,1.34,-33.11,-77.71,34.28,-885.97,155345.0
国光股份,12.04,14.31,15.54,4.18,15.71,19.25,21.64,5.44,农药化肥,四川,26.11,0.82,1.29,102439.68,78799.21,1794.06,33063.55,2.56,0.39,7.1,5.62,20150320.0,43204.85,3.35,19.73,25.92,49.45,29.17,11471.0
苏泊尔,11.98,17.66,23.73,7.46,12.78,18.07,25.15,8.08,家用电器,浙江,23.75,5.45,8.21,909423.38,755731.94,84693.93,10456.67,0.13,0.551,6.81,7.68,20040817.0,433329.59,5.28,21.24,21.92,31.07,9.26,10459.0
新五丰,11.92,16.33,16.06,2.65,3.42,4.34,3.73,-0.39,农业综合,湖南,0.0,6.53,6.53,173946.41,101485.25,55192.05,25223.96,0.39,-0.006999999999999999,1.84,2.32,20040609.0,22094.77,0.34,-7.67,-114.2,4.75,-1.19,63944.0
富临精工,11.87,16.23,6.56,2.36,5.98,8.64,9.22,0.62,汽车配件,四川,43.25,3.84,4.97,558470.31,272158.81,67585.03,239697.8,4.82,0.051,8.15,1.08,20150319.0,72105.0,1.45,-39.89,-70.05,33.93,8.74,25000.0
恒瑞医药,11.87,16.45,20.89,6.14,11.51,16.13,20.93,5.79,化学制药,江苏,68.68,36.62,36.82,1890223.75,1528533.13,200338.41,106698.97,0.29,0.258,4.45,15.91,20001018.0,1149433.13,3.12,21.7,16.95,86.47,24.62,70591.0
梦百合,11.86,8.81,12.04,3.89,7.59,9.55,10.17,0.29,家居用品,江苏,237.16,0.82,2.4,226108.72,131739.8,51503.93,89032.56,3.71,0.019,6.39,2.83,20161013.0,32429.24,1.35,26.95,-93.21,24.9,0.75,22669.0
银禧科技,11.85,16.5,16.92,2.1,4.82,7.08,9.79,2.19,塑料,广东,24.3,4.23,5.05,352694.91,189707.17,65989.85,119720.3,2.37,0.099,4.52,2.14,20110525.0,54385.98,1.08,41.23,16.02,20.49,7.88,24664.0
飞科电器,11.84,23.12,30.5,9.06,19.39,27.58,34.65,6.74,家用电器,上海,32.59,0.44,4.36,315706.72,231292.8,58006.46,68804.5,1.58,0.4,5.93,8.8,20160418.0,124316.51,2.85,-5.93,-12.99,37.87,19.71,12274.0
乐凯新材,11.84,16.43,21.71,5.77,9.0,12.93,18.47,5.12,化工原料,河北,18.01,1.18,1.23,64386.05,49306.37,9505.46,3560.34,0.29,0.249,4.85,3.7,20150423.0,38348.21,3.12,0.27,0.15,60.21,43.64,16676.0
长城汽车,11.84,16.42,22.3,3.96,5.2,6.13,10.23,4.06,汽车整车,河北,10.16,60.28,91.27,10951442.0,6702994.5,2792656.25,141123.09,0.15,0.228,5.61,1.65,20110928.0,3561152.5,3.9,13.06,6.46,20.44,7.93,71740.0
万向钱潮,11.82,14.7,19.16,5.09,9.66,13.04,17.45,4.66,汽车配件,浙江,19.24,27.53,27.53,1175817.63,718410.38,292573.78,25041.42,0.09,0.09,1.92,3.59,19940110.0,187214.13,0.68,-1.48,5.79,20.47,8.52,129700.0
西藏药业,11.79,20.35,30.01,7.56,2.99,6.85,11.23,3.33,中成药,西藏,23.56,1.46,1.8,231561.55,85939.06,14277.35,140896.94,7.84,0.382,11.48,3.14,19990721.0,46353.12,2.58,-13.4,26.84,79.23,32.28,13557.0
信捷电气,11.76,,12.13,,7.34,10.82,13.29,2.85,电气设备,江苏,33.55,0.35,1.41,120168.76,97699.86,5861.21,36960.89,2.63,0.19399999999999998,6.82,3.83,20161221.0,40005.56,2.85,28.76,9.65,41.05,23.49,8367.0
杭萧钢构,11.75,15.1,20.69,5.23,14.52,20.16,26.52,4.25,钢加工,浙江,17.95,16.38,17.87,729940.0,534420.13,64040.8,11233.26,0.06,0.07200000000000001,1.69,3.05,20031110.0,131054.36,0.73,9.45,6.76,30.62,14.74,78417.0
九阳股份,11.73,16.59,20.25,3.8,9.49,13.48,19.27,3.97,家用电器,山东,23.46,7.62,7.68,489001.81,318760.69,62016.61,89639.03,1.17,0.192,4.82,3.73,20080528.0,172788.81,2.25,5.57,7.88,31.53,9.37,38519.0
奥联电子,11.71,16.05,12.17,3.78,7.22,10.59,13.14,3.26,汽车配件,江苏,37.4,0.84,1.62,65855.4,49014.93,11646.71,12980.17,0.8,0.09,2.89,4.84,20161229.0,15366.63,0.95,5.76,-8.44,39.18,16.27,15266.0
三雄极光,11.69,,33.6,1.14,4.24,7.91,11.31,1.58,半导体,广东,38.69,0.91,2.8,285408.31,237126.72,29819.84,120833.67,4.32,0.13,8.2,2.46,20170317.0,70180.24,2.51,17.32,56.73,33.24,8.29,37420.0
百合花,11.64,,11.95,2.24,4.87,7.06,10.47,2.84,染料涂料,浙江,25.25,0.7,2.25,213399.75,130586.71,68167.82,43177.73,1.92,0.165,5.81,2.87,20161220.0,58313.16,2.59,7.98,38.89,22.24,9.61,18182.0
海思科,11.63,14.71,19.99,1.92,7.25,10.77,11.96,2.92,化学制药,西藏,57.62,4.84,10.8,421521.06,168526.48,60993.05,2252.01,0.02,0.055,1.89,6.75,20120117.0,81594.3,0.76,75.14,38.46,65.54,12.5,16506.0
顺网科技,11.59,16.9,21.15,5.07,8.14,12.57,17.09,4.95,互联网,浙江,19.73,4.77,6.94,412140.78,213163.42,6640.85,69527.61,1.0,0.23,4.65,3.91,20100827.0,153890.88,2.22,66.26,21.4,64.44,27.81,42496.0
新经典,11.56,,22.84,6.43,7.8,12.12,15.23,3.46,出版业,天津,54.57,0.53,1.35,185575.11,171760.27,599.96,93536.36,6.95,0.408,11.77,7.56,20170425.0,48859.12,3.63,6.31,20.03,49.35,26.21,3249.0
方大特钢,11.54,18.91,25.12,9.7,23.32,39.93,52.13,16.85,特种钢,江西,7.74,13.26,14.5,1174647.88,757410.0,242419.17,6176.95,0.04,0.42,2.49,4.77,20030930.0,124731.92,0.86,40.15,95.68,29.22,14.43,85942.0
豪迈科技,11.54,16.77,20.34,4.23,10.31,14.32,17.33,2.72,专用机械,山东,31.72,5.15,8.0,480559.44,271292.19,127096.11,50634.4,0.63,0.136,5.01,3.45,20110628.0,234279.02,2.93,11.18,-30.15,30.65,14.84,22872.0
宇通客车,11.46,19.26,29.76,2.27,6.61,14.33,20.18,1.86,汽车整车,河南,33.41,22.14,22.14,3558040.75,2692739.75,390483.72,127876.86,0.58,0.133,7.13,2.49,19970508.0,902548.88,4.08,20.44,-6.81,22.69,6.33,51163.0
杭叉集团,11.46,,12.58,3.55,8.52,10.97,13.58,3.32,专用机械,浙江,16.57,1.71,6.19,592792.44,448958.56,92901.53,95964.15,1.55,0.19399999999999998,5.84,2.2,20161227.0,174975.0,2.83,15.84,1.61,19.76,6.47,30000.0
亿帆医药,11.45,16.0,19.99,5.35,12.4,14.51,20.17,4.78,化学制药,浙江,14.82,7.08,12.07,908639.88,375530.28,81894.88,280343.25,2.32,0.26899999999999996,5.63,2.84,20040713.0,282150.41,2.34,44.62,63.11,56.53,25.96,73996.0
晨光文具,11.45,16.94,20.28,6.39,11.61,18.23,22.37,6.73,文教休闲,上海,35.19,9.2,9.2,432712.69,292259.69,85745.93,27234.76,0.3,0.222,3.3,9.48,20150127.0,157700.3,1.71,30.25,23.22,27.19,11.12,10505.0
华达科技,11.43,17.17,23.08,3.1,5.42,7.14,8.92,3.12,汽车配件,江苏,13.91,0.98,2.24,399268.38,273846.63,95443.25,152643.81,6.81,0.365,11.67,1.74,20170125.0,84753.11,3.78,33.27,5.21,21.83,10.55,18006.0
纳思达,11.41,12.45,3.43,-94.83,-135.14,-42.63,23.37,2.1,电脑设备,广东,97.15,6.86,10.64,3370353.25,959249.31,292233.41,166163.55,1.56,0.08,3.8,8.19,20071113.0,170067.31,1.6,-3.51,109.92,36.58,1.69,11996.0
华正新材,11.39,,15.61,6.99,9.0,11.83,15.16,1.81,元器件,浙江,49.29,0.74,1.31,195714.97,124957.72,30172.13,20493.73,1.57,0.087,4.82,3.58,20170103.0,28105.18,2.15,-4.83,-72.05,19.05,3.09,11711.0
快意电梯,11.39,,21.41,1.87,3.51,4.78,7.49,0.96,运输设备,广东,89.5,0.88,3.41,142780.45,114267.7,12571.5,39752.1,1.17,0.03,3.02,3.39,20170324.0,21548.36,0.63,-9.67,-44.81,33.86,6.47,35718.0
尔康制药,11.39,14.91,19.8,4.05,7.62,9.79,9.73,1.9,化学制药,湖南,21.07,11.05,20.63,578285.19,283641.16,172948.41,95633.38,0.46,0.05,2.63,1.6,20110927.0,234735.63,1.14,-36.82,-52.87,47.4,21.09,27787.0
上海九百,11.34,13.15,14.7,1.76,4.13,5.7,7.76,1.75,百货,上海,33.34,4.01,4.01,138045.8,26426.47,11772.53,18368.57,0.46,0.055,3.11,2.34,19940224.0,37619.15,0.94,-17.53,-1.11,56.52,110.74,63710.0
中国电影,11.34,7.21,9.38,2.86,6.03,7.0,9.33,3.18,影视音像,北京,21.6,5.65,18.67,1688101.75,1280978.63,247125.45,427153.44,2.29,0.182,5.72,2.75,20160809.0,414814.34,2.22,21.54,17.96,28.18,15.47,109636.0
川环科技,11.33,8.49,13.8,3.51,7.36,11.26,16.32,3.72,橡胶,四川,24.66,0.63,1.23,99290.4,80726.84,14631.29,38303.71,3.1,0.222,5.95,3.67,20160930.0,31618.75,2.56,19.44,23.13,36.38,17.79,14513.0
东阿阿胶,11.32,15.9,22.16,6.74,10.41,13.83,20.76,5.81,中成药,山东,14.38,6.54,6.54,1276308.38,996596.5,172705.13,69067.68,1.06,0.932,16.01,3.35,19960729.0,858711.38,13.13,1.17,0.8,67.11,35.94,86960.0
恒顺众昇,11.31,14.81,15.85,6.92,13.55,16.52,17.53,4.84,电气设备,山东,17.76,5.79,7.66,429970.66,324473.22,15563.17,21028.17,0.27,0.125,2.57,3.45,20110426.0,100725.68,1.32,-2.58,-20.16,39.41,24.51,32380.0
裕同科技,11.28,21.61,20.47,3.65,7.07,13.02,18.63,2.72,广告包装,深圳,38.34,1.19,4.0,945125.88,601382.13,213009.09,137049.72,3.43,0.348,12.79,4.18,20161216.0,315946.16,7.9,16.18,-14.14,25.19,8.63,12273.0
常青股份,11.27,,19.88,2.25,3.41,5.48,7.67,2.5,汽车配件,安徽,17.24,0.7,2.04,264504.59,151086.06,71002.17,79663.78,3.91,0.209,8.33,1.73,20170324.0,64310.58,3.15,2.53,20.96,23.28,8.3,22953.0
花王股份,11.24,7.51,8.63,3.32,8.19,8.9,17.28,1.57,建筑施工,江苏,59.39,1.94,3.41,289902.22,138774.02,6560.95,17762.3,0.52,0.05,3.01,3.67,20160826.0,43588.25,1.28,59.53,-44.75,29.16,7.77,22585.0
富森美,11.23,15.91,14.58,4.0,8.58,12.35,15.35,4.02,房产服务,四川,16.55,0.92,4.45,550139.19,129389.22,34342.78,103816.5,2.33,0.4,10.05,2.63,20161109.0,278851.81,6.27,9.22,12.0,71.88,54.19,30619.0
华建集团,11.22,15.38,24.02,2.09,3.19,6.07,10.33,2.8,建筑施工,上海,18.99,3.62,4.32,723462.69,505373.81,118675.2,143133.0,3.31,0.165,5.88,2.13,19930209.0,94961.1,2.2,40.81,47.86,22.94,5.51,18548.0
中国平安,11.2,14.89,16.27,5.6,10.19,14.79,18.82,5.12,保险,深圳,10.98,108.33,182.8,672576576.0,0.0,4259200.0,12744400.0,6.97,1.44,27.46,2.25,20070301.0,29653600.0,16.22,16.87,11.49,0.0,8.28,509891.0
中天能源,11.2,14.91,18.79,5.65,10.51,8.35,10.67,2.68,供气供热,吉林,16.93,11.34,13.67,1671219.0,517470.81,83050.65,280488.22,2.05,0.09699999999999999,3.63,1.82,19940425.0,162324.11,1.19,-0.25,-3.75,25.48,8.14,24636.0
