name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
沪宁股份,,,19.68,2.87,4.21,7.29,8.72,1.16,机械基件,浙江,85.43,0.26,0.84,48624.51,38508.39,5085.35,28834.52,3.42,0.062,5.32,4.0,20170629.0,6696.31,0.8,-1.39,-12.98,30.16,11.62,9299.0
元隆雅图,,,21.19,,7.57,10.33,13.76,3.68,文教休闲,北京,39.86,0.32,1.3,73126.46,68749.18,444.87,30723.18,2.36,0.153,4.16,5.88,20170606.0,15890.17,1.22,62.23,90.03,24.25,9.81,12747.0
朗新科技,,,15.07,0.0,0.11,-1.79,12.01,-2.21,软件服务,江苏,0.0,0.45,4.17,151526.61,137719.19,1214.35,45222.1,1.09,-0.06,2.72,6.53,20170801.0,35690.21,0.86,-10.13,-89368.68,34.01,-45.66,24236.0
沃特股份,,,15.47,,2.93,4.43,6.44,1.57,塑料,深圳,70.1,0.5,1.18,102549.88,75013.46,16194.92,31174.06,2.65,0.085,5.41,4.42,20170627.0,22229.5,1.89,22.87,13.4,18.19,5.88,12355.0
赛意信息,,,30.84,5.39,12.65,9.07,13.21,1.25,软件服务,广东,88.26,0.36,1.44,87345.31,84443.22,226.25,49710.67,3.45,0.068,5.38,4.44,20170803.0,17744.5,1.23,5.21,-35.77,27.32,6.29,9160.0
弘宇股份,,,12.96,,8.68,7.67,7.94,1.45,农用机械,山东,63.24,0.17,0.67,63457.15,44899.19,14729.87,20516.05,3.08,0.11199999999999999,7.69,3.69,20170802.0,21083.6,3.16,0.0,0.0,19.63,10.23,9000.0
中环环保,,,10.33,,4.03,5.05,7.26,1.14,环境保护,安徽,109.93,0.4,1.6,105672.4,27549.65,4827.77,41560.71,2.6,0.051,4.41,5.04,20170821.0,17621.38,1.1,0.0,0.0,33.71,16.14,20525.0
川恒股份,,,7.71,2.04,,6.81,7.06,0.21,化工原料,贵州,517.71,0.4,4.07,244768.59,86351.31,30036.47,76343.68,1.88,0.01,4.65,4.4,20170825.0,78108.65,1.92,-7.21,-87.27,19.9,1.82,22976.0
深圳新星,,,20.03,3.1,6.96,6.36,7.92,2.48,铝,深圳,42.61,0.4,1.6,161589.95,96595.61,41501.26,66081.53,4.13,0.21,8.45,4.23,20170807.0,57204.9,3.58,12.13,57.93,19.93,15.98,11535.0
三维股份,,8.21,7.21,0.66,1.99,2.7,,1.43,橡胶,浙江,37.01,0.55,1.27,150062.17,104898.55,18239.67,41709.8,3.28,0.129,8.99,2.12,20161207.0,54598.23,4.3,24.52,122.65,22.32,7.4,10945.0
华脉科技,,,18.26,,5.38,7.06,8.39,0.94,通信设备,江苏,82.07,1.01,1.39,152907.2,116515.47,16384.56,51407.68,3.71,0.06,6.38,3.09,20170602.0,26118.48,1.88,12.49,-69.28,21.76,2.61,17546.0
金能科技,,,19.11,8.74,10.27,15.85,17.61,6.27,化工原料,山东,9.66,3.32,6.76,549341.88,272115.84,231236.77,178419.38,2.64,0.382,6.08,2.42,20170511.0,148807.45,2.2,16.86,22.59,20.58,13.82,29240.0
江苏国信,,,6.96,2.36,5.26,8.38,12.41,2.47,火力发电,江苏,16.3,5.39,37.78,4652351.5,864956.13,2432949.75,1310714.0,3.47,0.14,5.53,1.39,20110810.0,-234295.09,-0.62,43.94,19.06,9.61,8.37,23681.0
保隆科技,,,22.46,7.13,7.3,11.3,13.32,3.64,汽车配件,上海,23.48,0.98,1.67,255237.77,182501.77,47750.55,74924.99,4.49,0.295,8.1,3.42,20170519.0,52045.15,3.12,15.57,9.04,33.22,8.41,9583.0
川化股份,,,30.43,0.88,2.79,6.0,10.76,2.29,农药化肥,四川,22.58,9.37,12.7,724964.81,388471.94,249185.55,328053.41,2.58,0.055999999999999994,2.43,2.07,20000926.0,-170142.88,-1.34,30.15,10.03,11.26,5.0,48451.0
京粮控股,,,112.61,17.44,20.92,6.77,6.16,1.45,食品,海南,35.62,3.6,6.86,576836.75,357168.5,132274.06,159254.16,2.32,0.045,3.11,2.07,19921221.0,-26806.97,-0.39,20.78,4.63,7.35,1.66,33650.0
我乐家居,,,22.61,-0.58,1.84,5.77,11.26,-0.52,家居用品,江苏,0.0,0.64,2.26,104696.61,53053.86,34132.55,41130.09,1.82,-0.017,3.28,3.41,20170616.0,16677.4,0.74,25.98,-121.41,32.74,-2.58,11347.0
东珠生态,,,15.17,3.5,7.66,7.47,10.11,2.96,建筑施工,江苏,25.86,0.8,3.19,408185.75,347450.25,2141.09,115143.05,3.61,0.23,7.76,3.06,20170901.0,99566.81,3.12,51.92,65.02,28.35,20.17,22871.0
顶点软件,,,14.93,,3.05,4.31,10.86,0.32,软件服务,福建,337.9,0.57,1.2,113952.86,102392.11,3832.78,46781.68,3.89,0.025,7.84,4.39,20170522.0,38381.46,3.19,5.52,131.64,81.31,10.54,8928.0
亚振家居,,9.78,8.91,-0.3,2.71,4.84,6.9,-0.93,家居用品,江苏,0.0,0.63,2.19,101945.63,68442.3,12128.96,37824.03,1.73,-0.037000000000000005,4.0,2.84,20161215.0,25290.82,1.16,-15.29,-220.8,55.02,-10.64,16403.0
八一钢铁,,,1.68,11.02,15.42,28.21,34.96,4.13,普钢,新疆,13.21,15.33,15.33,1890941.25,400026.25,1437764.63,408675.78,2.67,0.094,2.27,2.19,20020816.0,-217055.59,-1.42,20.09,-47.12,11.92,4.23,76091.0
友讯达,,,18.84,3.64,5.83,10.24,14.78,1.66,通信设备,深圳,105.27,0.9,2.0,72338.75,68598.81,1554.8,21389.97,1.07,0.040999999999999995,2.47,7.02,20170426.0,16094.47,0.8,24.77,-6.17,40.6,7.86,12010.0
掌阅科技,,,10.56,4.65,8.51,10.13,12.52,3.49,互联网,北京,86.51,0.41,4.01,144092.56,132702.44,2911.56,36951.85,0.92,0.08900000000000001,2.55,12.08,20170921.0,23243.8,0.58,23.25,0.1,30.51,7.66,31601.0
泰禾光电,,16.37,21.68,1.61,3.69,7.68,10.56,1.49,专用机械,安徽,51.87,0.63,1.49,93029.25,79088.22,10950.51,36806.35,2.47,0.085,5.65,3.11,20170321.0,32310.08,2.17,17.89,1.52,51.66,13.86,9658.0
华体科技,,,18.16,,3.32,6.08,10.22,2.13,电气设备,四川,53.61,0.35,1.01,73188.43,60026.65,5577.74,20725.25,2.05,0.115,5.39,4.58,20170621.0,20924.35,2.07,80.07,58.69,31.16,9.1,5783.0
健友股份,,,19.56,,8.57,11.4,15.31,5.76,化学制药,江苏,30.62,2.85,5.52,288136.44,235218.34,26086.42,50865.76,0.92,0.41,4.01,6.28,20170719.0,106917.92,1.94,75.65,84.24,47.87,26.73,9926.0
嘉泽新能,,,6.62,,4.17,5.36,6.78,1.99,新型电力,宁夏,67.17,1.94,19.33,891525.38,150262.7,614176.25,19287.9,0.1,0.026000000000000002,1.28,5.36,20170720.0,33416.89,0.17,27.63,71.02,55.15,21.69,70322.0
永安行,,,21.54,,10.2,6.58,31.47,1.62,公共交通,江苏,45.69,0.34,1.34,238991.16,134277.25,1658.03,74229.11,5.52,0.201,12.41,2.97,20170817.0,78189.7,5.82,-6.88,0.87,29.29,15.03,12845.0
新日股份,,14.32,14.29,2.79,4.36,8.19,8.33,1.79,摩托车,江苏,32.62,0.71,2.04,200458.41,157615.91,28759.05,22169.0,1.09,0.079,4.39,2.34,20170427.0,42100.01,2.06,8.87,4.49,14.47,2.76,14067.0
江丰电子,,,18.96,3.2,3.94,7.15,11.33,2.26,元器件,浙江,226.97,1.16,2.19,97138.15,50606.8,30519.91,18875.15,0.86,0.06,2.64,20.6,20170615.0,15427.32,0.71,19.97,36.74,30.65,9.46,37779.0
香山股份,,,29.94,7.57,5.22,7.65,8.86,0.62,电器仪表,广东,121.87,0.4,1.11,132543.95,88218.38,18572.9,47046.48,4.23,0.046,7.35,3.03,20170515.0,19195.67,1.73,-6.96,-75.05,29.38,2.85,16360.0
大烨智能,,,21.97,1.33,3.83,6.02,9.57,0.99,电气设备,江苏,166.06,0.49,1.94,73117.07,61487.48,6547.1,29081.6,1.5,0.03,2.98,6.59,20170703.0,16303.87,0.84,17.62,73.39,26.53,10.66,14606.0
建科院,,,11.05,-2.51,1.14,0.84,8.12,-6.84,建筑施工,深圳,0.0,0.81,1.47,62836.01,36752.12,7960.77,12754.12,0.87,-0.183,2.67,10.99,20170719.0,10498.32,0.72,-12.96,-282.08,-19.84,-61.54,20001.0
长缆科技,,,16.09,,5.04,6.77,8.66,1.72,电气设备,湖南,32.32,1.27,1.93,168948.69,144215.97,17917.82,76383.56,3.96,0.127,7.36,2.24,20170707.0,45522.09,2.36,15.58,5.41,50.3,18.63,19200.0
电连技术,,,35.61,,15.54,9.1,11.62,2.03,元器件,深圳,30.2,0.54,2.16,343421.16,292941.59,28000.22,225825.5,10.45,0.299,14.69,2.46,20170731.0,73393.9,3.4,0.0,0.0,42.85,23.54,24099.0
中设股份,,,26.28,,5.95,9.4,12.91,3.02,建筑施工,江苏,51.34,0.31,0.87,45864.84,41442.84,2037.75,20468.43,2.36,0.13699999999999998,4.52,6.21,20170620.0,12296.37,1.42,27.89,29.2,41.21,19.83,8505.0
海特生物,,,22.53,,9.07,6.77,8.7,1.43,生物制药,湖北,52.91,0.26,1.03,190278.09,173829.81,9628.23,98960.97,9.57,0.23,16.06,3.03,20170808.0,51363.43,4.97,-22.45,-23.13,94.57,18.02,16837.0
绿茵生态,,,23.93,4.78,11.36,8.23,10.91,2.03,建筑施工,天津,28.31,0.4,1.6,210249.88,204409.44,3675.21,106815.7,6.68,0.213,10.43,2.31,20170801.0,46949.45,2.93,-15.27,-5.78,37.94,38.18,15857.0
亚翔集成,,22.87,18.6,5.93,8.68,10.7,13.09,3.94,装修装饰,江苏,28.54,0.97,2.13,175589.44,170806.77,2034.98,25862.38,1.21,0.18899999999999997,4.79,4.51,20161230.0,49665.6,2.33,7.54,-27.91,8.39,6.53,17588.0
创业黑马,,,23.0,0.43,7.97,6.18,12.53,1.18,综合类,北京,223.96,0.17,0.68,44822.05,43581.56,399.16,21630.93,3.18,0.066,5.6,10.58,20170810.0,9141.45,1.34,7.61,479.87,53.73,17.16,16666.0
中宠股份,,,20.74,,12.45,8.73,10.62,,饲料,山东,76.75,0.25,1.0,108429.05,63920.43,16656.82,40538.34,4.05,0.126,6.99,5.54,20170821.0,18296.27,1.83,27.75,-42.98,20.81,4.56,10570.0
三孚股份,,,14.99,6.5,7.1,10.19,14.6,4.24,化工原料,河北,23.47,0.51,1.5,110602.9,73982.38,29028.21,38836.76,2.59,0.28800000000000003,6.8,3.98,20170628.0,41549.23,2.77,6.93,21.29,31.89,15.39,11588.0
盛弘股份,,,25.34,7.25,11.63,6.94,7.86,2.08,电气设备,深圳,66.42,0.34,1.37,76543.68,73494.97,1177.39,35242.64,2.58,0.091,4.37,5.55,20170822.0,13938.24,1.02,-15.02,-36.84,45.3,11.12,20317.0
至正股份,,,15.21,1.31,3.07,4.61,8.22,1.42,塑料,上海,62.68,0.41,0.75,64444.86,39329.95,2096.95,24762.82,3.32,0.09,6.28,3.58,20170308.0,13192.04,1.77,44.19,17.82,22.97,6.77,9640.0
广州酒家,,,28.25,,2.92,12.71,19.96,2.21,食品,广东,73.6,1.26,4.04,208514.77,164467.97,25279.15,56473.0,1.4,0.11,4.31,6.52,20170627.0,65554.27,1.62,15.47,43.7,47.68,8.68,20142.0
金石资源,,,10.71,1.39,4.95,7.02,10.61,2.73,矿物制品,浙江,47.79,1.12,2.4,133412.23,27169.05,59368.11,17569.73,0.73,0.085,3.11,5.23,20170503.0,30876.44,1.29,83.05,207.94,51.35,20.65,20994.0
绝味食品,,20.08,25.95,4.93,10.28,15.41,19.5,5.54,食品,湖南,28.08,1.64,4.1,322610.19,154710.45,83547.56,76670.93,1.87,0.36700000000000005,6.62,6.23,20170317.0,146117.8,3.56,10.11,31.26,34.42,15.61,10919.0
惠发股份,,,10.31,,2.77,4.89,9.37,0.32,食品,山东,201.4,0.6,1.68,103439.61,40849.17,45704.51,22623.38,1.35,0.012,3.85,2.6,20170613.0,28073.02,1.67,16.15,-71.15,23.34,1.08,6469.0
广汇物流,,,5.87,1.46,1.97,2.69,5.99,1.67,仓储物流,四川,12.77,5.04,12.54,968980.5,384516.91,4315.33,106747.05,0.85,0.08,4.81,0.84,19920113.0,328569.53,2.62,127.11,64.06,60.52,33.34,26225.0
起步股份,,,18.15,,10.3,10.44,13.9,2.2,服饰,浙江,48.49,0.47,4.7,177097.22,135094.75,37268.85,53821.25,1.15,0.067,3.04,4.28,20170818.0,39631.9,0.84,0.0,0.0,36.37,11.88,20290.0
金麒麟,,,20.93,2.31,4.96,6.92,8.21,0.13,汽车配件,山东,276.24,1.0,2.16,287587.97,196258.13,67318.36,130787.5,6.07,0.013999999999999999,10.18,1.5,20170406.0,60648.6,2.81,-8.35,-93.51,23.6,0.93,24954.0
三超新材,,,16.95,3.86,4.72,9.55,18.18,9.98,矿物制品,江苏,13.86,0.56,0.94,62122.07,42153.98,17610.07,26058.2,2.78,0.561,5.62,5.53,20170421.0,20025.31,2.14,250.94,496.45,55.75,37.9,8775.0
苏州科达,,3.75,15.38,2.66,6.31,8.33,19.5,2.72,通信设备,江苏,51.01,2.38,3.6,205055.75,179103.56,8788.91,46819.2,1.3,0.109,4.0,5.55,20161201.0,82549.93,2.29,42.72,26.23,60.46,8.36,14577.0
熙菱信息,,10.13,14.04,0.48,4.75,10.58,21.21,-1.84,软件服务,新疆,0.0,0.75,1.6,101406.06,84168.55,773.87,9448.85,0.59,-0.043,2.33,5.73,20170105.0,16718.57,1.04,-59.34,-566.47,41.62,-13.8,12012.0
大元泵业,,,36.16,9.86,20.17,14.82,20.06,3.97,专用机械,浙江,22.86,0.35,1.17,116020.11,86893.32,22549.15,49251.42,4.2,0.316,7.94,3.64,20170711.0,33872.96,2.89,18.29,19.53,30.47,15.42,6133.0
久吾高科,,7.87,10.97,0.47,1.52,4.57,7.75,0.52,环境保护,江苏,189.44,0.71,1.03,78357.4,62496.16,11194.5,14187.5,1.38,0.03,5.69,4.0,20170323.0,31034.99,3.02,8.67,17.38,43.24,6.7,10317.0
新宏泽,,11.84,12.72,2.8,4.58,7.03,11.14,1.78,广告包装,广东,81.26,0.56,1.6,50875.03,23928.3,13386.59,3493.9,0.22,0.048,2.72,5.8,20161229.0,20710.17,1.29,-23.72,-29.09,37.84,19.44,18686.0
华扬联众,,,16.08,,4.54,3.25,10.5,0.34,互联网,北京,328.49,0.56,2.3,465121.56,426021.66,3150.91,66023.6,2.87,0.019,5.54,4.53,20170802.0,41338.28,1.8,37.9,34.11,10.03,0.22,8935.0
万通智控,,,18.0,4.08,4.71,7.2,8.56,0.11,汽车配件,浙江,1252.47,0.71,2.0,48480.46,35851.01,9471.17,13293.52,0.66,0.002,2.07,5.51,20170505.0,6885.06,0.34,-4.54,-94.65,26.56,0.74,17863.0
杭州园林,,,14.23,2.99,4.39,6.24,11.06,4.71,建筑施工,浙江,63.69,0.32,1.28,37973.01,18614.47,1176.27,6668.86,0.52,0.121,2.57,12.01,20170505.0,11305.45,0.88,591.55,183.53,16.89,8.48,20879.0
正海生物,,,19.92,3.28,4.72,8.39,12.76,4.33,医疗保健,山东,60.12,0.43,0.8,55244.03,47763.01,2510.65,26941.81,3.37,0.27399999999999997,6.31,10.42,20170516.0,14219.01,1.78,28.79,181.29,92.7,46.38,9036.0
弘信电子,,,9.63,3.72,5.98,7.17,14.09,-3.7,元器件,福建,0.0,0.66,1.04,186801.73,105824.85,67640.35,17925.22,1.72,-0.17600000000000002,4.77,7.01,20170523.0,18565.6,1.79,-8.81,-200.73,0.63,-5.58,11380.0
华夏航空,,37.59,43.55,,17.47,,32.53,4.1,空运,贵州,34.23,0.41,4.0,677406.63,264488.88,310111.22,96352.5,2.41,0.22,5.0,5.63,20180302.0,57770.75,1.44,0.0,0.0,19.47,8.3,40586.0
春秋电子,,27.68,34.21,,14.97,21.4,12.03,0.75,机械基件,江苏,88.88,0.48,1.92,218736.38,171093.16,18751.26,87435.96,4.56,0.053,6.98,2.69,20171212.0,31379.33,1.64,0.0,0.0,18.59,2.83,21356.0
新余国科,,12.02,15.98,,7.29,12.47,11.61,1.38,专用机械,江西,167.6,0.2,0.8,54992.1,31868.55,18553.14,20440.96,2.56,0.067,4.88,9.26,20171110.0,8626.12,1.08,0.0,0.0,40.67,13.62,12556.0
科沃斯,,9.66,5.8,,15.49,,29.91,,家用电器,江苏,71.22,0.4,4.0,258300.8,0.0,0.0,0.0,0.0,0.23,3.77,17.39,20180528.0,0.0,0.0,0.0,0.0,0.0,7.6,38694.0
江铃汽车,,8.97,10.62,1.8,4.44,5.13,5.49,1.43,汽车整车,江西,16.89,5.18,8.63,2273195.25,1462893.25,589985.0,83944.25,0.97,0.17800000000000002,12.43,0.97,19931201.0,859841.38,9.96,-20.53,-32.81,13.54,2.37,36414.0
开立医疗,,8.39,17.94,1.12,7.77,11.65,17.93,1.94,医疗保健,深圳,167.93,1.22,4.0,131647.86,105707.86,4767.26,21242.46,0.53,0.052000000000000005,2.69,13.08,20170406.0,40727.85,1.02,44.44,107.92,71.76,9.06,9084.0
仙鹤股份,,8.2,10.9,,,,16.99,3.97,造纸,浙江,39.68,0.62,6.12,513754.91,213966.17,173302.56,116773.1,1.91,0.18,4.44,5.67,20180420.0,66043.97,1.08,0.0,0.0,21.51,12.31,60822.0
江泉实业,,7.6,6.0,0.65,1.85,3.28,1.66,0.1,综合类,山东,705.89,5.12,5.12,78490.96,24140.3,11071.13,46782.89,0.91,0.002,1.48,2.88,19990817.0,-32413.99,-0.63,-21.02,-84.27,14.7,1.35,37178.0
如通股份,,7.52,6.9,0.6,1.54,3.0,3.71,0.42,专用机械,江苏,176.35,0.51,2.03,107677.77,90192.81,12881.53,41197.2,2.03,0.02,4.81,2.98,20161209.0,32078.85,1.58,-2.15,-29.27,35.46,9.88,26047.0
西藏天路,,7.39,10.59,1.71,7.86,12.31,12.39,0.77,建筑施工,西藏,68.6,8.65,8.65,777049.25,411076.59,265231.16,80389.56,0.93,0.024,3.1,2.14,20010116.0,91764.46,1.06,8.76,-49.69,29.27,4.16,108406.0
宗申动力,,7.02,8.25,2.16,4.48,5.99,7.23,1.56,摩托车,重庆,23.46,8.92,11.45,816934.44,420443.25,75409.47,55122.06,0.48,0.052000000000000005,3.34,1.47,19970306.0,177249.48,1.55,0.13,-23.13,14.79,4.5,97108.0
京能电力,,6.88,8.2,-0.19,0.27,1.01,2.38,0.65,火力发电,北京,38.07,53.35,67.47,6337347.5,923367.81,2692032.25,836376.44,1.24,0.022000000000000002,3.35,1.0,20020510.0,347191.91,0.51,21.09,417.58,5.16,5.2,76287.0
深圳能源,,6.24,6.23,0.51,1.86,3.61,3.51,,火力发电,深圳,83.66,39.64,39.64,7804062.5,1758957.63,3131118.75,399866.72,1.01,0.015,5.31,0.97,19930903.0,828019.19,2.09,42.22,-45.87,19.06,1.67,121558.0
新北洋,,5.98,9.44,2.55,5.53,7.72,11.11,2.54,电脑设备,山东,36.02,5.74,6.66,460242.66,243692.52,98888.21,102027.88,1.53,0.11699999999999999,4.59,3.66,20100323.0,113470.36,1.7,49.31,22.76,42.26,14.49,25299.0
同济科技,,4.85,9.51,1.56,2.83,5.27,12.33,3.59,综合类,上海,16.23,6.25,6.25,1040912.31,870951.13,16442.8,19848.63,0.32,0.12300000000000001,3.43,2.33,19940311.0,117391.85,1.88,38.34,153.49,16.52,7.18,94394.0
辉隆股份,,4.61,4.65,1.85,3.97,5.33,,2.12,其他商业,安徽,19.37,7.01,7.18,790835.19,593032.31,56538.76,79312.82,1.11,0.069,3.23,1.65,20110302.0,72414.24,1.01,16.18,18.5,5.21,1.49,52332.0
乔治白,,4.52,6.3,0.87,3.66,4.69,7.42,1.09,服饰,浙江,43.99,3.19,3.55,137337.69,66580.78,49766.18,35716.4,1.01,0.031,2.89,1.92,20120713.0,23284.18,0.66,23.84,26.72,46.75,6.01,22218.0
博敏电子,,4.26,5.71,1.27,3.79,5.76,6.58,1.56,元器件,广东,53.46,0.56,1.67,240429.91,119343.45,102026.75,34427.2,2.06,0.094,6.01,3.35,20151209.0,44604.94,2.67,25.0,31.19,16.76,3.65,17887.0
桂东电力,,4.04,7.86,-3.18,0.24,0.72,3.11,-4.0,水力发电,广西,0.0,8.28,8.28,1375246.5,487722.34,286964.06,27400.96,0.33,-0.09,2.25,1.81,20010228.0,12298.53,0.15,97.18,4.55,3.35,-2.18,41159.0
深桑达A,,3.99,4.22,0.7,1.74,3.05,1.79,1.98,元器件,深圳,33.03,2.79,4.22,209940.66,158616.56,8296.3,3437.56,0.08,0.06,3.04,2.63,19931028.0,57233.98,1.36,17.8,105.38,20.17,6.79,24303.0
安纳达,,3.96,8.44,5.96,13.86,19.8,24.54,4.13,化工原料,安徽,17.84,2.14,2.15,104336.31,43318.15,55864.76,35026.01,1.63,0.134,3.24,2.95,20070530.0,10985.63,0.51,20.11,-9.93,19.13,9.54,26786.0
环球印务,,3.28,5.19,1.16,2.54,3.02,4.35,1.34,广告包装,陕西,88.98,0.77,1.5,78949.3,40703.18,26099.53,14836.07,0.99,0.047,3.51,4.77,20160608.0,19648.0,1.31,13.83,16.0,20.99,5.86,13647.0
数源科技,,2.94,2.06,0.49,1.87,2.56,2.91,0.55,综合类,浙江,107.14,3.11,3.12,376438.78,302609.0,1981.5,47205.76,1.51,0.018000000000000002,3.33,2.38,19990507.0,22165.71,0.71,28.42,11.93,9.35,1.86,32651.0
星星科技,,2.71,4.41,0.28,0.89,1.89,1.97,0.69,元器件,浙江,43.54,5.94,9.67,893287.63,442574.31,207078.56,260911.55,2.7,0.025,3.54,1.21,20110819.0,19341.85,0.2,-21.97,144.09,17.3,2.12,38937.0
拓尔思,,2.69,8.33,-0.29,1.01,3.61,8.77,0.09,软件服务,北京,846.78,4.47,4.69,217771.8,102453.9,16295.45,61907.32,1.32,0.003,3.84,3.07,20110615.0,67275.18,1.43,31.11,133.34,52.65,1.03,42578.0
维尔利,,2.61,3.33,1.18,1.98,3.12,3.84,1.29,环境保护,江苏,24.89,7.35,8.14,607993.25,336273.09,42259.31,264442.72,3.25,0.057999999999999996,4.49,1.29,20110316.0,51143.89,0.63,11.83,42.43,36.06,14.27,18900.0
新华百货,,2.57,3.28,3.61,5.46,6.11,5.37,4.65,百货,宁夏,11.72,2.26,2.26,501091.41,200928.48,182769.31,31135.9,1.38,0.43,9.24,2.18,19970108.0,135135.77,5.99,7.11,34.96,20.21,4.29,11499.0
百利电气,,2.24,3.04,0.92,2.02,,3.65,0.9,电气设备,天津,67.38,7.98,8.11,278445.78,195156.22,34326.55,75342.49,0.93,0.02,2.25,2.45,20010615.0,22972.95,0.28,17.14,1.86,19.8,5.31,24502.0
国盛金控,,2.04,4.3,0.3,1.28,2.83,4.51,-0.87,证券,广东,0.0,6.38,19.45,2924634.5,2005789.75,6642.77,945964.81,4.86,-0.057,6.45,1.72,20120416.0,105100.4,0.54,-99.88,-414.9,0.0,-32793.88,28494.0
新宁物流,,2.04,4.61,0.9,2.57,5.1,10.48,0.49,仓储物流,江苏,107.99,2.35,2.98,268260.75,102336.81,49554.8,90530.74,3.04,0.023,4.63,2.15,20091030.0,15809.15,0.53,20.86,-43.23,34.48,3.29,17926.0
光一科技,,1.7,4.52,-0.26,2.01,0.9,-37.93,-1.9,电气设备,江苏,0.0,3.69,4.15,175337.22,89957.05,43595.26,76919.9,1.85,-0.047,2.45,2.41,20121009.0,-13620.9,-0.33,-46.46,-421.81,31.23,-43.82,23013.0
同力水泥,,0.09,1.91,0.0,4.81,31.82,32.3,6.45,水泥,河南,10.98,4.96,4.96,794642.06,44673.7,573010.56,5521.35,0.11,0.259,4.02,2.83,19990319.0,106107.22,2.14,-60.43,4.95,60.95,30.6,52200.0
北方股份,,-0.28,1.71,0.39,2.05,1.32,3.55,0.56,汽车整车,内蒙,142.64,1.7,1.7,209138.45,157539.05,28782.77,40393.1,2.38,0.035,6.23,3.22,20000630.0,11810.62,0.69,212.21,47.66,20.73,2.24,12012.0
大博医疗,,,38.21,,20.66,18.18,24.08,5.29,医疗保健,福建,55.08,0.4,4.0,144130.27,116095.65,20980.6,41211.75,1.03,0.171,3.24,11.66,20170922.0,42040.37,1.05,0.0,0.0,82.9,44.24,17652.0
澄天伟业,,,15.87,,9.01,7.77,9.89,1.79,元器件,深圳,75.36,0.17,0.68,61489.01,38864.03,19122.82,24722.46,3.64,0.14300000000000002,7.99,5.4,20170809.0,22241.92,3.27,0.0,0.0,30.73,13.98,10027.0
华阳集团,,,12.43,2.92,,7.96,8.01,0.16,汽车配件,广东,377.88,0.73,4.73,459447.34,343573.81,80554.81,87557.61,1.85,0.012,7.39,2.52,20171013.0,205031.13,4.33,-22.06,-91.52,19.26,0.75,43756.0
圣达生物,,,13.84,,8.64,7.64,9.44,3.03,食品,浙江,33.54,0.28,1.12,100711.36,61309.75,19393.92,46335.25,4.14,0.215,7.08,4.07,20170823.0,22365.42,2.0,0.0,0.0,46.77,20.39,8125.0
光威复材,,,14.11,,9.75,8.11,9.14,3.23,化工原料,山东,52.66,0.92,3.68,317365.72,216499.02,55408.19,159460.25,4.33,0.235,7.27,6.82,20170901.0,67202.0,1.83,0.0,0.0,44.73,31.98,37103.0
创源文化,,,40.1,,13.21,7.02,10.37,0.3,文教休闲,浙江,382.19,0.3,1.2,77801.68,57059.71,16830.93,37724.14,3.14,0.015,4.87,4.61,20170919.0,11052.53,0.92,0.0,0.0,28.85,1.23,14850.0
联诚精密,,,11.37,,5.5,8.42,7.21,2.11,汽车配件,山东,55.99,0.2,0.8,114435.86,61825.11,38310.15,42029.93,5.25,0.175,8.26,4.75,20171227.0,15702.92,1.96,0.0,0.0,25.86,9.22,16502.0
精研科技,,,40.32,,17.88,25.03,12.2,0.19,元器件,江苏,360.95,0.22,0.88,151490.73,89291.0,43465.51,85561.77,9.72,0.028999999999999998,14.47,2.88,20171019.0,28915.9,3.29,0.0,0.0,33.0,1.78,15423.0
东方材料,,,19.59,,7.13,13.52,8.79,1.3,染料涂料,浙江,73.42,0.36,1.44,72629.18,54300.7,13588.55,27989.3,1.95,0.057999999999999996,4.41,3.84,20171013.0,23414.52,1.63,0.0,0.0,27.38,8.22,13354.0
海川智能,,,16.8,,6.12,9.89,9.04,1.36,电器仪表,广东,115.98,0.18,0.72,46308.18,32482.15,9548.55,18517.48,2.57,0.081,5.94,6.32,20171106.0,14848.82,2.06,0.0,0.0,55.91,22.28,12821.0
宏达电子,,,24.35,,11.09,16.06,14.58,3.0,元器件,湖南,74.57,0.4,4.0,152091.3,130817.9,10017.51,66959.93,1.67,0.106,3.53,8.95,20171121.0,30701.3,0.77,0.0,0.0,69.05,30.84,26273.0
昭衍新药,,,19.89,,4.48,6.71,13.71,1.61,医疗保健,北京,186.83,0.29,1.15,97880.5,61131.21,22873.42,26189.92,2.28,0.076,4.71,12.09,20170825.0,18699.68,1.63,0.0,0.0,54.77,16.99,8626.0
辰欣药业,,,10.75,,5.38,5.73,9.86,3.11,化学制药,山东,21.6,1.0,4.53,491184.81,329668.06,112360.22,188167.36,4.15,0.264,8.49,2.69,20170929.0,134348.11,2.96,0.0,0.0,55.58,12.65,38328.0
广东骏亚,,,22.55,,9.46,8.17,10.65,2.45,元器件,广东,76.37,0.51,2.02,118533.05,63855.88,37495.82,24305.42,1.2,0.077,3.13,7.51,20170912.0,17307.63,0.86,0.0,0.0,17.59,6.25,31746.0
